#PeakID(python identify_motif.py ./ENCODE_processed_files/USF2_idr.fa USF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
77_1	chr7	4775392	4775792	+	1000	1223.0	[11.787619, 12.827876, 12.827922]	[83, 95, 127]	[6.3357368, 12.086817, 12.367886]	[83, 95, 127]	[4775572, 4775584, 4775616]	[4775572, 4775584, 4775616]
77_3478	chr6	43181952	43182352	+	1000	201.0	[9.264282]	[115]	[]	[]	[43182156]	[]
77_34781	chr1	234553353	234553753	+	821	33.0	[]	[]	[7.352332]	[78]	[]	[234553518]
77_34785	chr1	235069562	235069962	+	752	33.0	[7.777689]	[149]	[7.3176527]	[149]	[235069771]	[235069771]
77_34786	chr1	236110139	236110539	+	895	33.0	[8.733058]	[195]	[8.490806]	[195]	[236110339]	[236110339]
77_34796	chr10	6299224	6299624	+	911	33.0	[6.9717116]	[127]	[7.2139645]	[127]	[6299414]	[6299414]
77_348	chr7	100867096	100867496	+	1000	715.0	[13.817017]	[104]	[12.61677]	[104]	[100867299]	[100867299]
77_34801	chr10	22714757	22715157	+	842	33.0	[7.766054]	[134]	[]	[]	[22714973]	[]
77_34809	chr10	46299997	46300397	+	758	33.0	[9.702682]	[92]	[10.442892]	[92]	[46300170]	[46300170]
77_34811	chr10	47321253	47321653	+	914	33.0	[7.5630774]	[116]	[6.370377]	[116]	[47321453]	[47321453]
77_34813	chr10	60140870	60141270	+	786	33.0	[6.3285766]	[103]	[]	[]	[60141052]	[]
77_3483	chr9	97632920	97633320	+	1000	201.0	[]	[]	[6.258595]	[104]	[]	[97633123]
77_34834	chr10	79142620	79143020	+	914	33.0	[]	[]	[12.029826]	[132]	[]	[79142852]
77_3484	chr9	137424771	137425171	+	1000	201.0	[10.409166]	[109]	[10.62695]	[109]	[137424972]	[137424972]
77_34841	chr10	89643790	89644190	+	812	33.0	[]	[]	[6.5196033]	[110]	[]	[89643993]
77_34850	chr10	133117507	133117907	+	609	33.0	[9.76405]	[126]	[8.329096]	[126]	[133117714]	[133117714]
77_34855	chr11	2467333	2467733	+	902	33.0	[]	[]	[12.063598]	[135]	[]	[2467546]
77_34858	chr11	4183955	4184355	+	837	33.0	[12.063598]	[143]	[]	[]	[4184172]	[]
77_34860	chr11	5244706	5245106	+	893	33.0	[8.132426]	[90]	[]	[]	[5244895]	[]
77_34864	chr11	10785095	10785495	+	927	33.0	[8.294456]	[113]	[13.988591]	[113]	[10785272]	[10785272]
77_34868	chr11	44326552	44326952	+	788	33.0	[]	[]	[6.2047405]	[101]	[]	[44326729]
77_3487	chr10	2315161	2315561	+	1000	200.0	[13.783291]	[121]	[13.541038]	[121]	[2315379]	[2315379]
77_3488	chr11	68840667	68841067	+	1000	200.0	[13.817017]	[100]	[12.61677]	[100]	[68840865]	[68840865]
77_34882	chr11	65588413	65588813	+	929	33.0	[9.35926]	[131]	[8.362677, 11.967716]	[111, 131]	[65588632]	[65588612, 65588632]
77_34889	chr11	68053118	68053518	+	805	33.0	[]	[]	[10.389888]	[128]	[]	[68053314]
77_34892	chr11	72624674	72625074	+	882	33.0	[]	[]	[10.924718]	[136]	[]	[72624902]
77_34897	chr11	86954706	86955106	+	911	33.0	[]	[]	[6.2152076, 7.7238355]	[176, 198]	[]	[86954904, 86954926]
77_34907	chr11	124736709	124737109	+	910	33.0	[12.086817]	[142]	[12.827876]	[142]	[124736935]	[124736935]
77_34934	chr12	65322978	65323378	+	713	33.0	[12.61677]	[112]	[13.817017]	[112]	[65323182]	[65323182]
77_34936	chr12	93361519	93361919	+	846	33.0	[13.304022]	[131]	[7.689707]	[131]	[93361719]	[93361719]
77_34940	chr12	104792547	104792947	+	941	33.0	[10.817995]	[130]	[]	[]	[104792760]	[]
77_34946	chr12	114390592	114390992	+	916	33.0	[10.902928]	[111]	[9.242645]	[111]	[114390773]	[114390773]
77_34948	chr12	116534520	116534920	+	888	33.0	[10.056979]	[103]	[10.098919]	[103]	[116534722]	[116534722]
77_34963	chr13	25727769	25728169	+	576	33.0	[15.742009]	[91]	[15.742009]	[91]	[25727960]	[25727960]
77_35015	chr13	108215393	108215793	+	800	33.0	[]	[]	[6.178482]	[135]	[]	[108215592]
77_35016	chr13	110503367	110503767	+	818	33.0	[]	[]	[11.880088]	[134]	[]	[110503584]
77_35017	chr14	19374464	19374864	+	653	33.0	[9.178057]	[236]	[7.0115023]	[150]	[19374705]	[19374619]
77_35028	chr14	74934720	74935120	+	921	33.0	[10.307449]	[81]	[8.882053]	[81]	[74934887]	[74934887]
77_35036	chr14	104206210	104206610	+	850	33.0	[]	[]	[6.754243]	[87]	[]	[104206396]
77_35050	chr15	67801923	67802323	+	898	33.0	[8.754848]	[163]	[]	[]	[67802163]	[]
77_35059	chr15	85707749	85708149	+	814	33.0	[7.5505943, 11.379028]	[56, 139]	[7.5505943]	[54]	[85707904, 85707987]	[85707902]
77_35065	chr16	364568	364968	+	755	33.0	[7.2139645]	[105]	[6.9717116]	[105]	[364729]	[364729]
77_35068	chr16	2469863	2470263	+	708	33.0	[7.777689]	[121]	[7.3176527]	[121]	[2470050]	[2470050]
77_35070	chr16	2971101	2971501	+	755	33.0	[6.4258924]	[191]	[]	[]	[2971345]	[]
77_35078	chr16	19450478	19450878	+	885	33.0	[]	[]	[8.1323805]	[147]	[]	[19450708]
77_35081	chr16	25767913	25768313	+	798	33.0	[7.5945916]	[91]	[11.637835]	[102]	[25768095]	[25768106]
77_35084	chr16	31700493	31700893	+	898	33.0	[9.648472]	[85]	[]	[]	[31700670]	[]
77_35087	chr16	51982673	51983073	+	716	33.0	[7.6297903]	[93]	[13.838806]	[93]	[51982856]	[51982856]
77_35091	chr16	68077954	68078354	+	910	33.0	[9.268613]	[200]	[]	[]	[68078197]	[]
77_35095	chr16	75622952	75623352	+	901	33.0	[6.924056]	[150]	[]	[]	[75623112]	[]
77_35097	chr16	79417502	79417902	+	836	33.0	[]	[]	[8.478322]	[91]	[]	[79417687]
77_351	chr1	58898995	58899395	+	1000	713.0	[8.329096]	[102]	[9.76405]	[102]	[58899193]	[58899193]
77_35102	chr16	84228542	84228942	+	870	33.0	[7.604205]	[96]	[]	[]	[84228706]	[]
77_35115	chr16	88149032	88149432	+	590	33.0	[]	[]	[8.938358]	[129]	[]	[88149255]
77_35117	chr16	88639367	88639767	+	924	33.0	[7.4329224]	[80]	[10.518601]	[80]	[88639545]	[88639545]
77_35120	chr16	88967871	88968271	+	948	33.0	[8.362677, 13.018968]	[89, 108]	[6.342368]	[108]	[88968059, 88968078]	[88968078]
77_35130	chr17	17420780	17421180	+	624	33.0	[8.497726]	[111]	[8.497726]	[111]	[17420958]	[17420958]
77_35138	chr17	29710827	29711227	+	878	33.0	[]	[]	[9.949756]	[95]	[]	[29711021]
77_3514	chr11	119030799	119031199	+	1000	199.0	[]	[]	[7.4891815]	[74]	[]	[119030969]
77_35145	chr17	42749054	42749454	+	906	33.0	[8.529451, 9.502248]	[122, 127]	[6.32848, 10.719419]	[120, 127]	[42749269, 42749274]	[42749267, 42749274]
77_35155	chr17	46795386	46795786	+	922	33.0	[8.754848]	[93]	[]	[]	[46795541]	[]
77_35156	chr17	48623510	48623910	+	856	33.0	[6.5756316]	[105]	[9.651474]	[91]	[48623688]	[48623674]
77_35158	chr17	49461494	49461894	+	912	33.0	[12.367886]	[135]	[12.827922]	[135]	[49461707]	[49461707]
77_35160	chr17	50531494	50531894	+	883	33.0	[13.432689]	[132]	[10.807047, 6.2641096]	[132, 137]	[50531699]	[50531699, 50531704]
77_35165	chr17	63452984	63453384	+	897	33.0	[6.2967544]	[139]	[6.5390077]	[139]	[63453220]	[63453220]
77_35173	chr17	73233005	73233405	+	823	33.0	[6.768257]	[96]	[10.368816]	[96]	[73233192]	[73233192]
77_35175	chr17	75849651	75850051	+	916	33.0	[]	[]	[6.437684]	[170]	[]	[75849851]
77_35184	chr17	78451061	78451461	+	905	33.0	[16.90268]	[87]	[11.66858]	[87]	[78451236]	[78451236]
77_35190	chr17	82650065	82650465	+	927	33.0	[9.242645]	[135]	[10.902928]	[135]	[82650292]	[82650292]
77_35199	chr18	13313043	13313443	+	774	33.0	[9.2292185]	[121]	[8.107944]	[121]	[13313249]	[13313249]
77_35200	chr18	21741578	21741978	+	918	33.0	[]	[]	[8.382457]	[153]	[]	[21741823]
77_35201	chr18	23846801	23847201	+	910	33.0	[12.1433525]	[121]	[11.763137]	[121]	[23847001]	[23847001]
77_35204	chr18	37663306	37663706	+	858	33.0	[14.94396]	[94]	[9.467608]	[94]	[37663496]	[37663496]
77_35213	chr18	77077836	77078236	+	925	33.0	[7.2477355]	[115]	[6.328512, 8.559837]	[115, 169]	[77078028]	[77078028, 77078082]
77_35214	chr18	80034324	80034724	+	932	33.0	[8.478322]	[122]	[]	[]	[80034493]	[]
77_35218	chr19	1354577	1354977	+	758	33.0	[]	[]	[6.5756316]	[98]	[]	[1354770]
77_3524	chr2	173210462	173210862	+	1000	199.0	[6.1983414, 9.467608]	[90, 95]	[14.94396]	[95]	[173210649, 173210654]	[173210654]
77_35251	chr19	40749403	40749803	+	911	33.0	[6.523232]	[106]	[]	[]	[40749605]	[]
77_35254	chr19	42078507	42078907	+	780	33.0	[7.2477355]	[147]	[6.328512]	[147]	[42078716]	[42078716]
77_3526	chr22	20182434	20182834	+	1000	199.0	[13.817017]	[86]	[12.61677]	[86]	[20182613]	[20182613]
77_35267	chr19	49133565	49133965	+	930	33.0	[7.5090437]	[197]	[8.275141]	[159]	[49133806]	[49133768]
77_35277	chr2	8851774	8852174	+	604	33.0	[6.342368]	[99]	[13.018968]	[99]	[8851956]	[8851956]
77_35285	chr2	12675397	12675797	+	840	33.0	[10.863351]	[138]	[6.369463]	[138]	[12675612]	[12675612]
77_35295	chr2	28326102	28326502	+	933	33.0	[10.691777]	[108]	[10.691777]	[108]	[28326296]	[28326296]
77_35298	chr2	37655516	37655916	+	851	33.0	[6.58816]	[94]	[7.345294]	[94]	[37655708]	[37655708]
77_35300	chr2	43183632	43184032	+	847	33.0	[6.924056]	[108]	[]	[]	[43183830]	[]
77_35304	chr2	48646710	48647110	+	798	33.0	[10.869158]	[132]	[9.885845]	[132]	[48646930]	[48646930]
77_35308	chr2	64607725	64608125	+	881	33.0	[7.8929586, 12.678137]	[85, 92]	[10.058565, 11.70322]	[85, 92]	[64607893, 64607900]	[64607893, 64607900]
77_35313	chr2	69119141	69119541	+	944	33.0	[8.54334]	[89]	[14.977686]	[89]	[69119326]	[69119326]
77_3533	chr6	83065704	83066104	+	1000	199.0	[7.114472]	[115]	[7.393316]	[81]	[83065915]	[83065881]
77_35337	chr2	113241636	113242036	+	870	33.0	[7.3176527, 13.838806]	[105, 144]	[7.777689, 7.6297903]	[105, 144]	[113241840, 113241879]	[113241840, 113241879]
77_3534	chr7	157387157	157387557	+	1000	199.0	[]	[]	[6.258595]	[101]	[]	[157387353]
77_35346	chr2	130790787	130791187	+	716	33.0	[10.128098]	[100]	[10.6269045]	[100]	[130790978]	[130790978]
77_35349	chr2	151766593	151766993	+	772	33.0	[6.5058074]	[215]	[]	[]	[151766826]	[]
77_35352	chr2	167955248	167955648	+	793	33.0	[6.5390077]	[171]	[6.2967544]	[171]	[167955495]	[167955495]
77_35360	chr2	173708747	173709147	+	792	33.0	[13.817017]	[113]	[12.61677]	[113]	[173708951]	[173708951]
77_35376	chr2	238784993	238785393	+	720	33.0	[8.559837]	[109]	[]	[]	[238785194]	[]
77_35378	chr2	240438088	240438488	+	728	33.0	[7.3176527]	[150]	[7.777689]	[150]	[240438322]	[240438322]
77_35381	chr20	2872607	2873007	+	895	33.0	[6.779206]	[183]	[]	[]	[2872849]	[]
77_35389	chr20	20711877	20712277	+	785	33.0	[7.0282474]	[65]	[]	[]	[20712038]	[]
77_3539	chr12	92379075	92379475	+	1000	198.0	[8.54334, 7.534675]	[102, 123]	[14.977686]	[102]	[92379267, 92379288]	[92379267]
77_354	chr17	32349890	32350290	+	1000	712.0	[16.90268]	[96]	[11.66858]	[96]	[32350082]	[32350082]
77_35401	chr20	37524308	37524708	+	570	33.0	[8.497726]	[147]	[8.497726]	[147]	[37524490]	[37524490]
77_35404	chr20	41233338	41233738	+	881	33.0	[8.069922, 13.304022]	[70, 92]	[12.923806, 7.689707]	[70, 92]	[41233504, 41233526]	[41233504, 41233526]
77_35417	chr20	57493087	57493487	+	590	33.0	[10.218359]	[136]	[8.637897]	[136]	[57493300]	[57493300]
77_35418	chr20	62564841	62565241	+	763	33.0	[7.5016646]	[150]	[8.203105]	[150]	[62565082]	[62565082]
77_3542	chr16	4271146	4271546	+	1000	198.0	[7.7439175]	[108]	[7.960852]	[108]	[4271349]	[4271349]
77_35421	chr20	63651979	63652379	+	836	33.0	[]	[]	[7.909039]	[81]	[]	[63652143]
77_35427	chr21	29689753	29690153	+	895	33.0	[]	[]	[12.029826]	[143]	[]	[29689978]
77_35430	chr21	35217629	35218029	+	618	33.0	[6.5508733]	[75]	[9.419895]	[131]	[35217780]	[35217836]
77_35438	chr21	38474148	38474548	+	654	33.0	[7.909039, 6.4037356]	[96, 141]	[11.379028, 10.90517, 11.236044]	[59, 141, 157]	[38474336, 38474381]	[38474299, 38474381, 38474397]
77_35443	chr21	39788383	39788783	+	881	33.0	[11.763137]	[144]	[12.1433525]	[144]	[39788605]	[39788605]
77_35453	chr21	46679678	46680078	+	787	33.0	[7.8195086]	[121]	[7.3519254]	[121]	[46679890]	[46679890]
77_35454	chr21	46681606	46682006	+	649	33.0	[10.691777]	[124]	[10.691777]	[124]	[46681824]	[46681824]
77_35491	chr22	20714507	20714907	+	904	33.0	[6.3510985]	[160]	[]	[]	[20714731]	[]
77_3550	chr3	47802922	47803322	+	1000	198.0	[8.402254]	[79]	[7.2875557]	[79]	[47803095]	[47803095]
77_35500	chr22	29726081	29726481	+	574	33.0	[10.713567]	[188]	[]	[]	[29726319]	[]
77_35510	chr3	4655950	4656350	+	782	33.0	[7.2695255]	[99]	[]	[]	[4656142]	[]
77_3552	chr6	159989109	159989509	+	1000	198.0	[6.328512]	[104]	[7.2477355]	[104]	[159989310]	[159989310]
77_35521	chr3	14286984	14287384	+	761	33.0	[6.330027, 8.457079]	[141, 161]	[9.657327]	[161]	[14287208, 14287228]	[14287228]
77_35522	chr3	14505854	14506254	+	890	33.0	[8.754848]	[136]	[]	[]	[14506052]	[]
77_35542	chr3	46989784	46990184	+	906	33.0	[7.5945916]	[180]	[]	[]	[46990032]	[]
77_3555	chr9	6408325	6408725	+	1000	198.0	[8.637897, 6.8281736, 8.645478]	[92, 106, 119]	[10.218359, 9.834032]	[92, 106]	[6408517, 6408531, 6408544]	[6408517, 6408531]
77_35552	chr3	127857346	127857746	+	578	33.0	[9.709861]	[136]	[6.182951, 14.701707]	[72, 136]	[127857563]	[127857499, 127857563]
77_35555	chr3	138970573	138970973	+	705	33.0	[6.342368, 6.6150646, 7.4757557]	[95, 110, 128]	[13.018968]	[95]	[138970756, 138970771, 138970789]	[138970756]
77_35557	chr3	142724679	142725079	+	780	33.0	[6.2743473]	[136]	[]	[]	[142724891]	[]
77_35563	chr3	172078687	172079087	+	861	33.0	[7.5088897]	[109]	[12.742989]	[109]	[172078892]	[172078892]
77_3557	chr9	133149326	133149726	+	1000	198.0	[7.9483685, 8.789132]	[80, 96]	[9.304013]	[96]	[133149499, 133149515]	[133149515]
77_35573	chr3	195221423	195221823	+	899	33.0	[14.977686]	[143]	[8.54334]	[143]	[195221663]	[195221663]
77_35577	chr3	196609262	196609662	+	912	33.0	[9.777496]	[124]	[10.183614, 7.8929133]	[117, 124]	[196609478]	[196609471, 196609478]
77_35596	chr4	74453038	74453438	+	861	33.0	[]	[]	[9.644843]	[89]	[]	[74453224]
77_35601	chr4	87916833	87917233	+	717	33.0	[8.017387]	[152]	[6.679178]	[152]	[87917067]	[87917067]
77_35602	chr4	88592048	88592448	+	889	33.0	[6.2641096]	[129]	[]	[]	[88592275]	[]
77_35604	chr4	98614929	98615329	+	760	33.0	[11.858298]	[91]	[10.415798]	[91]	[98615097]	[98615097]
77_35613	chr4	153683995	153684395	+	901	33.0	[6.258595]	[96]	[]	[]	[153684183]	[]
77_35616	chr4	185359696	185360096	+	937	33.0	[]	[]	[6.584956]	[151]	[]	[185359875]
77_35617	chr5	499506	499906	+	927	33.0	[6.178773]	[102]	[6.864139]	[102]	[499702]	[499702]
77_35618	chr5	505951	506351	+	842	33.0	[9.702682]	[104]	[10.442892]	[104]	[506131]	[506131]
77_35619	chr5	1232702	1233102	+	650	33.0	[8.1323805]	[146]	[]	[]	[1232936]	[]
77_35621	chr5	7412267	7412667	+	707	33.0	[7.938131, 6.864139]	[100, 107]	[6.178773]	[107]	[7412466, 7412473]	[7412473]
77_35622	chr5	7714680	7715080	+	806	33.0	[7.6297903]	[90]	[13.838806]	[90]	[7714858]	[7714858]
77_35626	chr5	10709455	10709855	+	891	33.0	[6.1983414, 7.7848682]	[89, 155]	[6.472036, 11.5764675]	[94, 155]	[10709613, 10709679]	[10709618, 10709679]
77_35628	chr5	10989514	10989914	+	883	33.0	[10.658051]	[127]	[11.616045]	[127]	[10989735]	[10989735]
77_3563	chr14	77885399	77885799	+	1000	197.0	[16.90268]	[100]	[11.66858]	[100]	[77885595]	[77885595]
77_35635	chr5	33549847	33550247	+	918	33.0	[]	[]	[7.0282474]	[95]	[]	[33550022]
77_35637	chr5	41906535	41906935	+	555	33.0	[9.467608]	[100]	[14.94396]	[100]	[41906724]	[41906724]
77_35647	chr5	95655576	95655976	+	623	33.0	[6.342368]	[129]	[13.018968]	[129]	[95655795]	[95655795]
77_35648	chr5	96741861	96742261	+	571	33.0	[]	[]	[7.5990453]	[88]	[]	[96742034]
77_35651	chr5	124546637	124547037	+	833	33.0	[9.644843]	[114]	[]	[]	[124546816]	[]
77_35655	chr5	132323184	132323584	+	910	33.0	[6.9333253]	[137]	[7.243577]	[111]	[132323414]	[132323388]
77_35671	chr5	168782165	168782565	+	631	33.0	[14.701707]	[62]	[9.709861]	[62]	[168782325]	[168782325]
77_35672	chr5	170155961	170156361	+	567	33.0	[9.502248]	[150]	[10.719419]	[150]	[170156184]	[170156184]
77_35678	chr5	178223692	178224092	+	845	33.0	[10.807047]	[120]	[13.432689]	[120]	[178223898]	[178223898]
77_3568	chr19	40687725	40688125	+	1000	197.0	[10.415798]	[113]	[11.858298]	[113]	[40687920]	[40687920]
77_35685	chr6	704027	704427	+	910	33.0	[6.712904]	[111]	[7.0931196]	[111]	[704227]	[704227]
77_35686	chr6	1903894	1904294	+	928	33.0	[8.668185, 7.413114]	[98, 136]	[7.9271264, 6.757602]	[98, 136]	[1904084, 1904122]	[1904084, 1904122]
77_35696	chr6	10316372	10316772	+	914	33.0	[6.959228]	[147]	[]	[]	[10316568]	[]
77_35702	chr6	15082602	15083002	+	919	33.0	[]	[]	[12.063598]	[105]	[]	[15082782]
77_35709	chr6	18340770	18341170	+	658	33.0	[11.582319]	[110]	[11.582319]	[110]	[18340974]	[18340974]
77_35713	chr6	26097286	26097686	+	544	33.0	[8.103475]	[125]	[]	[]	[26097499]	[]
77_3572	chr4	173370746	173371146	+	1000	197.0	[12.063598]	[100]	[]	[]	[173370944]	[]
77_35727	chr6	33455071	33455471	+	888	33.0	[7.5007315]	[143]	[]	[]	[33455243]	[]
77_35729	chr6	34247677	34248077	+	836	33.0	[8.593608]	[159]	[]	[]	[34247897]	[]
77_35734	chr6	36291287	36291687	+	806	33.0	[8.004905]	[100]	[]	[]	[36291473]	[]
77_3575	chr6	36593584	36593984	+	1000	197.0	[10.807047]	[92]	[13.432689]	[92]	[36593771]	[36593771]
77_35751	chr6	47440632	47441032	+	736	33.0	[9.502248]	[141]	[10.719419]	[141]	[47440858]	[47440858]
77_35754	chr6	53374652	53375052	+	952	33.0	[8.733058]	[98]	[8.490806]	[98]	[53374847]	[53374847]
77_35759	chr6	108685011	108685411	+	896	33.0	[]	[]	[7.06426]	[84]	[]	[108685163]
77_3576	chr6	109867248	109867648	+	1000	197.0	[15.742009]	[118]	[15.742009]	[118]	[109867452]	[109867452]
77_35762	chr6	111604435	111604835	+	760	33.0	[8.639347]	[84]	[8.639347]	[84]	[111604608]	[111604608]
77_3577	chr6	139028903	139029303	+	1000	197.0	[12.827922]	[104]	[12.367886]	[104]	[139029105]	[139029105]
77_35771	chr6	139250570	139250970	+	907	33.0	[]	[]	[7.9826417]	[101]	[]	[139250763]
77_35773	chr6	139764361	139764761	+	906	33.0	[6.342368]	[84]	[13.018968]	[84]	[139764529]	[139764529]
77_35782	chr6	149898005	149898405	+	794	33.0	[8.329096]	[122]	[7.243577, 9.76405]	[108, 122]	[149898211]	[149898197, 149898211]
77_3579	chr7	157273451	157273851	+	1000	197.0	[6.864139]	[107]	[6.178773]	[107]	[157273652]	[157273652]
77_35794	chr6	159806008	159806408	+	835	33.0	[]	[]	[8.110804]	[117]	[]	[159806189]
77_35795	chr6	160667930	160668330	+	886	33.0	[7.4547286]	[139]	[]	[]	[160668135]	[]
77_35801	chr6	166497123	166497523	+	682	33.0	[6.58816]	[87]	[7.345294]	[87]	[166497309]	[166497309]
77_35803	chr6	167946092	167946492	+	891	33.0	[7.5185666, 11.66858]	[144, 149]	[7.004728, 16.90268]	[144, 149]	[167946315, 167946320]	[167946315, 167946320]
77_35805	chr7	120570	120970	+	850	33.0	[7.2477355]	[90]	[6.328512]	[90]	[120753]	[120753]
77_35813	chr7	5555992	5556392	+	860	33.0	[10.863351]	[65]	[6.369463]	[65]	[5556157]	[5556157]
77_35818	chr7	27358279	27358679	+	547	33.0	[10.477165]	[130]	[9.744501]	[130]	[27358497]	[27358497]
77_35822	chr7	30740423	30740823	+	892	33.0	[]	[]	[8.382457]	[143]	[]	[30740652]
77_35829	chr7	48089284	48089684	+	849	33.0	[10.161823]	[125]	[9.702637]	[125]	[48089486]	[48089486]
77_35837	chr7	71414477	71414877	+	695	33.0	[12.61677]	[111]	[13.817017]	[111]	[71414682]	[71414682]
77_35844	chr7	77351728	77352128	+	773	33.0	[14.977686]	[90]	[8.54334, 6.9458456]	[90, 119]	[77351909]	[77351909, 77351938]
77_35847	chr7	98211578	98211978	+	582	33.0	[]	[]	[8.424045]	[72]	[]	[98211744]
77_3585	chr10	79347945	79348345	+	1000	196.0	[9.702682]	[88]	[10.442892]	[88]	[79348129]	[79348129]
77_35857	chr7	101174249	101174649	+	700	33.0	[6.754243]	[127]	[8.593608]	[132]	[101174463]	[101174468]
77_35862	chr7	106021364	106021764	+	555	33.0	[8.1323805]	[88]	[]	[]	[106021542]	[]
77_35874	chr7	121046751	121047151	+	860	33.0	[13.247486]	[117]	[8.754446]	[117]	[121046964]	[121046964]
77_3588	chr16	324266	324666	+	1000	196.0	[6.5846214]	[93]	[12.776714]	[93]	[324459]	[324459]
77_35880	chr7	128444271	128444671	+	847	33.0	[7.689707]	[159]	[13.304022]	[159]	[128444475]	[128444475]
77_35882	chr7	128748555	128748955	+	792	33.0	[6.5390077]	[127]	[6.2967544]	[127]	[128748768]	[128748768]
77_3590	chr17	4721752	4722152	+	1000	196.0	[13.817017]	[106]	[12.61677]	[106]	[4721951]	[4721951]
77_35906	chr7	142297948	142298348	+	860	33.0	[9.798566]	[133]	[6.38753]	[59]	[142298181]	[142298107]
77_3591	chr17	7435233	7435633	+	1000	196.0	[7.3176527]	[111]	[7.777689]	[111]	[7435438]	[7435438]
77_35926	chr8	3107935	3108335	+	915	33.0	[6.374006]	[117]	[7.263375]	[117]	[3108142]	[3108142]
77_35931	chr8	18209838	18210238	+	923	33.0	[8.3455]	[97]	[]	[]	[18210033]	[]
77_3594	chr2	20350805	20351205	+	1000	196.0	[6.58816]	[98]	[7.345294]	[98]	[20351001]	[20351001]
77_35943	chr8	40600322	40600722	+	786	33.0	[]	[]	[6.703615]	[105]	[]	[40600510]
77_35944	chr8	41772539	41772939	+	796	33.0	[6.5727334]	[135]	[]	[]	[41772750]	[]
77_35951	chr8	61683915	61684315	+	878	33.0	[7.879425]	[121]	[6.8171406]	[121]	[61684120]	[61684120]
77_35956	chr8	96812497	96812897	+	814	33.0	[]	[]	[6.924056]	[139]	[]	[96812720]
77_35961	chr8	119832497	119832897	+	906	33.0	[6.393865]	[111]	[7.3149796]	[111]	[119832665]	[119832665]
77_35969	chr8	142614470	142614870	+	934	33.0	[]	[]	[7.564772]	[97]	[]	[142614664]
77_35970	chr8	142638468	142638868	+	676	33.0	[11.852447]	[96]	[6.618347]	[96]	[142638637]	[142638637]
77_35974	chr9	34252849	34253249	+	927	33.0	[11.569836]	[122]	[6.55352]	[122]	[34253042]	[34253042]
77_35977	chr9	68690081	68690481	+	907	33.0	[6.342368]	[148]	[13.018968]	[148]	[68690313]	[68690313]
77_35979	chr9	81823801	81824201	+	880	33.0	[15.742009, 11.66858]	[114, 166]	[15.742009, 16.90268]	[114, 166]	[81823998, 81824050]	[81823998, 81824050]
77_3599	chr7	873366	873766	+	1000	196.0	[7.5941787]	[102]	[7.5772552]	[102]	[873561]	[873561]
77_35994	chr9	110029367	110029767	+	890	33.0	[9.502248]	[108]	[10.719419]	[108]	[110029569]	[110029569]
77_35996	chr9	112505576	112505976	+	673	33.0	[11.231717]	[82]	[8.848328]	[82]	[112505749]	[112505749]
77_360	chrX	150568306	150568706	+	1000	710.0	[13.541038]	[108]	[13.783291]	[108]	[150568510]	[150568510]
77_3600	chr9	127159269	127159669	+	1000	196.0	[9.121521, 14.977686]	[79, 118]	[8.54334]	[118]	[127159442, 127159481]	[127159481]
77_36005	chr9	128107705	128108105	+	905	33.0	[12.61677]	[159]	[13.817017]	[159]	[128107947]	[128107947]
77_3601	chrX	38801005	38801405	+	1000	196.0	[12.063598]	[95]	[]	[]	[38801193]	[]
77_36019	chr9	136302934	136303334	+	847	33.0	[]	[]	[6.737386]	[105]	[]	[136303136]
77_3602	chrX	47836524	47836924	+	1000	196.0	[]	[]	[6.9333253]	[98]	[]	[47836718]
77_36028	chrX	16695080	16695480	+	819	33.0	[7.50171]	[113]	[8.484174]	[113]	[16695274]	[16695274]
77_36036	chrX	153542217	153542617	+	905	33.0	[8.497726, 7.144477]	[101, 128]	[8.497726]	[101]	[153542417, 153542444]	[153542417]
77_36043	chr1	1006598	1006998	+	557	32.0	[6.863408]	[144]	[]	[]	[1006763]	[]
77_3605	chr16	637451	637851	+	1000	195.0	[12.61677]	[103]	[13.817017]	[103]	[637653]	[637653]
77_36052	chr1	5915663	5916063	+	880	32.0	[10.817995]	[144]	[]	[]	[5915884]	[]
77_36059	chr1	8314338	8314738	+	806	32.0	[7.1444316]	[110]	[]	[]	[8314500]	[]
77_36061	chr1	9127278	9127678	+	606	32.0	[8.368528]	[102]	[8.211823, 7.128635]	[102, 121]	[9127460]	[9127460, 9127479]
77_36086	chr1	14789184	14789584	+	896	32.0	[6.2967544]	[126]	[6.5390077, 7.4891815]	[126, 181]	[14789353]	[14789353, 14789408]
