#PeakID(python scan_motif.py ./ENCODE_processed_files/ELF1_idr.fa ELF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
686_3437	chr7	101244869	101245269	+	1000	64.0	[]	[]	[12.777884]	[136]	[]	[101245082]
686_3438	chr8	23516640	23517040	+	1000	64.0	[8.537822]	[188]	[]	[]	[23516860]	[]
686_3439	chr8	85220253	85220653	+	1000	64.0	[7.0178514]	[117]	[]	[]	[85220455]	[]
686_3440	chr9	124964584	124964984	+	1000	64.0	[]	[]	[13.502466, 8.347088]	[90, 138]	[]	[124964749, 124964797]
686_3441	chr1	42767051	42767451	+	1000	63.5	[10.687102]	[159]	[8.460052]	[139]	[42767284]	[42767264]
686_3442	chr1	197775301	197775701	+	1000	63.5	[13.115062]	[95]	[]	[]	[197775485]	[]
686_3443	chr1	206673180	206673580	+	1000	63.5	[]	[]	[8.807323]	[149]	[]	[206673331]
686_3445	chr10	329795	330195	+	621	63.5	[6.466288]	[100]	[16.017126]	[121]	[329975]	[329996]
686_3448	chr12	65169354	65169754	+	1000	63.5	[]	[]	[12.777884]	[133]	[]	[65169554]
686_345	chr9	35096357	35096757	+	1000	220.0	[12.777884]	[148]	[]	[]	[35096573]	[]
686_3453	chr2	55050448	55050848	+	1000	63.5	[6.5988393]	[141]	[]	[]	[55050662]	[]
686_3456	chr20	30724000	30724400	+	1000	63.5	[]	[]	[6.6260953]	[94]	[]	[30724183]
686_3457	chr21	15732285	15732685	+	1000	63.5	[11.95612, 12.0241165]	[89, 115]	[]	[]	[15732460, 15732486]	[]
686_3458	chr22	50783409	50783809	+	1000	63.5	[]	[]	[12.777884]	[149]	[]	[50783630]
686_3459	chr3	4868649	4869049	+	1000	63.5	[12.590676]	[204]	[]	[]	[4868812]	[]
686_3461	chr5	172983588	172983988	+	1000	63.5	[]	[]	[16.017126]	[142]	[]	[172983801]
686_3463	chr7	5561929	5562329	+	1000	63.5	[8.651784]	[92]	[9.509456]	[69]	[5562120]	[5562097]
686_3464	chr7	92448375	92448775	+	1000	63.5	[]	[]	[9.473548]	[118]	[]	[92448568]
686_3465	chr7	102981470	102981870	+	1000	63.5	[]	[]	[16.017126]	[103]	[]	[102981663]
686_3466	chr7	107168317	107168717	+	1000	63.5	[6.378302]	[145]	[7.2606525, 9.106304]	[174, 178]	[107168513]	[107168542, 107168546]
686_3467	chrX	30247107	30247507	+	1000	63.5	[7.867843]	[209]	[]	[]	[30247356]	[]
686_3470	chr1	123175804	123176204	+	1000	63.0	[]	[]	[9.286342]	[150]	[]	[123176039]
686_3471	chr1	156020733	156021133	+	1000	63.0	[12.453062, 7.0464296]	[94, 122]	[]	[]	[156020925, 156020953]	[]
686_3472	chr1	202468681	202469081	+	1000	63.0	[9.441459]	[89]	[]	[]	[202468869]	[]
686_3473	chr11	45340033	45340433	+	1000	63.0	[9.550997]	[112]	[]	[]	[45340229]	[]
686_3475	chr11	65692340	65692740	+	1000	63.0	[7.080435]	[190]	[]	[]	[65692531]	[]
686_3476	chr12	113773441	113773841	+	1000	63.0	[9.875818]	[69]	[]	[]	[113773596]	[]
686_3477	chr12	120581181	120581581	+	1000	63.0	[7.867843]	[138]	[]	[]	[120581397]	[]
686_3478	chr14	30622019	30622419	+	1000	63.0	[7.9740243]	[113]	[9.550997, 8.725028]	[104, 155]	[30622206]	[30622197, 30622248]
686_3479	chr15	82680330	82680730	+	1000	63.0	[]	[]	[9.919916]	[87]	[]	[82680516]
686_348	chr20	44966231	44966631	+	1000	219.5	[9.919916]	[177]	[8.716876]	[156]	[44966479]	[44966458]
686_3480	chr16	527353	527753	+	1000	63.0	[]	[]	[10.687102]	[133]	[]	[527507]
686_3481	chr16	57810302	57810702	+	1000	63.0	[6.5834923]	[158]	[]	[]	[57810539]	[]
686_3482	chr17	28335270	28335670	+	1000	63.0	[]	[]	[6.8126025, 8.659936]	[123, 127]	[]	[28335478, 28335482]
686_3483	chr18	25239477	25239877	+	852	63.0	[]	[]	[9.473548]	[185]	[]	[25239706]
686_3484	chr19	6801480	6801880	+	1000	63.0	[]	[]	[9.56109]	[87]	[]	[6801666]
686_3485	chr19	16066626	16067026	+	1000	63.0	[7.08763, 9.062206, 7.0464296]	[79, 100, 125]	[]	[]	[16066792, 16066813, 16066838]	[]
686_3487	chr2	65432370	65432770	+	1000	63.0	[7.2679267, 10.6445]	[81, 87]	[]	[]	[65432538, 65432544]	[]
686_3488	chr2	170263741	170264141	+	1000	63.0	[]	[]	[7.0454664, 9.062206]	[110, 196]	[]	[170263893, 170263979]
686_3489	chr2	210002351	210002751	+	1000	63.0	[7.2679267]	[60]	[10.257094]	[73]	[210002503]	[210002516]
686_349	chr19	44890428	44890828	+	1000	219.0	[]	[]	[12.777884]	[127]	[]	[44890642]
686_3490	chr2	230415964	230416364	+	1000	63.0	[]	[]	[6.5988393, 13.115062]	[152, 177]	[]	[230416168, 230416193]
686_3491	chr20	34677355	34677755	+	1000	63.0	[]	[]	[6.615581, 6.770984]	[103, 109]	[]	[34677555, 34677561]
686_3492	chr20	46206029	46206429	+	1000	63.0	[16.017126]	[105]	[]	[]	[46206231]	[]
686_3494	chr22	41413336	41413736	+	1000	63.0	[7.0178514]	[133]	[]	[]	[41413564]	[]
686_3496	chr3	45388383	45388783	+	1000	63.0	[7.590616]	[135]	[]	[]	[45388614]	[]
686_350	chr6	87472531	87472931	+	1000	219.0	[]	[]	[9.286342]	[126]	[]	[87472709]
686_3501	chr6	15086701	15087101	+	1000	63.0	[7.0837836, 7.4277062]	[164, 170]	[]	[]	[15086854, 15086860]	[]
686_3502	chr6	26520454	26520854	+	1000	63.0	[]	[]	[12.712791]	[209]	[]	[26520667]
686_3503	chr6	27672361	27672761	+	1000	63.0	[10.257094]	[98]	[]	[]	[27672554]	[]
686_3504	chr6	43627139	43627539	+	1000	63.0	[]	[]	[9.942367, 6.7770047]	[141, 149]	[]	[43627356, 43627364]
686_3506	chr6	149648376	149648776	+	1000	63.0	[6.591644]	[71]	[]	[]	[149648545]	[]
686_3509	chr1	11262605	11263005	+	1000	62.5	[]	[]	[7.900327, 7.867843]	[98, 110]	[]	[11262769, 11262781]
686_351	chr12	93677134	93677534	+	1000	218.5	[]	[]	[16.017126, 16.017126]	[83, 120]	[]	[93677317, 93677354]
686_3511	chr1	45191155	45191555	+	1000	62.5	[7.939754]	[140]	[12.777884]	[123]	[45191391]	[45191374]
686_3516	chr11	43358700	43359100	+	1000	62.5	[]	[]	[7.2679267, 8.716876]	[64, 126]	[]	[43358857, 43358919]
686_3517	chr11	47767421	47767821	+	1000	62.5	[]	[]	[9.351434]	[147]	[]	[47767632]
686_3518	chr11	119106819	119107219	+	1000	62.5	[12.800334]	[125]	[7.4055414]	[197]	[119106977]	[119107049]
686_3519	chr11	124224836	124225236	+	1000	62.5	[]	[]	[7.080435]	[108]	[]	[124225038]
686_352	chr12	123633529	123633929	+	1000	218.5	[]	[]	[9.351434, 9.213819, 9.919916]	[67, 80, 105]	[]	[123633686, 123633699, 123633724]
686_3520	chr12	51246229	51246629	+	1000	62.5	[12.800334, 16.017126]	[87, 107]	[9.595095]	[134]	[51246407, 51246427]	[51246454]
686_3524	chr16	29863129	29863529	+	1000	62.5	[6.591644]	[102]	[]	[]	[29863329]	[]
686_3525	chr17	7014433	7014833	+	1000	62.5	[9.919916, 9.919916]	[110, 133]	[7.265795]	[83]	[7014615, 7014638]	[7014588]
686_3526	chr19	6688684	6689084	+	1000	62.5	[]	[]	[13.502466, 8.7474785]	[119, 184]	[]	[6688858, 6688923]
686_3527	chr19	10270801	10271201	+	1000	62.5	[7.0464296]	[112]	[]	[]	[10271000]	[]
686_3528	chr19	34773022	34773422	+	1000	62.5	[9.875818]	[102]	[]	[]	[34773213]	[]
686_3529	chr19	49118743	49119143	+	1000	62.5	[]	[]	[6.7326183]	[100]	[]	[49118894]
686_353	chr15	74873018	74873418	+	1000	218.0	[6.705439]	[187]	[6.6749873]	[181]	[74873199]	[74873193]
686_3531	chr2	111698809	111699209	+	1000	62.5	[]	[]	[16.017126]	[177]	[]	[111699050]
686_3532	chr2	134118463	134118863	+	1000	62.5	[16.017126]	[109]	[9.942367]	[125]	[134118671]	[134118687]
686_3535	chr22	19855710	19856110	+	1000	62.5	[]	[]	[6.5988393]	[224]	[]	[19855951]
686_3536	chr22	29553552	29553952	+	1000	62.5	[10.263223, 8.537822, 8.716876]	[110, 118, 135]	[7.590616]	[66]	[29553750, 29553758, 29553775]	[29553706]
686_3538	chr6	2989415	2989815	+	1000	62.5	[7.2606525]	[141]	[]	[]	[2989638]	[]
686_3539	chr6	6687178	6687578	+	1000	62.5	[]	[]	[9.449611]	[147]	[]	[6687361]
686_354	chr16	11915969	11916369	+	1000	218.0	[8.716876]	[138]	[]	[]	[11916194]	[]
686_3540	chr6	7173762	7174162	+	1000	62.5	[]	[]	[7.0178514]	[177]	[]	[7173992]
686_3542	chr6	32968235	32968635	+	1000	62.5	[7.9299264]	[138]	[]	[]	[32968420]	[]
686_3543	chr6	150150860	150151260	+	1000	62.5	[]	[]	[11.964272]	[186]	[]	[150151093]
686_3545	chr9	128296239	128296639	+	1000	62.5	[7.527656]	[276]	[]	[]	[128296482]	[]
686_3546	chrX	101390746	101391146	+	1000	62.5	[13.15916]	[140]	[6.836773]	[168]	[101390960]	[101390988]
686_3547	chr1	31170874	31171274	+	1000	62.0	[9.213819, 7.265795]	[142, 154]	[7.9740243]	[114]	[31171098, 31171110]	[31171070]
686_3549	chr1	211606808	211607208	+	1000	62.0	[16.017126]	[163]	[]	[]	[211607057]	[]
686_355	chr11	66480231	66480631	+	1000	217.5	[16.017126]	[126]	[]	[]	[66480430]	[]
686_3550	chr10	14959554	14959954	+	1000	62.0	[9.473548]	[211]	[6.705439]	[182]	[14959779]	[14959750]
686_3552	chr10	102455936	102456336	+	976	62.0	[7.4703093]	[116]	[]	[]	[102456131]	[]
686_3554	chr11	32374236	32374636	+	1000	62.0	[]	[]	[12.453062]	[164]	[]	[32374441]
686_3555	chr12	50400711	50401111	+	1000	62.0	[]	[]	[7.590616]	[89]	[]	[50400894]
686_3556	chr13	72781873	72782273	+	1000	62.0	[]	[]	[6.703123]	[126]	[]	[72782048]
686_3558	chr15	22839812	22840212	+	1000	62.0	[]	[]	[6.615581]	[92]	[]	[22840000]
686_3559	chr15	65832865	65833265	+	1000	62.0	[]	[]	[6.3747187]	[167]	[]	[65833032]
686_356	chr12	48716629	48717029	+	1000	217.5	[6.5834923]	[137]	[10.263223]	[160]	[48716822]	[48716845]
686_3560	chr15	82986040	82986440	+	1000	62.0	[8.716876, 7.0178514]	[105, 111]	[]	[]	[82986195, 82986201]	[]
686_3562	chr16	81424727	81425127	+	992	62.0	[16.017126, 11.964272]	[144, 155]	[]	[]	[81424951, 81424962]	[]
686_3563	chr17	7013185	7013585	+	1000	62.0	[7.2748194]	[77]	[6.3558517]	[101]	[7013355]	[7013379]
686_3564	chr17	15436713	15437113	+	1000	62.0	[10.6445, 12.0241165]	[158, 165]	[]	[]	[15436941, 15436948]	[]
686_3565	chr17	23190167	23190567	+	1000	62.0	[]	[]	[6.828451]	[76]	[]	[23190339]
686_3566	chr17	43172131	43172531	+	1000	62.0	[]	[]	[16.017126]	[123]	[]	[43172335]
686_3567	chr17	51153319	51153719	+	1000	62.0	[9.098152]	[88]	[]	[]	[51153503]	[]
686_3568	chr2	69387351	69387751	+	1000	62.0	[7.4703093]	[157]	[]	[]	[69387512]	[]
686_3569	chr2	73234031	73234431	+	1000	62.0	[9.919916]	[148]	[9.595095]	[164]	[73234244]	[73234260]
686_357	chr3	15427347	15427747	+	1000	217.5	[9.473548, 9.875818]	[98, 118]	[9.919916]	[82]	[15427545, 15427565]	[15427529]
686_3570	chr20	47364994	47365394	+	1000	62.0	[16.017126]	[186]	[6.4641566, 8.659936]	[149, 241]	[47365188]	[47365151, 47365243]
686_3572	chr3	45064685	45065085	+	1000	62.0	[11.964272, 8.41218]	[119, 139]	[]	[]	[45064888, 45064908]	[]
686_3575	chr7	100673219	100673619	+	1000	62.0	[6.7326183]	[169]	[]	[]	[100673411]	[]
686_3576	chr8	93754615	93755015	+	1000	62.0	[]	[]	[9.875818]	[101]	[]	[93754815]
686_3577	chr9	83622760	83623160	+	1000	62.0	[7.534257, 6.378302]	[77, 106]	[12.777884]	[71]	[83622934, 83622963]	[83622928]
686_3579	chr9	136511866	136512266	+	1000	62.0	[11.651423, 11.95612, 7.963109]	[134, 176, 191]	[8.460052]	[99]	[136512054, 136512096, 136512111]	[136512019]
686_358	chr11	66052138	66052538	+	1000	217.0	[7.8864684, 9.473548]	[63, 85]	[9.062206]	[142]	[66052289, 66052311]	[66052368]
686_3580	chr1	1996150	1996550	+	1000	61.5	[9.441459, 12.712791]	[105, 118]	[]	[]	[1996355, 1996368]	[]
686_3581	chr1	14422064	14422464	+	1000	61.5	[]	[]	[7.5964475]	[150]	[]	[14422299]
686_3582	chr1	14777416	14777816	+	1000	61.5	[]	[]	[9.026612, 10.257094]	[195, 224]	[]	[14777632, 14777661]
686_3583	chr1	52726854	52727254	+	1000	61.5	[]	[]	[9.026612]	[143]	[]	[52727077]
686_3585	chr1	161540153	161540553	+	1000	61.5	[6.4493685]	[108]	[]	[]	[161540312]	[]
686_3588	chr10	80205477	80205877	+	1000	61.5	[13.115062]	[120]	[]	[]	[80205672]	[]
686_3589	chr10	118046741	118047141	+	1000	61.5	[]	[]	[12.777884]	[93]	[]	[118046901]
686_359	chr2	55617578	55617978	+	1000	217.0	[]	[]	[10.257094, 10.257094]	[134, 155]	[]	[55617779, 55617800]
686_3590	chr11	20477637	20478037	+	1000	61.5	[]	[]	[16.017126]	[105]	[]	[20477814]
686_3591	chr11	59545326	59545726	+	1000	61.5	[]	[]	[9.550997, 11.651423]	[91, 108]	[]	[59545494, 59545511]
686_3592	chr11	67353262	67353662	+	1000	61.5	[7.265795]	[91]	[]	[]	[67353414]	[]
686_3593	chr11	111446502	111446902	+	1000	61.5	[]	[]	[9.942367, 16.017126]	[110, 155]	[]	[111446672, 111446717]
686_3595	chr12	124240428	124240828	+	1000	61.5	[]	[]	[9.449611]	[71]	[]	[124240586]
686_3596	chr13	24933593	24933993	+	1000	61.5	[]	[]	[6.615581, 6.770984]	[133, 139]	[]	[24933804, 24933810]
686_3597	chr14	102629112	102629512	+	1000	61.5	[]	[]	[16.017126, 8.537822, 12.590676]	[101, 113, 162]	[]	[102629281, 102629293, 102629342]
686_3598	chr16	81495642	81496042	+	1000	61.5	[8.651784]	[270]	[]	[]	[81495868]	[]
686_36	chr16	740871	741271	+	1000	480.5	[6.8783298]	[65]	[]	[]	[741031]	[]
686_360	chr22	22559125	22559525	+	1000	217.0	[]	[]	[13.15916]	[124]	[]	[22559342]
686_3600	chr17	74463375	74463775	+	1000	61.5	[12.453062]	[87]	[]	[]	[74463545]	[]
686_3603	chr19	18401578	18401978	+	1000	61.5	[]	[]	[8.41218]	[195]	[]	[18401793]
686_3604	chr2	37084225	37084625	+	1000	61.5	[]	[]	[7.8864684]	[132]	[]	[37084417]
686_3606	chr20	33476028	33476428	+	1000	61.5	[]	[]	[13.15916]	[129]	[]	[33476239]
686_3607	chr20	41048819	41049219	+	1000	61.5	[11.964272, 9.919916, 7.1942296]	[75, 144, 155]	[]	[]	[41048970, 41049039, 41049050]	[]
686_3609	chr22	30435632	30436032	+	1000	61.5	[]	[]	[10.651694, 16.017126, 16.017126, 16.017126]	[79, 100, 121, 142]	[]	[30435803, 30435824, 30435845, 30435866]
686_3612	chr3	50611705	50612105	+	1000	61.5	[]	[]	[7.0454664]	[106]	[]	[50611875]
686_3613	chr3	128725926	128726326	+	1000	61.5	[9.919916]	[151]	[7.405256]	[125]	[128726161]	[128726135]
686_3614	chr5	43007784	43008184	+	1000	61.5	[]	[]	[13.15916]	[82]	[]	[43007957]
686_3615	chr5	76657831	76658231	+	1000	61.5	[]	[]	[10.263223, 10.651694, 9.441459]	[87, 130, 137]	[]	[76657994, 76658037, 76658044]
686_3616	chr5	149430328	149430728	+	1000	61.5	[]	[]	[7.867843]	[183]	[]	[149430528]
686_3618	chr6	26336354	26336754	+	1000	61.5	[]	[]	[16.017126]	[83]	[]	[26336533]
686_3619	chr6	33299263	33299663	+	1000	61.5	[9.441459]	[112]	[7.867843]	[123]	[33299442]	[33299453]
686_362	chr3	179147827	179148227	+	1000	216.5	[]	[]	[10.687102]	[143]	[]	[179148061]
686_3621	chr6	143942097	143942497	+	1000	61.5	[13.115062]	[66]	[7.680637]	[108]	[143942261]	[143942303]
686_3623	chr7	7181662	7182062	+	1000	61.5	[]	[]	[9.286342]	[162]	[]	[7181890]
686_3627	chr7	130560894	130561294	+	1000	61.5	[]	[]	[16.017126]	[124]	[]	[130561101]
686_363	chr11	62123624	62124024	+	1000	216.0	[]	[]	[10.6445, 8.52967]	[99, 157]	[]	[62123798, 62123856]
686_3632	chr1	54488282	54488682	+	1000	61.0	[]	[]	[6.6380315]	[136]	[]	[54488495]
686_3635	chr1	198158993	198159393	+	1000	61.0	[]	[]	[9.509456]	[116]	[]	[198159197]
686_3636	chr1	220733000	220733400	+	1000	61.0	[]	[]	[12.777884, 9.942367]	[93, 119]	[]	[220733186, 220733212]
686_3637	chr10	3765133	3765533	+	1000	61.0	[8.716876]	[87]	[]	[]	[3765317]	[]
686_3638	chr10	7818218	7818618	+	1000	61.0	[]	[]	[8.716876]	[116]	[]	[7818381]
686_3639	chr10	15254760	15255160	+	1000	61.0	[16.017126]	[97]	[]	[]	[15254945]	[]
686_364	chr19	13150152	13150552	+	1000	215.5	[]	[]	[9.919916]	[121]	[]	[13150339]
686_3640	chr10	18659058	18659458	+	1000	61.0	[12.777884, 7.4086046]	[88, 133]	[]	[]	[18659231, 18659276]	[]
686_3641	chr10	104254658	104255058	+	1000	61.0	[9.098152]	[83]	[13.502466]	[126]	[104254832]	[104254875]
686_3642	chr11	46112993	46113393	+	1000	61.0	[7.1500793]	[177]	[]	[]	[46113227]	[]
686_3643	chr11	61498729	61499129	+	1000	61.0	[]	[]	[9.875818]	[117]	[]	[61498916]
686_3644	chr11	83157628	83158028	+	1000	61.0	[7.8291354]	[134]	[9.919916]	[165]	[83157811]	[83157842]
686_3645	chr11	118241058	118241458	+	562	61.0	[8.807323]	[85]	[9.938401]	[111]	[118241217]	[118241243]
686_3646	chr12	118359016	118359416	+	1000	61.0	[]	[]	[13.502466]	[127]	[]	[118359169]
686_3647	chr13	96053236	96053636	+	1000	61.0	[]	[]	[12.777884]	[119]	[]	[96053405]
686_3648	chr13	110706045	110706445	+	1000	61.0	[]	[]	[7.447859]	[85]	[]	[110706209]
686_365	chr6	31652306	31652706	+	1000	215.5	[]	[]	[10.263223]	[161]	[]	[31652479]
686_3650	chr15	44427282	44427682	+	1000	61.0	[6.836773]	[105]	[6.699158]	[73]	[44427475]	[44427443]
686_3651	chr15	65869177	65869577	+	1000	61.0	[10.263223]	[181]	[]	[]	[65869412]	[]
686_3653	chr19	13952290	13952690	+	1000	61.0	[12.777884]	[114]	[]	[]	[13952488]	[]
686_3656	chr19	46955455	46955855	+	1000	61.0	[8.651784]	[120]	[13.502466]	[102]	[46955670]	[46955652]
686_3657	chr2	20524740	20525140	+	1000	61.0	[9.919916]	[159]	[]	[]	[20524942]	[]
686_3658	chr2	120253138	120253538	+	1000	61.0	[7.1053114]	[139]	[13.15916]	[96]	[120253360]	[120253317]
686_3659	chr2	242088446	242088846	+	1000	61.0	[]	[]	[12.777884]	[143]	[]	[242088683]
686_366	chr9	132406634	132407034	+	1000	215.5	[12.777884, 9.098152, 7.405256]	[94, 111, 117]	[]	[]	[132406821, 132406838, 132406844]	[]
686_3661	chr3	179562527	179562927	+	1000	61.0	[]	[]	[7.971893]	[139]	[]	[179562705]
686_3663	chr4	83388234	83388634	+	1000	61.0	[6.568722]	[158]	[6.8368497, 12.777884, 8.3152]	[75, 109, 144]	[83388481]	[83388398, 83388432, 83388467]
686_3664	chr5	43515011	43515411	+	1000	61.0	[11.964272, 9.875818, 10.427574]	[113, 122, 184]	[]	[]	[43515180, 43515189, 43515251]	[]
686_3666	chr5	140718862	140719262	+	1000	61.0	[10.285673]	[124]	[]	[]	[140719078]	[]
686_3667	chr6	10404421	10404821	+	1000	61.0	[8.41218]	[128]	[]	[]	[10404626]	[]
686_3668	chr6	27479450	27479850	+	1000	61.0	[]	[]	[7.5696073]	[205]	[]	[27479670]
686_3669	chr6	29964855	29965255	+	1000	61.0	[]	[]	[6.703123]	[87]	[]	[29965026]
686_367	chr15	63157263	63157663	+	1000	215.0	[]	[]	[9.473548]	[152]	[]	[63157488]
686_3671	chr6	135323221	135323621	+	1000	61.0	[]	[]	[13.15916]	[124]	[]	[135323390]
686_3672	chr7	158704820	158705220	+	1000	61.0	[]	[]	[6.683428]	[231]	[]	[158705070]
686_3673	chr9	95462495	95462895	+	1000	61.0	[9.054054]	[132]	[]	[]	[95462709]	[]
686_3674	chr9	128191592	128191992	+	1000	61.0	[8.725028]	[145]	[9.688612, 9.449611]	[181, 185]	[128191794]	[128191830, 128191834]
686_3675	chr9	129603093	129603493	+	1000	61.0	[]	[]	[16.017126]	[161]	[]	[129603304]
686_3676	chr9	131101517	131101917	+	1000	61.0	[16.017126]	[98]	[]	[]	[131101712]	[]
686_3677	chr9	136373379	136373779	+	1000	61.0	[6.6342473]	[189]	[]	[]	[136373617]	[]
686_3678	chrX	3143014	3143414	+	1000	61.0	[16.017126, 16.017126, 16.017126, 10.132787]	[144, 173, 202, 231]	[]	[]	[3143168, 3143197, 3143226, 3143255]	[]
686_3679	chrX	16719373	16719773	+	1000	61.0	[9.351434]	[114]	[9.875818]	[187]	[16719547]	[16719620]
686_368	chr7	139340035	139340435	+	1000	215.0	[]	[]	[7.2679267]	[137]	[]	[139340262]
686_3681	chr1	15835792	15836192	+	1000	60.5	[]	[]	[12.590676]	[184]	[]	[15836019]
686_3682	chr1	116418289	116418689	+	1000	60.5	[]	[]	[7.225245]	[111]	[]	[116418448]
686_3683	chr1	150579380	150579780	+	1000	60.5	[8.52967, 9.919916]	[133, 139]	[]	[]	[150579590, 150579596]	[]
686_3686	chr10	43574412	43574812	+	1000	60.5	[]	[]	[12.777884]	[144]	[]	[43574648]
686_3687	chr11	748381	748781	+	1000	60.5	[9.351434]	[83]	[10.257094]	[91]	[748563]	[748571]
686_3689	chr11	18651124	18651524	+	1000	60.5	[9.441459]	[133]	[]	[]	[18651331]	[]
686_369	chr10	14953886	14954286	+	1000	214.5	[]	[]	[12.777884]	[101]	[]	[14954082]
686_3690	chr11	45834336	45834736	+	1000	60.5	[]	[]	[13.502466]	[122]	[]	[45834533]
686_3691	chr11	59547655	59548055	+	1000	60.5	[]	[]	[12.800334]	[184]	[]	[59547856]
686_3694	chr11	112226119	112226519	+	1000	60.5	[]	[]	[12.0241165]	[130]	[]	[112226335]
686_3696	chr12	45728644	45729044	+	1000	60.5	[6.999809]	[113]	[]	[]	[45728851]	[]
686_3698	chr14	31207995	31208395	+	1000	60.5	[9.351434]	[138]	[]	[]	[31208179]	[]
686_3699	chr14	39432285	39432685	+	1000	60.5	[9.213819]	[112]	[9.875818]	[107]	[39432493]	[39432488]
686_37	chr12	118376277	118376677	+	1000	475.0	[9.875818]	[120]	[]	[]	[118376491]	[]
686_370	chr7	92245724	92246124	+	1000	214.5	[]	[]	[8.716876]	[103]	[]	[92245920]
686_3700	chr14	73886679	73887079	+	1000	60.5	[8.41218]	[147]	[]	[]	[73886903]	[]
686_3701	chr15	66661492	66661892	+	1000	60.5	[16.017126]	[155]	[]	[]	[66661739]	[]
686_3702	chr15	78299615	78300015	+	1000	60.5	[8.716876]	[123]	[]	[]	[78299799]	[]
686_3704	chr16	30598257	30598657	+	1000	60.5	[8.651784]	[105]	[]	[]	[30598409]	[]
686_3705	chr16	55753166	55753566	+	1000	60.5	[9.026612, 12.800334]	[137, 155]	[]	[]	[55753335, 55753353]	[]
686_3706	chr17	1617820	1618220	+	1000	60.5	[]	[]	[6.699158, 7.5255246]	[118, 128]	[]	[1618023, 1618033]
686_3709	chr19	10194419	10194819	+	1000	60.5	[12.777884]	[139]	[]	[]	[10194654]	[]
686_371	chr1	246566122	246566522	+	1000	214.0	[]	[]	[9.062206, 9.919916]	[79, 99]	[]	[246566287, 246566307]
686_3710	chr19	13116601	13117001	+	1000	60.5	[8.52967]	[140]	[]	[]	[13116819]	[]
686_3711	chr19	43652190	43652590	+	1000	60.5	[]	[]	[12.590676]	[193]	[]	[43652424]
686_3712	chr19	51224846	51225246	+	1000	60.5	[9.054054]	[167]	[8.651784, 7.2606525, 9.106304]	[108, 141, 145]	[51225089]	[51225030, 51225063, 51225067]
686_3713	chr19	57681729	57682129	+	1000	60.5	[]	[]	[9.919916, 9.473548]	[167, 199]	[]	[57681947, 57681979]
686_3714	chr2	74482872	74483272	+	1000	60.5	[]	[]	[9.56109]	[107]	[]	[74483072]
686_3717	chr22	37953471	37953871	+	1000	60.5	[12.777884]	[93]	[7.0403013]	[101]	[37953658]	[37953666]
686_3718	chr3	44685482	44685882	+	1000	60.5	[12.777884]	[88]	[]	[]	[44685669]	[]
686_372	chr2	54115682	54116082	+	1000	214.0	[]	[]	[7.0178514]	[89]	[]	[54115864]
686_3720	chr5	91280474	91280874	+	1000	60.5	[]	[]	[11.95612, 6.6342473]	[174, 188]	[]	[91280705, 91280719]
686_3721	chr6	26577297	26577697	+	1000	60.5	[]	[]	[7.8291354, 6.6342473, 7.0464296]	[115, 119, 169]	[]	[26577468, 26577472, 26577522]
686_3723	chr6	28776271	28776671	+	1000	60.5	[9.026612]	[146]	[10.263223]	[126]	[28776468]	[28776448]
686_3724	chr6	159981826	159982226	+	1000	60.5	[12.0241165]	[142]	[9.509456]	[154]	[159982009]	[159982021]
686_3725	chrUn_KI270442v1	390946	391346	+	1000	60.5	[]	[]	[11.107086]	[141]	[]	[391151]
686_3726	chrX	77910362	77910762	+	1000	60.5	[12.777884]	[151]	[]	[]	[77910611]	[]
686_3727	chr1	2194897	2195297	+	1000	60.0	[]	[]	[7.971893]	[86]	[]	[2195064]
686_3728	chr1	11736149	11736549	+	1000	60.0	[6.591644, 9.106304]	[94, 133]	[]	[]	[11736307, 11736346]	[]
686_373	chr6	31541799	31542199	+	1000	214.0	[7.123038]	[58]	[12.777884]	[112]	[31541955]	[31542009]
686_3730	chr1	19469348	19469748	+	1000	60.0	[13.15916, 10.82986]	[135, 196]	[]	[]	[19469535, 19469596]	[]
686_3733	chr1	167044024	167044424	+	1000	60.0	[]	[]	[9.919916]	[84]	[]	[167044203]
686_3735	chr14	101809939	101810339	+	1000	60.0	[13.115062]	[98]	[]	[]	[101810117]	[]
686_3736	chr15	50765555	50765955	+	1000	60.0	[]	[]	[9.213819]	[76]	[]	[50765709]
686_3739	chr16	31700332	31700732	+	1000	60.0	[]	[]	[16.017126]	[169]	[]	[31700571]
686_374	chr7	6081297	6081697	+	1000	214.0	[10.263223]	[108]	[]	[]	[6081500]	[]
686_3740	chr17	41918597	41918997	+	1000	60.0	[8.651784]	[138]	[]	[]	[41918823]	[]
686_3741	chr17	45226088	45226488	+	1000	60.0	[]	[]	[8.240355]	[162]	[]	[45226290]
686_3742	chr19	42325260	42325660	+	1000	60.0	[9.875818]	[133]	[]	[]	[42325447]	[]
686_3744	chr2	159286731	159287131	+	1000	60.0	[]	[]	[6.3558517, 6.4493685]	[94, 168]	[]	[159286882, 159286956]
686_3745	chr20	23361618	23362018	+	1000	60.0	[8.716876]	[86]	[]	[]	[23361802]	[]
