#PeakID(python scan_motif.py ./ENCODE_processed_files/SPI1_idr.fa SPI1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
685_24686	chr12	26937052	26937452	+	1000	33.0	[5.699016]	[114]	[6.194282]	[89]	[26937256]	[26937231]
685_24687	chr12	27710519	27710919	+	885	33.0	[]	[]	[7.7159424]	[109]	[]	[27710724]
685_24688	chr12	31391068	31391468	+	983	33.0	[]	[]	[10.9027405, 15.602871]	[73, 146]	[]	[31391228, 31391301]
685_24689	chr12	32027967	32028367	+	934	33.0	[]	[]	[10.4229145, 17.40829, 10.030613]	[107, 156, 164]	[]	[32028154, 32028203, 32028211]
685_2469	chr19	35458948	35459348	+	1000	159.0	[]	[]	[18.203526, 8.303839]	[102, 135]	[]	[35459149, 35459182]
685_24690	chr12	34386281	34386681	+	903	33.0	[]	[]	[15.302139]	[97]	[]	[34386468]
685_24691	chr12	47900334	47900734	+	830	33.0	[]	[]	[13.580757]	[93]	[]	[47900524]
685_24692	chr12	49260298	49260698	+	711	33.0	[13.232608, 14.00273]	[93, 126]	[]	[]	[49260490, 49260523]	[]
685_24693	chr12	50034322	50034722	+	1000	33.0	[]	[]	[15.338759, 10.150742]	[112, 120]	[]	[50034528, 50034536]
685_24694	chr12	50531472	50531872	+	984	33.0	[17.548697, 10.151269]	[101, 107]	[]	[]	[50531669, 50531675]	[]
685_24695	chr12	52797251	52797651	+	984	33.0	[8.506159]	[127]	[]	[]	[52797466]	[]
685_24696	chr12	53757097	53757497	+	1000	33.0	[]	[]	[7.4050775]	[123]	[]	[53757297]
685_24698	chr12	54353610	54354010	+	1000	33.0	[12.444727, 8.81206, 8.983332]	[92, 114, 126]	[]	[]	[54353796, 54353818, 54353830]	[]
685_24699	chr12	54930426	54930826	+	967	33.0	[]	[]	[13.7883625]	[112]	[]	[54930624]
685_247	chr6	7431258	7431658	+	1000	382.0	[18.789831]	[92]	[]	[]	[7431449]	[]
685_2470	chr19	51137164	51137564	+	1000	159.0	[]	[]	[11.128558, 10.37309, 5.7795854]	[103, 131, 147]	[]	[51137366, 51137394, 51137410]
685_24700	chr12	56042028	56042428	+	925	33.0	[11.992965]	[100]	[7.024334]	[153]	[56042221]	[56042274]
685_24701	chr12	57089925	57090325	+	1000	33.0	[11.991051, 12.191696]	[91, 177]	[]	[]	[57090081, 57090167]	[]
685_24702	chr12	79233302	79233702	+	851	33.0	[]	[]	[15.0778055]	[107]	[]	[79233493]
685_24703	chr12	82766300	82766700	+	997	33.0	[]	[]	[7.0100517, 21.247185]	[115, 120]	[]	[82766507, 82766512]
685_24704	chr12	90004364	90004764	+	1000	33.0	[]	[]	[15.857894]	[121]	[]	[90004569]
685_24705	chr12	100431422	100431822	+	918	33.0	[11.324599]	[81]	[11.957325, 8.030763]	[103, 109]	[100431602]	[100431624, 100431630]
685_24706	chr12	113208080	113208480	+	1000	33.0	[9.36124]	[111]	[]	[]	[113208266]	[]
685_24707	chr12	117045848	117046248	+	1000	33.0	[]	[]	[9.186699]	[103]	[]	[117046043]
685_24708	chr12	120196753	120197153	+	999	33.0	[11.734411]	[95]	[]	[]	[120196943]	[]
685_24709	chr12	132593802	132594202	+	796	33.0	[9.314534, 14.480108, 7.2753377]	[97, 103, 111]	[]	[]	[132593990, 132593996, 132594004]	[]
685_2471	chr2	157468849	157469249	+	1000	159.0	[]	[]	[13.67664]	[99]	[]	[157469048]
685_24710	chr13	20751958	20752358	+	965	33.0	[7.9713984]	[153]	[7.101303]	[71]	[20752194]	[20752112]
685_24711	chr13	30138514	30138914	+	858	33.0	[7.8280096, 9.392735]	[63, 101]	[]	[]	[30138672, 30138710]	[]
685_24712	chr13	38965414	38965814	+	941	33.0	[10.1722355]	[83]	[11.186522]	[117]	[38965595]	[38965629]
685_24714	chr13	67104746	67105146	+	1000	33.0	[]	[]	[12.002285, 17.61965]	[71, 97]	[]	[67104916, 67104942]
685_24716	chr13	91366021	91366421	+	1000	33.0	[10.407168]	[123]	[]	[]	[91366241]	[]
685_24718	chr13	99714133	99714533	+	981	33.0	[13.417666]	[92]	[]	[]	[99714324]	[]
685_24719	chr13	102596831	102597231	+	1000	33.0	[]	[]	[8.605704, 9.039393]	[93, 144]	[]	[102597011, 102597062]
685_2472	chr2	178275567	178275967	+	1000	159.0	[6.604311, 8.350066]	[75, 91]	[6.0645394]	[162]	[178275730, 178275746]	[178275817]
685_24720	chr13	107910962	107911362	+	883	33.0	[]	[]	[10.109643]	[134]	[]	[107911147]
685_24721	chr13	110875191	110875591	+	1000	33.0	[10.474914]	[91]	[]	[]	[110875381]	[]
685_24722	chr14	22713358	22713758	+	850	33.0	[14.505037]	[101]	[12.604336]	[70]	[22713557]	[22713526]
685_24723	chr14	23154856	23155256	+	1000	33.0	[]	[]	[10.120116]	[78]	[]	[23155028]
685_24724	chr14	23331519	23331919	+	1000	33.0	[8.002839]	[89]	[]	[]	[23331707]	[]
685_24725	chr14	33655448	33655848	+	653	33.0	[16.558989]	[88]	[]	[]	[33655626]	[]
685_24726	chr14	52835382	52835782	+	572	33.0	[]	[]	[11.737658]	[100]	[]	[52835578]
685_24727	chr14	72856216	72856616	+	848	33.0	[13.714117, 17.61965]	[113, 119]	[]	[]	[72856427, 72856433]	[]
685_24728	chr14	73741571	73741971	+	972	33.0	[11.151485]	[169]	[9.940119, 9.019863, 7.8554964]	[127, 139, 143]	[73741815]	[73741773, 73741785, 73741789]
685_24729	chr14	74685069	74685469	+	915	33.0	[]	[]	[9.41548]	[106]	[]	[74685256]
685_2473	chr21	33215539	33215939	+	1000	159.0	[8.262066, 13.904964]	[78, 90]	[]	[]	[33215717, 33215729]	[]
685_24730	chr14	75222216	75222616	+	1000	33.0	[14.480108]	[98]	[]	[]	[75222412]	[]
685_24731	chr14	76309968	76310368	+	1000	33.0	[]	[]	[16.751482]	[107]	[]	[76310172]
685_24732	chr14	89419005	89419405	+	1000	33.0	[17.61965]	[89]	[]	[]	[89419192]	[]
685_24733	chr14	93206128	93206528	+	841	33.0	[8.931737]	[140]	[14.793391]	[85]	[93206362]	[93206307]
685_24734	chr14	100677566	100677966	+	772	33.0	[10.464692]	[103]	[]	[]	[100677764]	[]
685_24735	chr14	102568114	102568514	+	956	33.0	[]	[]	[12.161286]	[100]	[]	[102568313]
685_24736	chr14	103281521	103281921	+	690	33.0	[9.126219]	[100]	[]	[]	[103281714]	[]
685_24737	chr14	104649947	104650347	+	1000	33.0	[]	[]	[6.7173505]	[108]	[]	[104650153]
685_24738	chr14_GL000194v1_random	114802	115202	+	1000	33.0	[]	[]	[6.037287]	[68]	[]	[114959]
685_24739	chr15	37995758	37996158	+	792	33.0	[]	[]	[9.016588, 9.186699]	[103, 109]	[]	[37995949, 37995955]
685_2474	chr3	93973742	93974142	+	1000	159.0	[16.574568]	[99]	[]	[]	[93973940]	[]
685_24740	chr15	39801849	39802249	+	1000	33.0	[7.773544]	[90]	[]	[]	[39802008]	[]
685_24741	chr15	39933803	39934203	+	1000	33.0	[]	[]	[7.6215134]	[99]	[]	[39933976]
685_24742	chr15	40290644	40291044	+	859	33.0	[14.976106]	[107]	[6.609079]	[61]	[40290844]	[40290798]
685_24743	chr15	41888553	41888953	+	852	33.0	[]	[]	[18.191957]	[123]	[]	[41888761]
685_24744	chr15	42402422	42402822	+	979	33.0	[12.156114, 19.689182, 7.8393197]	[99, 105, 113]	[]	[]	[42402615, 42402621, 42402629]	[]
685_24745	chr15	42825554	42825954	+	630	33.0	[]	[]	[15.487197, 7.024334]	[109, 117]	[]	[42825743, 42825751]
685_24746	chr15	48811062	48811462	+	1000	33.0	[11.648439]	[192]	[]	[]	[48811312]	[]
685_24747	chr15	49190589	49190989	+	987	33.0	[8.117238]	[102]	[8.606918]	[139]	[49190789]	[49190826]
685_24748	chr15	52496252	52496652	+	747	33.0	[16.276268]	[130]	[]	[]	[52496473]	[]
685_24749	chr15	58111789	58112189	+	998	33.0	[6.132654]	[149]	[]	[]	[58112020]	[]
685_2475	chr3	171328706	171329106	+	1000	159.0	[8.76674]	[63]	[13.7883625, 5.880777, 6.1736965]	[109, 113, 116]	[171328864]	[171328910, 171328914, 171328917]
685_24750	chr15	58167373	58167773	+	571	33.0	[9.018253]	[215]	[5.8021173]	[144]	[58167595]	[58167524]
685_24751	chr15	58749764	58750164	+	1000	33.0	[]	[]	[8.494631]	[127]	[]	[58749975]
685_24752	chr15	63514409	63514809	+	964	33.0	[15.944959]	[100]	[]	[]	[63514608]	[]
685_24753	chr15	64387507	64387907	+	989	33.0	[6.2500005, 7.4228096]	[78, 97]	[]	[]	[64387670, 64387689]	[]
685_24754	chr15	64701542	64701942	+	1000	33.0	[15.944959]	[124]	[]	[]	[64701748]	[]
685_24755	chr15	65638611	65639011	+	962	33.0	[7.945905, 6.13938, 8.849081, 9.798744, 6.002242]	[110, 121, 125, 128, 133]	[]	[]	[65638808, 65638819, 65638823, 65638826, 65638831]	[]
685_24756	chr15	68054151	68054551	+	1000	33.0	[6.185999]	[101]	[6.3174133]	[134]	[68054336]	[68054369]
685_24757	chr15	69394608	69395008	+	1000	33.0	[8.032329]	[93]	[6.77217]	[151]	[69394798]	[69394856]
685_24758	chr15	74842953	74843353	+	972	33.0	[]	[]	[7.737536]	[93]	[]	[74843129]
685_24759	chr15	75072185	75072585	+	703	33.0	[12.819792]	[96]	[]	[]	[75072367]	[]
685_2476	chr4	78781996	78782396	+	1000	159.0	[]	[]	[18.476559]	[103]	[]	[78782198]
685_24760	chr15	75651180	75651580	+	974	33.0	[]	[]	[12.146082, 5.727939]	[90, 132]	[]	[75651355, 75651397]
685_24761	chr15	75832122	75832522	+	1000	33.0	[13.3518]	[101]	[]	[]	[75832317]	[]
685_24762	chr15	78840745	78841145	+	978	33.0	[]	[]	[9.074493]	[99]	[]	[78840936]
685_24763	chr15	81000796	81001196	+	1000	33.0	[7.782793]	[190]	[]	[]	[81001000]	[]
685_24764	chr15	83526957	83527357	+	910	33.0	[7.32187]	[114]	[18.345798, 7.101303]	[128, 136]	[83527151]	[83527165, 83527173]
685_24765	chr15	88642028	88642428	+	676	33.0	[]	[]	[15.338759]	[108]	[]	[88642228]
685_24766	chr15	89093964	89094364	+	1000	33.0	[]	[]	[13.560288]	[98]	[]	[89094151]
685_24767	chr15	89311456	89311856	+	983	33.0	[]	[]	[10.001785]	[163]	[]	[89311690]
685_24768	chr15	90931925	90932325	+	1000	33.0	[12.519945]	[129]	[]	[]	[90932127]	[]
685_24769	chr15	91055790	91056190	+	1000	33.0	[7.8575773]	[88]	[]	[]	[91055978]	[]
685_2477	chr5	74685993	74686393	+	1000	159.0	[]	[]	[11.652699]	[101]	[]	[74686193]
685_24770	chr15	92082193	92082593	+	970	33.0	[10.449731]	[106]	[]	[]	[92082383]	[]
685_24771	chr15	95519523	95519923	+	858	33.0	[]	[]	[15.728682]	[97]	[]	[95519714]
685_24772	chr15	96285963	96286363	+	997	33.0	[15.193479]	[118]	[]	[]	[96286175]	[]
685_24773	chr16	3187891	3188291	+	1000	33.0	[9.559986, 12.118154]	[60, 95]	[]	[]	[3188045, 3188080]	[]
685_24774	chr16	8868548	8868948	+	1000	33.0	[]	[]	[7.190024]	[141]	[]	[8868766]
685_24775	chr16	12607648	12608048	+	960	33.0	[9.028212, 18.345798]	[108, 116]	[]	[]	[12607854, 12607862]	[]
685_24776	chr16	15744631	15745031	+	570	33.0	[13.793536]	[127]	[]	[]	[15744858]	[]
685_24777	chr16	22240980	22241380	+	646	33.0	[14.439913]	[87]	[10.890931]	[108]	[22241155]	[22241176]
685_24778	chr16	24226751	24227151	+	912	33.0	[18.345798]	[86]	[]	[]	[24226933]	[]
685_24779	chr16	25956315	25956715	+	983	33.0	[7.874324, 7.101303, 18.345798]	[62, 87, 95]	[]	[]	[25956471, 25956496, 25956504]	[]
685_2478	chr5	126747932	126748332	+	1000	159.0	[10.007929]	[91]	[]	[]	[126748122]	[]
685_24780	chr16	27754792	27755192	+	901	33.0	[]	[]	[14.246063, 7.750477]	[93, 101]	[]	[27754962, 27754970]
685_24781	chr16	30378005	30378405	+	1000	33.0	[8.037033]	[78]	[]	[]	[30378175]	[]
685_24782	chr16	30379400	30379800	+	908	33.0	[]	[]	[9.630481, 15.498934]	[96, 148]	[]	[30379579, 30379631]
685_24783	chr16	30901181	30901581	+	1000	33.0	[11.886372]	[122]	[]	[]	[30901387]	[]
685_24784	chr16	49643998	49644398	+	629	33.0	[19.689182]	[120]	[]	[]	[49644201]	[]
685_24785	chr16	50366088	50366488	+	703	33.0	[14.667079]	[91]	[]	[]	[50366274]	[]
685_24786	chr16	53435365	53435765	+	1000	33.0	[11.774563]	[148]	[8.165644]	[129]	[53435590]	[53435571]
685_24787	chr16	53518713	53519113	+	712	33.0	[6.894082, 11.577179]	[78, 99]	[]	[]	[53518883, 53518904]	[]
685_24788	chr16	55509627	55510027	+	1000	33.0	[15.347085]	[114]	[]	[]	[55509836]	[]
685_24789	chr16	56282442	56282842	+	885	33.0	[]	[]	[16.296467]	[109]	[]	[56282647]
685_2479	chr6	35264072	35264472	+	1000	159.0	[]	[]	[15.642823]	[100]	[]	[35264270]
685_24790	chr16	57555753	57556153	+	691	33.0	[]	[]	[12.566154, 6.406903, 9.120567]	[101, 113, 151]	[]	[57555947, 57555959, 57555997]
685_24791	chr16	57726445	57726845	+	1000	33.0	[]	[]	[17.944551]	[115]	[]	[57726652]
685_24792	chr16	57959134	57959534	+	911	33.0	[11.652699]	[88]	[]	[]	[57959320]	[]
685_24793	chr16	58661170	58661570	+	1000	33.0	[7.434279]	[156]	[]	[]	[58661415]	[]
685_24795	chr16	68265430	68265830	+	893	33.0	[]	[]	[8.096051, 9.23166]	[77, 90]	[]	[68265599, 68265612]
685_24796	chr16	68732241	68732641	+	1000	33.0	[11.005354]	[110]	[]	[]	[68732441]	[]
685_24797	chr16	69443815	69444215	+	1000	33.0	[12.653823]	[107]	[5.6659555]	[76]	[69444019]	[69443988]
685_24798	chr16	70746531	70746931	+	976	33.0	[12.118636]	[87]	[]	[]	[70746711]	[]
685_24799	chr16	75590988	75591388	+	700	33.0	[9.343833]	[99]	[]	[]	[75591156]	[]
685_248	chr18	47970731	47971131	+	1000	380.0	[10.315698, 18.261488]	[75, 93]	[]	[]	[47970904, 47970922]	[]
685_2480	chr7	42986716	42987116	+	1000	159.0	[8.354029, 14.582768]	[85, 95]	[]	[]	[42986898, 42986908]	[]
685_24800	chr16	78195734	78196134	+	728	33.0	[]	[]	[14.603234]	[101]	[]	[78195926]
685_24801	chr16	85176932	85177332	+	1000	33.0	[18.476559, 8.126645]	[96, 149]	[]	[]	[85177123, 85177176]	[]
685_24803	chr16	88690647	88691047	+	660	33.0	[11.144161]	[109]	[]	[]	[88690853]	[]
685_24804	chr17	661578	661978	+	954	33.0	[5.8966746]	[129]	[21.247185]	[105]	[661785]	[661761]
685_24805	chr17	1342555	1342955	+	944	33.0	[10.326428, 6.67535]	[106, 112]	[6.18077]	[83]	[1342749, 1342755]	[1342726]
685_24806	chr17	3724161	3724561	+	1000	33.0	[]	[]	[7.2885633]	[81]	[]	[3724335]
685_24807	chr17	3893664	3894064	+	1000	33.0	[]	[]	[7.442511, 12.947034]	[58, 104]	[]	[3893818, 3893864]
685_24808	chr17	7614786	7615186	+	990	33.0	[]	[]	[6.5131197, 6.7631326, 6.7944202, 9.442224]	[129, 135, 141, 149]	[]	[7615002, 7615008, 7615014, 7615022]
685_24809	chr17	8090961	8091361	+	735	33.0	[]	[]	[10.897924]	[116]	[]	[8091177]
685_2481	chr8	19058639	19059039	+	1000	159.0	[21.247185, 6.4236865]	[88, 96]	[]	[]	[19058827, 19058835]	[]
685_24810	chr17	17830731	17831131	+	1000	33.0	[]	[]	[13.11519]	[98]	[]	[17830929]
685_24811	chr17	27743268	27743668	+	781	33.0	[]	[]	[12.241092, 6.3355803]	[118, 139]	[]	[27743478, 27743499]
685_24812	chr17	28890064	28890464	+	991	33.0	[6.595064, 16.558989]	[67, 97]	[]	[]	[28890226, 28890256]	[]
685_24813	chr17	35087892	35088292	+	1000	33.0	[10.180626, 7.3153877]	[101, 146]	[]	[]	[35088092, 35088137]	[]
685_24814	chr17	38469976	38470376	+	811	33.0	[]	[]	[9.8684435, 9.529002]	[56, 97]	[]	[38470130, 38470171]
685_24815	chr17	38654952	38655352	+	614	33.0	[8.117238]	[88]	[6.2424192]	[159]	[38655124]	[38655195]
685_24816	chr17	41486950	41487350	+	836	33.0	[6.0396547, 15.535567]	[170, 176]	[]	[]	[41487175, 41487181]	[]
685_24817	chr17	41695917	41696317	+	1000	33.0	[]	[]	[7.870595]	[110]	[]	[41696120]
685_24818	chr17	42609403	42609803	+	973	33.0	[7.599423]	[140]	[]	[]	[42609622]	[]
685_24819	chr17	43406770	43407170	+	774	33.0	[16.847603]	[91]	[]	[]	[43406959]	[]
685_2482	chrX	110089987	110090387	+	1000	159.0	[11.985877]	[89]	[]	[]	[110090174]	[]
685_24821	chr17	47209131	47209531	+	991	33.0	[11.906139]	[89]	[]	[]	[47209319]	[]
685_24824	chr17	50681250	50681650	+	1000	33.0	[]	[]	[8.009966, 8.834118]	[63, 92]	[]	[50681409, 50681438]
685_24825	chr17	51796059	51796459	+	933	33.0	[15.336779]	[98]	[6.1365423]	[59]	[51796253]	[51796214]
685_24826	chr17	55302849	55303249	+	964	33.0	[6.6159906]	[109]	[]	[]	[55303053]	[]
685_24827	chr17	58233547	58233947	+	1000	33.0	[5.7077255, 7.165363, 5.627484]	[76, 82, 158]	[18.060225]	[109]	[58233711, 58233717, 58233793]	[58233744]
685_24828	chr17	58480067	58480467	+	1000	33.0	[15.535567]	[112]	[]	[]	[58480275]	[]
685_24829	chr17	58632665	58633065	+	822	33.0	[13.417666]	[111]	[]	[]	[58632859]	[]
685_2483	chr1	84462101	84462501	+	1000	158.0	[]	[]	[16.407028]	[102]	[]	[84462298]
685_24830	chr17	58974344	58974744	+	947	33.0	[]	[]	[18.191957]	[138]	[]	[58974576]
685_24831	chr17	59440770	59441170	+	970	33.0	[]	[]	[6.4079185, 5.994848, 11.168994]	[67, 126, 155]	[]	[59440921, 59440980, 59441009]
685_24832	chr17	64060259	64060659	+	1000	33.0	[]	[]	[12.720038, 14.172218, 5.7329173]	[101, 113, 128]	[]	[64060453, 64060465, 64060480]
685_24833	chr17	64661863	64662263	+	839	33.0	[]	[]	[10.30105]	[126]	[]	[64662076]
685_24834	chr17	65833204	65833604	+	1000	33.0	[5.652622, 18.345798]	[88, 96]	[7.0169888]	[108]	[65833391, 65833399]	[65833411]
685_24835	chr17	77364003	77364403	+	1000	33.0	[]	[]	[9.255419]	[96]	[]	[77364195]
685_24836	chr17	82367712	82368112	+	994	33.0	[]	[]	[6.8525825]	[112]	[]	[82367909]
685_24837	chr17	82450502	82450902	+	1000	33.0	[9.804188]	[74]	[]	[]	[82450661]	[]
685_24838	chr18	3596538	3596938	+	1000	33.0	[9.986352, 11.03239]	[143, 149]	[]	[]	[3596757, 3596763]	[]
685_24839	chr18	5462229	5462629	+	1000	33.0	[]	[]	[16.122425]	[109]	[]	[5462430]
685_2484	chr1	109906134	109906534	+	1000	158.0	[]	[]	[18.191957, 8.218593]	[99, 121]	[]	[109906333, 109906355]
685_24840	chr18	9069687	9070087	+	608	33.0	[8.882074]	[156]	[12.002285, 13.912404]	[111, 117]	[9069925]	[9069880, 9069886]
685_24841	chr18	9324005	9324405	+	634	33.0	[5.744984]	[71]	[8.002839]	[109]	[9324170]	[9324208]
685_24842	chr18	12474688	12475088	+	797	33.0	[5.7142153, 6.5733814, 10.592521, 9.49234]	[81, 91, 99, 126]	[]	[]	[12474863, 12474873, 12474881, 12474908]	[]
685_24843	chr18	36533919	36534319	+	881	33.0	[]	[]	[15.850287]	[106]	[]	[36534101]
685_24844	chr18	41991953	41992353	+	969	33.0	[]	[]	[9.04746]	[85]	[]	[41992132]
685_24845	chr18	47265138	47265538	+	1000	33.0	[15.206261, 7.576988]	[92, 136]	[]	[]	[47265327, 47265371]	[]
685_24846	chr18	59374074	59374474	+	675	33.0	[7.529134, 14.564423]	[99, 105]	[6.4126554]	[67]	[59374265, 59374271]	[59374233]
685_24847	chr18	62420915	62421315	+	958	33.0	[]	[]	[7.4902043]	[133]	[]	[62421120]
685_24848	chr18	70381519	70381919	+	958	33.0	[]	[]	[7.43376, 6.967022, 10.27743]	[108, 113, 140]	[]	[70381724, 70381729, 70381756]
685_24849	chr19	533062	533462	+	1000	33.0	[]	[]	[11.668126]	[87]	[]	[533242]
685_2485	chr1	181087336	181087736	+	1000	158.0	[]	[]	[12.531513]	[97]	[]	[181087528]
685_24851	chr19	1491814	1492214	+	939	33.0	[]	[]	[12.455274]	[156]	[]	[1492048]
685_24852	chr19	2327720	2328120	+	858	33.0	[9.139922]	[147]	[]	[]	[2327944]	[]
685_24854	chr19	5622621	5623021	+	1000	33.0	[8.167605]	[78]	[6.615467]	[94]	[5622797]	[5622813]
685_24856	chr19	8158431	8158831	+	771	33.0	[14.756533]	[118]	[]	[]	[8158640]	[]
685_24857	chr19	10086092	10086492	+	943	33.0	[8.744133]	[112]	[]	[]	[10086292]	[]
685_24858	chr19	10270811	10271211	+	997	33.0	[6.3669276]	[135]	[]	[]	[10271026]	[]
685_2486	chr1	221098998	221099398	+	1000	158.0	[5.88792, 15.584859, 8.606918]	[85, 90, 110]	[]	[]	[221099182, 221099187, 221099207]	[]
685_24860	chr19	11770016	11770416	+	1000	33.0	[7.0510364, 5.9161797, 14.958855]	[82, 119, 131]	[]	[]	[11770182, 11770219, 11770231]	[]
685_24861	chr19	13079363	13079763	+	969	33.0	[7.6468096, 6.352108]	[150, 158]	[11.134338]	[177]	[13079568, 13079576]	[13079595]
685_24862	chr19	14327959	14328359	+	990	33.0	[9.559986, 9.131741, 15.325211]	[54, 77, 93]	[]	[]	[14328110, 14328133, 14328149]	[]
685_24863	chr19	15331664	15332064	+	999	33.0	[8.27387]	[160]	[10.40819, 6.3910217, 6.3910217, 6.3910217, 6.3910217, 6.6333394]	[115, 121, 124, 127, 130, 133]	[15331913]	[15331868, 15331874, 15331877, 15331880, 15331883, 15331886]
685_24864	chr19	17209388	17209788	+	799	33.0	[8.141419, 6.614807]	[143, 150]	[14.195845]	[87]	[17209613, 17209620]	[17209557]
685_24865	chr19	17953046	17953446	+	929	33.0	[11.286781]	[110]	[]	[]	[17953244]	[]
685_24866	chr19	18002545	18002945	+	1000	33.0	[6.4861197]	[79]	[9.531153, 5.780198, 6.582636]	[100, 105, 175]	[18002699]	[18002720, 18002725, 18002795]
685_2487	chr10	24837774	24838174	+	1000	158.0	[18.345798]	[95]	[]	[]	[24837968]	[]
685_24870	chr19	31220521	31220921	+	905	33.0	[]	[]	[17.070517, 7.387614, 9.163672]	[106, 112, 117]	[]	[31220725, 31220731, 31220736]
685_24871	chr19	35808116	35808516	+	648	33.0	[6.7572627, 13.0301485]	[107, 117]	[]	[]	[35808309, 35808319]	[]
685_24872	chr19	38387060	38387460	+	999	33.0	[]	[]	[6.535111]	[102]	[]	[38387250]
685_24874	chr19	41427869	41428269	+	666	33.0	[7.3215075, 6.3017607]	[69, 141]	[]	[]	[41428030, 41428102]	[]
685_24875	chr19	41706617	41707017	+	836	33.0	[]	[]	[9.115746]	[94]	[]	[41706811]
685_24876	chr19	41934879	41935279	+	989	33.0	[6.151111]	[106]	[]	[]	[41935073]	[]
685_24877	chr19	46061871	46062271	+	767	33.0	[7.2522726]	[67]	[15.325211]	[105]	[46062037]	[46062075]
685_24878	chr19	46351169	46351569	+	975	33.0	[]	[]	[13.3863535, 16.847603, 10.182083]	[100, 119, 152]	[]	[46351364, 46351383, 46351416]
685_24879	chr19	49128207	49128607	+	981	33.0	[5.7230453, 14.00273, 6.9070835]	[118, 122, 146]	[]	[]	[49128417, 49128421, 49128445]	[]
685_2488	chr10	32986088	32986488	+	1000	158.0	[12.246911]	[95]	[]	[]	[32986279]	[]
685_24880	chr19	49917188	49917588	+	991	33.0	[]	[]	[17.944551]	[101]	[]	[49917380]
685_24881	chr19	55484992	55485392	+	869	33.0	[]	[]	[9.607723]	[98]	[]	[55485186]
685_24882	chr2	246439	246839	+	846	33.0	[15.358653, 6.0365386, 5.9485536, 11.170305]	[59, 72, 77, 88]	[]	[]	[246594, 246607, 246612, 246623]	[]
685_24883	chr2	443777	444177	+	1000	33.0	[]	[]	[10.157302]	[103]	[]	[443973]
685_24884	chr2	7450059	7450459	+	999	33.0	[15.206261]	[96]	[]	[]	[7450252]	[]
685_24886	chr2	9737269	9737669	+	955	33.0	[]	[]	[14.032533]	[118]	[]	[9737482]
685_24887	chr2	15509654	15510054	+	898	33.0	[]	[]	[18.62852]	[99]	[]	[15509851]
685_24888	chr2	20863792	20864192	+	1000	33.0	[11.485566, 18.345798]	[71, 79]	[]	[]	[20863962, 20863970]	[]
685_24889	chr2	24827590	24827990	+	866	33.0	[6.617724]	[97]	[]	[]	[24827759]	[]
685_2489	chr10	78045193	78045593	+	1000	158.0	[]	[]	[9.697777, 6.325404]	[99, 125]	[]	[78045390, 78045416]
685_24890	chr2	26065252	26065652	+	917	33.0	[]	[]	[8.145002]	[86]	[]	[26065431]
685_24891	chr2	27663455	27663855	+	823	33.0	[12.638813]	[107]	[5.911458]	[83]	[27663652]	[27663628]
685_24892	chr2	28870465	28870865	+	914	33.0	[6.5659003]	[101]	[]	[]	[28870657]	[]
685_24893	chr2	30206667	30207067	+	809	33.0	[9.274684, 9.143065]	[63, 147]	[11.782362, 13.331438]	[105, 115]	[30206826, 30206910]	[30206868, 30206878]
685_24894	chr2	42353733	42354133	+	1000	33.0	[9.338734]	[83]	[]	[]	[42353915]	[]
685_24895	chr2	42967949	42968349	+	1000	33.0	[7.5619345]	[100]	[]	[]	[42968145]	[]
685_24896	chr2	58237779	58238179	+	1000	33.0	[9.216118]	[98]	[]	[]	[58237976]	[]
685_24897	chr2	58353940	58354340	+	972	33.0	[14.294127]	[127]	[6.869084]	[74]	[58354152]	[58354099]
685_24898	chr2	58594197	58594597	+	959	33.0	[]	[]	[8.435023]	[121]	[]	[58594403]
685_249	chr2	195580066	195580466	+	1000	380.0	[]	[]	[15.325211, 8.160453]	[92, 143]	[]	[195580258, 195580309]
685_2490	chr12	127042078	127042478	+	1000	158.0	[18.261488]	[95]	[]	[]	[127042271]	[]
685_24900	chr2	66469488	66469888	+	816	33.0	[]	[]	[9.382387, 10.254975]	[83, 122]	[]	[66469665, 66469704]
685_24901	chr2	69582293	69582693	+	916	33.0	[6.804259, 8.778279]	[107, 115]	[]	[]	[69582475, 69582483]	[]
685_24902	chr2	70123066	70123466	+	992	33.0	[7.890715]	[60]	[8.553974]	[100]	[70123221]	[70123261]
685_24903	chr2	70132459	70132859	+	646	33.0	[]	[]	[8.184715, 7.1794553, 6.9189606, 5.781043]	[63, 68, 88, 117]	[]	[70132611, 70132616, 70132636, 70132665]
685_24904	chr2	73626210	73626610	+	933	33.0	[]	[]	[12.783542]	[95]	[]	[73626403]
685_24905	chr2	74507475	74507875	+	1000	33.0	[]	[]	[7.362808]	[133]	[]	[74507691]
