#PeakID(python identify_motif.py ./ENCODE_processed_files/CEBPG_idr.fa CEBPG --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
582_2785	chr12	93882768	93883168	+	1000	93.5	[11.654483]	[132]	[15.12992, 9.993486]	[131, 139]	[93882975]	[93882974, 93882982]
582_2789	chr17	59828845	59829245	+	1000	93.5	[8.601925]	[136]	[11.390118]	[135]	[59829069]	[59829068]
582_279	chr16	84618032	84618432	+	1000	227.5	[15.210169]	[110]	[11.192318]	[109]	[84618233]	[84618232]
582_2790	chr18	6561457	6561857	+	1000	93.5	[5.198277]	[123]	[10.481071]	[122]	[6561676]	[6561675]
582_2791	chr19	50374953	50375353	+	1000	93.5	[11.390118]	[107]	[9.009261]	[106]	[50375157]	[50375156]
582_2793	chr2	70257462	70257862	+	1000	93.5	[11.390118]	[116]	[8.601925]	[115]	[70257663]	[70257662]
582_2795	chr2	122790612	122791012	+	1000	93.5	[7.947534]	[100]	[10.1494055]	[99]	[122790811]	[122790810]
582_2796	chr2	135063190	135063590	+	1000	93.5	[10.636991]	[124]	[11.910557]	[123]	[135063395]	[135063394]
582_2797	chr2	153307235	153307635	+	1000	93.5	[15.617505]	[92]	[15.617505]	[91]	[153307426]	[153307425]
582_2801	chr3	49465183	49465583	+	1000	93.5	[9.009261]	[102]	[11.390118]	[101]	[49465384]	[49465383]
582_2803	chr4	116005301	116005701	+	1000	93.5	[]	[]	[5.9220176]	[102]	[]	[116005486]
582_2804	chr5	126849050	126849450	+	1000	93.5	[10.481071]	[91]	[5.198277]	[90]	[126849240]	[126849239]
582_2806	chr5	168794300	168794700	+	1000	93.5	[5.9220176]	[106]	[]	[]	[168794500]	[]
582_2808	chr6	41538614	41539014	+	1000	93.5	[]	[]	[5.5146813]	[109]	[]	[41538811]
582_2809	chr6	166675649	166676049	+	1000	93.5	[]	[]	[7.195584]	[91]	[]	[166675836]
582_281	chr6	125780115	125780515	+	1000	227.5	[11.503221]	[115]	[6.2118034]	[114]	[125780321]	[125780320]
582_2811	chr7	106530190	106530590	+	1000	93.5	[7.229295]	[102]	[10.704732]	[101]	[106530390]	[106530389]
582_2815	chrX	130829812	130830212	+	1000	93.5	[8.728543]	[114]	[6.5180492]	[113]	[130830014]	[130830013]
582_2816	chr1	28284893	28285293	+	1000	93.0	[8.601925]	[140]	[11.390118]	[139]	[28285129]	[28285128]
582_2818	chr1	99641999	99642399	+	1000	93.0	[10.636991]	[102]	[11.910557]	[101]	[99642201]	[99642200]
582_2819	chr1	101291655	101292055	+	1000	93.0	[5.9220176]	[91]	[]	[]	[101291835]	[]
582_2822	chr10	98829375	98829775	+	1000	93.0	[15.210169]	[106]	[15.210169]	[105]	[98829575]	[98829574]
582_2823	chr11	69444528	69444928	+	1000	93.0	[5.873225, 6.584471]	[65, 98]	[10.403485, 5.7790465]	[97, 157]	[69444686, 69444719]	[69444718, 69444778]
582_2824	chr11	74592905	74593305	+	1000	93.0	[11.247147]	[102]	[14.722584]	[101]	[74593106]	[74593105]
582_2826	chr13	107848872	107849272	+	1000	93.0	[6.6739683]	[139]	[11.015635]	[138]	[107849096]	[107849095]
582_2827	chr15	77569397	77569797	+	1000	93.0	[11.192318]	[101]	[15.210169]	[100]	[77569583]	[77569582]
582_2828	chr17	28719457	28719857	+	1000	93.0	[]	[]	[8.521676]	[163]	[]	[28719685]
582_2829	chr17	64653523	64653923	+	1000	93.0	[5.5146813]	[117]	[]	[]	[64653733]	[]
582_283	chr9	127965452	127965852	+	1000	227.0	[5.9220176]	[103]	[]	[]	[127965655]	[]
582_2830	chr18	45670517	45670917	+	1000	93.0	[10.902532]	[104]	[]	[]	[45670718]	[]
582_2831	chr19	18353373	18353773	+	1000	93.0	[15.210169]	[91]	[15.210169]	[90]	[18353563]	[18353562]
582_2832	chr19	18478847	18479247	+	1000	93.0	[10.3232355]	[116]	[]	[]	[18479063]	[]
582_2833	chr2	167939530	167939930	+	1000	93.0	[9.4143305, 9.4143305]	[104, 135]	[]	[]	[167939727, 167939758]	[]
582_2834	chr3	45058313	45058713	+	1000	93.0	[]	[]	[5.775798]	[191]	[]	[45058522]
582_2836	chr3	185537487	185537887	+	1000	93.0	[10.229654]	[66]	[11.503221]	[65]	[185537649]	[185537648]
582_2837	chr4	8248226	8248626	+	1000	93.0	[15.12992]	[96]	[11.654483]	[95]	[8248420]	[8248419]
582_2839	chr5	14655353	14655753	+	1000	93.0	[5.9220176]	[99]	[]	[]	[14655534]	[]
582_2840	chr6	16322677	16323077	+	1000	93.0	[]	[]	[10.495195]	[114]	[]	[16322881]
582_2845	chr7	134611763	134612163	+	1000	93.0	[10.636991]	[94]	[11.910557]	[93]	[134611956]	[134611955]
582_2846	chr8	59150936	59151336	+	1000	93.0	[15.617505]	[101]	[15.617505]	[100]	[59151136]	[59151135]
582_2847	chr9	131078278	131078678	+	1000	93.0	[8.601925]	[74]	[11.390118]	[73]	[131078438]	[131078437]
582_2848	chr1	29177788	29178188	+	1000	92.5	[5.9220176]	[91]	[]	[]	[29177957]	[]
582_2849	chr1	83959804	83960204	+	1000	92.5	[5.9220176, 5.1364346]	[108, 150]	[]	[]	[83960004, 83960046]	[]
582_285	chr1	219088944	219089344	+	1000	226.5	[5.198277]	[115]	[6.055884]	[114]	[219089120]	[219089119]
582_2851	chr1	202043350	202043750	+	1000	92.5	[11.910557]	[109]	[10.636991]	[108]	[202043550]	[202043549]
582_2852	chr1	207310926	207311326	+	1000	92.5	[7.947534]	[100]	[10.1494055]	[99]	[207311115]	[207311114]
582_2854	chr10	60271384	60271784	+	1000	92.5	[15.12992]	[98]	[11.654483]	[97]	[60271582]	[60271581]
582_2855	chr11	4184325	4184725	+	1000	92.5	[]	[]	[5.9220176]	[96]	[]	[4184517]
582_2857	chr11	79465157	79465557	+	1000	92.5	[6.4773445]	[113]	[]	[]	[79465346]	[]
582_286	chr3	25784139	25784539	+	1000	226.0	[15.12992]	[100]	[11.654483]	[99]	[25784337]	[25784336]
582_2861	chr13	47178034	47178434	+	1000	92.5	[5.9220176, 6.2118034]	[127, 137]	[11.503221]	[136]	[47178248, 47178258]	[47178257]
582_2866	chr16	6797234	6797634	+	1000	92.5	[15.617505]	[102]	[15.210169]	[101]	[6797431]	[6797430]
582_2867	chr16	22618800	22619200	+	1000	92.5	[10.495195]	[100]	[]	[]	[22618995]	[]
582_2869	chr17	29341717	29342117	+	1000	92.5	[8.79053]	[108]	[9.901916]	[107]	[29341921]	[29341920]
582_2871	chr17	42405882	42406282	+	1000	92.5	[11.654483]	[101]	[14.722584]	[100]	[42406082]	[42406081]
582_2873	chr18	73261901	73262301	+	1000	92.5	[5.9220176]	[124]	[]	[]	[73262116]	[]
582_2876	chr2	57957277	57957677	+	1000	92.5	[15.12992]	[93]	[11.654483]	[92]	[57957469]	[57957468]
582_288	chr8	16565657	16566057	+	1000	225.5	[5.5146813]	[92]	[]	[]	[16565848]	[]
582_2882	chr22	37158321	37158721	+	1000	92.5	[15.210169]	[92]	[15.617505]	[91]	[37158511]	[37158510]
582_2886	chr4	180141732	180142132	+	1000	92.5	[11.654483]	[110]	[15.12992]	[109]	[180141941]	[180141940]
582_2887	chr5	122820299	122820699	+	1000	92.5	[15.210169]	[101]	[15.617505]	[100]	[122820489]	[122820488]
582_2888	chr6	25906480	25906880	+	1000	92.5	[9.009261]	[147]	[11.390118]	[146]	[25906650]	[25906649]
582_2889	chr6	27239259	27239659	+	1000	92.5	[]	[]	[5.5146813]	[106]	[]	[27239454]
582_2892	chr6	144312173	144312573	+	1000	92.5	[8.601925]	[132]	[11.390118]	[131]	[144312377]	[144312376]
582_2893	chr7	12175705	12176105	+	1000	92.5	[15.210169, 6.522706]	[101, 155]	[15.210169]	[100]	[12175898, 12175952]	[12175897]
582_2894	chr7	50697009	50697409	+	1000	92.5	[11.503221]	[139]	[10.229654]	[138]	[50697225]	[50697224]
582_2895	chr7	69654406	69654806	+	1000	92.5	[5.9220176]	[108]	[]	[]	[69654602]	[]
582_2898	chr1	95659159	95659559	+	1000	92.0	[15.12992]	[105]	[11.247147]	[104]	[95659360]	[95659359]
582_2899	chr1	219883396	219883796	+	1000	92.0	[11.910557]	[116]	[10.229654]	[115]	[219883604]	[219883603]
582_29	chr22	21784679	21785079	+	1000	561.0	[5.9220176]	[94]	[]	[]	[21784873]	[]
582_290	chr5	77463903	77464303	+	1000	224.5	[15.12992]	[107]	[11.654483]	[106]	[77464105]	[77464104]
582_2902	chr10	60421001	60421401	+	1000	92.0	[6.5180492]	[104]	[9.1358795]	[103]	[60421195]	[60421194]
582_2907	chr14	50668741	50669141	+	1000	92.0	[]	[]	[5.9220176]	[124]	[]	[50668960]
582_2909	chr15	101199389	101199789	+	1000	92.0	[15.210169]	[86]	[15.210169]	[85]	[101199566]	[101199565]
582_2911	chr17_GL000205v2_random	66975	67375	+	1000	92.0	[7.947534]	[143]	[5.1364346]	[142]	[67216]	[67215]
582_2914	chr3	1183309	1183709	+	1000	92.0	[11.910557, 5.2964234]	[101, 108]	[5.830307, 10.636991]	[74, 100]	[1183508, 1183515]	[1183481, 1183507]
582_2915	chr3	24678346	24678746	+	1000	92.0	[10.604535]	[105]	[15.210169]	[104]	[24678548]	[24678547]
582_2916	chr3	37475435	37475835	+	1000	92.0	[]	[]	[5.9220176]	[90]	[]	[37475622]
582_2918	chr3	72322399	72322799	+	1000	92.0	[7.947534]	[104]	[9.742069]	[103]	[72322597]	[72322596]
582_2919	chr3	185195671	185196071	+	1000	92.0	[15.12992]	[101]	[11.654483]	[100]	[185195870]	[185195869]
582_292	chr10	43407650	43408050	+	1000	224.0	[10.229654]	[122]	[7.485369]	[121]	[43407861]	[43407860]
582_2922	chr5	83147560	83147960	+	1000	92.0	[15.617505]	[113]	[15.617505]	[112]	[83147768]	[83147767]
582_2923	chr6	33740127	33740527	+	1000	92.0	[]	[]	[5.5146813]	[119]	[]	[33740333]
582_2926	chr8	68857390	68857790	+	1000	92.0	[10.902532]	[116]	[]	[]	[68857594]	[]
582_2928	chrX	121197275	121197675	+	1000	92.0	[8.601925]	[268]	[11.390118]	[267]	[121197515]	[121197514]
582_2929	chr1	63068568	63068968	+	1000	91.5	[11.654483]	[106]	[15.12992]	[105]	[63068768]	[63068767]
582_2932	chr1	168445593	168445993	+	1000	91.5	[]	[]	[6.002267]	[165]	[]	[168445819]
582_2933	chr10	58994653	58995053	+	1000	91.5	[15.12992]	[95]	[11.654483]	[94]	[58994845]	[58994844]
582_2934	chr12	102437510	102437910	+	1000	91.5	[11.910557]	[98]	[10.636991]	[97]	[102437702]	[102437701]
582_2935	chr12	130832808	130833208	+	1000	91.5	[6.3856335]	[101]	[11.009659]	[100]	[130833001]	[130833000]
582_2940	chr19	21505851	21506251	+	1000	91.5	[6.2118034]	[108]	[11.910557]	[107]	[21506052]	[21506051]
582_2941	chr19	32628668	32629068	+	1000	91.5	[5.9220176, 9.993486]	[72, 123]	[5.6604424]	[122]	[32628838, 32628889]	[32628888]
582_2942	chr19	34734395	34734795	+	1000	91.5	[6.266632]	[132]	[11.015635]	[131]	[34734612]	[34734611]
582_2944	chr3	9912264	9912664	+	1000	91.5	[5.8491526, 10.759561]	[108, 145]	[10.759561]	[144]	[9912463, 9912500]	[9912499]
582_2948	chr4	128513959	128514359	+	1000	91.5	[5.9220176]	[88]	[]	[]	[128514132]	[]
582_295	chr20	30826289	30826689	+	1000	223.5	[6.0351205, 10.636991]	[64, 94]	[11.910557]	[93]	[30826450, 30826480]	[30826479]
582_2950	chr6	15110956	15111356	+	1000	91.5	[5.9220176]	[91]	[]	[]	[15111146]	[]
582_2951	chr6	22095869	22096269	+	1000	91.5	[5.621808, 7.485369]	[114, 146]	[7.103873, 10.636991]	[113, 145]	[22096068, 22096100]	[22096067, 22096099]
582_2953	chr6	155365003	155365403	+	1000	91.5	[]	[]	[5.9220176]	[157]	[]	[155365233]
582_2956	chr9	69332295	69332695	+	1000	91.5	[15.617505]	[94]	[15.617505]	[93]	[69332488]	[69332487]
582_2958	chrUn_GL000219v1	94815	95215	+	1000	91.5	[6.6739683]	[133]	[11.015635]	[132]	[95036]	[95035]
582_296	chr3	58335140	58335540	+	1000	223.0	[11.654483]	[93]	[10.704732, 5.5146813]	[92, 156]	[58335316]	[58335315, 58335379]
582_2960	chrX	96424075	96424475	+	1000	91.5	[7.195584, 15.12992]	[87, 106]	[11.654483]	[105]	[96424254, 96424273]	[96424272]
582_2961	chrX	136319209	136319609	+	1000	91.5	[]	[]	[5.9220176]	[96]	[]	[136319397]
582_2962	chr1	21248862	21249262	+	1000	91.0	[15.210169]	[123]	[15.210169]	[122]	[21249068]	[21249067]
582_2963	chr1	30887585	30887985	+	1000	91.0	[]	[]	[5.5146813]	[100]	[]	[30887784]
582_2964	chr1	109990277	109990677	+	1000	91.0	[5.5146813]	[117]	[5.4059596]	[129]	[109990489]	[109990501]
582_2966	chr1	156186346	156186746	+	1000	91.0	[]	[]	[5.9220176]	[133]	[]	[156186570]
582_2970	chr11	41971643	41972043	+	1000	91.0	[15.12992]	[102]	[11.654483]	[101]	[41971839]	[41971838]
582_2976	chr16	55437596	55437996	+	1000	91.0	[6.186383, 5.6604424]	[130, 196]	[5.3427215, 7.4599485, 9.993486]	[119, 129, 195]	[55437761, 55437827]	[55437750, 55437760, 55437826]
582_2978	chr18	22650253	22650653	+	1000	91.0	[11.910557]	[100]	[10.636991]	[99]	[22650450]	[22650449]
582_2980	chr2	26044402	26044802	+	1000	91.0	[]	[]	[10.495195]	[101]	[]	[26044602]
582_2983	chr20	416035	416435	+	1000	91.0	[11.390118]	[114]	[8.601925]	[113]	[416213]	[416212]
582_2985	chr3	36647493	36647893	+	1000	91.0	[5.5711503]	[134]	[6.96493]	[104]	[36647711]	[36647681]
582_2986	chr3	139121498	139121898	+	1000	91.0	[11.009659, 5.17492]	[95, 106]	[10.403485]	[94]	[139121690, 139121701]	[139121689]
582_2987	chr3	182714008	182714408	+	1000	91.0	[5.830307]	[125]	[7.3027105]	[124]	[182714190]	[182714189]
582_2989	chr4	139607463	139607863	+	1000	91.0	[15.617505]	[112]	[15.617505]	[111]	[139607666]	[139607665]
582_2991	chr6	15901004	15901404	+	1000	91.0	[10.073735]	[123]	[9.216128]	[122]	[15901209]	[15901208]
582_2993	chr7	114372633	114373033	+	1000	91.0	[11.247147]	[113]	[15.12992]	[112]	[114372836]	[114372835]
582_2994	chr7	119905508	119905908	+	1000	91.0	[5.9220176]	[94]	[]	[]	[119905701]	[]
582_2995	chr7	151566847	151567247	+	1000	91.0	[10.229654]	[123]	[7.485369]	[122]	[151567065]	[151567064]
582_2996	chr7	158751194	158751594	+	1000	91.0	[5.9220176]	[103]	[]	[]	[158751397]	[]
582_2997	chr8	67063116	67063516	+	1000	91.0	[8.601925]	[141]	[11.390118]	[140]	[67063338]	[67063337]
582_2998	chr8	85835931	85836331	+	1000	91.0	[]	[]	[6.7822714]	[123]	[]	[85836145]
582_2999	chr1	23100199	23100599	+	1000	90.5	[11.910557]	[179]	[6.2118034]	[178]	[23100417]	[23100416]
582_300	chr2	46326275	46326675	+	1000	222.0	[6.2118034, 8.79053]	[92, 103]	[11.503221, 9.901916]	[91, 102]	[46326459, 46326470]	[46326458, 46326469]
582_3000	chr1	53163344	53163744	+	1000	90.5	[11.390118]	[144]	[8.601925]	[143]	[53163563]	[53163562]
582_3003	chr1	174960349	174960749	+	1000	90.5	[11.503221, 5.5822563]	[111, 146]	[10.636991]	[110]	[174960554, 174960589]	[174960553]
582_3004	chr1	197400198	197400598	+	1000	90.5	[11.390118]	[95]	[8.601925]	[94]	[197400369]	[197400368]
582_3006	chr1	244834836	244835236	+	1000	90.5	[11.192318]	[137]	[10.604535]	[136]	[244835055]	[244835054]
582_3007	chr10	30434378	30434778	+	1000	90.5	[11.192318]	[104]	[11.192318]	[103]	[30434568]	[30434567]
582_3009	chr12	121738303	121738703	+	1000	90.5	[]	[]	[5.5146813]	[113]	[]	[121738506]
582_3010	chr13	51396381	51396781	+	1000	90.5	[5.9220176]	[99]	[]	[]	[51396571]	[]
582_3011	chr15	52013201	52013601	+	1000	90.5	[10.403485]	[92]	[11.009659]	[91]	[52013392]	[52013391]
582_3014	chr16	75434767	75435167	+	1000	90.5	[11.390118]	[150]	[8.601925]	[149]	[75434971]	[75434970]
582_3015	chr17	59784526	59784926	+	1000	90.5	[5.50918]	[188]	[5.5005574]	[187]	[59784733]	[59784732]
582_3016	chr17	75080883	75081283	+	1000	90.5	[15.210169]	[144]	[11.192318]	[143]	[75081116]	[75081115]
582_3017	chr18	53796092	53796492	+	1000	90.5	[5.476728]	[88]	[9.197866]	[87]	[53796269]	[53796268]
582_3018	chr19	33078212	33078612	+	1000	90.5	[]	[]	[5.9220176]	[117]	[]	[33078413]
582_3021	chr2	156915337	156915737	+	1000	90.5	[7.103873, 10.1494055, 7.947534]	[64, 96, 113]	[6.0291443, 10.1494055]	[63, 112]	[156915490, 156915522, 156915539]	[156915489, 156915538]
582_3025	chr3	120159967	120160367	+	1000	90.5	[5.9220176, 6.0291443]	[93, 119]	[6.6965365]	[118]	[120160147, 120160173]	[120160172]
582_3027	chr3	185650518	185650918	+	1000	90.5	[10.636991]	[117]	[11.503221]	[116]	[185650731]	[185650730]
582_3029	chr4	184896743	184897143	+	1000	90.5	[6.5180492, 11.503221]	[84, 150]	[9.1358795, 10.229654]	[83, 149]	[184896920, 184896986]	[184896919, 184896985]
582_3030	chr5	39102678	39103078	+	1000	90.5	[10.636991]	[113]	[11.910557]	[112]	[39102876]	[39102875]
582_3034	chr6	153927863	153928263	+	1000	90.5	[14.722584]	[120]	[11.654483]	[119]	[153928068]	[153928067]
582_3035	chr7	119826548	119826948	+	1000	90.5	[15.12992]	[100]	[11.654483]	[99]	[119826745]	[119826744]
582_3036	chr8	23063385	23063785	+	1000	90.5	[]	[]	[5.9220176]	[130]	[]	[23063600]
582_3037	chr8	70330574	70330974	+	1000	90.5	[15.12992]	[121]	[7.229295]	[120]	[70330781]	[70330780]
582_3038	chr1	46581855	46582255	+	1000	90.0	[7.485369]	[121]	[10.636991]	[120]	[46582063]	[46582062]
582_304	chr10	3738837	3739237	+	1000	220.0	[10.636991]	[101]	[11.910557]	[100]	[3739038]	[3739037]
582_3040	chr10	119770830	119771230	+	1000	90.0	[14.722584]	[103]	[11.247147]	[102]	[119771019]	[119771018]
582_3042	chr11	47454258	47454658	+	1000	90.0	[11.390118]	[203]	[8.601925]	[202]	[47454502]	[47454501]
582_3044	chr11	117992653	117993053	+	1000	90.0	[7.229295]	[113]	[14.722584]	[112]	[117992864]	[117992863]
582_3045	chr12	49776360	49776760	+	1000	90.0	[5.3023133]	[129]	[6.002267]	[128]	[49776574]	[49776573]
582_3048	chr17	54993247	54993647	+	1000	90.0	[]	[]	[5.9220176]	[93]	[]	[54993433]
582_305	chr22	22939950	22940350	+	1000	220.0	[11.503221]	[101]	[10.636991]	[100]	[22940148]	[22940147]
582_3050	chr18	48504815	48505215	+	1000	90.0	[9.216128]	[100]	[10.481071, 6.208951]	[99, 151]	[48505013]	[48505012, 48505064]
582_3051	chr2	7911187	7911587	+	1000	90.0	[15.12992]	[115]	[11.654483]	[114]	[7911394]	[7911393]
582_3053	chr2	169584101	169584501	+	1000	90.0	[6.4773445]	[93]	[]	[]	[169584292]	[]
582_3055	chr21	45078999	45079399	+	1000	90.0	[7.195584]	[189]	[5.5146813]	[133]	[45079247]	[45079191]
582_3057	chr22	22138920	22139320	+	1000	90.0	[]	[]	[5.7660985]	[264]	[]	[22139148]
582_3061	chr6	111873178	111873578	+	1000	90.0	[10.982781]	[116]	[9.009261]	[115]	[111873385]	[111873384]
582_3062	chr6	139423271	139423671	+	1000	90.0	[11.654483]	[144]	[15.12992]	[143]	[139423494]	[139423493]
582_3063	chr7	77458815	77459215	+	1000	90.0	[7.4599485, 11.009659]	[81, 98]	[5.7790465, 10.810822, 5.094671]	[80, 97, 129]	[77458975, 77458992]	[77458974, 77458991, 77459023]
582_3066	chr8	42673985	42674385	+	1000	90.0	[9.494579]	[124]	[8.79053]	[123]	[42674195]	[42674194]
582_3067	chr8	101504599	101504999	+	1000	90.0	[]	[]	[5.9220176]	[106]	[]	[101504798]
582_3068	chr9	133121539	133121939	+	1000	90.0	[11.166897]	[147]	[11.166897]	[146]	[133121765]	[133121764]
582_307	chr11	269418	269818	+	1000	219.0	[7.947534]	[200]	[9.742069]	[199]	[269634]	[269633]
582_3073	chr1	225121023	225121423	+	1000	89.5	[5.8086514]	[126]	[]	[]	[225121188]	[]
582_3074	chr11	10750655	10751055	+	1000	89.5	[10.403485]	[135]	[10.602323]	[134]	[10750879]	[10750878]
582_3076	chr11	95686257	95686657	+	1000	89.5	[11.247147]	[100]	[15.12992]	[99]	[95686456]	[95686455]
582_3077	chr11	129992380	129992780	+	1000	89.5	[10.902532]	[94]	[]	[]	[129992571]	[]
582_3078	chr12	45260212	45260612	+	1000	89.5	[5.9220176, 5.2670517]	[93, 118]	[]	[]	[45260403, 45260428]	[]
582_3080	chr15	58114827	58115227	+	1000	89.5	[11.422971]	[123]	[6.266632]	[122]	[58114980]	[58114979]
582_3082	chr16	81483658	81484058	+	1000	89.5	[10.602323]	[89]	[10.810822]	[88]	[81483813]	[81483812]
582_3084	chr18	6565555	6565955	+	1000	89.5	[10.481071]	[117]	[9.623465]	[116]	[6565761]	[6565760]
582_3085	chr19	37074099	37074499	+	1000	89.5	[5.9220176, 5.095232]	[110, 149]	[]	[]	[37074306, 37074345]	[]
582_3086	chr19	45885981	45886381	+	1000	89.5	[7.0526123]	[90]	[5.7790465]	[89]	[45886167]	[45886166]
582_309	chr14	73943092	73943492	+	1000	218.5	[11.910557, 5.830307, 5.846348]	[73, 94, 113]	[10.229654, 7.3027105]	[72, 93]	[73943264, 73943285, 73943304]	[73943263, 73943284]
582_3090	chr21	30100407	30100807	+	1000	89.5	[]	[]	[9.58615]	[141]	[]	[30100578]
582_3091	chr22	16819270	16819670	+	1000	89.5	[5.9220176]	[101]	[]	[]	[16819467]	[]
582_3094	chr3	19124740	19125140	+	1000	89.5	[5.9220176]	[108]	[]	[]	[19124944]	[]
582_3097	chr4	108202802	108203202	+	1000	89.5	[15.210169]	[136]	[15.617505]	[135]	[108203021]	[108203020]
582_3098	chr5	132342237	132342637	+	1000	89.5	[11.192318, 5.8895617]	[95, 116]	[15.617505]	[94]	[132342430, 132342451]	[132342429]
582_3099	chr5	132457610	132458010	+	1000	89.5	[5.5146813]	[78]	[]	[]	[132457771]	[]
582_31	chr6	26568614	26569014	+	1000	536.5	[9.494579]	[101]	[9.197866]	[100]	[26568802]	[26568801]
582_310	chr3	23816723	23817123	+	1000	218.5	[15.617505]	[104]	[15.210169]	[103]	[23816924]	[23816923]
582_3100	chr5	173671385	173671785	+	1000	89.5	[5.234844]	[90]	[9.4143305]	[89]	[173671564]	[173671563]
582_3102	chr7	6448332	6448732	+	1000	89.5	[11.390118]	[135]	[8.601925]	[134]	[6448565]	[6448564]
582_3103	chr7	77895888	77896288	+	1000	89.5	[11.910557]	[111]	[10.636991]	[110]	[77896098]	[77896097]
582_3104	chr7	94612230	94612630	+	1000	89.5	[]	[]	[5.9220176]	[123]	[]	[94612451]
582_3105	chr7	108251696	108252096	+	1000	89.5	[]	[]	[5.9220176]	[103]	[]	[108251895]
582_3108	chrX	39625773	39626173	+	1000	89.5	[10.636991]	[125]	[11.910557]	[124]	[39625980]	[39625979]
582_3110	chr1	32815934	32816334	+	1000	89.0	[11.503221]	[114]	[10.229654, 6.296237]	[113, 149]	[32816143]	[32816142, 32816178]
582_3112	chr1	166988833	166989233	+	1000	89.0	[15.12992]	[105]	[11.654483, 5.396077]	[104, 125]	[166989033]	[166989032, 166989053]
582_3113	chr1	172566170	172566570	+	1000	89.0	[]	[]	[5.5146813]	[99]	[]	[172566369]
582_3115	chr10	45376238	45376638	+	1000	89.0	[9.58615]	[103]	[5.253106]	[102]	[45376439]	[45376438]
582_3118	chr11	12494587	12494987	+	1000	89.0	[5.5146813]	[96]	[]	[]	[12494780]	[]
582_312	chr6	136403127	136403527	+	1000	218.5	[6.4773445]	[112]	[]	[]	[136403310]	[]
582_3120	chr11	45457517	45457917	+	1000	89.0	[10.495195]	[111]	[]	[]	[45457707]	[]
582_3121	chr11	77992142	77992542	+	1000	89.0	[15.210169]	[105]	[8.63777, 15.617505]	[64, 104]	[77992344]	[77992303, 77992343]
582_3122	chr12	53298090	53298490	+	1000	89.0	[7.947534]	[100]	[10.1494055]	[99]	[53298289]	[53298288]
582_3125	chr14	75283949	75284349	+	1000	89.0	[]	[]	[6.409603]	[108]	[]	[75284137]
582_313	chr7	150321052	150321452	+	1000	218.5	[7.947534]	[117]	[10.1494055]	[116]	[150321262]	[150321261]
582_3132	chr17	48626356	48626756	+	1000	89.0	[5.9220176]	[148]	[]	[]	[48626604]	[]
582_3134	chr2	74476978	74477378	+	1000	89.0	[15.617505]	[101]	[15.210169]	[100]	[74477176]	[74477175]
582_3135	chr2	170587117	170587517	+	1000	89.0	[]	[]	[5.9220176]	[103]	[]	[170587313]
582_3137	chr3	31544687	31545087	+	1000	89.0	[]	[]	[9.1358795, 6.409603]	[90, 130]	[]	[31544849, 31544889]
582_3138	chr3	60517111	60517511	+	1000	89.0	[5.9220176]	[107]	[]	[]	[60517313]	[]
582_3140	chr4	158964305	158964705	+	1000	89.0	[14.722584]	[101]	[11.247147]	[100]	[158964504]	[158964503]
582_3142	chr5	49658058	49658458	+	1000	89.0	[]	[]	[9.5156]	[127]	[]	[49658260]
582_3143	chr5	82178380	82178780	+	1000	89.0	[14.722584]	[103]	[11.654483]	[102]	[82178577]	[82178576]
582_3144	chr6	20715116	20715516	+	1000	89.0	[5.9220176]	[96]	[]	[]	[20715308]	[]
582_3147	chr7	111266635	111267035	+	1000	89.0	[5.9220176]	[99]	[]	[]	[111266826]	[]
582_3148	chr7	126401890	126402290	+	1000	89.0	[10.636991]	[181]	[11.910557]	[180]	[126402130]	[126402129]
582_3149	chr7	136069858	136070258	+	1000	89.0	[7.947534, 5.9388933]	[70, 113]	[10.1494055, 5.1364346, 8.710281]	[69, 90, 112]	[136070025, 136070068]	[136070024, 136070045, 136070067]
