#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_1000	chr10	73246885	73247285	+	1000	67.5	[8.786449, 10.0477295, 8.836867]	[59, 63, 140]	[7.797938]	[76]	[73247042, 73247046, 73247123]	[73247059]
293_5384	chr4	94452588	94452988	+	1000	39.0	[]	[]	[10.7842245]	[87]	[]	[94452748]
293_5385	chr5	98929289	98929689	+	986	39.0	[]	[]	[10.534392]	[180]	[]	[98929522]
293_5389	chr6	5003540	5003940	+	1000	39.0	[10.534392, 10.534392]	[210, 237]	[6.7998433]	[201]	[5003762, 5003789]	[5003753]
293_5390	chr6	16270348	16270748	+	835	39.0	[10.7842245, 7.5940995]	[89, 147]	[]	[]	[16270517, 16270575]	[]
293_5399	chr7	636374	636774	+	942	39.0	[12.520998]	[136]	[]	[]	[636561]	[]
293_540	chr22	21651500	21651900	+	1000	84.5	[]	[]	[8.956747]	[109]	[]	[21651696]
293_5401	chr7	44959583	44959983	+	764	39.0	[]	[]	[9.792437]	[130]	[]	[44959763]
293_5407	chr7	149883494	149883894	+	860	39.0	[7.5940995]	[144]	[7.9846697, 7.022195]	[60, 62]	[149883737]	[149883653, 149883655]
293_5409	chr7	155296808	155297208	+	984	39.0	[7.5940995]	[73]	[]	[]	[155296965]	[]
293_5411	chr8	103414843	103415243	+	946	39.0	[8.057231]	[177]	[]	[]	[103415037]	[]
293_5414	chr8	142726843	142727243	+	1000	39.0	[7.1055546]	[194]	[]	[]	[142727091]	[]
293_5415	chr9	3526264	3526664	+	1000	39.0	[10.534392]	[64]	[10.534392, 7.1055546]	[92, 97]	[3526415]	[3526443, 3526448]
293_5416	chr9	94166365	94166765	+	1000	39.0	[]	[]	[8.061124, 8.956747]	[114, 176]	[]	[94166540, 94166602]
293_5417	chr9	129626128	129626528	+	1000	39.0	[10.534392]	[92]	[]	[]	[129626285]	[]
293_5427	chr1	117122027	117122427	+	917	38.5	[]	[]	[10.68806]	[116]	[]	[117122191]
293_5438	chr10	50739726	50740126	+	1000	38.5	[]	[]	[7.643828]	[141]	[]	[50739944]
293_5441	chr10	73811600	73812000	+	1000	38.5	[10.534392]	[138]	[]	[]	[73811776]	[]
293_5443	chr11	86193464	86193864	+	921	38.5	[12.520998]	[85]	[]	[]	[86193629]	[]
293_5447	chr12	53995406	53995806	+	1000	38.5	[10.68806]	[165]	[]	[]	[53995628]	[]
293_5448	chr12	54473358	54473758	+	970	38.5	[7.315276]	[146]	[]	[]	[54473556]	[]
293_5456	chr14	64387720	64388120	+	1000	38.5	[8.061124]	[61]	[]	[]	[64387878]	[]
293_5466	chr16	4734091	4734491	+	844	38.5	[8.061124]	[74]	[]	[]	[4734257]	[]
293_5467	chr16	29816098	29816498	+	1000	38.5	[]	[]	[10.534392]	[226]	[]	[29816343]
293_5470	chr16	74296674	74297074	+	961	38.5	[]	[]	[7.5940995, 11.779043]	[135, 166]	[]	[74296872, 74296903]
293_5473	chr17	29639263	29639663	+	832	38.5	[7.801938]	[112]	[]	[]	[29639439]	[]
293_5474	chr17	37609200	37609600	+	964	38.5	[8.057231]	[167]	[]	[]	[37609444]	[]
293_5479	chr17	76384636	76385036	+	1000	38.5	[9.09216, 7.1055546]	[99, 137]	[]	[]	[76384815, 76384853]	[]
293_548	chr21	36060350	36060750	+	1000	84.0	[7.591329]	[148]	[]	[]	[36060596]	[]
293_5487	chr19	7920080	7920480	+	913	38.5	[12.265705, 7.5088573]	[135, 195]	[]	[]	[7920256, 7920316]	[]
293_5489	chr19	12835127	12835527	+	999	38.5	[]	[]	[7.9846697, 10.0477295]	[129, 131]	[]	[12835326, 12835328]
293_549	chr3	49171251	49171651	+	1000	84.0	[8.836867]	[121]	[]	[]	[49171465]	[]
293_5490	chr19	13162741	13163141	+	1000	38.5	[]	[]	[12.520998]	[152]	[]	[13162932]
293_5491	chr19	14381918	14382318	+	1000	38.5	[7.0663056, 12.520998]	[134, 139]	[]	[]	[14382129, 14382134]	[]
293_5497	chr19	19515815	19516215	+	1000	38.5	[8.797619]	[174]	[]	[]	[19516009]	[]
293_5500	chr2	26769136	26769536	+	1000	38.5	[7.662525]	[148]	[]	[]	[26769295]	[]
293_5502	chr2	28366422	28366822	+	1000	38.5	[]	[]	[7.5940995, 10.7842245]	[99, 114]	[]	[28366588, 28366603]
293_5505	chr2	74603593	74603993	+	1000	38.5	[14.252311, 6.483479]	[142, 160]	[]	[]	[74603804, 74603822]	[]
293_5506	chr2	219597935	219598335	+	1000	38.5	[7.5088573]	[65]	[]	[]	[219598095]	[]
293_5512	chr22	19735235	19735635	+	1000	38.5	[7.2592225]	[104]	[]	[]	[19735411]	[]
293_5530	chr22	22566376	22566776	+	1000	38.5	[7.2199736]	[85]	[]	[]	[22566532]	[]
293_5539	chr3	42349735	42350135	+	1000	38.5	[12.520998]	[152]	[]	[]	[42349937]	[]
293_5546	chr5	72107851	72108251	+	1000	38.5	[6.224293]	[149]	[12.520998]	[127]	[72108075]	[72108053]
293_5550	chr5	119071211	119071611	+	1000	38.5	[8.061124, 6.7998433]	[101, 117]	[]	[]	[119071365, 119071381]	[]
293_5553	chr5	140107296	140107696	+	990	38.5	[]	[]	[9.495462, 7.5088573]	[136, 151]	[]	[140107524, 140107539]
293_5557	chr5	172284500	172284900	+	1000	38.5	[]	[]	[7.5940995, 12.265705]	[68, 155]	[]	[172284657, 172284744]
293_5564	chr6	31620011	31620411	+	1000	38.5	[7.0663056]	[114]	[]	[]	[31620223]	[]
293_5566	chr6	57046420	57046820	+	1000	38.5	[]	[]	[8.061124]	[166]	[]	[57046647]
293_5569	chr7	100049770	100050170	+	683	38.5	[8.057231, 10.534392]	[101, 148]	[7.5940995]	[125]	[100049945, 100049992]	[100049969]
293_557	chr8	143291212	143291612	+	1000	83.5	[]	[]	[7.1055546, 9.495462, 10.534392]	[105, 116, 147]	[]	[143291364, 143291375, 143291406]
293_5589	chr9	137236378	137236778	+	1000	38.5	[7.2199736]	[131]	[8.057231]	[160]	[137236566]	[137236595]
293_5592	chr1	11803213	11803613	+	904	38.0	[12.520998]	[89]	[]	[]	[11803365]	[]
293_5593	chr1	15949620	15950020	+	959	38.0	[12.265705]	[150]	[]	[]	[15949774]	[]
293_5599	chr1	58899016	58899416	+	1000	38.0	[]	[]	[6.483479]	[187]	[]	[58899258]
293_56	chr19	12938088	12938488	+	1000	258.5	[]	[]	[10.534392]	[128]	[]	[12938299]
293_5601	chr1	91404226	91404626	+	871	38.0	[7.5940995]	[145]	[]	[]	[91404449]	[]
293_5605	chr1	154961581	154961981	+	919	38.0	[]	[]	[8.956747]	[151]	[]	[154961818]
293_561	chr1	44807678	44808078	+	1000	83.0	[]	[]	[12.520998]	[160]	[]	[44807892]
293_5612	chr10	70382240	70382640	+	960	38.0	[]	[]	[8.956747, 8.956747]	[115, 120]	[]	[70382406, 70382411]
293_5616	chr11	66958564	66958964	+	1000	38.0	[]	[]	[7.5940995, 7.9846697, 12.520998]	[100, 130, 132]	[]	[66958721, 66958751, 66958753]
293_5617	chr11	118252051	118252451	+	992	38.0	[6.313181]	[160]	[]	[]	[118252216]	[]
293_5618	chr11	126268710	126269110	+	941	38.0	[7.5088573]	[182]	[]	[]	[126268959]	[]
293_5635	chr15	72783641	72784041	+	999	38.0	[7.801938]	[192]	[10.534392]	[149]	[72783860]	[72783817]
293_5636	chr15	74340066	74340466	+	954	38.0	[]	[]	[14.252311]	[135]	[]	[74340288]
293_5637	chr15	81001309	81001709	+	837	38.0	[7.0663056]	[121]	[7.1055546]	[64]	[81001522]	[81001465]
293_564	chr19	18571471	18571871	+	1000	83.0	[7.5940995]	[142]	[10.534392, 9.09216]	[133, 156]	[18571680]	[18571671, 18571694]
293_5650	chr17	2711657	2712057	+	1000	38.0	[12.520998, 10.534392]	[77, 142]	[]	[]	[2711814, 2711879]	[]
293_5653	chr17	28336161	28336561	+	1000	38.0	[7.5940995]	[95]	[]	[]	[28336312]	[]
293_5654	chr17	39754336	39754736	+	1000	38.0	[8.956747]	[147]	[10.534392, 10.534392]	[216, 221]	[39754494]	[39754563, 39754568]
293_5655	chr17	58351987	58352387	+	715	38.0	[7.5940995]	[132]	[]	[]	[58352172]	[]
293_5658	chr17	78862056	78862456	+	985	38.0	[7.5940995]	[171]	[]	[]	[78862234]	[]
293_5659	chr17	79802889	79803289	+	862	38.0	[]	[]	[7.5940995]	[145]	[]	[79803073]
293_5660	chr18	2656079	2656479	+	991	38.0	[]	[]	[6.7998433, 7.0663056, 6.483479]	[143, 174, 178]	[]	[2656272, 2656303, 2656307]
293_5664	chr19	10451063	10451463	+	997	38.0	[]	[]	[12.520998]	[107]	[]	[10451257]
293_5666	chr19	17209635	17210035	+	755	38.0	[]	[]	[10.534392, 9.09216, 14.252311]	[181, 193, 235]	[]	[17209823, 17209835, 17209877]
293_5669	chr19	38899567	38899967	+	958	38.0	[]	[]	[7.801938]	[149]	[]	[38899778]
293_5670	chr19	41959181	41959581	+	793	38.0	[10.534392, 12.520998]	[79, 95]	[]	[]	[41959353, 41959369]	[]
293_5672	chr19	50794337	50794737	+	685	38.0	[11.779043]	[159]	[]	[]	[50794507]	[]
293_5673	chr19	55476083	55476483	+	603	38.0	[7.7586894]	[169]	[10.534392]	[180]	[55476280]	[55476291]
293_5676	chr2	161308317	161308717	+	1000	38.0	[]	[]	[10.823473]	[99]	[]	[161308508]
293_5680	chr20	49978961	49979361	+	910	38.0	[]	[]	[7.0663056]	[135]	[]	[49979196]
293_5683	chr21	29641917	29642317	+	891	38.0	[11.779043]	[137]	[]	[]	[29642108]	[]
293_569	chr10	46284408	46284808	+	1000	82.5	[6.0706253]	[151]	[]	[]	[46284656]	[]
293_5691	chr22	20264721	20265121	+	993	38.0	[]	[]	[10.534392]	[165]	[]	[20264929]
293_57	chr22	19806421	19806821	+	1000	258.0	[7.5940995]	[150]	[14.252311, 12.265705]	[104, 118]	[19806662]	[19806616, 19806630]
293_5707	chr22	23075411	23075811	+	1000	38.0	[]	[]	[8.956747]	[168]	[]	[23075650]
293_5709	chr22	36529107	36529507	+	979	38.0	[]	[]	[6.3204575]	[208]	[]	[36529347]
293_571	chr11	460545	460945	+	1000	82.5	[]	[]	[11.779043]	[148]	[]	[460793]
293_5711	chr3	10115387	10115787	+	1000	38.0	[]	[]	[14.252311]	[170]	[]	[10115620]
293_5719	chr4	77156820	77157220	+	969	38.0	[7.5088573]	[143]	[]	[]	[77157031]	[]
293_5720	chr4	82429468	82429868	+	1000	38.0	[]	[]	[7.0663056]	[196]	[]	[82429676]
293_5721	chr4	105708513	105708913	+	989	38.0	[]	[]	[10.534392]	[161]	[]	[105708743]
293_5729	chr5	96741917	96742317	+	1000	38.0	[14.252311]	[209]	[]	[]	[96742164]	[]
293_5731	chr5	132490775	132491175	+	960	38.0	[7.5088573, 12.520998, 7.1055546, 7.022195]	[94, 99, 144, 164]	[]	[]	[132490946, 132490951, 132490996, 132491016]	[]
293_5740	chr6	32178616	32179016	+	854	38.0	[]	[]	[9.052912]	[91]	[]	[32178804]
293_5745	chr6	139375185	139375585	+	978	38.0	[7.9846697]	[104]	[]	[]	[139375373]	[]
293_575	chr17	17028120	17028520	+	1000	82.5	[]	[]	[12.265705, 9.495462]	[71, 117]	[]	[17028280, 17028326]
293_5761	chr8	11016326	11016726	+	889	38.0	[7.801938]	[125]	[]	[]	[11016515]	[]
293_5764	chr9	33025045	33025445	+	814	38.0	[]	[]	[7.0663056]	[134]	[]	[33025206]
293_5767	chr9	107282835	107283235	+	873	38.0	[]	[]	[7.5088573]	[100]	[]	[107282994]
293_5768	chr9	112486169	112486569	+	1000	38.0	[7.315276]	[149]	[7.5088573]	[107]	[112486384]	[112486342]
293_5769	chr9	124861757	124862157	+	759	38.0	[]	[]	[6.0706253]	[109]	[]	[124861963]
293_5775	chrX	153971907	153972307	+	1000	38.0	[7.801938, 7.5088573, 6.7998433]	[113, 119, 152]	[]	[]	[153972079, 153972085, 153972118]	[]
293_5776	chr1	1746275	1746675	+	992	37.5	[12.520998, 7.9846697]	[83, 85]	[6.253357, 7.0663056]	[67, 142]	[1746448, 1746450]	[1746432, 1746507]
293_5777	chr1	2133033	2133433	+	971	37.5	[7.5088573, 7.5088573]	[151, 183]	[]	[]	[2133234, 2133266]	[]
293_5778	chr1	6600789	6601189	+	630	37.5	[8.057231]	[185]	[]	[]	[6601007]	[]
293_578	chr22	20298852	20299252	+	1000	82.5	[]	[]	[14.252311, 10.534392]	[102, 122]	[]	[20299029, 20299049]
293_5781	chr1	23177626	23178026	+	966	37.5	[9.052912]	[107]	[]	[]	[23177815]	[]
293_5785	chr1	35079218	35079618	+	1000	37.5	[]	[]	[10.534392]	[171]	[]	[35079417]
293_5788	chr1	77979272	77979672	+	936	37.5	[]	[]	[8.797619, 8.797619]	[96, 111]	[]	[77979467, 77979482]
293_5794	chr1	160046509	160046909	+	944	37.5	[7.5940995, 9.495462]	[144, 209]	[]	[]	[160046681, 160046746]	[]
293_5798	chr1	202159757	202160157	+	992	37.5	[10.68806]	[134]	[]	[]	[202159970]	[]
293_5803	chr1	234499145	234499545	+	900	37.5	[7.1046667]	[189]	[]	[]	[234499377]	[]
293_5806	chr10	17643334	17643734	+	760	37.5	[7.591329]	[129]	[]	[]	[17643561]	[]
293_581	chr6	136289629	136290029	+	1000	82.5	[]	[]	[12.265705]	[176]	[]	[136289848]
293_5813	chr10	93496333	93496733	+	963	37.5	[7.5088573]	[96]	[]	[]	[93496488]	[]
293_5815	chr11	45929914	45930314	+	981	37.5	[12.265705]	[97]	[]	[]	[45930107]	[]
293_582	chr7	123749021	123749421	+	1000	82.5	[12.265705]	[82]	[]	[]	[123749189]	[]
293_5822	chr12	6278525	6278925	+	983	37.5	[]	[]	[10.534392]	[202]	[]	[6278771]
293_5823	chr12	31659228	31659628	+	990	37.5	[9.495462, 6.0706253]	[148, 153]	[]	[]	[31659405, 31659410]	[]
293_5824	chr12	50222422	50222822	+	996	37.5	[7.022195]	[181]	[]	[]	[50222644]	[]
293_5825	chr12	56315896	56316296	+	972	37.5	[7.5940995, 8.061124]	[103, 107]	[]	[]	[56316069, 56316073]	[]
293_5828	chr12	95003474	95003874	+	963	37.5	[6.0706253]	[171]	[]	[]	[95003694]	[]
293_583	chr9	128218625	128219025	+	1000	82.5	[7.5088573, 9.495462]	[91, 136]	[]	[]	[128218813, 128218858]	[]
293_5830	chr12	119988566	119988966	+	796	37.5	[]	[]	[10.534392, 10.534392]	[189, 225]	[]	[119988769, 119988805]
293_5831	chr12	121839352	121839752	+	829	37.5	[]	[]	[12.265705, 7.5088573]	[137, 152]	[]	[121839583, 121839598]
293_5832	chr12	127280669	127281069	+	921	37.5	[]	[]	[9.792437]	[81]	[]	[127280847]
293_5839	chr15	75453674	75454074	+	996	37.5	[10.534392]	[235]	[]	[]	[75453915]	[]
293_584	chr9	129737773	129738173	+	1000	82.5	[7.5088573]	[90]	[]	[]	[129737943]	[]
293_5841	chr15	89088216	89088616	+	654	37.5	[]	[]	[12.265705, 12.265705, 10.534392]	[86, 110, 130]	[]	[89088386, 89088410, 89088430]
293_5842	chr16	4416512	4416912	+	694	37.5	[12.265705]	[153]	[]	[]	[4416688]	[]
293_5844	chr16	11232979	11233379	+	975	37.5	[]	[]	[7.9846697]	[89]	[]	[11233141]
293_5847	chr16	30429652	30430052	+	934	37.5	[6.483479, 12.520998]	[96, 130]	[]	[]	[30429815, 30429849]	[]
293_5852	chr17	33874641	33875041	+	998	37.5	[9.788544]	[175]	[]	[]	[33874885]	[]
293_5858	chr19	9827623	9828023	+	748	37.5	[14.252311]	[178]	[]	[]	[9827849]	[]
293_586	chr1	111755357	111755757	+	1000	82.0	[]	[]	[8.797619]	[90]	[]	[111755545]
293_5863	chr19	12944195	12944595	+	843	37.5	[8.956747]	[116]	[12.520998]	[157]	[12944363]	[12944404]
293_5871	chr19	50870382	50870782	+	725	37.5	[]	[]	[6.7998433]	[111]	[]	[50870569]
293_5873	chr19	55648044	55648444	+	792	37.5	[]	[]	[10.0477295]	[212]	[]	[55648276]
293_588	chr16	12803469	12803869	+	1000	82.0	[6.3597064, 8.956747]	[80, 131]	[8.786449, 7.1055546]	[140, 147]	[12803627, 12803678]	[12803687, 12803694]
293_5882	chr20	32475142	32475542	+	740	37.5	[]	[]	[10.534392]	[194]	[]	[32475368]
293_5884	chr20	35615775	35616175	+	1000	37.5	[7.0663056]	[184]	[]	[]	[35616016]	[]
293_5886	chr20	54207693	54208093	+	809	37.5	[14.252311]	[82]	[]	[]	[54207845]	[]
293_5891	chr21	39380161	39380561	+	752	37.5	[]	[]	[12.265705]	[169]	[]	[39380410]
293_591	chr7	128476477	128476877	+	1000	82.0	[7.0663056]	[115]	[12.265705]	[145]	[128476675]	[128476705]
293_5919	chr3	38025015	38025415	+	970	37.5	[]	[]	[8.956747, 7.5088573, 10.534392]	[177, 213, 242]	[]	[38025199, 38025235, 38025264]
293_5922	chr4	109702980	109703380	+	968	37.5	[12.520998, 8.061124]	[140, 144]	[]	[]	[109703179, 109703183]	[]
293_5929	chr5	43514926	43515326	+	917	37.5	[7.0663056]	[165]	[]	[]	[43515164]	[]
293_5931	chr5	61162259	61162659	+	1000	37.5	[10.68806, 7.0663056]	[83, 140]	[]	[]	[61162431, 61162488]	[]
293_5933	chr5	83077100	83077500	+	939	37.5	[7.5940995]	[130]	[]	[]	[83077270]	[]
293_5934	chr5	119330470	119330870	+	701	37.5	[]	[]	[14.252311]	[85]	[]	[119330644]
293_594	chr1	11805816	11806216	+	1000	81.5	[10.534392]	[215]	[]	[]	[11806044]	[]
293_5940	chr6	32177922	32178322	+	908	37.5	[]	[]	[6.7998433]	[175]	[]	[32178124]
293_5943	chr6	90479194	90479594	+	976	37.5	[14.252311, 6.313181]	[116, 139]	[]	[]	[90479398, 90479421]	[]
293_5947	chr7	6081303	6081703	+	692	37.5	[7.5940995, 8.061124, 12.520998]	[81, 130, 135]	[]	[]	[6081479, 6081528, 6081533]	[]
293_595	chr1	91500583	91500983	+	1000	81.5	[12.520998]	[86]	[]	[]	[91500760]	[]
293_5951	chr7	103657472	103657872	+	905	37.5	[14.252311]	[64]	[]	[]	[103657632]	[]
293_5957	chr7	149195344	149195744	+	883	37.5	[7.2592225]	[210]	[]	[]	[149195579]	[]
293_596	chr1	114716576	114716976	+	1000	81.5	[10.534392, 10.534392]	[114, 157]	[]	[]	[114716768, 114716811]	[]
293_5966	chr9	99819416	99819816	+	760	37.5	[7.5088573]	[128]	[7.1055546, 10.534392]	[193, 197]	[99819592]	[99819657, 99819661]
293_5969	chr9	128150554	128150954	+	611	37.5	[]	[]	[6.149097]	[152]	[]	[128150726]
293_5972	chr9	134338459	134338859	+	942	37.5	[]	[]	[8.956747]	[158]	[]	[134338634]
293_5976	chrX	151680846	151681246	+	959	37.5	[]	[]	[14.252311]	[68]	[]	[151681012]
293_5978	chr1	2655621	2656021	+	677	37.0	[7.5940995, 14.252311]	[160, 200]	[]	[]	[2655809, 2655849]	[]
293_5979	chr1	16236895	16237295	+	950	37.0	[9.09216, 7.2592225]	[178, 186]	[]	[]	[16237102, 16237110]	[]
293_5980	chr1	16630067	16630467	+	954	37.0	[10.68806]	[219]	[6.0706253]	[153]	[16630307]	[16630241]
293_5982	chr1	26771562	26771962	+	819	37.0	[]	[]	[10.68806, 10.68806]	[88, 124]	[]	[26771741, 26771777]
293_5986	chr1	42682989	42683389	+	888	37.0	[11.779043, 6.313181]	[105, 162]	[]	[]	[42683167, 42683224]	[]
293_5988	chr1	113930165	113930565	+	899	37.0	[]	[]	[10.0477295, 14.252311]	[203, 207]	[]	[113930397, 113930401]
293_5991	chr1	155173092	155173492	+	562	37.0	[]	[]	[7.9705]	[158]	[]	[155173281]
293_60	chr22	22559024	22559424	+	1000	249.0	[]	[]	[12.520998]	[98]	[]	[22559201]
293_600	chr19	58183581	58183981	+	1000	81.5	[]	[]	[8.956747]	[107]	[]	[58183741]
293_6001	chr1	234608118	234608518	+	932	37.0	[]	[]	[7.1046667]	[122]	[]	[234608334]
293_6010	chr11	65169933	65170333	+	905	37.0	[6.7998433]	[174]	[]	[]	[65170141]	[]
293_6016	chr12	49092217	49092617	+	893	37.0	[]	[]	[7.2199736]	[115]	[]	[49092393]
293_6017	chr12	57111590	57111990	+	844	37.0	[8.956747]	[167]	[]	[]	[57111811]	[]
293_6018	chr12	109999273	109999673	+	793	37.0	[]	[]	[7.0663056, 9.09216]	[169, 192]	[]	[109999457, 109999480]
293_602	chr22	22692722	22693122	+	1000	81.5	[9.788544]	[89]	[]	[]	[22692900]	[]
293_6027	chr15	39920880	39921280	+	973	37.0	[6.763009]	[197]	[]	[]	[39921115]	[]
293_6028	chr15	69452726	69453126	+	952	37.0	[]	[]	[8.786449]	[94]	[]	[69452878]
293_6030	chr16	2223204	2223604	+	936	37.0	[12.265705, 7.0663056, 6.0706253]	[140, 157, 189]	[]	[]	[2223387, 2223404, 2223436]	[]
293_6031	chr16	2603233	2603633	+	898	37.0	[]	[]	[7.0663056, 9.788544]	[74, 130]	[]	[2603391, 2603447]
293_6037	chr16	68084588	68084988	+	578	37.0	[7.5088573]	[124]	[9.09216]	[138]	[68084749]	[68084763]
293_6038	chr16	84884471	84884871	+	938	37.0	[]	[]	[9.788544]	[107]	[]	[84884623]
293_6039	chr16	88781592	88781992	+	929	37.0	[]	[]	[6.224293]	[117]	[]	[88781795]
293_6041	chr17	43315616	43316016	+	965	37.0	[]	[]	[7.7586894]	[204]	[]	[43315861]
293_6044	chr19	980439	980839	+	839	37.0	[]	[]	[10.534392]	[135]	[]	[980663]
293_6045	chr19	1266141	1266541	+	957	37.0	[8.836867, 12.520998]	[146, 166]	[]	[]	[1266294, 1266314]	[]
293_605	chr7	139359538	139359938	+	1000	81.5	[]	[]	[7.0663056]	[148]	[]	[139359757]
293_6052	chr19	47497338	47497738	+	914	37.0	[9.577935]	[182]	[]	[]	[47497563]	[]
293_606	chr8	42152527	42152927	+	1000	81.5	[10.534392]	[133]	[]	[]	[42152680]	[]
293_6064	chr22	19115106	19115506	+	952	37.0	[9.495462]	[143]	[]	[]	[19115309]	[]
293_6070	chr22	20012271	20012671	+	968	37.0	[]	[]	[8.057231]	[155]	[]	[20012483]
293_6073	chr22	20355402	20355802	+	921	37.0	[7.643828]	[169]	[12.265705]	[181]	[20355600]	[20355612]
293_6097	chr3	14947086	14947486	+	925	37.0	[12.520998]	[67]	[7.1055546]	[104]	[14947253]	[14947290]
293_6100	chr3	138834321	138834721	+	960	37.0	[]	[]	[7.1055546]	[114]	[]	[138834481]
293_6105	chr4	8440387	8440787	+	844	37.0	[14.252311, 12.265705]	[91, 132]	[]	[]	[8440555, 8440596]	[]
293_6106	chr4	55395406	55395806	+	945	37.0	[]	[]	[7.9705]	[228]	[]	[55395646]
293_6107	chr4	103076204	103076604	+	756	37.0	[6.0706253]	[94]	[]	[]	[103076374]	[]
293_6109	chr5	69217840	69218240	+	975	37.0	[]	[]	[11.779043]	[158]	[]	[69218009]
293_611	chr10	17230358	17230758	+	1000	81.0	[10.534392]	[167]	[14.252311]	[156]	[17230596]	[17230585]
293_6111	chr5	131796777	131797177	+	964	37.0	[7.9846697]	[172]	[]	[]	[131796991]	[]
293_6114	chr5	154647182	154647582	+	694	37.0	[9.2401705]	[138]	[]	[]	[154647399]	[]
293_6116	chr5	181169834	181170234	+	926	37.0	[7.9705]	[148]	[7.5088573]	[209]	[181170004]	[181170065]
293_612	chr10	68331526	68331926	+	1000	81.0	[]	[]	[10.534392]	[137]	[]	[68331680]
293_6123	chr6	33840030	33840430	+	939	37.0	[7.5940995]	[137]	[]	[]	[33840234]	[]
293_6127	chr6	43174176	43174576	+	893	37.0	[7.0663056]	[109]	[10.534392, 11.226776]	[175, 181]	[43174341]	[43174407, 43174413]
293_6128	chr6	43369600	43370000	+	771	37.0	[8.956747]	[91]	[9.09216, 7.5088573]	[133, 137]	[43369776]	[43369818, 43369822]
293_6129	chr6	73520748	73521148	+	634	37.0	[7.5940995]	[146]	[12.265705]	[82]	[73520983]	[73520919]
293_6142	chr7	104943673	104944073	+	653	37.0	[7.5940995, 8.057231]	[90, 104]	[]	[]	[104943850, 104943864]	[]
293_6145	chr7	152675758	152676158	+	831	37.0	[6.7998433]	[155]	[]	[]	[152675983]	[]
293_6147	chr7	158818541	158818941	+	940	37.0	[6.313181]	[183]	[]	[]	[158818765]	[]
293_615	chr2	46428898	46429298	+	1000	81.0	[]	[]	[14.252311, 8.061124]	[168, 178]	[]	[46429137, 46429147]
293_6156	chr9	97633563	97633963	+	895	37.0	[12.520998]	[59]	[]	[]	[97633714]	[]
293_6159	chr9	130053753	130054153	+	841	37.0	[6.0706253]	[151]	[]	[]	[130053959]	[]
293_6164	chrX	49079698	49080098	+	978	37.0	[6.313181]	[158]	[7.1046667]	[105]	[49079933]	[49079880]
293_6165	chrX	49167038	49167438	+	893	37.0	[7.5940995]	[177]	[]	[]	[49167264]	[]
293_6167	chr1	12166860	12167260	+	772	36.5	[10.534392, 7.9705]	[123, 129]	[]	[]	[12167078, 12167084]	[]
293_617	chr5	177426143	177426543	+	1000	81.0	[]	[]	[8.836867]	[142]	[]	[177426356]
293_6177	chr1	109426320	109426720	+	907	36.5	[7.1055546]	[100]	[]	[]	[109426473]	[]
293_619	chr6	35024742	35025142	+	1000	81.0	[7.0663056]	[140]	[]	[]	[35024975]	[]
293_6196	chr11	78417994	78418394	+	900	36.5	[]	[]	[10.7842245]	[105]	[]	[78418149]
293_6198	chr11	112024798	112025198	+	661	36.5	[7.846622, 10.534392]	[84, 106]	[]	[]	[112024951, 112024973]	[]
293_6199	chr11	118145333	118145733	+	949	36.5	[7.5088573, 7.9705]	[139, 182]	[]	[]	[118145540, 118145583]	[]
293_6205	chr12	118376271	118376671	+	841	36.5	[10.68806]	[92]	[]	[]	[118376441]	[]
293_621	chr9	130996285	130996685	+	1000	81.0	[7.5940995, 7.5940995, 7.5940995]	[86, 103, 137]	[]	[]	[130996447, 130996464, 130996498]	[]
293_6217	chr13	99498334	99498734	+	853	36.5	[12.265705]	[132]	[10.534392]	[111]	[99498533]	[99498512]
293_622	chr1	1919467	1919867	+	1000	80.5	[10.534392, 6.7998433, 7.5940995, 8.956747, 12.265705]	[90, 121, 130, 151, 165]	[]	[]	[1919641, 1919672, 1919681, 1919702, 1919716]	[]
293_6222	chr13	113449160	113449560	+	614	36.5	[11.779043]	[120]	[]	[]	[113449358]	[]
293_6226	chr16	181182	181582	+	900	36.5	[6.483479]	[160]	[]	[]	[181353]	[]
293_6229	chr16	58515218	58515618	+	873	36.5	[]	[]	[10.534392]	[159]	[]	[58515469]
293_6232	chr16	70298978	70299378	+	918	36.5	[]	[]	[6.224293]	[69]	[]	[70299143]
293_6234	chr17	36482898	36483298	+	790	36.5	[9.495462]	[225]	[6.0706253]	[186]	[36483130]	[36483091]
293_6243	chr19	14081360	14081760	+	879	36.5	[]	[]	[12.520998, 8.956747]	[164, 183]	[]	[14081566, 14081585]
293_6244	chr19	18522331	18522731	+	927	36.5	[]	[]	[12.265705, 7.5088573, 10.0477295]	[138, 148, 172]	[]	[18522540, 18522550, 18522574]
293_6246	chr19	35879728	35880128	+	837	36.5	[]	[]	[8.061124, 10.534392]	[129, 162]	[]	[35879905, 35879938]
293_6247	chr19	39970765	39971165	+	898	36.5	[8.836867, 7.0663056]	[203, 221]	[]	[]	[39970972, 39970990]	[]
