#PeakID(python scan_motif.py ./ENCODE_processed_files/NFATC3_idr.fa NFATC3 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
28_23057	chr1	18808075	18808475	+	580	27.5	[7.0441737]	[177]	[10.276439]	[186]	[18808280]	[18808289]
28_23058	chr1	19407742	19408142	+	634	27.5	[]	[]	[10.276439]	[93]	[]	[19407917]
28_23059	chr1	21766168	21766568	+	669	27.5	[7.0441737]	[172]	[]	[]	[21766373]	[]
28_23067	chr1	27869435	27869835	+	626	27.5	[7.408826]	[173]	[]	[]	[27869675]	[]
28_2307	chr10	35195691	35196091	+	1000	56.5	[9.601446]	[168]	[]	[]	[35195892]	[]
28_23072	chr1	31953188	31953588	+	683	27.5	[7.408826]	[109]	[]	[]	[31953354]	[]
28_23076	chr1	32648194	32648594	+	627	27.5	[]	[]	[10.276439]	[88]	[]	[32648350]
28_23078	chr1	40084557	40084957	+	637	27.5	[7.657809]	[143]	[7.408826]	[184]	[40084733]	[40084774]
28_23080	chr1	42959906	42960306	+	634	27.5	[10.276439]	[114]	[7.657809]	[71]	[42960114]	[42960071]
28_23083	chr1	46305953	46306353	+	658	27.5	[]	[]	[10.276439]	[145]	[]	[46306158]
28_2309	chr10	84525078	84525478	+	1000	56.5	[]	[]	[10.276439]	[115]	[]	[84525281]
28_23090	chr1	65266478	65266878	+	595	27.5	[7.408826]	[136]	[]	[]	[65266650]	[]
28_23094	chr1	77779174	77779574	+	578	27.5	[10.276439]	[163]	[]	[]	[77779365]	[]
28_23095	chr1	78007652	78008052	+	621	27.5	[]	[]	[10.276439]	[107]	[]	[78007840]
28_23096	chr1	86775498	86775898	+	594	27.5	[7.408826]	[182]	[]	[]	[86775701]	[]
28_23098	chr1	89537171	89537571	+	549	27.5	[7.0441737]	[130]	[]	[]	[89537343]	[]
28_23099	chr1	95087168	95087568	+	615	27.5	[]	[]	[7.657809]	[165]	[]	[95087381]
28_2310	chr11	10933849	10934249	+	1000	56.5	[7.0441737]	[200]	[]	[]	[10934099]	[]
28_23101	chr1	109186058	109186458	+	643	27.5	[10.276439]	[126]	[]	[]	[109186209]	[]
28_23104	chr1	109826729	109827129	+	541	27.5	[7.408826]	[180]	[]	[]	[109826939]	[]
28_23105	chr1	111032221	111032621	+	563	27.5	[]	[]	[7.408826]	[184]	[]	[111032433]
28_23107	chr1	113058806	113059206	+	639	27.5	[10.276439]	[196]	[]	[]	[113059055]	[]
28_23108	chr1	113846637	113847037	+	655	27.5	[7.408826]	[164]	[]	[]	[113846835]	[]
28_2311	chr11	12116378	12116778	+	1000	56.5	[7.408826]	[84]	[]	[]	[12116555]	[]
28_23114	chr1	155049636	155050036	+	597	27.5	[7.657809]	[147]	[10.276439]	[127]	[155049882]	[155049862]
28_23117	chr1	160558690	160559090	+	613	27.5	[]	[]	[7.408826]	[84]	[]	[160558868]
28_23122	chr1	167758454	167758854	+	638	27.5	[7.657809, 7.408826]	[182, 243]	[]	[]	[167758637, 167758698]	[]
28_23126	chr1	182298442	182298842	+	670	27.5	[]	[]	[7.408826]	[129]	[]	[182298632]
28_23127	chr1	182586257	182586657	+	677	27.5	[]	[]	[7.408826]	[173]	[]	[182586472]
28_23129	chr1	183684937	183685337	+	581	27.5	[7.408826]	[202]	[10.276439]	[151]	[183685164]	[183685113]
28_23131	chr1	201886940	201887340	+	614	27.5	[7.408826]	[127]	[]	[]	[201887166]	[]
28_23135	chr1	207605787	207606187	+	611	27.5	[10.276439]	[101]	[]	[]	[207605977]	[]
28_23136	chr1	211674697	211675097	+	629	27.5	[7.408826]	[181]	[]	[]	[211674911]	[]
28_23141	chr1	225981160	225981560	+	677	27.5	[10.276439]	[127]	[]	[]	[225981322]	[]
28_23144	chr1	229227533	229227933	+	576	27.5	[]	[]	[7.657809]	[132]	[]	[229227752]
28_23149	chr1	244341458	244341858	+	586	27.5	[9.601446]	[154]	[]	[]	[244341617]	[]
28_2315	chr12	31728998	31729398	+	1000	56.5	[]	[]	[7.408826]	[104]	[]	[31729166]
28_23150	chr1	246107996	246108396	+	664	27.5	[]	[]	[7.0441737]	[165]	[]	[246108236]
28_23155	chr10	17578646	17579046	+	674	27.5	[]	[]	[7.0441737]	[179]	[]	[17578895]
28_2316	chr12	33588394	33588794	+	1000	56.5	[]	[]	[7.408826]	[160]	[]	[33588614]
28_23161	chr10	35005840	35006240	+	647	27.5	[7.408826]	[172]	[]	[]	[35006075]	[]
28_23162	chr10	45308656	45309056	+	622	27.5	[7.408826]	[126]	[]	[]	[45308870]	[]
28_23163	chr10	50303679	50304079	+	627	27.5	[10.276439]	[179]	[]	[]	[50303866]	[]
28_23164	chr10	50398873	50399273	+	644	27.5	[]	[]	[10.276439]	[98]	[]	[50399070]
28_23165	chr10	50569908	50570308	+	620	27.5	[]	[]	[7.408826, 10.276439, 10.276439]	[144, 168, 217]	[]	[50570073, 50570097, 50570146]
28_23168	chr10	67853451	67853851	+	668	27.5	[7.657809]	[153]	[]	[]	[67853692]	[]
28_2317	chr12	45729755	45730155	+	1000	56.5	[7.0441737]	[67]	[]	[]	[45729911]	[]
28_23170	chr10	69328882	69329282	+	566	27.5	[10.276439]	[96]	[]	[]	[69329043]	[]
28_23176	chr10	79043009	79043409	+	595	27.5	[]	[]	[7.657809]	[117]	[]	[79043191]
28_23177	chr10	80477905	80478305	+	619	27.5	[]	[]	[7.408826]	[156]	[]	[80478089]
28_23179	chr10	80924335	80924735	+	668	27.5	[7.408826, 7.0441737]	[123, 135]	[]	[]	[80924545, 80924557]	[]
28_23180	chr10	99731803	99732203	+	618	27.5	[]	[]	[9.601446]	[182]	[]	[99732029]
28_23185	chr11	6747205	6747605	+	593	27.5	[]	[]	[7.408826]	[195]	[]	[6747430]
28_23188	chr11	13208103	13208503	+	633	27.5	[10.276439, 7.408826]	[129, 164]	[]	[]	[13208285, 13208320]	[]
28_2319	chr16	19395567	19395967	+	1000	56.5	[]	[]	[7.408826, 10.276439]	[110, 127]	[]	[19395751, 19395768]
28_23194	chr11	46280735	46281135	+	555	27.5	[]	[]	[10.276439]	[166]	[]	[46280934]
28_23196	chr11	57565931	57566331	+	644	27.5	[10.276439]	[154]	[7.657809, 10.276439]	[142, 165]	[57566162]	[57566150, 57566173]
28_23198	chr11	68945637	68946037	+	639	27.5	[7.408826]	[124]	[]	[]	[68945841]	[]
28_23199	chr11	71692368	71692768	+	641	27.5	[9.601446]	[101]	[7.657809]	[110]	[71692539]	[71692548]
28_23201	chr11	72430733	72431133	+	645	27.5	[7.657809, 7.408826]	[132, 191]	[]	[]	[72430890, 72430949]	[]
28_23204	chr11	76822369	76822769	+	603	27.5	[7.0441737]	[105]	[]	[]	[76822536]	[]
28_23207	chr11	83285392	83285792	+	658	27.5	[]	[]	[9.601446]	[125]	[]	[83285600]
28_23210	chr11	95764159	95764559	+	660	27.5	[]	[]	[7.657809]	[87]	[]	[95764327]
28_23213	chr11	118791210	118791610	+	663	27.5	[10.276439]	[204]	[]	[]	[118791447]	[]
28_23215	chr11	119319788	119320188	+	634	27.5	[10.276439]	[122]	[]	[]	[119319985]	[]
28_23216	chr11	123054372	123054772	+	661	27.5	[7.408826]	[195]	[7.657809, 7.0441737]	[176, 217]	[123054590]	[123054571, 123054612]
28_23218	chr12	1246784	1247184	+	546	27.5	[]	[]	[7.408826]	[111]	[]	[1246962]
28_2322	chr17	40098662	40099062	+	1000	56.5	[]	[]	[10.276439]	[163]	[]	[40098904]
28_23223	chr12	27711521	27711921	+	638	27.5	[9.601446, 7.408826]	[114, 120]	[]	[]	[27711682, 27711688]	[]
28_23225	chr12	32455533	32455933	+	624	27.5	[]	[]	[7.408826]	[181]	[]	[32455755]
28_23226	chr12	45989444	45989844	+	669	27.5	[]	[]	[7.408826]	[141]	[]	[45989604]
28_23228	chr12	47021194	47021594	+	645	27.5	[10.276439, 10.276439]	[85, 171]	[]	[]	[47021350, 47021436]	[]
28_23229	chr12	47083078	47083478	+	645	27.5	[]	[]	[7.657809]	[129]	[]	[47083303]
28_2323	chr17	55816699	55817099	+	1000	56.5	[10.276439]	[88]	[]	[]	[55816879]	[]
28_23230	chr12	48352477	48352877	+	662	27.5	[]	[]	[10.276439, 7.408826]	[155, 161]	[]	[48352676, 48352682]
28_23236	chr12	52865223	52865623	+	545	27.5	[10.276439, 7.408826]	[147, 175]	[]	[]	[52865432, 52865460]	[]
28_23238	chr12	54426972	54427372	+	619	27.5	[]	[]	[10.276439]	[118]	[]	[54427180]
28_23240	chr12	62289421	62289821	+	658	27.5	[7.408826]	[86]	[]	[]	[62289607]	[]
28_23242	chr12	68747491	68747891	+	635	27.5	[]	[]	[7.657809]	[138]	[]	[68747710]
28_23246	chr12	92570341	92570741	+	635	27.5	[]	[]	[10.276439]	[71]	[]	[92570501]
28_23250	chr12	98516382	98516782	+	655	27.5	[]	[]	[7.408826]	[151]	[]	[98516632]
28_23253	chr12	110449495	110449895	+	569	27.5	[]	[]	[7.408826]	[148]	[]	[110449736]
28_23256	chr12	116365113	116365513	+	558	27.5	[]	[]	[7.408826, 7.657809]	[129, 206]	[]	[116365265, 116365342]
28_23258	chr12	120202051	120202451	+	653	27.5	[7.408826]	[158]	[]	[]	[120202287]	[]
28_23260	chr12	122498998	122499398	+	637	27.5	[]	[]	[7.657809]	[133]	[]	[122499229]
28_23269	chr14	45250105	45250505	+	578	27.5	[7.408826]	[168]	[]	[]	[45250304]	[]
28_23273	chr14	102552146	102552546	+	577	27.5	[10.276439]	[137]	[]	[]	[102552366]	[]
28_23274	chr15	34248144	34248544	+	575	27.5	[]	[]	[10.276439]	[176]	[]	[34248371]
28_23276	chr15	39925218	39925618	+	544	27.5	[10.276439]	[189]	[7.657809]	[172]	[39925460]	[39925443]
28_23278	chr15	40383443	40383843	+	562	27.5	[10.276439]	[173]	[7.408826]	[218]	[40383637]	[40383682]
28_23279	chr15	42549626	42550026	+	616	27.5	[]	[]	[7.0441737]	[97]	[]	[42549814]
28_23280	chr15	42650369	42650769	+	685	27.5	[10.276439]	[75]	[]	[]	[42650527]	[]
28_23282	chr15	45401594	45401994	+	634	27.5	[7.408826, 7.408826]	[159, 167]	[]	[]	[45401779, 45401787]	[]
28_23283	chr15	51874814	51875214	+	597	27.5	[7.657809]	[161]	[7.657809]	[133]	[51874999]	[51874971]
28_23286	chr15	57951921	57952321	+	661	27.5	[10.276439, 7.0441737]	[104, 135]	[]	[]	[57952074, 57952105]	[]
28_23293	chr15	80999900	81000300	+	553	27.5	[7.657809]	[132]	[]	[]	[81000060]	[]
28_23297	chr15	92880842	92881242	+	550	27.5	[]	[]	[7.408826, 7.408826]	[93, 141]	[]	[92881004, 92881052]
28_23298	chr15	95259608	95260008	+	612	27.5	[7.0441737]	[168]	[]	[]	[95259796]	[]
28_233	chr1	22025920	22026320	+	1000	122.5	[7.657809]	[128]	[]	[]	[22026108]	[]
28_23313	chr16	22188480	22188880	+	609	27.5	[7.408826]	[149]	[]	[]	[22188700]	[]
28_23314	chr16	27690699	27691099	+	644	27.5	[7.0441737, 7.408826]	[136, 200]	[]	[]	[27690876, 27690940]	[]
28_23318	chr16	31072516	31072916	+	623	27.5	[10.276439]	[189]	[]	[]	[31072741]	[]
28_23319	chr16	31700415	31700815	+	684	27.5	[7.408826]	[81]	[]	[]	[31700596]	[]
28_2332	chr2	166376154	166376554	+	1000	56.5	[9.601446]	[96]	[]	[]	[166376339]	[]
28_23320	chr16	46383209	46383609	+	560	27.5	[]	[]	[7.657809, 7.657809, 7.657809, 7.657809, 7.657809]	[64, 106, 116, 132, 142]	[]	[46383367, 46383409, 46383419, 46383435, 46383445]
28_23330	chr16	82152626	82153026	+	619	27.5	[]	[]	[7.408826]	[113]	[]	[82152834]
28_23333	chr16	87295122	87295522	+	661	27.5	[]	[]	[7.408826]	[184]	[]	[87295309]
28_23338	chr17	28357630	28358030	+	659	27.5	[9.601446]	[113]	[]	[]	[28357838]	[]
28_2334	chr22	20129118	20129518	+	1000	56.5	[7.0441737, 7.657809]	[124, 135]	[]	[]	[20129295, 20129306]	[]
28_23340	chr17	30093449	30093849	+	589	27.5	[10.276439]	[182]	[]	[]	[30093678]	[]
28_23341	chr17	30939223	30939623	+	614	27.5	[]	[]	[7.408826]	[157]	[]	[30939404]
28_23344	chr17	35920195	35920595	+	559	27.5	[7.408826, 7.408826]	[176, 187]	[]	[]	[35920394, 35920405]	[]
28_23347	chr17	39281279	39281679	+	565	27.5	[]	[]	[7.408826]	[209]	[]	[39281513]
28_23348	chr17	40168413	40168813	+	667	27.5	[]	[]	[10.276439]	[111]	[]	[40168570]
28_2335	chr22	22584756	22585156	+	1000	56.5	[7.408826, 7.408826, 7.408826]	[76, 91, 135]	[]	[]	[22584907, 22584922, 22584966]	[]
28_23354	chr17	47203773	47204173	+	661	27.5	[]	[]	[10.276439]	[171]	[]	[47204003]
28_23355	chr17	48620414	48620814	+	659	27.5	[7.657809]	[157]	[7.408826]	[148]	[48620638]	[48620629]
28_23359	chr17	62231265	62231665	+	668	27.5	[]	[]	[10.276439]	[95]	[]	[62231451]
28_23361	chr17	63633691	63634091	+	606	27.5	[7.408826]	[218]	[]	[]	[63633933]	[]
28_23362	chr17	63774766	63775166	+	673	27.5	[]	[]	[7.657809]	[139]	[]	[63774918]
28_23363	chr17	66906740	66907140	+	675	27.5	[7.657809]	[184]	[]	[]	[66906927]	[]
28_23364	chr17	73191778	73192178	+	629	27.5	[]	[]	[7.657809]	[161]	[]	[73192003]
28_23368	chr17	75206283	75206683	+	656	27.5	[10.276439]	[142]	[]	[]	[75206484]	[]
28_2337	chr4	74116977	74117377	+	1000	56.5	[]	[]	[7.408826]	[133]	[]	[74117185]
28_23371	chr17	77071845	77072245	+	652	27.5	[7.408826, 7.408826]	[129, 152]	[]	[]	[77072072, 77072095]	[]
28_23373	chr17	80196013	80196413	+	611	27.5	[10.276439]	[134]	[7.657809]	[201]	[80196180]	[80196247]
28_23375	chr18	3251430	3251830	+	647	27.5	[]	[]	[7.408826]	[184]	[]	[3251638]
28_23376	chr18	3259589	3259989	+	688	27.5	[]	[]	[7.408826]	[154]	[]	[3259754]
28_23377	chr18	3615206	3615606	+	629	27.5	[10.276439]	[217]	[7.408826]	[229]	[3615436]	[3615448]
28_23378	chr18	9032493	9032893	+	651	27.5	[]	[]	[7.408826]	[132]	[]	[9032682]
28_23381	chr18	36065584	36065984	+	634	27.5	[7.408826]	[127]	[]	[]	[36065796]	[]
28_23383	chr18	49072420	49072820	+	670	27.5	[7.408826]	[200]	[]	[]	[49072634]	[]
28_23385	chr19	796781	797181	+	602	27.5	[7.408826]	[196]	[]	[]	[796982]	[]
28_23391	chr19	10428991	10429391	+	628	27.5	[]	[]	[7.408826, 7.408826, 7.408826, 7.408826, 7.408826, 7.408826]	[75, 80, 85, 118, 127, 144]	[]	[10429149, 10429154, 10429159, 10429192, 10429201, 10429218]
28_23393	chr19	12611348	12611748	+	586	27.5	[9.601446]	[113]	[10.276439]	[161]	[12611500]	[12611548]
28_23399	chr19	28488513	28488913	+	619	27.5	[7.408826]	[126]	[]	[]	[28488725]	[]
28_234	chr15	83092360	83092760	+	1000	122.5	[10.276439]	[115]	[]	[]	[83092563]	[]
28_23400	chr19	28526052	28526452	+	654	27.5	[]	[]	[7.657809]	[165]	[]	[28526260]
28_23407	chr19	41785477	41785877	+	611	27.5	[]	[]	[7.408826]	[167]	[]	[41785646]
28_2341	chr5	37576173	37576573	+	1000	56.5	[7.657809]	[139]	[]	[]	[37576382]	[]
28_23410	chr19	43809757	43810157	+	647	27.5	[]	[]	[7.0441737, 7.0441737]	[159, 187]	[]	[43809966, 43809994]
28_23412	chr19	49109300	49109700	+	634	27.5	[]	[]	[7.408826]	[136]	[]	[49109485]
28_23413	chr19	49486940	49487340	+	586	27.5	[]	[]	[9.601446]	[156]	[]	[49487190]
28_23416	chr19	51783363	51783763	+	580	27.5	[7.408826]	[150]	[]	[]	[51783542]	[]
28_23419	chr2	9183518	9183918	+	573	27.5	[]	[]	[7.408826, 7.408826, 7.408826, 7.408826]	[132, 152, 165, 189]	[]	[9183701, 9183721, 9183734, 9183758]
28_2342	chr5	90983178	90983578	+	1000	56.5	[]	[]	[7.0441737]	[82]	[]	[90983335]
28_23420	chr2	9844775	9845175	+	634	27.5	[7.0441737, 7.408826]	[156, 192]	[]	[]	[9844958, 9844994]	[]
28_23421	chr2	11465055	11465455	+	645	27.5	[]	[]	[7.408826]	[158]	[]	[11465302]
28_23423	chr2	23941011	23941411	+	612	27.5	[]	[]	[7.408826]	[174]	[]	[23941251]
28_23424	chr2	24421636	24422036	+	656	27.5	[10.276439]	[127]	[7.657809]	[179]	[24421789]	[24421841]
28_23425	chr2	24508783	24509183	+	628	27.5	[]	[]	[10.276439, 7.657809]	[88, 160]	[]	[24508955, 24509027]
28_23430	chr2	37832481	37832881	+	559	27.5	[]	[]	[10.276439]	[163]	[]	[37832677]
28_23433	chr2	48205925	48206325	+	648	27.5	[]	[]	[7.408826, 7.408826]	[211, 226]	[]	[48206145, 48206160]
28_23435	chr2	61471954	61472354	+	657	27.5	[7.0441737]	[227]	[]	[]	[61472184]	[]
28_23438	chr2	68653423	68653823	+	639	27.5	[10.276439]	[105]	[]	[]	[68653598]	[]
28_2344	chr5	180781810	180782210	+	1000	56.5	[7.657809]	[156]	[10.276439]	[171]	[180782044]	[180782059]
28_23440	chr2	71333545	71333945	+	640	27.5	[7.408826, 7.408826]	[112, 168]	[]	[]	[71333703, 71333759]	[]
28_23445	chr2	80370410	80370810	+	559	27.5	[7.408826]	[182]	[]	[]	[80370650]	[]
28_23448	chr2	96637599	96637999	+	547	27.5	[7.657809]	[128]	[]	[]	[96637752]	[]
28_2345	chr6	7166419	7166819	+	1000	56.5	[10.276439]	[125]	[7.408826]	[138]	[7166605]	[7166618]
28_23450	chr2	128028827	128029227	+	645	27.5	[7.408826, 10.276439]	[82, 88]	[]	[]	[128028992, 128028998]	[]
28_23457	chr2	159286764	159287164	+	649	27.5	[]	[]	[10.276439]	[135]	[]	[159286948]
28_23461	chr2	177257930	177258330	+	621	27.5	[]	[]	[10.276439]	[152]	[]	[177258172]
28_23462	chr2	178113074	178113474	+	632	27.5	[10.276439, 7.408826]	[69, 101]	[9.601446]	[86]	[178113235, 178113267]	[178113252]
28_23465	chr2	202911575	202911975	+	644	27.5	[]	[]	[7.408826]	[150]	[]	[202911811]
28_2347	chr6	17706877	17707277	+	1000	56.5	[]	[]	[9.601446]	[99]	[]	[17707067]
28_23473	chr20	4074451	4074851	+	626	27.5	[]	[]	[7.657809]	[127]	[]	[4074645]
28_23479	chr20	36183166	36183566	+	651	27.5	[]	[]	[7.0441737]	[189]	[]	[36183379]
28_2348	chr6	17962562	17962962	+	1000	56.5	[7.408826, 10.276439]	[102, 152]	[7.657809]	[164]	[17962750, 17962800]	[17962812]
28_23480	chr20	38790529	38790929	+	647	27.5	[7.657809]	[120]	[]	[]	[38790724]	[]
28_23482	chr20	44993308	44993708	+	663	27.5	[]	[]	[7.408826]	[119]	[]	[44993506]
28_23483	chr20	49807262	49807662	+	625	27.5	[7.408826]	[222]	[]	[]	[49807490]	[]
28_23486	chr20	50694599	50694999	+	650	27.5	[]	[]	[7.408826]	[145]	[]	[50694842]
28_23489	chr20	62921251	62921651	+	676	27.5	[10.276439]	[129]	[]	[]	[62921465]	[]
28_23491	chr21	14541822	14542222	+	564	27.5	[]	[]	[9.601446]	[135]	[]	[14542030]
28_23492	chr21	17454648	17455048	+	648	27.5	[]	[]	[7.0441737]	[149]	[]	[17454896]
28_23497	chr21	35203211	35203611	+	642	27.5	[7.408826]	[106]	[]	[]	[35203404]	[]
28_23499	chr21	37269396	37269796	+	661	27.5	[7.0441737]	[227]	[]	[]	[37269646]	[]
28_23501	chr21	43611857	43612257	+	670	27.5	[7.0441737]	[112]	[]	[]	[43612053]	[]
28_23506	chr22	17501655	17502055	+	664	27.5	[7.408826]	[135]	[]	[]	[17501889]	[]
28_23507	chr22	19014243	19014643	+	631	27.5	[]	[]	[7.408826]	[165]	[]	[19014423]
28_2351	chr6	119129941	119130341	+	1000	56.5	[10.276439, 10.276439]	[94, 130]	[7.657809]	[110]	[119130111, 119130147]	[119130127]
28_23511	chr22	19862624	19863024	+	573	27.5	[7.408826, 7.657809, 7.0441737]	[83, 105, 121]	[]	[]	[19862778, 19862800, 19862816]	[]
28_23514	chr22	20655330	20655730	+	648	27.5	[10.276439]	[94]	[]	[]	[20655495]	[]
28_23522	chr22	22581137	22581537	+	542	27.5	[7.408826]	[146]	[10.276439, 7.408826]	[100, 163]	[22581352]	[22581306, 22581369]
28_23524	chr22	22762464	22762864	+	607	27.5	[7.408826]	[107]	[]	[]	[22762635]	[]
28_23525	chr22	22793012	22793412	+	670	27.5	[]	[]	[7.408826]	[113]	[]	[22793171]
28_23526	chr22	22815973	22816373	+	554	27.5	[7.0441737]	[205]	[]	[]	[22816211]	[]
28_23532	chr22	36425938	36426338	+	562	27.5	[7.408826]	[130]	[]	[]	[36426098]	[]
28_23533	chr22	37254849	37255249	+	620	27.5	[10.276439]	[121]	[]	[]	[37255019]	[]
28_23534	chr3	4904593	4904993	+	642	27.5	[7.408826]	[81]	[]	[]	[4904759]	[]
28_23535	chr3	5124035	5124435	+	650	27.5	[9.601446]	[100]	[7.657809, 7.657809]	[87, 120]	[5124212]	[5124199, 5124232]
28_23536	chr3	5191943	5192343	+	642	27.5	[9.601446, 7.408826, 7.408826]	[153, 187, 221]	[]	[]	[5192108, 5192142, 5192176]	[]
28_23539	chr3	11642892	11643292	+	647	27.5	[]	[]	[9.601446]	[152]	[]	[11643135]
28_23540	chr3	12583959	12584359	+	662	27.5	[10.276439]	[75]	[]	[]	[12584120]	[]
28_23542	chr3	15858642	15859042	+	664	27.5	[]	[]	[10.276439]	[148]	[]	[15858890]
28_23544	chr3	24494047	24494447	+	671	27.5	[9.601446]	[118]	[10.276439]	[153]	[24494226]	[24494261]
28_23549	chr3	38689295	38689695	+	646	27.5	[]	[]	[7.657809, 10.276439]	[107, 151]	[]	[38689460, 38689504]
28_2355	chr7	104981235	104981635	+	1000	56.5	[10.276439]	[163]	[]	[]	[104981436]	[]
28_23550	chr3	42660993	42661393	+	643	27.5	[7.408826]	[218]	[]	[]	[42661233]	[]
28_23551	chr3	45068801	45069201	+	634	27.5	[]	[]	[7.408826]	[213]	[]	[45069046]
28_23554	chr3	48846719	48847119	+	640	27.5	[7.408826, 10.276439]	[95, 153]	[]	[]	[48846892, 48846950]	[]
28_23557	chr3	101147046	101147446	+	629	27.5	[10.276439]	[91]	[]	[]	[101147236]	[]
28_23569	chr3	155806355	155806755	+	604	27.5	[]	[]	[7.408826]	[188]	[]	[155806574]
28_2357	chr7	111531971	111532371	+	1000	56.5	[10.276439]	[154]	[10.276439]	[119]	[111532193]	[111532158]
28_23573	chr3	169945298	169945698	+	615	27.5	[7.408826]	[150]	[]	[]	[169945456]	[]
28_23578	chr3	183553832	183554232	+	606	27.5	[10.276439, 7.408826]	[105, 140]	[]	[]	[183554008, 183554043]	[]
28_23582	chr3	196224164	196224564	+	568	27.5	[]	[]	[10.276439]	[79]	[]	[196224338]
28_23592	chr4	87375755	87376155	+	645	27.5	[7.408826]	[103]	[]	[]	[87375913]	[]
28_23594	chr4	107913227	107913627	+	620	27.5	[7.408826]	[162]	[]	[]	[107913469]	[]
28_23598	chr4	128521524	128521924	+	682	27.5	[7.408826]	[95]	[]	[]	[128521700]	[]
28_23599	chr4	129090855	129091255	+	661	27.5	[]	[]	[10.276439]	[222]	[]	[129091079]
28_236	chr5	34699715	34700115	+	1000	122.5	[10.276439]	[66]	[10.276439]	[73]	[34699866]	[34699873]
28_23608	chr5	32170205	32170605	+	573	27.5	[10.276439]	[177]	[]	[]	[32170401]	[]
28_2361	chr7	135160070	135160470	+	1000	56.5	[7.408826]	[119]	[7.408826]	[150]	[135160243]	[135160274]
28_23618	chr5	82312289	82312689	+	618	27.5	[10.276439]	[92]	[]	[]	[82312442]	[]
28_2362	chr7	140326177	140326577	+	1000	56.5	[7.408826]	[173]	[]	[]	[140326402]	[]
28_23620	chr5	98954705	98955105	+	540	27.5	[7.657809]	[114]	[]	[]	[98954912]	[]
28_2363	chr7	140924986	140925386	+	1000	56.5	[7.408826, 7.408826]	[102, 110]	[]	[]	[140925151, 140925159]	[]
28_23633	chr5	159211404	159211804	+	640	27.5	[7.408826]	[131]	[7.408826]	[208]	[159211567]	[159211644]
28_23635	chr5	173293914	173294314	+	606	27.5	[]	[]	[7.657809, 7.408826]	[172, 178]	[]	[173294127, 173294133]
28_2364	chr7	150317806	150318206	+	1000	56.5	[7.408826]	[185]	[]	[]	[150318030]	[]
28_23643	chr6	7035906	7036306	+	617	27.5	[7.408826]	[176]	[]	[]	[7036108]	[]
28_23644	chr6	11947222	11947622	+	581	27.5	[10.276439]	[197]	[]	[]	[11947459]	[]
28_23649	chr6	14475905	14476305	+	641	27.5	[]	[]	[7.408826]	[143]	[]	[14476070]
28_23659	chr6	28135503	28135903	+	652	27.5	[]	[]	[7.408826]	[123]	[]	[28135713]
28_23665	chr6	31848963	31849363	+	670	27.5	[]	[]	[7.408826]	[109]	[]	[31849171]
28_23666	chr6	32127176	32127576	+	653	27.5	[]	[]	[10.276439]	[151]	[]	[32127408]
28_2367	chr8	11350243	11350643	+	1000	56.5	[10.276439]	[137]	[]	[]	[11350435]	[]
28_23671	chr6	47476130	47476530	+	666	27.5	[7.408826]	[180]	[]	[]	[47476339]	[]
28_23672	chr6	52519284	52519684	+	643	27.5	[]	[]	[7.408826]	[87]	[]	[52519459]
28_23676	chr6	70166239	70166639	+	619	27.5	[]	[]	[7.408826]	[105]	[]	[70166412]
28_23678	chr6	79630968	79631368	+	648	27.5	[]	[]	[9.601446]	[192]	[]	[79631210]
28_23679	chr6	83221744	83222144	+	616	27.5	[7.408826]	[198]	[]	[]	[83221995]	[]
28_2368	chr8	42571572	42571972	+	1000	56.5	[10.276439]	[138]	[10.276439]	[80]	[42571795]	[42571737]
28_23680	chr6	90411075	90411475	+	540	27.5	[]	[]	[9.601446]	[144]	[]	[90411238]
28_23681	chr6	105087536	105087936	+	602	27.5	[]	[]	[7.657809]	[78]	[]	[105087713]
28_23683	chr6	109239555	109239955	+	655	27.5	[10.276439]	[133]	[]	[]	[109239706]	[]
28_23684	chr6	109364690	109365090	+	606	27.5	[]	[]	[7.657809, 10.276439]	[119, 179]	[]	[109364857, 109364917]
28_23691	chr6	137884923	137885323	+	611	27.5	[7.0441737]	[110]	[]	[]	[137885132]	[]
28_23693	chr6	139647626	139648026	+	556	27.5	[]	[]	[7.0441737]	[155]	[]	[139647805]
28_237	chr7	39589713	39590113	+	1000	122.5	[10.276439]	[154]	[]	[]	[39589944]	[]
28_23702	chr7	5983888	5984288	+	644	27.5	[10.276439, 9.601446]	[80, 153]	[]	[]	[5984045, 5984118]	[]
28_23706	chr7	8418596	8418996	+	591	27.5	[7.408826]	[70]	[]	[]	[8418766]	[]
28_23707	chr7	12402345	12402745	+	675	27.5	[7.408826]	[150]	[10.276439]	[155]	[12402585]	[12402590]
28_23708	chr7	12624055	12624455	+	609	27.5	[]	[]	[7.657809]	[113]	[]	[12624254]
28_23711	chr7	23464945	23465345	+	659	27.5	[10.276439]	[195]	[]	[]	[23465190]	[]
28_23716	chr7	38909003	38909403	+	542	27.5	[]	[]	[9.601446, 7.408826]	[104, 114]	[]	[38909204, 38909214]
28_23719	chr7	74062265	74062665	+	626	27.5	[7.408826]	[102]	[]	[]	[74062461]	[]
28_2372	chr9	122446780	122447180	+	1000	56.5	[]	[]	[7.408826]	[101]	[]	[122446957]
