#PeakID(python scan_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_5557	chr5	172284500	172284900	+	1000	38.5	[]	[]	[7.5940995, 12.265705]	[68, 155]	[]	[172284657, 172284744]
293_556	chr22	22586960	22587360	+	1000	83.5	[6.3204575]	[173]	[]	[]	[22587200]	[]
293_5562	chr6	30345058	30345458	+	910	38.5	[8.956747]	[207]	[]	[]	[30345286]	[]
293_5564	chr6	31620011	31620411	+	1000	38.5	[7.0663056]	[114]	[]	[]	[31620223]	[]
293_5565	chr6	34224278	34224678	+	1000	38.5	[7.5940995, 7.5940995]	[161, 168]	[]	[]	[34224484, 34224491]	[]
293_5566	chr6	57046420	57046820	+	1000	38.5	[]	[]	[8.061124]	[166]	[]	[57046647]
293_5568	chr7	5555738	5556138	+	933	38.5	[10.534392, 10.823473]	[182, 194]	[10.534392]	[157]	[5555936, 5555948]	[5555911]
293_5569	chr7	100049770	100050170	+	683	38.5	[8.057231, 10.534392]	[101, 148]	[7.5940995]	[125]	[100049945, 100049992]	[100049969]
293_557	chr8	143291212	143291612	+	1000	83.5	[]	[]	[7.1055546, 9.495462, 10.534392]	[105, 116, 147]	[]	[143291364, 143291375, 143291406]
293_5571	chr7	120988426	120988826	+	1000	38.5	[7.5088573]	[158]	[]	[]	[120988665]	[]
293_5574	chr7	149838009	149838409	+	971	38.5	[]	[]	[6.0706253, 6.483479]	[230, 235]	[]	[149838242, 149838247]
293_5578	chr8	95269298	95269698	+	1000	38.5	[8.956747]	[95]	[]	[]	[95269478]	[]
293_5582	chr9	127424124	127424524	+	1000	38.5	[]	[]	[7.643828]	[187]	[]	[127424336]
293_5587	chr9	131249433	131249833	+	705	38.5	[]	[]	[7.5940995]	[188]	[]	[131249653]
293_5589	chr9	137236378	137236778	+	1000	38.5	[7.2199736]	[131]	[8.057231]	[160]	[137236566]	[137236595]
293_5591	chrX	48701892	48702292	+	937	38.5	[14.252311]	[161]	[]	[]	[48702100]	[]
293_5592	chr1	11803213	11803613	+	904	38.0	[12.520998]	[89]	[]	[]	[11803365]	[]
293_5593	chr1	15949620	15950020	+	959	38.0	[12.265705]	[150]	[]	[]	[15949774]	[]
293_5594	chr1	26234249	26234649	+	941	38.0	[6.766902]	[174]	[]	[]	[26234466]	[]
293_5599	chr1	58899016	58899416	+	1000	38.0	[]	[]	[6.483479]	[187]	[]	[58899258]
293_56	chr19	12938088	12938488	+	1000	258.5	[]	[]	[10.534392]	[128]	[]	[12938299]
293_5601	chr1	91404226	91404626	+	871	38.0	[7.5940995]	[145]	[]	[]	[91404449]	[]
293_5604	chr1	152036709	152037109	+	777	38.0	[]	[]	[7.5940995]	[141]	[]	[152036940]
293_5605	chr1	154961581	154961981	+	919	38.0	[]	[]	[8.956747]	[151]	[]	[154961818]
293_5608	chr1	201480692	201481092	+	846	38.0	[7.5940995]	[140]	[12.265705]	[68]	[201480920]	[201480848]
293_561	chr1	44807678	44808078	+	1000	83.0	[]	[]	[12.520998]	[160]	[]	[44807892]
293_5611	chr10	46030427	46030827	+	969	38.0	[9.788544]	[135]	[]	[]	[46030639]	[]
293_5612	chr10	70382240	70382640	+	960	38.0	[]	[]	[8.956747, 8.956747]	[115, 120]	[]	[70382406, 70382411]
293_5616	chr11	66958564	66958964	+	1000	38.0	[]	[]	[7.5940995, 7.9846697, 12.520998]	[100, 130, 132]	[]	[66958721, 66958751, 66958753]
293_5617	chr11	118252051	118252451	+	992	38.0	[6.313181]	[160]	[]	[]	[118252216]	[]
293_5618	chr11	126268710	126269110	+	941	38.0	[7.5088573]	[182]	[]	[]	[126268959]	[]
293_562	chr17	75096042	75096442	+	1000	83.0	[7.1046667, 7.0663056, 7.643828, 7.846622]	[124, 136, 146, 149]	[]	[]	[75096264, 75096276, 75096286, 75096289]	[]
293_5623	chr13	17752028	17752428	+	964	38.0	[]	[]	[7.5940995]	[106]	[]	[17752214]
293_5624	chr13	45464731	45465131	+	979	38.0	[7.0663056]	[168]	[]	[]	[45464921]	[]
293_563	chr18	23503284	23503684	+	1000	83.0	[]	[]	[10.534392, 12.520998, 12.265705]	[82, 87, 93]	[]	[23503463, 23503468, 23503474]
293_5630	chr14	100068517	100068917	+	929	38.0	[]	[]	[12.265705, 7.846622]	[126, 163]	[]	[100068690, 100068727]
293_5631	chr14	102552072	102552472	+	885	38.0	[7.2199736, 8.057231, 12.265705, 9.788544]	[58, 63, 72, 116]	[]	[]	[102552226, 102552231, 102552240, 102552284]	[]
293_5634	chr15	60362657	60363057	+	986	38.0	[]	[]	[14.252311]	[152]	[]	[60362892]
293_5635	chr15	72783641	72784041	+	999	38.0	[7.801938]	[192]	[10.534392]	[149]	[72783860]	[72783817]
293_5636	chr15	74340066	74340466	+	954	38.0	[]	[]	[14.252311]	[135]	[]	[74340288]
293_5637	chr15	81001309	81001709	+	837	38.0	[7.0663056]	[121]	[7.1055546]	[64]	[81001522]	[81001465]
293_564	chr19	18571471	18571871	+	1000	83.0	[7.5940995]	[142]	[10.534392, 9.09216]	[133, 156]	[18571680]	[18571671, 18571694]
293_5644	chr16	58001191	58001591	+	1000	38.0	[8.956747, 7.5088573, 10.534392]	[70, 80, 108]	[]	[]	[58001351, 58001361, 58001389]	[]
293_5645	chr16	75578211	75578611	+	1000	38.0	[12.265705]	[136]	[]	[]	[75578424]	[]
293_5649	chr17	1649773	1650173	+	1000	38.0	[7.9846697]	[129]	[7.801938]	[79]	[1650001]	[1649951]
293_565	chr22	20025273	20025673	+	1000	83.0	[]	[]	[10.823473]	[86]	[]	[20025450]
293_5650	chr17	2711657	2712057	+	1000	38.0	[12.520998, 10.534392]	[77, 142]	[]	[]	[2711814, 2711879]	[]
293_5653	chr17	28336161	28336561	+	1000	38.0	[7.5940995]	[95]	[]	[]	[28336312]	[]
293_5654	chr17	39754336	39754736	+	1000	38.0	[8.956747]	[147]	[10.534392, 10.534392]	[216, 221]	[39754494]	[39754563, 39754568]
293_5655	chr17	58351987	58352387	+	715	38.0	[7.5940995]	[132]	[]	[]	[58352172]	[]
293_5656	chr17	75034252	75034652	+	911	38.0	[7.782383]	[95]	[]	[]	[75034428]	[]
293_5658	chr17	78862056	78862456	+	985	38.0	[7.5940995]	[171]	[]	[]	[78862234]	[]
293_5659	chr17	79802889	79803289	+	862	38.0	[]	[]	[7.5940995]	[145]	[]	[79803073]
293_566	chr22	20545916	20546316	+	1000	83.0	[8.956747]	[208]	[]	[]	[20546152]	[]
293_5660	chr18	2656079	2656479	+	991	38.0	[]	[]	[6.7998433, 7.0663056, 6.483479]	[143, 174, 178]	[]	[2656272, 2656303, 2656307]
293_5661	chr19	246978	247378	+	912	38.0	[8.836867]	[159]	[]	[]	[247201]	[]
293_5662	chr19	733993	734393	+	1000	38.0	[8.836867]	[110]	[]	[]	[734183]	[]
293_5664	chr19	10451063	10451463	+	997	38.0	[]	[]	[12.520998]	[107]	[]	[10451257]
293_5665	chr19	13234558	13234958	+	640	38.0	[8.836867]	[137]	[8.786449]	[160]	[13234751]	[13234774]
293_5666	chr19	17209635	17210035	+	755	38.0	[]	[]	[10.534392, 9.09216, 14.252311]	[181, 193, 235]	[]	[17209823, 17209835, 17209877]
293_5669	chr19	38899567	38899967	+	958	38.0	[]	[]	[7.801938]	[149]	[]	[38899778]
293_5670	chr19	41959181	41959581	+	793	38.0	[10.534392, 12.520998]	[79, 95]	[]	[]	[41959353, 41959369]	[]
293_5672	chr19	50794337	50794737	+	685	38.0	[11.779043]	[159]	[]	[]	[50794507]	[]
293_5673	chr19	55476083	55476483	+	603	38.0	[7.7586894]	[169]	[10.534392]	[180]	[55476280]	[55476291]
293_5676	chr2	161308317	161308717	+	1000	38.0	[]	[]	[10.823473]	[99]	[]	[161308508]
293_568	chr3	141312563	141312963	+	1000	83.0	[8.214792]	[107]	[6.149097]	[96]	[141312733]	[141312722]
293_5680	chr20	49978961	49979361	+	910	38.0	[]	[]	[7.0663056]	[135]	[]	[49979196]
293_5683	chr21	29641917	29642317	+	891	38.0	[11.779043]	[137]	[]	[]	[29642108]	[]
293_5689	chr22	20008328	20008728	+	999	38.0	[]	[]	[6.313181]	[172]	[]	[20008571]
293_569	chr10	46284408	46284808	+	1000	82.5	[6.0706253]	[151]	[]	[]	[46284656]	[]
293_5691	chr22	20264721	20265121	+	993	38.0	[]	[]	[10.534392]	[165]	[]	[20264929]
293_57	chr22	19806421	19806821	+	1000	258.0	[7.5940995]	[150]	[14.252311, 12.265705]	[104, 118]	[19806662]	[19806616, 19806630]
293_5707	chr22	23075411	23075811	+	1000	38.0	[]	[]	[8.956747]	[168]	[]	[23075650]
293_5709	chr22	36529107	36529507	+	979	38.0	[]	[]	[6.3204575]	[208]	[]	[36529347]
293_571	chr11	460545	460945	+	1000	82.5	[]	[]	[11.779043]	[148]	[]	[460793]
293_5711	chr3	10115387	10115787	+	1000	38.0	[]	[]	[14.252311]	[170]	[]	[10115620]
293_5716	chr3	197029629	197030029	+	1000	38.0	[12.265705]	[117]	[]	[]	[197029841]	[]
293_5719	chr4	77156820	77157220	+	969	38.0	[7.5088573]	[143]	[]	[]	[77157031]	[]
293_5720	chr4	82429468	82429868	+	1000	38.0	[]	[]	[7.0663056]	[196]	[]	[82429676]
293_5721	chr4	105708513	105708913	+	989	38.0	[]	[]	[10.534392]	[161]	[]	[105708743]
293_5722	chr5	10353157	10353557	+	874	38.0	[]	[]	[7.0663056]	[202]	[]	[10353394]
293_5723	chr5	10601921	10602321	+	807	38.0	[]	[]	[11.226776]	[204]	[]	[10602163]
293_5724	chr5	27217436	27217836	+	1000	38.0	[9.495462, 12.265705]	[72, 154]	[]	[]	[27217587, 27217669]	[]
293_5725	chr5	32297706	32298106	+	879	38.0	[14.252311]	[97]	[]	[]	[32297880]	[]
293_5729	chr5	96741917	96742317	+	1000	38.0	[14.252311]	[209]	[]	[]	[96742164]	[]
293_573	chr12	111599374	111599774	+	1000	82.5	[]	[]	[9.052912]	[133]	[]	[111599540]
293_5731	chr5	132490775	132491175	+	960	38.0	[7.5088573, 12.520998, 7.1055546, 7.022195]	[94, 99, 144, 164]	[]	[]	[132490946, 132490951, 132490996, 132491016]	[]
293_5733	chr6	3209218	3209618	+	1000	38.0	[7.5088573]	[186]	[11.226776]	[169]	[3209428]	[3209411]
293_5740	chr6	32178616	32179016	+	854	38.0	[]	[]	[9.052912]	[91]	[]	[32178804]
293_5745	chr6	139375185	139375585	+	978	38.0	[7.9846697]	[104]	[]	[]	[139375373]	[]
293_5749	chr7	24821384	24821784	+	1000	38.0	[14.252311]	[140]	[7.5940995]	[123]	[24821579]	[24821562]
293_575	chr17	17028120	17028520	+	1000	82.5	[]	[]	[12.265705, 9.495462]	[71, 117]	[]	[17028280, 17028326]
293_5752	chr7	73667363	73667763	+	674	38.0	[]	[]	[9.052912]	[214]	[]	[73667595]
293_5753	chr7	84880460	84880860	+	942	38.0	[]	[]	[9.09216, 12.265705]	[100, 104]	[]	[84880641, 84880645]
293_5759	chr7	139500046	139500446	+	933	38.0	[]	[]	[6.0706253]	[134]	[]	[139500254]
293_5760	chr7	150404488	150404888	+	1000	38.0	[8.797619]	[74]	[8.057231]	[155]	[150404647]	[150404728]
293_5761	chr8	11016326	11016726	+	889	38.0	[7.801938]	[125]	[]	[]	[11016515]	[]
293_5762	chr8	38231375	38231775	+	911	38.0	[8.057231, 8.836867, 12.520998]	[110, 152, 157]	[]	[]	[38231574, 38231616, 38231621]	[]
293_5764	chr9	33025045	33025445	+	814	38.0	[]	[]	[7.0663056]	[134]	[]	[33025206]
293_5766	chr9	92765300	92765700	+	817	38.0	[]	[]	[7.0663056]	[155]	[]	[92765484]
293_5767	chr9	107282835	107283235	+	873	38.0	[]	[]	[7.5088573]	[100]	[]	[107282994]
293_5768	chr9	112486169	112486569	+	1000	38.0	[7.315276]	[149]	[7.5088573]	[107]	[112486384]	[112486342]
293_5769	chr9	124861757	124862157	+	759	38.0	[]	[]	[6.0706253]	[109]	[]	[124861963]
293_577	chr2	85843547	85843947	+	1000	82.5	[10.823473, 12.265705]	[106, 114]	[]	[]	[85843724, 85843732]	[]
293_5770	chr9	128115546	128115946	+	819	38.0	[12.520998]	[176]	[]	[]	[128115791]	[]
293_5773	chrUn_KI270754v1	17993	18393	+	969	38.0	[7.5940995]	[157]	[]	[]	[18234]	[]
293_5775	chrX	153971907	153972307	+	1000	38.0	[7.801938, 7.5088573, 6.7998433]	[113, 119, 152]	[]	[]	[153972079, 153972085, 153972118]	[]
293_5776	chr1	1746275	1746675	+	992	37.5	[12.520998, 7.9846697]	[83, 85]	[6.253357, 7.0663056]	[67, 142]	[1746448, 1746450]	[1746432, 1746507]
293_5777	chr1	2133033	2133433	+	971	37.5	[7.5088573, 7.5088573]	[151, 183]	[]	[]	[2133234, 2133266]	[]
293_5778	chr1	6600789	6601189	+	630	37.5	[8.057231]	[185]	[]	[]	[6601007]	[]
293_578	chr22	20298852	20299252	+	1000	82.5	[]	[]	[14.252311, 10.534392]	[102, 122]	[]	[20299029, 20299049]
293_5781	chr1	23177626	23178026	+	966	37.5	[9.052912]	[107]	[]	[]	[23177815]	[]
293_5785	chr1	35079218	35079618	+	1000	37.5	[]	[]	[10.534392]	[171]	[]	[35079417]
293_5786	chr1	40974954	40975354	+	688	37.5	[]	[]	[10.823473]	[141]	[]	[40975189]
293_5788	chr1	77979272	77979672	+	936	37.5	[]	[]	[8.797619, 8.797619]	[96, 111]	[]	[77979467, 77979482]
293_5794	chr1	160046509	160046909	+	944	37.5	[7.5940995, 9.495462]	[144, 209]	[]	[]	[160046681, 160046746]	[]
293_5798	chr1	202159757	202160157	+	992	37.5	[10.68806]	[134]	[]	[]	[202159970]	[]
293_58	chr20	64221106	64221506	+	1000	252.5	[9.2401705, 7.5940995]	[156, 193]	[]	[]	[64221306, 64221343]	[]
293_5803	chr1	234499145	234499545	+	900	37.5	[7.1046667]	[189]	[]	[]	[234499377]	[]
293_5804	chr1	244350446	244350846	+	983	37.5	[12.265705]	[111]	[]	[]	[244350607]	[]
293_5805	chr1	245988527	245988927	+	971	37.5	[7.5940995]	[115]	[]	[]	[245988694]	[]
293_5806	chr10	17643334	17643734	+	760	37.5	[7.591329]	[129]	[]	[]	[17643561]	[]
293_5807	chr10	32346972	32347372	+	856	37.5	[]	[]	[10.534392]	[226]	[]	[32347219]
293_5808	chr10	35042740	35043140	+	923	37.5	[]	[]	[10.823473]	[89]	[]	[35042893]
293_581	chr6	136289629	136290029	+	1000	82.5	[]	[]	[12.265705]	[176]	[]	[136289848]
293_5813	chr10	93496333	93496733	+	963	37.5	[7.5088573]	[96]	[]	[]	[93496488]	[]
293_5814	chr10	131897387	131897787	+	669	37.5	[]	[]	[6.483479]	[97]	[]	[131897567]
293_5815	chr11	45929914	45930314	+	981	37.5	[12.265705]	[97]	[]	[]	[45930107]	[]
293_5819	chr11	73784205	73784605	+	976	37.5	[]	[]	[6.3204575]	[206]	[]	[73784427]
293_582	chr7	123749021	123749421	+	1000	82.5	[12.265705]	[82]	[]	[]	[123749189]	[]
293_5822	chr12	6278525	6278925	+	983	37.5	[]	[]	[10.534392]	[202]	[]	[6278771]
293_5823	chr12	31659228	31659628	+	990	37.5	[9.495462, 6.0706253]	[148, 153]	[]	[]	[31659405, 31659410]	[]
293_5824	chr12	50222422	50222822	+	996	37.5	[7.022195]	[181]	[]	[]	[50222644]	[]
293_5825	chr12	56315896	56316296	+	972	37.5	[7.5940995, 8.061124]	[103, 107]	[]	[]	[56316069, 56316073]	[]
293_5826	chr12	56988147	56988547	+	699	37.5	[]	[]	[8.956747]	[136]	[]	[56988382]
293_5828	chr12	95003474	95003874	+	963	37.5	[6.0706253]	[171]	[]	[]	[95003694]	[]
293_5829	chr12	103835916	103836316	+	583	37.5	[]	[]	[12.520998]	[173]	[]	[103836144]
293_583	chr9	128218625	128219025	+	1000	82.5	[7.5088573, 9.495462]	[91, 136]	[]	[]	[128218813, 128218858]	[]
293_5830	chr12	119988566	119988966	+	796	37.5	[]	[]	[10.534392, 10.534392]	[189, 225]	[]	[119988769, 119988805]
293_5831	chr12	121839352	121839752	+	829	37.5	[]	[]	[12.265705, 7.5088573]	[137, 152]	[]	[121839583, 121839598]
293_5832	chr12	127280669	127281069	+	921	37.5	[]	[]	[9.792437]	[81]	[]	[127280847]
293_5837	chr15	42575052	42575452	+	867	37.5	[7.0663056, 7.846622]	[190, 222]	[12.520998, 7.5088573, 6.0706253]	[131, 157, 167]	[42575268, 42575300]	[42575209, 42575235, 42575245]
293_5839	chr15	75453674	75454074	+	996	37.5	[10.534392]	[235]	[]	[]	[75453915]	[]
293_584	chr9	129737773	129738173	+	1000	82.5	[7.5088573]	[90]	[]	[]	[129737943]	[]
293_5841	chr15	89088216	89088616	+	654	37.5	[]	[]	[12.265705, 12.265705, 10.534392]	[86, 110, 130]	[]	[89088386, 89088410, 89088430]
293_5842	chr16	4416512	4416912	+	694	37.5	[12.265705]	[153]	[]	[]	[4416688]	[]
293_5844	chr16	11232979	11233379	+	975	37.5	[]	[]	[7.9846697]	[89]	[]	[11233141]
293_5847	chr16	30429652	30430052	+	934	37.5	[6.483479, 12.520998]	[96, 130]	[]	[]	[30429815, 30429849]	[]
293_5851	chr17	7916129	7916529	+	1000	37.5	[12.520998]	[107]	[]	[]	[7916334]	[]
293_5852	chr17	33874641	33875041	+	998	37.5	[9.788544]	[175]	[]	[]	[33874885]	[]
293_5857	chr19	1490253	1490653	+	918	37.5	[8.061124]	[101]	[]	[]	[1490421]	[]
293_5858	chr19	9827623	9828023	+	748	37.5	[14.252311]	[178]	[]	[]	[9827849]	[]
293_586	chr1	111755357	111755757	+	1000	82.0	[]	[]	[8.797619]	[90]	[]	[111755545]
293_5862	chr19	12927164	12927564	+	818	37.5	[]	[]	[14.252311]	[139]	[]	[12927322]
293_5863	chr19	12944195	12944595	+	843	37.5	[8.956747]	[116]	[12.520998]	[157]	[12944363]	[12944404]
293_5866	chr19	35210848	35211248	+	947	37.5	[7.801938]	[117]	[12.265705]	[105]	[35211058]	[35211046]
293_5871	chr19	50870382	50870782	+	725	37.5	[]	[]	[6.7998433]	[111]	[]	[50870569]
293_5873	chr19	55648044	55648444	+	792	37.5	[]	[]	[10.0477295]	[212]	[]	[55648276]
293_5875	chr2	8598314	8598714	+	994	37.5	[]	[]	[12.265705]	[147]	[]	[8598531]
293_5877	chr2	88055373	88055773	+	983	37.5	[]	[]	[7.0663056]	[180]	[]	[88055612]
293_588	chr16	12803469	12803869	+	1000	82.0	[6.3597064, 8.956747]	[80, 131]	[8.786449, 7.1055546]	[140, 147]	[12803627, 12803678]	[12803687, 12803694]
293_5882	chr20	32475142	32475542	+	740	37.5	[]	[]	[10.534392]	[194]	[]	[32475368]
293_5884	chr20	35615775	35616175	+	1000	37.5	[7.0663056]	[184]	[]	[]	[35616016]	[]
293_5885	chr20	38159871	38160271	+	581	37.5	[]	[]	[11.779043]	[128]	[]	[38160066]
293_5886	chr20	54207693	54208093	+	809	37.5	[14.252311]	[82]	[]	[]	[54207845]	[]
293_5891	chr21	39380161	39380561	+	752	37.5	[]	[]	[12.265705]	[169]	[]	[39380410]
293_5894	chr22	20398908	20399308	+	839	37.5	[]	[]	[7.5940995]	[93]	[]	[20399086]
293_590	chr19	11479455	11479855	+	1000	82.0	[]	[]	[6.7998433, 10.534392, 8.836867, 12.265705, 12.265705, 7.0663056]	[70, 98, 113, 123, 138, 148]	[]	[11479624, 11479652, 11479667, 11479677, 11479692, 11479702]
293_5900	chr22	21012922	21013322	+	961	37.5	[7.2592225]	[135]	[]	[]	[21013082]	[]
293_5904	chr22	21748266	21748666	+	879	37.5	[8.753508]	[151]	[]	[]	[21748466]	[]
293_5906	chr22	21853666	21854066	+	923	37.5	[]	[]	[7.9846697]	[75]	[]	[21853825]
293_591	chr7	128476477	128476877	+	1000	82.0	[7.0663056]	[115]	[12.265705]	[145]	[128476675]	[128476705]
293_5917	chr3	15064917	15065317	+	987	37.5	[6.7998433]	[150]	[7.9705]	[240]	[15065068]	[15065158]
293_5918	chr3	15186598	15186998	+	671	37.5	[]	[]	[10.823473, 6.7998433]	[134, 164]	[]	[15186813, 15186843]
293_5919	chr3	38025015	38025415	+	970	37.5	[]	[]	[8.956747, 7.5088573, 10.534392]	[177, 213, 242]	[]	[38025199, 38025235, 38025264]
293_5920	chr3	194324254	194324654	+	582	37.5	[7.0663056]	[136]	[]	[]	[194324485]	[]
293_5922	chr4	109702980	109703380	+	968	37.5	[12.520998, 8.061124]	[140, 144]	[]	[]	[109703179, 109703183]	[]
293_5923	chr4	126779519	126779919	+	945	37.5	[10.534392]	[115]	[]	[]	[126779725]	[]
293_5926	chr4	186500890	186501290	+	958	37.5	[]	[]	[7.591329]	[119]	[]	[186501075]
293_5927	chr5	36867030	36867430	+	989	37.5	[12.265705, 8.057231]	[136, 141]	[]	[]	[36867247, 36867252]	[]
293_5928	chr5	43416332	43416732	+	903	37.5	[]	[]	[14.252311]	[80]	[]	[43416493]
293_5929	chr5	43514926	43515326	+	917	37.5	[7.0663056]	[165]	[]	[]	[43515164]	[]
293_593	chr9	111892115	111892515	+	1000	82.0	[7.2199736, 14.252311]	[86, 99]	[]	[]	[111892297, 111892310]	[]
293_5931	chr5	61162259	61162659	+	1000	37.5	[10.68806, 7.0663056]	[83, 140]	[]	[]	[61162431, 61162488]	[]
293_5932	chr5	65035518	65035918	+	638	37.5	[6.7998433]	[145]	[]	[]	[65035727]	[]
293_5933	chr5	83077100	83077500	+	939	37.5	[7.5940995]	[130]	[]	[]	[83077270]	[]
293_5934	chr5	119330470	119330870	+	701	37.5	[]	[]	[14.252311]	[85]	[]	[119330644]
293_5938	chr6	28729119	28729519	+	950	37.5	[]	[]	[11.226776]	[130]	[]	[28729317]
293_594	chr1	11805816	11806216	+	1000	81.5	[10.534392]	[215]	[]	[]	[11806044]	[]
293_5940	chr6	32177922	32178322	+	908	37.5	[]	[]	[6.7998433]	[175]	[]	[32178124]
293_5941	chr6	35342180	35342580	+	621	37.5	[]	[]	[7.5088573]	[228]	[]	[35342428]
293_5942	chr6	45377451	45377851	+	827	37.5	[]	[]	[12.265705]	[118]	[]	[45377653]
293_5943	chr6	90479194	90479594	+	976	37.5	[14.252311, 6.313181]	[116, 139]	[]	[]	[90479398, 90479421]	[]
293_5947	chr7	6081303	6081703	+	692	37.5	[7.5940995, 8.061124, 12.520998]	[81, 130, 135]	[]	[]	[6081479, 6081528, 6081533]	[]
293_595	chr1	91500583	91500983	+	1000	81.5	[12.520998]	[86]	[]	[]	[91500760]	[]
293_5951	chr7	103657472	103657872	+	905	37.5	[14.252311]	[64]	[]	[]	[103657632]	[]
293_5956	chr7	142838500	142838900	+	989	37.5	[14.252311]	[161]	[]	[]	[142838736]	[]
293_5957	chr7	149195344	149195744	+	883	37.5	[7.2592225]	[210]	[]	[]	[149195579]	[]
293_5959	chr7	154676469	154676869	+	888	37.5	[9.788544]	[164]	[7.1046667]	[222]	[154676645]	[154676703]
293_596	chr1	114716576	114716976	+	1000	81.5	[10.534392, 10.534392]	[114, 157]	[]	[]	[114716768, 114716811]	[]
293_5961	chr8	10975024	10975424	+	781	37.5	[]	[]	[8.214792, 7.5940995]	[120, 122]	[]	[10975240, 10975242]
293_5962	chr8	30658194	30658594	+	762	37.5	[]	[]	[12.520998]	[165]	[]	[30658370]
293_5966	chr9	99819416	99819816	+	760	37.5	[7.5088573]	[128]	[7.1055546, 10.534392]	[193, 197]	[99819592]	[99819657, 99819661]
293_5967	chr9	101840895	101841295	+	916	37.5	[]	[]	[8.956747]	[87]	[]	[101841081]
293_5969	chr9	128150554	128150954	+	611	37.5	[]	[]	[6.149097]	[152]	[]	[128150726]
293_5972	chr9	134338459	134338859	+	942	37.5	[]	[]	[8.956747]	[158]	[]	[134338634]
293_5976	chrX	151680846	151681246	+	959	37.5	[]	[]	[14.252311]	[68]	[]	[151681012]
293_5977	chr1	2199308	2199708	+	916	37.0	[]	[]	[10.68806]	[199]	[]	[2199556]
293_5978	chr1	2655621	2656021	+	677	37.0	[7.5940995, 14.252311]	[160, 200]	[]	[]	[2655809, 2655849]	[]
293_5979	chr1	16236895	16237295	+	950	37.0	[9.09216, 7.2592225]	[178, 186]	[]	[]	[16237102, 16237110]	[]
293_598	chr12	125049472	125049872	+	1000	81.5	[7.5088573, 8.836867]	[104, 132]	[]	[]	[125049623, 125049651]	[]
293_5980	chr1	16630067	16630467	+	954	37.0	[10.68806]	[219]	[6.0706253]	[153]	[16630307]	[16630241]
293_5981	chr1	16960636	16961036	+	962	37.0	[12.265705]	[180]	[]	[]	[16960871]	[]
293_5982	chr1	26771562	26771962	+	819	37.0	[]	[]	[10.68806, 10.68806]	[88, 124]	[]	[26771741, 26771777]
293_5985	chr1	39026295	39026695	+	939	37.0	[]	[]	[9.792437]	[137]	[]	[39026518]
293_5986	chr1	42682989	42683389	+	888	37.0	[11.779043, 6.313181]	[105, 162]	[]	[]	[42683167, 42683224]	[]
293_5988	chr1	113930165	113930565	+	899	37.0	[]	[]	[10.0477295, 14.252311]	[203, 207]	[]	[113930397, 113930401]
293_599	chr19	12777524	12777924	+	1000	81.5	[8.057231]	[80]	[]	[]	[12777685]	[]
293_5991	chr1	155173092	155173492	+	562	37.0	[]	[]	[7.9705]	[158]	[]	[155173281]
293_5992	chr1	162561594	162561994	+	967	37.0	[]	[]	[7.1055546, 7.5088573]	[143, 147]	[]	[162561824, 162561828]
293_5993	chr1	166489879	166490279	+	973	37.0	[]	[]	[7.9705]	[126]	[]	[166490102]
293_5998	chr1	211675788	211676188	+	884	37.0	[]	[]	[12.520998]	[144]	[]	[211676012]
293_5999	chr1	221969274	221969674	+	652	37.0	[14.252311]	[181]	[]	[]	[221969516]	[]
293_6	chrM	2259	2659	+	1000	821.5	[6.0706253]	[193]	[]	[]	[2488]	[]
293_60	chr22	22559024	22559424	+	1000	249.0	[]	[]	[12.520998]	[98]	[]	[22559201]
293_600	chr19	58183581	58183981	+	1000	81.5	[]	[]	[8.956747]	[107]	[]	[58183741]
293_6001	chr1	234608118	234608518	+	932	37.0	[]	[]	[7.1046667]	[122]	[]	[234608334]
293_6002	chr1	241696536	241696936	+	944	37.0	[]	[]	[7.5940995]	[155]	[]	[241696755]
293_6004	chr10	84328647	84329047	+	642	37.0	[]	[]	[10.534392, 7.5088573]	[170, 175]	[]	[84328891, 84328896]
293_6009	chr11	64888967	64889367	+	953	37.0	[]	[]	[14.252311]	[215]	[]	[64889204]
293_601	chr22	21876560	21876960	+	1000	81.5	[7.1046667]	[179]	[]	[]	[21876748]	[]
293_6010	chr11	65169933	65170333	+	905	37.0	[6.7998433]	[174]	[]	[]	[65170141]	[]
293_6011	chr11	75031328	75031728	+	761	37.0	[6.224293]	[134]	[]	[]	[75031554]	[]
293_6015	chr12	48409881	48410281	+	855	37.0	[9.495462]	[130]	[]	[]	[48410078]	[]
293_6016	chr12	49092217	49092617	+	893	37.0	[]	[]	[7.2199736]	[115]	[]	[49092393]
293_6017	chr12	57111590	57111990	+	844	37.0	[8.956747]	[167]	[]	[]	[57111811]	[]
293_6018	chr12	109999273	109999673	+	793	37.0	[]	[]	[7.0663056, 9.09216]	[169, 192]	[]	[109999457, 109999480]
293_602	chr22	22692722	22693122	+	1000	81.5	[9.788544]	[89]	[]	[]	[22692900]	[]
293_6026	chr14	100376148	100376548	+	984	37.0	[]	[]	[10.534392]	[191]	[]	[100376385]
293_6027	chr15	39920880	39921280	+	973	37.0	[6.763009]	[197]	[]	[]	[39921115]	[]
