#PeakID(python identify_motif.py ./ENCODE_processed_files/JUND_idr.fa JUND --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
658_29525	chr10	84478123	84478523	+	1000	57.0	[9.718622]	[109]	[11.827421]	[109]	[84478330]	[84478330]
658_29529	chr10	100229420	100229820	+	1000	57.0	[]	[]	[8.620539]	[112]	[]	[100229627]
658_29534	chr10	102245347	102245747	+	1000	57.0	[10.032628]	[145]	[8.369106]	[145]	[102245588]	[102245588]
658_29552	chr11	56624594	56624994	+	1000	57.0	[9.718622]	[122]	[6.389586, 11.827421]	[108, 122]	[56624805]	[56624791, 56624805]
658_29557	chr11	62713349	62713749	+	808	57.0	[6.765775, 6.6167903]	[74, 143]	[8.883204, 8.147932]	[74, 143]	[62713521, 62713590]	[62713521, 62713590]
658_2957	chr11	118911856	118912256	+	1000	243.0	[6.9437904, 10.826309]	[103, 118]	[9.105232, 13.223235]	[103, 118]	[118912056, 118912071]	[118912056, 118912071]
658_29571	chr11	114159201	114159601	+	579	57.0	[14.058652]	[122]	[15.887955]	[122]	[114159413]	[114159413]
658_2958	chr12	6278615	6279015	+	1000	243.0	[13.223235, 10.535975]	[109, 130]	[10.826309, 9.107981]	[109, 130]	[6278818, 6278839]	[6278818, 6278839]
658_29598	chr12	56120137	56120537	+	1000	57.0	[10.410505, 10.826309]	[84, 136]	[9.445623, 13.223235]	[84, 136]	[56120313, 56120365]	[56120313, 56120365]
658_29600	chr12	56941195	56941595	+	1000	57.0	[9.653064]	[75]	[11.482367]	[75]	[56941366]	[56941366]
658_29624	chr14	24429742	24430142	+	1000	57.0	[9.719484]	[113]	[7.821013]	[113]	[24429940]	[24429940]
658_29633	chr14	68685730	68686130	+	660	57.0	[13.200696]	[137]	[12.340323]	[137]	[68685945]	[68685945]
658_29645	chr15	45157081	45157481	+	1000	57.0	[11.827421]	[100]	[9.718622]	[100]	[45157273]	[45157273]
658_29649	chr15	56919237	56919637	+	1000	57.0	[9.653064]	[133]	[11.482367]	[133]	[56919466]	[56919466]
658_29650	chr15	56934293	56934693	+	1000	57.0	[7.0539017]	[94]	[8.595078]	[94]	[56934470]	[56934470]
658_29655	chr15	69305418	69305818	+	1000	57.0	[8.279789, 6.526481]	[100, 125]	[8.860666]	[100]	[69305601, 69305626]	[69305601]
658_29659	chr15	84912326	84912726	+	1000	57.0	[9.718622]	[108]	[11.827421]	[108]	[84912525]	[84912525]
658_29666	chr16	3654236	3654636	+	1000	57.0	[8.896491]	[64]	[9.468163]	[64]	[3654395]	[3654395]
658_29667	chr16	8635314	8635714	+	1000	57.0	[6.60213]	[76]	[]	[]	[8635484]	[]
658_29669	chr16	11181878	11182278	+	1000	57.0	[15.887955]	[110]	[14.058652]	[110]	[11182086]	[11182086]
658_29670	chr16	12971258	12971658	+	900	57.0	[10.826309]	[125]	[13.223235]	[125]	[12971473]	[12971473]
658_29695	chr17	8410277	8410677	+	1000	57.0	[6.7912354]	[190]	[7.261956]	[190]	[8410527]	[8410527]
658_297	chr13	112711699	112712099	+	1000	480.0	[13.200696]	[89]	[12.340323]	[89]	[112711887]	[112711887]
658_29701	chr17	32960876	32961276	+	1000	57.0	[10.826309]	[90]	[13.223235]	[90]	[32961059]	[32961059]
658_29707	chr17	39132127	39132527	+	1000	57.0	[9.990892, 9.990892, 9.105232]	[72, 96, 121]	[8.16159, 8.16159, 6.9437904]	[72, 96, 121]	[39132294, 39132318, 39132343]	[39132294, 39132318, 39132343]
658_29712	chr17	48522163	48522563	+	1000	57.0	[7.2844954]	[150]	[]	[]	[48522388]	[]
658_29713	chr17	50064635	50065035	+	1000	57.0	[13.223235]	[94]	[10.826309]	[94]	[50064829]	[50064829]
658_29725	chr17	81834984	81835384	+	1000	57.0	[14.169626]	[101]	[11.371393]	[101]	[81835178]	[81835178]
658_2973	chr3	170572839	170573239	+	1000	243.0	[14.058652, 7.421833]	[98, 138]	[15.887955]	[98]	[170573027, 170573067]	[170573027]
658_29744	chr19	10315834	10316234	+	1000	57.0	[11.482367]	[94]	[9.653064]	[94]	[10316009]	[10316009]
658_29750	chr19	15330992	15331392	+	1000	57.0	[15.887955]	[143]	[14.058652]	[143]	[15331218]	[15331218]
658_2976	chr6	125956506	125956906	+	1000	243.0	[6.4015837]	[121]	[7.6516085]	[121]	[125956709]	[125956709]
658_29776	chr19	49408796	49409196	+	1000	57.0	[8.16159]	[117]	[9.990892, 7.5176497]	[117, 142]	[49409003]	[49409003, 49409028]
658_2980	chr9	91192881	91193281	+	1000	243.0	[11.482367]	[91]	[9.653064]	[91]	[91193069]	[91193069]
658_29802	chr2	76268888	76269288	+	1000	57.0	[11.371393]	[94]	[14.169626]	[94]	[76269073]	[76269073]
658_29803	chr2	86837266	86837666	+	1000	57.0	[11.482367, 8.620539]	[89, 116]	[9.653064]	[89]	[86837455, 86837482]	[86837455]
658_29804	chr2	87455266	87455666	+	1000	57.0	[14.058652]	[52]	[15.887955]	[52]	[87455417]	[87455417]
658_29806	chr2	98134624	98135024	+	1000	57.0	[14.058652]	[139]	[15.887955]	[139]	[98134856]	[98134856]
658_29810	chr2	102632307	102632707	+	791	57.0	[14.058652]	[98]	[15.887955]	[98]	[102632488]	[102632488]
658_29811	chr2	111320971	111321371	+	1000	57.0	[11.393932]	[148]	[12.655612]	[148]	[111321218]	[111321218]
658_29818	chr2	180003562	180003962	+	1000	57.0	[11.371393]	[108]	[14.169626]	[108]	[180003759]	[180003759]
658_29819	chr2	189347496	189347896	+	1000	57.0	[10.826309]	[129]	[13.223235]	[129]	[189347720]	[189347720]
658_29821	chr2	190563043	190563443	+	1000	57.0	[9.990892]	[102]	[8.16159]	[102]	[190563245]	[190563245]
658_29828	chr2	219452874	219453274	+	1000	57.0	[9.464114, 9.990892]	[73, 136]	[8.90054, 8.16159]	[73, 136]	[219453030, 219453093]	[219453030, 219453093]
658_29829	chr2	230746187	230746587	+	1000	57.0	[15.887955]	[94]	[14.058652]	[94]	[230746375]	[230746375]
658_2983	chr1	234700176	234700576	+	1000	242.0	[12.655612]	[145]	[11.393932]	[145]	[234700399]	[234700399]
658_29849	chr20	49275689	49276089	+	1000	57.0	[8.706673]	[61]	[10.9372835]	[61]	[49275842]	[49275842]
658_29853	chr20	51984939	51985339	+	1000	57.0	[10.109092]	[152]	[7.031363]	[152]	[51985188]	[51985188]
658_29856	chr21	15749370	15749770	+	1000	57.0	[7.0539017, 6.950027]	[79, 86]	[8.595078]	[79]	[15749543, 15749550]	[15749543]
658_29858	chr21	35138677	35139077	+	1000	57.0	[10.9372835]	[158]	[8.706673]	[158]	[35138915]	[35138915]
658_29868	chr22	21457124	21457524	+	1000	57.0	[9.653064]	[110]	[11.482367]	[110]	[21457317]	[21457317]
658_29888	chr3	5126606	5127006	+	1000	57.0	[8.680293, 6.4477377]	[124, 155]	[10.575411, 6.495161, 7.0977836]	[124, 141, 155]	[5126825, 5126856]	[5126825, 5126842, 5126856]
658_29903	chr3	69712905	69713305	+	1000	57.0	[8.680293, 11.371393]	[93, 115]	[10.575411, 14.169626]	[93, 115]	[69713094, 69713116]	[69713094, 69713116]
658_29910	chr3	157606594	157606994	+	1000	57.0	[9.990892]	[162]	[8.16159]	[162]	[157606843]	[157606843]
658_29911	chr3	170181500	170181900	+	1000	57.0	[]	[]	[8.539239]	[105]	[]	[170181678]
658_29913	chr3	171376036	171376436	+	1000	57.0	[8.773093]	[140]	[7.2759295]	[140]	[171376262]	[171376262]
658_29914	chr3	172846633	172847033	+	1000	57.0	[11.393932]	[115]	[12.655612]	[115]	[172846844]	[172846844]
658_29920	chr4	10157741	10158141	+	1000	57.0	[9.949216]	[93]	[8.509564]	[93]	[10157933]	[10157933]
658_29922	chr4	32002009	32002409	+	1000	57.0	[7.5176497]	[100]	[]	[]	[32002197]	[]
658_29924	chr4	41938929	41939329	+	1000	57.0	[10.164422]	[149]	[9.005888]	[149]	[41939160]	[41939160]
658_29928	chr4	56800109	56800509	+	1000	57.0	[6.4392886]	[63]	[6.277556]	[63]	[56800270]	[56800270]
658_29930	chr4	71338848	71339248	+	1000	57.0	[14.058652]	[92]	[15.887955]	[92]	[71339035]	[71339035]
658_29931	chr4	73682420	73682820	+	1000	57.0	[15.887955]	[119]	[14.058652]	[119]	[73682631]	[73682631]
658_29939	chr4	108877854	108878254	+	1000	57.0	[15.887955]	[108]	[14.058652]	[108]	[108878056]	[108878056]
658_29942	chr4	128468389	128468789	+	1000	57.0	[10.257568, 8.00517]	[122, 141]	[8.353066, 9.882722]	[122, 141]	[128468604, 128468623]	[128468604, 128468623]
658_29945	chr4	150321102	150321502	+	1000	57.0	[]	[]	[7.142337]	[115]	[]	[150321288]
658_29946	chr4	153257065	153257465	+	1000	57.0	[9.990892]	[125]	[8.16159]	[125]	[153257287]	[153257287]
658_29950	chr4	182189508	182189908	+	1000	57.0	[9.718622]	[107]	[11.827421]	[107]	[182189704]	[182189704]
658_29957	chr5	80125833	80126233	+	1000	57.0	[14.058652]	[87]	[15.887955]	[87]	[80126014]	[80126014]
658_29963	chr5	99032478	99032878	+	1000	57.0	[7.592848]	[174]	[]	[]	[99032727]	[]
658_29965	chr5	109691978	109692378	+	1000	57.0	[14.169626]	[108]	[8.464041, 11.371393]	[104, 108]	[109692168]	[109692164, 109692168]
658_29969	chr5	135245979	135246379	+	1000	57.0	[10.9372835]	[101]	[8.706673]	[101]	[135246174]	[135246174]
658_2997	chr3	50316801	50317201	+	1000	242.0	[12.340323]	[105]	[13.200696]	[105]	[50317005]	[50317005]
658_29984	chr6	15908159	15908559	+	1000	57.0	[6.1808453, 8.509564]	[131, 156]	[6.327649, 9.949216]	[131, 156]	[15908380, 15908405]	[15908380, 15908405]
658_29996	chr6	28315627	28316027	+	1000	57.0	[6.93208]	[96]	[6.341168]	[96]	[28315798]	[28315798]
658_29998	chr6	28525628	28526028	+	1000	57.0	[]	[]	[8.040495]	[74]	[]	[28525780]
658_30013	chr6	68761277	68761677	+	1000	57.0	[]	[]	[8.170471]	[101]	[]	[68761469]
658_30017	chr6	106126050	106126450	+	1000	57.0	[9.441575]	[151]	[10.414554]	[151]	[106126254]	[106126254]
658_3002	chr5	159179003	159179403	+	1000	242.0	[15.887955]	[102]	[14.058652]	[102]	[159179199]	[159179199]
658_30022	chr6	119428660	119429060	+	1000	57.0	[9.990892]	[99]	[8.16159]	[99]	[119428846]	[119428846]
658_30041	chr7	66848459	66848859	+	1000	57.0	[12.340323]	[112]	[13.200696]	[112]	[66848667]	[66848667]
658_30049	chr7	121547504	121547904	+	884	57.0	[12.337575]	[127]	[9.608511]	[127]	[121547727]	[121547727]
658_3005	chr7	98418862	98419262	+	1000	242.0	[13.200696, 7.821013]	[83, 111]	[12.340323, 9.719484]	[83, 111]	[98419034, 98419062]	[98419034, 98419062]
658_30052	chr7	131235686	131236086	+	1000	57.0	[9.107981, 6.1900945]	[90, 149]	[10.535975, 6.5837955]	[90, 149]	[131235864, 131235923]	[131235864, 131235923]
658_3007	chr9	34992354	34992754	+	1000	242.0	[9.653064, 8.706673]	[124, 141]	[11.482367, 10.9372835]	[124, 141]	[34992567, 34992584]	[34992567, 34992584]
658_30088	chr8	128018741	128019141	+	1000	57.0	[12.132883]	[75]	[12.128834]	[75]	[128018907]	[128018907]
658_30096	chr9	37239475	37239875	+	1000	57.0	[12.132883]	[111]	[12.128834]	[111]	[37239677]	[37239677]
658_30099	chr9	90815331	90815731	+	1000	57.0	[8.90054]	[128]	[9.464114]	[128]	[90815525]	[90815525]
658_30104	chr9	124054644	124055044	+	1000	57.0	[12.655612, 7.142337]	[75, 117]	[11.393932]	[75]	[124054804, 124054846]	[124054804]
658_30106	chr9	128067675	128068075	+	1000	57.0	[11.547925]	[150]	[9.998118]	[150]	[128067924]	[128067924]
658_30120	chrX	118347123	118347523	+	1000	57.0	[7.333398, 6.3540196]	[72, 145]	[8.315582]	[72]	[118347290, 118347363]	[118347290]
658_30130	chr1	6911198	6911598	+	1000	56.0	[8.279789]	[111]	[6.650379, 8.860666, 8.164393]	[92, 111, 144]	[6911399]	[6911380, 6911399, 6911432]
658_30132	chr1	8668155	8668555	+	1000	56.0	[11.547925]	[96]	[9.998118]	[96]	[8668350]	[8668350]
658_30137	chr1	15893156	15893556	+	1000	56.0	[]	[]	[7.6028485]	[127]	[]	[15893367]
658_3016	chr11	117072540	117072940	+	1000	241.0	[10.109092, 8.706673]	[106, 116]	[7.031363, 10.9372835]	[106, 116]	[117072744, 117072754]	[117072744, 117072754]
658_30163	chr1	67561640	67562040	+	1000	56.0	[]	[]	[6.7076235]	[157]	[]	[67561883]
658_30165	chr1	92080042	92080442	+	1000	56.0	[]	[]	[6.650379]	[152]	[]	[92080280]
658_30169	chr1	110513487	110513887	+	1000	56.0	[12.340323]	[80]	[13.200696]	[80]	[110513667]	[110513667]
658_30176	chr1	150149572	150149972	+	1000	56.0	[9.107981]	[164]	[10.535975]	[164]	[150149787]	[150149787]
658_30181	chr1	159869163	159869563	+	1000	56.0	[8.16159, 8.706673]	[91, 131]	[9.990892, 10.9372835]	[91, 131]	[159869335, 159869375]	[159869335, 159869375]
658_30186	chr1	162380443	162380843	+	1000	56.0	[7.025225]	[174]	[]	[]	[162380690]	[]
658_30189	chr1	169321576	169321976	+	1000	56.0	[10.9372835]	[113]	[8.706673]	[113]	[169321768]	[169321768]
658_30196	chr1	203320485	203320885	+	1000	56.0	[8.90054]	[104]	[9.464114]	[104]	[203320679]	[203320679]
658_30208	chr1	231636164	231636564	+	1000	56.0	[14.169626]	[94]	[11.371393]	[94]	[231636354]	[231636354]
658_3021	chr16	34582025	34582425	+	1000	241.0	[7.195463]	[78]	[6.2868404]	[78]	[34582202]	[34582202]
658_30225	chr10	64519856	64520256	+	1000	56.0	[]	[]	[8.221637]	[139]	[]	[64520092]
658_30226	chr10	68897441	68897841	+	1000	56.0	[8.539239]	[128]	[]	[]	[68897654]	[]
658_30238	chr10	103479107	103479507	+	1000	56.0	[9.653064]	[103]	[11.482367]	[103]	[103479309]	[103479309]
658_30246	chr11	32379633	32380033	+	1000	56.0	[10.535975]	[134]	[9.107981]	[134]	[32379859]	[32379859]
658_30253	chr11	62012515	62012915	+	1000	56.0	[6.423249]	[134]	[6.502496]	[134]	[62012747]	[62012747]
658_30266	chr11	76916699	76917099	+	1000	56.0	[]	[]	[6.850379]	[160]	[]	[76916927]
658_30271	chr11	100719793	100720193	+	1000	56.0	[11.393932]	[101]	[12.655612]	[101]	[100719986]	[100719986]
658_30273	chr11	112255312	112255712	+	1000	56.0	[8.706673]	[113]	[10.9372835]	[113]	[112255521]	[112255521]
658_30279	chr12	2640688	2641088	+	1000	56.0	[11.393932, 9.107981]	[74, 120]	[12.655612, 10.535975]	[74, 120]	[2640858, 2640904]	[2640858, 2640904]
658_30282	chr12	12835287	12835687	+	1000	56.0	[9.653064]	[96]	[11.482367]	[96]	[12835478]	[12835478]
658_30287	chr12	32115663	32116063	+	1000	56.0	[8.90054]	[176]	[9.464114]	[176]	[32115905]	[32115905]
658_30294	chr12	53340373	53340773	+	1000	56.0	[13.223235]	[128]	[10.826309]	[128]	[53340581]	[53340581]
658_3032	chr7	4971552	4971952	+	1000	241.0	[15.887955]	[127]	[14.058652]	[127]	[4971776]	[4971776]
658_30324	chr14	28831149	28831549	+	1000	56.0	[10.826309]	[99]	[13.223235]	[99]	[28831335]	[28831335]
658_30327	chr14	60965372	60965772	+	814	56.0	[11.437814, 7.678693]	[99, 139]	[10.508272, 8.582502]	[99, 139]	[60965569, 60965609]	[60965569, 60965609]
658_3033	chr8	9074878	9075278	+	1000	241.0	[11.371393]	[150]	[14.169626]	[150]	[9075113]	[9075113]
658_30330	chr14	69651669	69652069	+	1000	56.0	[9.718622]	[93]	[11.827421]	[93]	[69651851]	[69651851]
658_30334	chr15	29815377	29815777	+	1000	56.0	[7.025225]	[128]	[7.025225]	[71]	[29815589]	[29815532]
658_30353	chr15	81107849	81108249	+	1000	56.0	[]	[]	[7.275246]	[142]	[]	[81108082]
658_30354	chr15	85118118	85118518	+	1000	56.0	[6.3923345]	[106]	[7.3954625]	[106]	[85118316]	[85118316]
658_3038	chr1	222455403	222455803	+	1000	240.0	[]	[]	[7.5176497]	[78]	[]	[222455581]
658_30385	chr16	83807800	83808200	+	1000	56.0	[6.341168]	[164]	[6.93208]	[164]	[83808043]	[83808043]
658_3039	chr11	8826434	8826834	+	1000	240.0	[14.058652]	[120]	[15.887955]	[120]	[8826643]	[8826643]
658_30393	chr17	1713105	1713505	+	1000	56.0	[6.9437904]	[147]	[9.105232]	[147]	[1713347]	[1713347]
658_30394	chr17	2137331	2137731	+	1000	56.0	[8.883204]	[109]	[6.765775]	[109]	[2137530]	[2137530]
658_30399	chr17	27805430	27805830	+	1000	56.0	[9.653064]	[103]	[11.482367]	[103]	[27805628]	[27805628]
658_30402	chr17	29663131	29663531	+	1000	56.0	[6.850379]	[104]	[]	[]	[29663314]	[]
658_30407	chr17	38579865	38580265	+	1000	56.0	[13.223235]	[106]	[10.826309]	[106]	[38580068]	[38580068]
658_30409	chr17	39229267	39229667	+	1000	56.0	[11.393932]	[119]	[12.655612]	[119]	[39229465]	[39229465]
658_3042	chr12	49265449	49265849	+	1000	240.0	[8.706673]	[104]	[10.9372835]	[104]	[49265652]	[49265652]
658_30433	chr17	78356374	78356774	+	884	56.0	[6.231771, 6.429603]	[135, 197]	[6.23582]	[135]	[78356549, 78356611]	[78356549]
658_30440	chr18	3454675	3455075	+	1000	56.0	[]	[]	[9.116862, 6.850379]	[130, 144]	[]	[3454900, 3454914]
658_30445	chr18	31102957	31103357	+	1000	56.0	[13.223235]	[95]	[10.826309]	[95]	[31103149]	[31103149]
658_30449	chr18	74251610	74252010	+	1000	56.0	[8.706673]	[109]	[10.9372835]	[109]	[74251815]	[74251815]
658_30486	chr2	9378325	9378725	+	1000	56.0	[11.371393]	[106]	[14.169626]	[106]	[9378529]	[9378529]
658_3049	chr20	59021054	59021454	+	1000	240.0	[13.223235]	[147]	[10.826309]	[147]	[59021288]	[59021288]
658_30493	chr2	41922190	41922590	+	1000	56.0	[]	[]	[7.3430686]	[91]	[]	[41922377]
658_305	chr5	57693073	57693473	+	1000	478.0	[13.200696, 14.058652]	[87, 112]	[12.340323, 15.887955]	[87, 112]	[57693259, 57693284]	[57693259, 57693284]
658_30505	chr2	65377666	65378066	+	1000	56.0	[13.223235]	[116]	[10.826309]	[116]	[65377880]	[65377880]
658_30506	chr2	70301168	70301568	+	1000	56.0	[11.437814]	[120]	[10.508272]	[120]	[70301374]	[70301374]
658_3052	chr6	150072186	150072586	+	1000	240.0	[11.482367]	[103]	[9.653064, 6.429603]	[103, 136]	[150072386]	[150072386, 150072419]
658_30528	chr2	191038378	191038778	+	1000	56.0	[13.223235]	[115]	[10.826309]	[115]	[191038581]	[191038581]
658_30534	chr2	226835810	226836210	+	1000	56.0	[7.6516085]	[150]	[6.4015837]	[150]	[226836037]	[226836037]
658_30535	chr2	233564070	233564470	+	1000	56.0	[10.826309]	[135]	[13.223235]	[135]	[233564290]	[233564290]
658_30538	chr20	16528099	16528499	+	1000	56.0	[7.997545, 9.718622]	[97, 104]	[11.827421]	[104]	[16528295, 16528302]	[16528302]
658_30552	chr21	14690882	14691282	+	1000	56.0	[10.410505]	[133]	[9.445623]	[133]	[14691105]	[14691105]
658_30569	chr22	45064534	45064934	+	1000	56.0	[8.119912]	[116]	[10.338868, 6.876749]	[116, 126]	[45064744]	[45064744, 45064754]
658_3057	chr1	229024627	229025027	+	1000	239.0	[12.655612, 11.482367, 6.278107]	[91, 105, 132]	[11.393932, 9.653064]	[91, 105]	[229024808, 229024822, 229024849]	[229024808, 229024822]
658_30576	chr3	11478553	11478953	+	1000	56.0	[12.128834]	[119]	[12.132883]	[119]	[11478765]	[11478765]
658_30587	chr3	43587268	43587668	+	1000	56.0	[9.758823]	[128]	[8.207925]	[128]	[43587443]	[43587443]
658_30595	chr3	115819772	115820172	+	1000	56.0	[9.441575]	[126]	[10.414554]	[126]	[115819975]	[115819975]
658_30597	chr3	131216907	131217307	+	1000	56.0	[13.200696]	[111]	[12.340323]	[111]	[131217117]	[131217117]
658_30599	chr3	152976286	152976686	+	1000	56.0	[6.1941433]	[125]	[6.5797467]	[125]	[152976490]	[152976490]
658_30600	chr3	155179498	155179898	+	1000	56.0	[7.1697526]	[98]	[]	[]	[155179675]	[]
658_30611	chr4	6855938	6856338	+	1000	56.0	[11.393932]	[130]	[12.655612]	[130]	[6856164]	[6856164]
658_30623	chr4	98686831	98687231	+	1000	56.0	[7.218002, 8.746108]	[142, 149]	[10.509596]	[149]	[98687062, 98687069]	[98687069]
658_3064	chr16	3020772	3021172	+	1000	239.0	[9.653064]	[107]	[11.482367]	[107]	[3020976]	[3020976]
658_30647	chr5	126998066	126998466	+	1000	56.0	[7.9106913]	[151]	[]	[]	[126998298]	[]
658_30648	chr5	127705051	127705451	+	1000	56.0	[15.887955]	[111]	[14.058652]	[111]	[127705255]	[127705255]
658_30654	chr5	145848952	145849352	+	1000	56.0	[9.116862, 11.482367]	[99, 115]	[9.653064]	[115]	[145849145, 145849161]	[145849161]
658_3067	chr19	54518827	54519227	+	1000	239.0	[10.826309]	[92]	[13.223235]	[92]	[54519015]	[54519015]
658_30696	chr6	119621160	119621560	+	1000	56.0	[11.371393]	[122]	[14.169626]	[122]	[119621363]	[119621363]
658_30708	chr7	923329	923729	+	1000	56.0	[8.706673]	[116]	[10.9372835]	[116]	[923530]	[923530]
658_3071	chr3	170999795	171000195	+	1000	239.0	[9.653064]	[87]	[11.482367]	[87]	[170999977]	[170999977]
658_30721	chr7	91893032	91893432	+	1000	56.0	[15.887955]	[94]	[14.058652]	[94]	[91893217]	[91893217]
658_30728	chr7	101137120	101137520	+	1000	56.0	[10.9372835, 7.5176497]	[60, 89]	[8.706673]	[60]	[101137275, 101137304]	[101137275]
658_30733	chr7	129903028	129903428	+	1000	56.0	[12.655612]	[94]	[11.393932]	[94]	[129903208]	[129903208]
658_3075	chr6	29813843	29814243	+	1000	239.0	[11.371393]	[100]	[14.169626]	[100]	[29814033]	[29814033]
658_30755	chr8	58513213	58513613	+	1000	56.0	[7.284811]	[108]	[]	[]	[58513420]	[]
658_30763	chr8	102756641	102757041	+	1000	56.0	[12.655612, 10.535975]	[100, 146]	[11.393932, 9.107981]	[100, 146]	[102756830, 102756876]	[102756830, 102756876]
658_30766	chr8	104670775	104671175	+	1000	56.0	[10.826309]	[161]	[13.223235]	[161]	[104671013]	[104671013]
658_30776	chr9	68699064	68699464	+	724	56.0	[10.535975]	[100]	[9.107981]	[100]	[68699254]	[68699254]
658_30777	chr9	88950815	88951215	+	1000	56.0	[14.058652]	[103]	[15.887955]	[103]	[88951008]	[88951008]
658_30781	chr9	94139880	94140280	+	1000	56.0	[11.393932]	[116]	[12.655612]	[116]	[94140091]	[94140091]
658_30792	chr9	127578971	127579371	+	1000	56.0	[10.9372835, 7.1781626]	[90, 153]	[8.706673, 6.7809033]	[90, 153]	[127579158, 127579221]	[127579158, 127579221]
658_30795	chr9	129229597	129229997	+	1000	56.0	[6.776855]	[119]	[7.182211]	[119]	[129229798]	[129229798]
658_30809	chrX	54994882	54995282	+	1000	56.0	[13.200696]	[131]	[6.850379, 12.340323]	[113, 131]	[54995102]	[54995084, 54995102]
658_30836	chr1	32760081	32760481	+	1000	55.0	[8.16159]	[89]	[9.990892]	[89]	[32760269]	[32760269]
658_30843	chr1	45954504	45954904	+	1000	55.0	[11.393932]	[142]	[12.655612]	[142]	[45954710]	[45954710]
658_30850	chr1	55192099	55192499	+	1000	55.0	[8.773093]	[129]	[7.2759295]	[129]	[55192323]	[55192323]
658_30852	chr1	58999697	59000097	+	1000	55.0	[6.6347375]	[108]	[8.170471, 7.5703087]	[104, 108]	[58999903]	[58999899, 58999903]
658_30878	chr1	174692308	174692708	+	1000	55.0	[11.393932]	[119]	[12.655612]	[119]	[174692510]	[174692510]
658_3088	chr17	1589950	1590350	+	1000	238.0	[8.595078, 9.990892]	[96, 106]	[7.0539017, 8.16159]	[96, 106]	[1590141, 1590151]	[1590141, 1590151]
658_309	chr17	77834469	77834869	+	1000	477.0	[14.169626]	[100]	[11.371393]	[100]	[77834667]	[77834667]
658_3090	chr17	77450321	77450721	+	1000	238.0	[11.482367]	[103]	[9.653064]	[103]	[77450524]	[77450524]
658_30902	chr10	21166876	21167276	+	1000	55.0	[8.480081]	[123]	[]	[]	[21167099]	[]
658_30907	chr10	31318175	31318575	+	1000	55.0	[11.547925]	[184]	[9.998118]	[184]	[31318410]	[31318410]
658_30914	chr10	60414725	60415125	+	1000	55.0	[10.109092]	[118]	[6.2821555, 7.031363]	[87, 118]	[60414928]	[60414897, 60414928]
658_30915	chr10	60664862	60665262	+	1000	55.0	[6.7168727, 12.655612]	[68, 103]	[11.393932]	[103]	[60665029, 60665064]	[60665064]
658_30927	chr10	99141082	99141482	+	1000	55.0	[9.107981, 15.887955]	[114, 140]	[10.535975, 14.058652]	[114, 140]	[99141279, 99141305]	[99141279, 99141305]
