#PeakID(python identify_motif.py ./ENCODE_processed_files/SRF_idr.fa SRF --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
49_36686	chr17	35912434	35912834	+	723	38.0	[5.6204414]	[107]	[2.3744664]	[107]	[35912585]	[35912585]
49_36699	chr17	45740468	45740868	+	588	38.0	[5.256014]	[125]	[2.4444578]	[125]	[45740669]	[45740669]
49_367	chr9	122112940	122113340	+	1000	567.0	[12.32802]	[97]	[10.38541]	[97]	[122113128]	[122113128]
49_36707	chr17	50094199	50094599	+	813	38.0	[]	[]	[2.9767365]	[138]	[]	[50094431]
49_3673	chr8	39950608	39951008	+	1000	116.0	[17.54071]	[107]	[14.892951]	[107]	[39950814]	[39950814]
49_36738	chr17	82215006	82215406	+	628	38.0	[4.6634045]	[97]	[]	[]	[82215175]	[]
49_36739	chr17_GL000205v2_random	73467	73867	+	604	38.0	[7.0031357, 9.196315]	[189, 222]	[4.2738113, 11.210488]	[189, 222]	[73682, 73715]	[73682, 73715]
49_3675	chr8	104363516	104363916	+	1000	116.0	[9.68026]	[92]	[13.033171]	[92]	[104363707]	[104363707]
49_36754	chr18	9878841	9879241	+	794	38.0	[5.5479236]	[99]	[6.353051]	[99]	[9879030]	[9879030]
49_36774	chr19	4523253	4523653	+	751	38.0	[6.9367356]	[82]	[3.4554012]	[82]	[4523419]	[4523419]
49_36797	chr19	35420311	35420711	+	642	38.0	[6.6374507]	[126]	[7.1854954]	[126]	[35420487]	[35420487]
49_3680	chrX	40479694	40480094	+	1000	116.0	[14.892951]	[88]	[17.54071]	[88]	[40479875]	[40479875]
49_3681	chrX	47817425	47817825	+	1000	116.0	[4.9784184, 4.6205497, 12.613283]	[71, 92, 114]	[2.8091698, 12.57791]	[92, 114]	[47817590, 47817611, 47817633]	[47817611, 47817633]
49_36811	chr19	48339362	48339762	+	696	38.0	[6.1397586]	[207]	[4.1617765]	[207]	[48339609]	[48339609]
49_36822	chr19	51960638	51961038	+	747	38.0	[7.251801]	[121]	[6.089997]	[121]	[51960810]	[51960810]
49_36829	chr2	6885024	6885424	+	804	38.0	[6.763919]	[166]	[7.9199734]	[166]	[6885253]	[6885253]
49_36846	chr2	33574048	33574448	+	726	38.0	[18.801544]	[156]	[18.801544]	[156]	[33574282]	[33574282]
49_36856	chr2	47507669	47508069	+	780	38.0	[8.419427]	[106]	[9.1245775]	[106]	[47507873]	[47507873]
49_3686	chr1	184162201	184162601	+	1000	115.0	[7.407259]	[121]	[7.5356817]	[121]	[184162407]	[184162407]
49_36878	chr2	95022309	95022709	+	565	38.0	[8.668092]	[106]	[11.444276]	[106]	[95022507]	[95022507]
49_36879	chr2	96478264	96478664	+	800	38.0	[10.38541]	[119]	[12.32802]	[119]	[96478468]	[96478468]
49_36882	chr2	101342070	101342470	+	781	38.0	[5.128815]	[174]	[]	[]	[101342286]	[]
49_3689	chr1	230151757	230152157	+	1000	115.0	[12.689945]	[89]	[13.47666]	[89]	[230151923]	[230151923]
49_36891	chr2	120899125	120899525	+	809	38.0	[3.4554012]	[141]	[6.433223]	[141]	[120899349]	[120899349]
49_36893	chr2	133986123	133986523	+	672	38.0	[9.1245775]	[130]	[8.419427]	[130]	[133986333]	[133986333]
49_36908	chr2	170251272	170251672	+	778	38.0	[9.68026]	[99]	[13.033171]	[99]	[170251470]	[170251470]
49_3691	chr10	70558965	70559365	+	1000	115.0	[3.9118865]	[55]	[3.9118865]	[55]	[70559116]	[70559116]
49_36914	chr2	174007561	174007961	+	756	38.0	[13.033171]	[164]	[9.68026]	[164]	[174007804]	[174007804]
49_36925	chr2	204360531	204360931	+	790	38.0	[14.892951]	[145]	[17.54071]	[145]	[204360766]	[204360766]
49_3693	chr11	3710751	3711151	+	1000	115.0	[6.103162]	[105]	[3.7854621]	[105]	[3710950]	[3710950]
49_36932	chr2	230984252	230984652	+	813	38.0	[13.033171, 13.033171, 13.033171]	[68, 105, 130]	[9.68026, 9.68026, 9.68026]	[68, 105, 130]	[230984411, 230984448, 230984473]	[230984411, 230984448, 230984473]
49_36935	chr2	235433915	235434315	+	714	38.0	[4.6417913]	[70]	[]	[]	[235434080]	[]
49_36939	chr2	241730854	241731254	+	751	38.0	[11.317077]	[128]	[8.704689]	[128]	[241731081]	[241731081]
49_36963	chr20	45819904	45820304	+	772	38.0	[5.9977975]	[100]	[4.688775]	[100]	[45820087]	[45820087]
49_36967	chr20	46721016	46721416	+	571	38.0	[4.5568156]	[174]	[2.972681, 2.5009332]	[174, 216]	[46721214]	[46721214, 46721256]
49_3697	chr11	78431985	78432385	+	1000	115.0	[12.576686]	[82]	[12.201596]	[82]	[78432158]	[78432158]
49_36999	chr21	46063281	46063681	+	718	38.0	[8.239278]	[122]	[11.317077]	[122]	[46063477]	[46063477]
49_370	chr2	73716891	73717291	+	1000	563.0	[6.2082367]	[96]	[3.368263]	[96]	[73717086]	[73717086]
49_3700	chr12	113846209	113846609	+	1000	115.0	[9.68026]	[109]	[13.033171]	[109]	[113846415]	[113846415]
49_37006	chr22	16788838	16789238	+	813	38.0	[6.110681]	[120]	[3.093856]	[120]	[16789022]	[16789022]
49_37011	chr22	19044309	19044709	+	803	38.0	[2.7454853]	[103]	[]	[]	[19044497]	[]
49_3702	chr15	64071961	64072361	+	1000	115.0	[5.5529118]	[109]	[2.5102332]	[109]	[64072170]	[64072170]
49_37020	chr22	19583040	19583440	+	793	38.0	[6.5254154]	[92]	[5.8567076]	[92]	[19583215]	[19583215]
49_37041	chr22	20687423	20687823	+	760	38.0	[6.5254154]	[97]	[6.3221188]	[97]	[20687594]	[20687594]
49_37048	chr22	21110357	21110757	+	786	38.0	[4.6634045]	[104]	[]	[]	[21110528]	[]
49_3707	chr18	50544698	50545098	+	1000	115.0	[13.47666]	[134]	[12.689945]	[134]	[50544917]	[50544917]
49_37074	chr22	39900841	39901241	+	802	38.0	[5.84601]	[113]	[6.287725]	[113]	[39901051]	[39901051]
49_371	chr3	43086691	43087091	+	1000	563.0	[9.68026]	[96]	[13.033171]	[96]	[43086884]	[43086884]
49_3712	chr2	157183031	157183431	+	1000	115.0	[13.033171]	[104]	[9.68026]	[104]	[157183231]	[157183231]
49_37137	chr3	136187192	136187592	+	749	38.0	[13.588854]	[82]	[14.294004]	[82]	[136187373]	[136187373]
49_3714	chr2	216408585	216408985	+	1000	115.0	[13.588854]	[86]	[14.294004]	[86]	[216408769]	[216408769]
49_3715	chr22	28544636	28545036	+	1000	115.0	[13.47666]	[102]	[12.689945]	[102]	[28544833]	[28544833]
49_37157	chr3	172673094	172673494	+	565	38.0	[3.9645486]	[119]	[]	[]	[172673301]	[]
49_37169	chr3	187522985	187523385	+	793	38.0	[2.7442608, 2.8553252]	[92, 173]	[6.65914]	[173]	[187523144, 187523225]	[187523225]
49_37173	chr3	194258295	194258695	+	746	38.0	[12.57791]	[166]	[12.147872]	[166]	[194258532]	[194258532]
49_37183	chr4	7073491	7073891	+	617	38.0	[]	[]	[5.6065793]	[218]	[]	[7073739]
49_37197	chr4	78599250	78599650	+	686	38.0	[6.7211742]	[182]	[2.8553252]	[182]	[78599465]	[78599465]
49_37199	chr4	87019334	87019734	+	743	38.0	[4.1158285]	[191]	[]	[]	[87019572]	[]
49_372	chr19	5271102	5271502	+	1000	562.0	[14.294004]	[99]	[13.588854]	[99]	[5271300]	[5271300]
49_37208	chr4	112208718	112209118	+	794	38.0	[8.419427]	[99]	[9.1245775]	[99]	[112208906]	[112208906]
49_3721	chr5	10504071	10504471	+	1000	115.0	[7.408483]	[122]	[7.443856]	[122]	[10504275]	[10504275]
49_37217	chr4	147453465	147453865	+	767	38.0	[7.4690695]	[124]	[7.2148223]	[124]	[147453676]	[147453676]
49_37242	chr5	29005553	29005953	+	699	38.0	[14.892951]	[107]	[17.54071]	[107]	[29005747]	[29005747]
49_3725	chr6	134416354	134416754	+	1000	115.0	[3.4554012]	[99]	[6.433223]	[99]	[134416552]	[134416552]
49_37252	chr5	72283447	72283847	+	735	38.0	[8.241509]	[163]	[7.2976894]	[163]	[72283671]	[72283671]
49_37266	chr5	95857070	95857470	+	811	38.0	[12.57791]	[143]	[12.147872]	[143]	[95857228]	[95857228]
49_3727	chr7	6956122	6956522	+	1000	115.0	[7.7082863]	[106]	[3.5686607]	[106]	[6956326]	[6956326]
49_37280	chr5	132776051	132776451	+	768	38.0	[]	[]	[5.62807]	[62]	[]	[132776207]
49_37286	chr5	137220511	137220911	+	666	38.0	[2.4662921]	[109]	[5.619217]	[109]	[137220703]	[137220703]
49_3729	chr7	44959301	44959701	+	1000	115.0	[12.74905]	[99]	[12.51038]	[99]	[44959494]	[44959494]
49_3731	chr7	141838587	141838987	+	1000	115.0	[]	[]	[2.524629]	[142]	[]	[141838811]
49_37312	chr6	2973557	2973957	+	745	38.0	[6.3414493]	[99]	[5.8447857]	[99]	[2973732]	[2973732]
49_37318	chr6	5294802	5295202	+	804	38.0	[2.6779554]	[197]	[]	[]	[5295002]	[]
49_3732	chr7	143255608	143256008	+	1000	115.0	[11.844076]	[110]	[8.562728]	[110]	[143255816]	[143255816]
49_37323	chr6	7159799	7160199	+	810	38.0	[7.492418]	[166]	[8.069145]	[166]	[7159973]	[7159973]
49_37337	chr6	14984287	14984687	+	777	38.0	[]	[]	[2.5673332]	[111]	[]	[14984480]
49_3734	chr9	78033866	78034266	+	1000	115.0	[18.801544]	[97]	[18.801544]	[97]	[78034062]	[78034062]
49_37350	chr6	25676802	25677202	+	798	38.0	[6.88005]	[95]	[5.871373]	[95]	[25676960]	[25676960]
49_37357	chr6	26523791	26524191	+	820	38.0	[2.4845183]	[177]	[4.490918]	[177]	[26524019]	[26524019]
49_3737	chrX	131305899	131306299	+	1000	115.0	[14.892951]	[117]	[17.54071]	[117]	[131306104]	[131306104]
49_3738	chrY	12394883	12395283	+	1000	115.0	[13.47666]	[92]	[12.689945]	[92]	[12395075]	[12395075]
49_37382	chr6	34714587	34714987	+	579	38.0	[6.01715]	[187]	[6.6502337]	[187]	[34714814]	[34714814]
49_37388	chr6	36603948	36604348	+	765	38.0	[]	[]	[3.5037353]	[195]	[]	[36604163]
49_37397	chr6	41455402	41455802	+	735	38.0	[9.68026]	[65]	[13.033171]	[65]	[41455562]	[41455562]
49_37398	chr6	41967310	41967710	+	713	38.0	[5.2441273]	[118]	[]	[]	[41967463]	[]
49_374	chr3	129699200	129699600	+	1000	562.0	[13.47666]	[105]	[12.689945]	[105]	[129699403]	[129699403]
49_3740	chr1	35787492	35787892	+	1000	114.0	[6.519191]	[104]	[2.4511287]	[104]	[35787670]	[35787670]
49_37406	chr6	43944889	43945289	+	801	38.0	[5.455706]	[123]	[]	[]	[43945093]	[]
49_37410	chr6	44192617	44193017	+	721	38.0	[5.65542]	[167]	[6.026879]	[167]	[44192849]	[44192849]
49_37417	chr6	49782915	49783315	+	748	38.0	[8.241509]	[183]	[7.2976894]	[183]	[49783105]	[49783105]
49_3742	chr1	45046289	45046689	+	1000	114.0	[18.801544]	[99]	[18.801544]	[99]	[45046477]	[45046477]
49_37424	chr6	87079003	87079403	+	812	38.0	[6.4814744]	[151]	[6.388424]	[151]	[87079242]	[87079242]
49_37440	chr6	135090925	135091325	+	784	38.0	[5.973209]	[160]	[6.716539]	[160]	[135091138]	[135091138]
49_37444	chr6	137169805	137170205	+	640	38.0	[10.9407625]	[170]	[8.668092]	[170]	[137170027]	[137170027]
49_37445	chr6	137715749	137716149	+	754	38.0	[5.1141853]	[114]	[]	[]	[137715918]	[]
49_37446	chr6	137901468	137901868	+	796	38.0	[5.7529755]	[193]	[6.2392516]	[193]	[137901681]	[137901681]
49_3745	chr1	147084516	147084916	+	1000	114.0	[6.9351807]	[62]	[8.07037]	[62]	[147084672]	[147084672]
49_37463	chr6	156925736	156926136	+	676	38.0	[2.916625]	[152]	[]	[]	[156925947]	[]
49_37464	chr6	157335783	157336183	+	636	38.0	[4.3933625]	[101]	[]	[]	[157335980]	[]
49_37466	chr6	158905252	158905652	+	726	38.0	[]	[]	[5.2933364]	[62]	[]	[158905404]
49_37468	chr6	160253574	160253974	+	719	38.0	[7.892218]	[109]	[7.9637814]	[109]	[160253748]	[160253748]
49_37469	chr6	161047368	161047768	+	793	38.0	[6.415562]	[134]	[5.7058635]	[134]	[161047594]	[161047594]
49_37474	chr7	423258	423658	+	666	38.0	[11.488216, 12.489548]	[78, 104]	[8.601787, 11.97661]	[78, 104]	[423420, 423446]	[423420, 423446]
49_37478	chr7	6078588	6078988	+	810	38.0	[8.182405, 9.081313]	[146, 179]	[8.263968, 9.081313]	[146, 179]	[6078800, 6078833]	[6078800, 6078833]
49_37495	chr7	26140071	26140471	+	811	38.0	[6.807183]	[172]	[7.320121]	[172]	[26140255]	[26140255]
49_375	chr1	173355100	173355500	+	1000	560.0	[11.844076]	[108]	[8.562728]	[108]	[173355305]	[173355305]
49_37501	chr7	38107432	38107832	+	788	38.0	[6.560788]	[125]	[6.286746]	[125]	[38107646]	[38107646]
49_37503	chr7	38660450	38660850	+	658	38.0	[5.654196]	[147]	[6.118705]	[147]	[38660697]	[38660697]
49_37513	chr7	75791463	75791863	+	707	38.0	[7.320121]	[147]	[6.807183]	[147]	[75791677]	[75791677]
49_37533	chr7	102938857	102939257	+	817	38.0	[3.7854621]	[159]	[6.103162]	[159]	[102939040]	[102939040]
49_37551	chr7	107099985	107100385	+	793	38.0	[2.366932]	[93]	[2.8334134]	[93]	[107100169]	[107100169]
49_37552	chr7	107119316	107119716	+	688	38.0	[6.353051]	[173]	[6.516847]	[173]	[107119503]	[107119503]
49_3759	chr15	65942424	65942824	+	1000	114.0	[3.350037]	[108]	[7.3365355]	[108]	[65942624]	[65942624]
49_37593	chr7	130910941	130911341	+	803	38.0	[3.4554012]	[112]	[6.9367356]	[112]	[130911150]	[130911150]
49_376	chr3	171462246	171462646	+	1000	559.0	[10.9407625]	[94]	[8.668092]	[94]	[171462439]	[171462439]
49_3760	chr15	79958673	79959073	+	1000	114.0	[12.427513]	[102]	[11.97661]	[102]	[79958866]	[79958866]
49_37604	chr7	135247413	135247813	+	782	38.0	[6.5935097]	[174]	[7.251801]	[174]	[135247617]	[135247617]
49_37609	chr7	139041102	139041502	+	558	38.0	[4.490918]	[137]	[2.422484]	[137]	[139041334]	[139041334]
49_3761	chr16	28212079	28212479	+	1000	114.0	[3.3732328]	[98]	[5.8471293]	[98]	[28212274]	[28212274]
49_37613	chr7	140506116	140506516	+	585	38.0	[14.294004]	[190]	[13.588854]	[190]	[140506357]	[140506357]
49_37616	chr7	142804161	142804561	+	618	38.0	[13.033171]	[119]	[9.68026]	[119]	[142804331]	[142804331]
49_37623	chr7	151187683	151188083	+	561	38.0	[5.871373]	[85]	[6.88005]	[85]	[151187854]	[151187854]
49_37630	chr7	155323247	155323647	+	834	38.0	[5.17622]	[184]	[]	[]	[155323462]	[]
49_3764	chr16	65765082	65765482	+	1000	114.0	[13.47666]	[107]	[12.689945]	[107]	[65765271]	[65765271]
49_37645	chr8	28443652	28444052	+	794	38.0	[13.47666]	[140]	[12.689945]	[140]	[28443891]	[28443891]
49_37654	chr8	41125728	41126128	+	746	38.0	[7.4772544]	[85]	[8.969119]	[85]	[41125884]	[41125884]
49_37664	chr8	70401775	70402175	+	775	38.0	[5.8417954]	[128]	[]	[]	[70401993]	[]
49_37685	chr8	129576516	129576916	+	756	38.0	[5.6151924, 4.6205497]	[118, 188]	[5.654196, 2.8091698]	[118, 188]	[129576685, 129576755]	[129576685, 129576755]
49_37687	chr8	134714197	134714597	+	809	38.0	[2.4073205]	[102]	[5.390892]	[102]	[134714387]	[134714387]
49_3769	chr19	12801579	12801979	+	1000	114.0	[]	[]	[5.0806165]	[159]	[]	[12801823]
49_37691	chr8	143736404	143736804	+	564	38.0	[7.694056]	[151]	[7.3639946]	[151]	[143736566]	[143736566]
49_37692	chr8	144770607	144771007	+	604	38.0	[5.17622]	[91]	[]	[]	[144770761]	[]
49_37698	chr9	37106312	37106712	+	760	38.0	[9.68026]	[94]	[13.033171]	[94]	[37106499]	[37106499]
49_377	chr19	38674879	38675279	+	1000	558.0	[13.104909]	[97]	[12.471321]	[97]	[38675074]	[38675074]
49_37705	chr9	92671300	92671700	+	635	38.0	[6.103162]	[146]	[3.7854621]	[146]	[92671515]	[92671515]
49_37713	chr9	120847800	120848200	+	742	38.0	[3.9838767, 4.9215856]	[160, 169]	[2.7208073]	[160]	[120847977, 120847986]	[120847977]
49_37719	chr9	128231383	128231783	+	774	38.0	[]	[]	[6.35568]	[93]	[]	[128231545]
49_37730	chr9	131790409	131790809	+	798	38.0	[9.68026]	[112]	[13.033171]	[112]	[131790621]	[131790621]
49_37749	chrUn_KI270744v1	152047	152447	+	709	38.0	[]	[]	[4.7171288]	[102]	[]	[152223]
49_37756	chrX	63425296	63425696	+	737	38.0	[8.07037]	[119]	[6.9351807]	[119]	[63425512]	[63425512]
49_37768	chrX	154530525	154530925	+	736	38.0	[2.4810548, 9.68026]	[93, 103]	[4.6634045, 13.033171]	[93, 103]	[154530718, 154530728]	[154530718, 154530728]
49_37776	chr1	1897199	1897599	+	754	37.0	[5.0246882]	[82]	[]	[]	[1897358]	[]
49_37784	chr1	10045905	10046305	+	576	37.0	[2.466425]	[94]	[4.4246125]	[94]	[10046076]	[10046076]
49_37788	chr1	12410176	12410576	+	673	37.0	[6.978445]	[63]	[7.408483]	[63]	[12410331]	[12410331]
49_3779	chr21	43783959	43784359	+	1000	114.0	[12.689945]	[99]	[13.47666]	[99]	[43784153]	[43784153]
49_37793	chr1	14423368	14423768	+	738	37.0	[5.8265595]	[134]	[5.9239764]	[134]	[14423584]	[14423584]
49_37799	chr1	19253152	19253552	+	767	37.0	[]	[]	[2.5673332]	[175]	[]	[19253386]
49_37805	chr1	25028798	25029198	+	746	37.0	[12.32802]	[104]	[10.38541]	[104]	[25028996]	[25028996]
49_37818	chr1	27377742	27378142	+	665	37.0	[6.3987813]	[115]	[7.424165]	[115]	[27377932]	[27377932]
49_37821	chr1	27823063	27823463	+	581	37.0	[13.632117]	[117]	[13.632117]	[117]	[27823239]	[27823239]
49_37833	chr1	33455812	33456212	+	788	37.0	[6.301286]	[91]	[5.7529755]	[91]	[33455987]	[33455987]
49_37847	chr1	41996877	41997277	+	701	37.0	[17.54071, 5.751751]	[106, 153]	[14.892951, 6.3310776]	[106, 153]	[41997067, 41997114]	[41997067, 41997114]
49_37856	chr1	47193946	47194346	+	769	37.0	[]	[]	[4.619341]	[92]	[]	[47194137]
49_37859	chr1	50266004	50266404	+	652	37.0	[8.669316]	[113]	[11.352449]	[113]	[50266195]	[50266195]
49_37873	chr1	65257222	65257622	+	613	37.0	[5.019141]	[150]	[]	[]	[65257467]	[]
49_37875	chr1	65523655	65524055	+	703	37.0	[9.68026]	[86]	[13.033171]	[86]	[65523812]	[65523812]
49_37876	chr1	67882204	67882604	+	773	37.0	[2.9714565]	[151]	[5.114053]	[151]	[67882443]	[67882443]
49_37897	chr1	116757286	116757686	+	602	37.0	[5.391781]	[89]	[2.3769279]	[89]	[116757447]	[116757447]
49_379	chr18	2889671	2890071	+	1000	557.0	[13.104909]	[101]	[12.471321]	[101]	[2889866]	[2889866]
49_3791	chr6	125202165	125202565	+	1000	114.0	[4.288975]	[133]	[6.103162]	[133]	[125202367]	[125202367]
49_37925	chr1	167758710	167759110	+	642	37.0	[2.9848778]	[181]	[2.8564546]	[181]	[167758959]	[167758959]
49_3793	chr7	3159050	3159450	+	1000	114.0	[12.689945]	[93]	[13.47666]	[93]	[3159240]	[3159240]
49_37933	chr1	173426116	173426516	+	693	37.0	[5.788348]	[64]	[6.2659135]	[64]	[173426277]	[173426277]
49_3794	chr7	39238084	39238484	+	1000	114.0	[10.715776]	[90]	[8.51892]	[90]	[39238272]	[39238272]
49_3795	chr7	75807748	75808148	+	1000	114.0	[14.892951]	[115]	[17.54071]	[115]	[75807951]	[75807951]
49_37953	chr1	193124281	193124681	+	728	37.0	[]	[]	[3.5037353]	[92]	[]	[193124452]
49_37959	chr1	202656392	202656792	+	772	37.0	[3.4554012]	[107]	[6.433223]	[107]	[202656593]	[202656593]
49_3796	chr7	100152385	100152785	+	1000	114.0	[4.986854]	[101]	[3.0080535]	[101]	[100152569]	[100152569]
49_3797	chr7	106749983	106750383	+	1000	114.0	[17.54071]	[93]	[14.892951]	[93]	[106750172]	[106750172]
49_37970	chr1	206641108	206641508	+	556	37.0	[7.536359]	[175]	[8.00284]	[175]	[206641328]	[206641328]
49_37987	chr1	221562565	221562965	+	720	37.0	[9.68026]	[104]	[13.033171]	[104]	[221562760]	[221562760]
49_37991	chr1	224217772	224218172	+	691	37.0	[5.390206]	[149]	[5.5670576]	[149]	[224217940]	[224217940]
49_37996	chr1	229199539	229199939	+	751	37.0	[2.4444578]	[83]	[5.256014]	[83]	[229199701]	[229199701]
49_38	chr1	150163149	150163549	+	1000	1226.0	[18.801544]	[101]	[18.801544]	[101]	[150163350]	[150163350]
49_38008	chr1	235063132	235063532	+	770	37.0	[4.2870903]	[137]	[2.4444578]	[137]	[235063362]	[235063362]
49_38020	chr1	247377567	247377967	+	592	37.0	[12.689945]	[101]	[13.47666]	[101]	[247377764]	[247377764]
49_38029	chr10	15871094	15871494	+	782	37.0	[]	[]	[2.524629]	[89]	[]	[15871275]
49_38044	chr10	35268835	35269235	+	773	37.0	[]	[]	[5.584129]	[103]	[]	[35269018]
49_38051	chr10	43599214	43599614	+	629	37.0	[]	[]	[5.17622]	[158]	[]	[43599461]
49_38052	chr10	45407662	45408062	+	635	37.0	[7.7076006]	[101]	[6.6663632]	[101]	[45407860]	[45407860]
49_38076	chr10	72311739	72312139	+	797	37.0	[5.8567076]	[105]	[6.5254154]	[105]	[72311931]	[72311931]
49_38085	chr10	77970339	77970739	+	790	37.0	[6.286746]	[120]	[6.560788]	[120]	[77970554]	[77970554]
49_38092	chr10	103197093	103197493	+	692	37.0	[2.7440205]	[131]	[5.0246882]	[131]	[103197283]	[103197283]
49_381	chr10	34944001	34944401	+	1000	556.0	[13.47666]	[105]	[12.689945]	[105]	[34944203]	[34944203]
49_3810	chr9	38645709	38646109	+	1000	114.0	[13.104909]	[97]	[12.471321]	[97]	[38645905]	[38645905]
49_38109	chr11	18685989	18686389	+	658	37.0	[5.655814]	[220]	[]	[]	[18686217]	[]
49_3811	chr9	94414774	94415174	+	1000	114.0	[8.419427]	[116]	[9.1245775]	[116]	[94414983]	[94414983]
49_38119	chr11	47705666	47706066	+	634	37.0	[6.433223]	[82]	[3.4554012]	[82]	[47705818]	[47705818]
49_38128	chr11	61948507	61948907	+	692	37.0	[4.943046]	[140]	[]	[]	[61948693]	[]
49_38131	chr11	62398526	62398926	+	759	37.0	[6.3896484]	[106]	[6.3896484]	[106]	[62398725]	[62398725]
49_38149	chr11	72955575	72955975	+	745	37.0	[7.9637814]	[89]	[7.892218]	[89]	[72955759]	[72955759]
49_3815	chr1	11881713	11882113	+	1000	113.0	[14.892951]	[127]	[17.54071]	[127]	[11881923]	[11881923]
49_38163	chr11	95517784	95518184	+	681	37.0	[13.632117]	[101]	[13.632117]	[101]	[95517982]	[95517982]
49_38177	chr12	4762798	4763198	+	728	37.0	[3.368263]	[112]	[6.2082367]	[112]	[4762994]	[4762994]
49_38181	chr12	13101146	13101546	+	584	37.0	[2.4427254]	[103]	[2.707981]	[103]	[13101345]	[13101345]
49_38188	chr12	27869477	27869877	+	764	37.0	[2.7901492]	[138]	[3.0288188]	[138]	[27869685]	[27869685]
49_38195	chr12	47871637	47872037	+	764	37.0	[4.3062243]	[155]	[]	[]	[47871794]	[]
49_382	chr6	30682073	30682473	+	1000	554.0	[11.844076]	[107]	[8.562728]	[107]	[30682274]	[30682274]
49_38230	chr12	110095155	110095555	+	748	37.0	[2.9714565]	[173]	[4.61054]	[173]	[110095396]	[110095396]
49_38238	chr12	121425255	121425655	+	761	37.0	[5.322937]	[129]	[6.203879]	[129]	[121425482]	[121425482]
49_38248	chr12	124866276	124866676	+	659	37.0	[2.3769279]	[105]	[5.391781]	[105]	[124866433]	[124866433]
49_38255	chr13	24591812	24592212	+	626	37.0	[12.201596]	[88]	[12.576686]	[88]	[24591978]	[24591978]
49_38256	chr13	26972067	26972467	+	609	37.0	[5.45693]	[138]	[]	[]	[26972232]	[]
49_38258	chr13	35713277	35713677	+	702	37.0	[17.54071]	[145]	[14.892951]	[145]	[35713504]	[35713504]
49_38269	chr13	80609408	80609808	+	701	37.0	[2.4901874]	[116]	[6.163332]	[116]	[80609560]	[80609560]
49_38275	chr13	90920444	90920844	+	558	37.0	[2.3791316]	[280]	[4.585177]	[280]	[90920627]	[90920627]
49_38300	chr13	97429467	97429867	+	627	37.0	[8.07037]	[98]	[6.9351807]	[98]	[97429628]	[97429628]
49_38311	chr14	31237049	31237449	+	699	37.0	[6.3987813]	[104]	[7.424165]	[104]	[31237234]	[31237234]
49_38312	chr14	34044352	34044752	+	783	37.0	[8.9991455]	[133]	[8.49522]	[133]	[34044565]	[34044565]
49_38317	chr14	65301877	65302277	+	724	37.0	[5.881383]	[123]	[6.7177634]	[123]	[65302100]	[65302100]
49_38319	chr14	69580000	69580400	+	755	37.0	[2.4444578]	[156]	[5.256014]	[156]	[69580248]	[69580248]
49_38326	chr14	75170844	75171244	+	771	37.0	[]	[]	[5.17622]	[121]	[]	[75171036]
49_38344	chr15	48719595	48719995	+	749	37.0	[5.9539895]	[101]	[3.560476]	[101]	[48719791]	[48719791]
49_38351	chr15	62894309	62894709	+	794	37.0	[13.632117]	[138]	[13.632117]	[138]	[62894519]	[62894519]
49_38352	chr15	63522265	63522665	+	755	37.0	[2.413525]	[96]	[5.264582]	[96]	[63522445]	[63522445]
49_38353	chr15	63523074	63523474	+	729	37.0	[5.264582]	[116]	[]	[]	[63523290]	[]
49_38356	chr15	64267261	64267661	+	672	37.0	[17.54071]	[96]	[14.892951]	[96]	[64267433]	[64267433]
49_38357	chr15	64841987	64842387	+	666	37.0	[6.466311]	[102]	[7.2883983]	[102]	[64842186]	[64842186]
49_38358	chr15	65275730	65276130	+	721	37.0	[6.2476873, 4.2870903]	[123, 145]	[6.9166474, 2.4444578]	[123, 145]	[65275942, 65275964]	[65275942, 65275964]
