#PeakID(python identify_motif.py ./ENCODE_processed_files/CEBPG_idr.fa CEBPG --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
582_1	chrM	12078	12478	+	1000	1345.0	[5.465889, 6.002267]	[92, 147]	[]	[]	[12259, 12314]	[]
582_2981	chr2	197927961	197928361	+	1000	91.0	[10.481071]	[105]	[9.623465]	[104]	[197928159]	[197928158]
582_2988	chr4	48698255	48698655	+	1000	91.0	[11.015635]	[114]	[6.266632]	[113]	[48698461]	[48698460]
582_299	chr17	38853639	38854039	+	1000	222.0	[11.166897]	[107]	[11.166897]	[106]	[38853842]	[38853841]
582_2990	chr5	52455952	52456352	+	1000	91.0	[15.617505]	[114]	[15.617505]	[113]	[52456152]	[52456151]
582_3001	chr1	99665222	99665622	+	1000	90.5	[5.17492]	[124]	[5.9220176]	[102]	[99665434]	[99665412]
582_301	chr2	175166219	175166619	+	1000	220.5	[14.722584]	[101]	[11.654483]	[100]	[175166415]	[175166414]
582_302	chr6	3338911	3339311	+	1000	220.5	[5.9220176]	[98]	[]	[]	[3339102]	[]
582_3020	chr2	152611709	152612109	+	1000	90.5	[9.197866]	[133]	[9.901916]	[132]	[152611928]	[152611927]
582_303	chr10	3668307	3668707	+	1000	220.0	[10.636991]	[105]	[11.503221]	[104]	[3668512]	[3668511]
582_3033	chr6	17297557	17297957	+	1000	90.5	[11.910557]	[104]	[10.636991]	[103]	[17297759]	[17297758]
582_3039	chr1	101193714	101194114	+	1000	90.0	[11.910557, 6.616287]	[106, 132]	[10.636991]	[105]	[101193917, 101193943]	[101193916]
582_3046	chr12	90091181	90091581	+	1000	90.0	[]	[]	[5.5146813]	[101]	[]	[90091381]
582_3047	chr12	93127733	93128133	+	1000	90.0	[15.617505]	[99]	[11.192318]	[98]	[93127929]	[93127928]
582_3049	chr18	31661995	31662395	+	1000	90.0	[15.12992]	[95]	[11.247147]	[94]	[31662190]	[31662189]
582_3054	chr2	204691816	204692216	+	1000	90.0	[15.617505]	[115]	[10.604535]	[114]	[204692022]	[204692021]
582_3056	chr22	17562848	17563248	+	1000	90.0	[5.7242174]	[98]	[7.540198]	[97]	[17563042]	[17563041]
582_3058	chr3	19945623	19946023	+	1000	90.0	[11.910557]	[103]	[10.636991]	[102]	[19945823]	[19945822]
582_3059	chr3	71062023	71062423	+	1000	90.0	[14.722584]	[98]	[11.247147]	[97]	[71062218]	[71062217]
582_306	chr1	116882110	116882510	+	1000	219.5	[11.422971]	[120]	[6.6739683]	[119]	[116882324]	[116882323]
582_3060	chr5	56763789	56764189	+	1000	90.0	[5.830307]	[143]	[7.3027105]	[142]	[56764006]	[56764005]
582_3064	chr7	127390753	127391153	+	1000	90.0	[11.009659]	[108]	[10.810822]	[107]	[127390958]	[127390957]
582_3065	chr8	9551176	9551576	+	1000	90.0	[]	[]	[5.5146813]	[104]	[]	[9551376]
582_3072	chr1	91500603	91501003	+	1000	89.5	[10.604535]	[69]	[11.192318, 9.148765]	[68, 150]	[91500770]	[91500769, 91500851]
582_3075	chr11	62622198	62622598	+	1000	89.5	[10.481071]	[112]	[9.216128]	[111]	[62622401]	[62622400]
582_308	chr6	53629936	53630336	+	1000	219.0	[5.9220176]	[97]	[]	[]	[53630132]	[]
582_3083	chr16	84823596	84823996	+	1000	89.5	[10.636991, 5.3427215]	[104, 144]	[11.910557]	[103]	[84823794, 84823834]	[84823793]
582_3089	chr2	208254067	208254467	+	1000	89.5	[6.2118034]	[88]	[11.503221]	[87]	[208254248]	[208254247]
582_3101	chr6	73855052	73855452	+	1000	89.5	[5.9388933]	[122]	[8.302944]	[121]	[73855229]	[73855228]
582_3106	chr7	141460753	141461153	+	1000	89.5	[5.9220176]	[103]	[]	[]	[141460953]	[]
582_311	chr6	125780897	125781297	+	1000	218.5	[5.9220176]	[125]	[]	[]	[125781111]	[]
582_3114	chr1	173149865	173150265	+	1000	89.0	[7.3027105]	[102]	[5.5711503]	[121]	[173150057]	[173150076]
582_3116	chr10	61899879	61900279	+	1000	89.0	[6.3856335]	[109]	[10.602323]	[108]	[61900085]	[61900084]
582_3117	chr10	104577977	104578377	+	1000	89.0	[5.9220176]	[111]	[]	[]	[104578181]	[]
582_3119	chr11	35927772	35928172	+	1000	89.0	[10.229654, 6.266632, 5.4490643]	[91, 109, 135]	[11.910557, 11.015635]	[90, 108]	[35927959, 35927977, 35928003]	[35927958, 35927976]
582_3124	chr13	107413011	107413411	+	1000	89.0	[11.910557]	[103]	[10.636991]	[102]	[107413207]	[107413206]
582_3126	chr14	88750945	88751345	+	1000	89.0	[14.722584]	[130]	[11.654483]	[129]	[88751157]	[88751156]
582_3129	chr15	64105306	64105706	+	1000	89.0	[10.073735]	[128]	[9.216128]	[127]	[64105512]	[64105511]
582_3136	chr2	187553392	187553792	+	1000	89.0	[6.616287, 11.503221]	[95, 103]	[10.636991]	[102]	[187553582, 187553590]	[187553589]
582_3139	chr4	150348133	150348533	+	1000	89.0	[11.247147]	[87]	[15.12992]	[86]	[150348320]	[150348319]
582_314	chr9	87714800	87715200	+	1000	218.5	[10.636991]	[104]	[11.910557]	[103]	[87715001]	[87715000]
582_3141	chr4	162939080	162939480	+	1000	89.0	[]	[]	[5.830307, 5.5146813]	[93, 104]	[]	[162939269, 162939280]
582_3145	chr6	30060911	30061311	+	1000	89.0	[5.1833205]	[203]	[]	[]	[30061119]	[]
582_3146	chr6	136415352	136415752	+	1000	89.0	[10.229654]	[119]	[11.910557]	[118]	[136415568]	[136415567]
582_315	chr9	125243264	125243664	+	1000	218.5	[]	[]	[5.5146813]	[120]	[]	[125243469]
582_3150	chr8	125593957	125594357	+	1000	89.0	[11.192318]	[97]	[15.617505]	[96]	[125594149]	[125594148]
582_3153	chr1	43404350	43404750	+	1000	88.5	[]	[]	[5.9220176]	[114]	[]	[43404553]
582_3163	chr12	23655119	23655519	+	1000	88.5	[11.910557]	[90]	[10.636991]	[89]	[23655308]	[23655307]
582_3165	chr14	95185366	95185766	+	1000	88.5	[10.1494055]	[105]	[7.947534]	[104]	[95185564]	[95185563]
582_317	chr1	91201207	91201607	+	1000	218.0	[15.617505]	[93]	[15.617505]	[92]	[91201397]	[91201396]
582_3172	chr19	11346476	11346876	+	1000	88.5	[6.8953743]	[105]	[5.830307]	[104]	[11346668]	[11346667]
582_3175	chr20	53656746	53657146	+	1000	88.5	[9.623465, 6.5180492]	[92, 120]	[10.481071, 9.1358795]	[91, 119]	[53656925, 53656953]	[53656924, 53656952]
582_3179	chr6	10722646	10723046	+	1000	88.5	[6.2118034]	[98]	[7.485369]	[97]	[10722838]	[10722837]
582_3191	chr11	3057251	3057651	+	1000	88.0	[5.5146813]	[79]	[]	[]	[3057418]	[]
582_3192	chr11	61964573	61964973	+	1000	88.0	[11.192318]	[152]	[11.192318]	[151]	[61964806]	[61964805]
582_3195	chr14	52873728	52874128	+	1000	88.0	[5.9220176, 7.3027105]	[102, 116]	[5.422971]	[115]	[52873925, 52873939]	[52873938]
582_3199	chr19	55259166	55259566	+	1000	88.0	[10.810822]	[109]	[6.584471]	[108]	[55259371]	[55259370]
582_3200	chr19	58554933	58555333	+	1000	88.0	[6.532173]	[94]	[]	[]	[58555114]	[]
582_3202	chr20	3811417	3811817	+	1000	88.0	[11.654483]	[100]	[14.722584]	[99]	[3811616]	[3811615]
582_3204	chr22	28629379	28629779	+	1000	88.0	[]	[]	[5.9220176]	[121]	[]	[28629586]
582_321	chr7	151226985	151227385	+	1000	217.5	[6.374935]	[103]	[]	[]	[151227184]	[]
582_3217	chr7	139915746	139916146	+	1000	88.0	[6.002267]	[166]	[5.3023133]	[165]	[139915982]	[139915981]
582_3218	chr7	142608622	142609022	+	1000	88.0	[5.9220176]	[101]	[]	[]	[142608818]	[]
582_3219	chr8	123058206	123058606	+	1000	88.0	[6.0291443, 5.361567]	[110, 129]	[]	[]	[123058408, 123058427]	[]
582_3220	chr8	141290199	141290599	+	1000	88.0	[5.873225, 11.910557]	[135, 150]	[10.636991]	[149]	[141290411, 141290426]	[141290425]
582_3224	chr1	151281528	151281928	+	1000	87.5	[6.9395094]	[99]	[]	[]	[151281718]	[]
582_3229	chr11	13183381	13183781	+	1000	87.5	[9.901916, 5.531557]	[107, 133]	[9.197866]	[106]	[13183580, 13183606]	[13183579]
582_3230	chr12	116406556	116406956	+	1000	87.5	[10.1494055]	[93]	[5.830307]	[110]	[116406730]	[116406747]
582_3231	chr13	91070446	91070846	+	1000	87.5	[6.5180492]	[246]	[9.1358795]	[245]	[91070652]	[91070651]
582_3237	chr18	9931626	9932026	+	1000	87.5	[10.810822]	[157]	[11.009659]	[156]	[9931845]	[9931844]
582_3240	chr2	279419	279819	+	1000	87.5	[11.910557]	[99]	[10.636991]	[98]	[279612]	[279611]
582_3242	chr2	12719753	12720153	+	1000	87.5	[11.910557]	[107]	[10.229654]	[106]	[12719954]	[12719953]
582_3246	chr2	203786958	203787358	+	810	87.5	[]	[]	[5.9220176]	[94]	[]	[203787146]
582_3247	chr22	20429829	20430229	+	1000	87.5	[11.503221]	[101]	[10.229654]	[100]	[20430030]	[20430029]
582_3248	chr3	150371791	150372191	+	1000	87.5	[10.1494055]	[138]	[7.540198]	[137]	[150372005]	[150372004]
582_3251	chr6	27838184	27838584	+	1000	87.5	[6.532173]	[124]	[]	[]	[27838375]	[]
582_3253	chr6	165830668	165831068	+	1000	87.5	[]	[]	[5.9220176]	[142]	[]	[165830895]
582_3257	chr7	97027654	97028054	+	1000	87.5	[10.604535]	[118]	[15.617505]	[117]	[97027864]	[97027863]
582_3258	chr7	98922642	98923042	+	1000	87.5	[]	[]	[5.5146813, 5.361567]	[103, 111]	[]	[98922845, 98922853]
582_3260	chr8	130518954	130519354	+	1000	87.5	[15.617505]	[102]	[15.617505]	[101]	[130519155]	[130519154]
582_3273	chr11	65117703	65118103	+	1000	87.0	[6.4773445]	[104]	[]	[]	[65117892]	[]
582_3275	chr15	80173230	80173630	+	1000	87.0	[11.503221]	[161]	[10.636991]	[160]	[80173457]	[80173456]
582_3278	chr18	9073648	9074048	+	1000	87.0	[6.202975]	[116]	[6.202975]	[115]	[9073854]	[9073853]
582_3280	chr19	18677994	18678394	+	1000	87.0	[11.910557]	[86]	[10.636991]	[85]	[18678166]	[18678165]
582_3284	chr2	83221238	83221638	+	1000	87.0	[15.617505]	[98]	[15.617505]	[97]	[83221435]	[83221434]
582_3292	chr4	74531947	74532347	+	1000	87.0	[5.5146813]	[107]	[]	[]	[74532151]	[]
582_3293	chr4	109072589	109072989	+	1000	87.0	[9.993486, 11.009659, 7.540198]	[78, 93, 150]	[5.6604424, 10.810822, 9.742069]	[77, 92, 149]	[109072767, 109072782, 109072839]	[109072766, 109072781, 109072838]
582_3295	chr4	159047540	159047940	+	1000	87.0	[9.901916]	[156]	[8.79053]	[155]	[159047743]	[159047742]
582_3297	chr5	54083259	54083659	+	1000	87.0	[11.192318]	[89]	[15.210169]	[88]	[54083447]	[54083446]
582_33	chr10	21724598	21724998	+	1000	518.0	[15.12992]	[101]	[11.654483]	[100]	[21724794]	[21724793]
582_330	chr3	171967174	171967574	+	1000	215.0	[]	[]	[5.5146813]	[105]	[]	[171967370]
582_3302	chr7	123622601	123623001	+	1000	87.0	[9.197866]	[118]	[9.494579]	[117]	[123622812]	[123622811]
582_3304	chrX	53713844	53714244	+	1000	87.0	[]	[]	[5.9220176]	[106]	[]	[53714050]
582_3305	chrX	120021959	120022359	+	1000	87.0	[10.229654]	[118]	[11.503221]	[117]	[120022163]	[120022162]
582_3306	chr1	16206303	16206703	+	1000	86.5	[6.2118034]	[116]	[11.910557]	[115]	[16206512]	[16206511]
582_3308	chr1	183635825	183636225	+	1000	86.5	[]	[]	[10.902532]	[116]	[]	[183636037]
582_331	chr6	15368165	15368565	+	1000	215.0	[5.9220176]	[97]	[]	[]	[15368359]	[]
582_3322	chr17	44636509	44636909	+	1000	86.5	[7.3027105]	[111]	[5.830307]	[110]	[44636709]	[44636708]
582_3323	chr18	9915541	9915941	+	1000	86.5	[7.540198]	[110]	[10.1494055]	[109]	[9915744]	[9915743]
582_3337	chr4	45527151	45527551	+	1000	86.5	[11.247147, 6.2118034]	[92, 132]	[6.0351205, 15.12992, 11.910557]	[76, 91, 131]	[45527343, 45527383]	[45527327, 45527342, 45527382]
582_334	chr9	19161688	19162088	+	1000	214.0	[11.503221, 6.055884]	[96, 150]	[10.229654, 9.623465]	[95, 149]	[19161883, 19161937]	[19161882, 19161936]
582_3344	chr6	34835008	34835408	+	1000	86.5	[8.79053]	[129]	[9.901916]	[128]	[34835222]	[34835221]
582_3347	chr7	116353550	116353950	+	1000	86.5	[10.1494055]	[106]	[7.947534]	[105]	[116353749]	[116353748]
582_3349	chr7	124076821	124077221	+	1000	86.5	[7.4599485, 5.830307, 9.742069]	[75, 122, 143]	[6.186383, 7.947534]	[74, 142]	[124076975, 124077022, 124077043]	[124076974, 124077042]
582_3355	chr1	67054014	67054414	+	1000	86.0	[10.229654]	[106]	[11.910557]	[105]	[67054218]	[67054217]
582_3358	chr1	234963145	234963545	+	1000	86.0	[]	[]	[6.4773445]	[174]	[]	[234963394]
582_3361	chr10	114937989	114938389	+	1000	86.0	[]	[]	[5.5146813]	[128]	[]	[114938201]
582_3363	chr12	69739861	69740261	+	1000	86.0	[7.947534]	[93]	[10.1494055]	[92]	[69740047]	[69740046]
582_3367	chr14	39174776	39175176	+	1000	86.0	[5.422971]	[151]	[7.3027105]	[150]	[39175010]	[39175009]
582_3376	chr3	58471415	58471815	+	1000	86.0	[5.2670517]	[126]	[]	[]	[58471632]	[]
582_3379	chr4	38169620	38170020	+	1000	86.0	[5.9220176]	[103]	[]	[]	[38169814]	[]
582_3380	chr4	178611038	178611438	+	1000	86.0	[10.902532]	[102]	[]	[]	[178611239]	[]
582_3384	chr6	124883021	124883421	+	1000	86.0	[10.810822, 5.468101]	[90, 124]	[11.009659, 9.623465]	[89, 123]	[124883210, 124883244]	[124883209, 124883243]
582_3385	chr6	139862308	139862708	+	1000	86.0	[15.617505]	[96]	[11.192318]	[95]	[139862503]	[139862502]
582_3390	chr1	232704707	232705107	+	1000	85.5	[11.910557]	[125]	[10.636991]	[124]	[232704915]	[232704914]
582_3393	chr10	84156725	84157125	+	1000	85.5	[7.485369]	[143]	[6.2118034, 6.4773445]	[142, 195]	[84156905]	[84156904, 84156957]
582_3397	chr12	24679186	24679586	+	1000	85.5	[11.910557, 11.503221]	[99, 118]	[10.636991, 10.636991]	[98, 117]	[24679382, 24679401]	[24679381, 24679400]
582_340	chr15	62119401	62119801	+	1000	213.0	[]	[]	[5.9220176]	[106]	[]	[62119604]
582_3404	chr15	60408416	60408816	+	1000	85.5	[11.503221]	[130]	[10.636991]	[129]	[60408623]	[60408622]
582_3426	chr6	105809645	105810045	+	1000	85.5	[11.910557]	[107]	[10.636991, 6.0351205]	[106, 136]	[105809841]	[105809840, 105809870]
582_3428	chr7	108225563	108225963	+	1000	85.5	[9.197866]	[116]	[9.901916]	[115]	[108225762]	[108225761]
582_3432	chr9	2158319	2158719	+	1000	85.5	[15.210169]	[104]	[11.192318]	[103]	[2158522]	[2158521]
582_3433	chr9	109733626	109734026	+	1000	85.5	[10.229654]	[97]	[11.910557]	[96]	[109733799]	[109733798]
582_3436	chr1	22053437	22053837	+	1000	85.0	[]	[]	[6.9395094]	[98]	[]	[22053633]
582_3439	chr1	101071495	101071895	+	1000	85.0	[5.7790465]	[132]	[]	[]	[101071647]	[]
582_3441	chr1	155880845	155881245	+	1000	85.0	[10.636991]	[118]	[11.910557]	[117]	[155881051]	[155881050]
582_3442	chr1	210467655	210468055	+	1000	85.0	[]	[]	[5.9220176]	[88]	[]	[210467838]
582_3443	chr1	245058444	245058844	+	1000	85.0	[7.046636]	[100]	[10.3232355]	[99]	[245058640]	[245058639]
582_3460	chr16	20825898	20826298	+	1000	85.0	[11.910557]	[114]	[10.636991]	[113]	[20826103]	[20826102]
582_3463	chr17	31318184	31318584	+	1000	85.0	[]	[]	[5.9220176]	[102]	[]	[31318383]
582_3472	chr21	34996670	34997070	+	1000	85.0	[9.623465]	[131]	[6.055884]	[130]	[34996891]	[34996890]
582_3482	chr7	26187855	26188255	+	1000	85.0	[]	[]	[5.9220176]	[125]	[]	[26188067]
582_3500	chr12	70571061	70571461	+	1000	84.5	[15.617505]	[103]	[15.210169]	[102]	[70571256]	[70571255]
582_3501	chr12	108696026	108696426	+	1000	84.5	[7.3027105]	[100]	[5.830307]	[99]	[108696224]	[108696223]
582_3502	chr13	22428060	22428460	+	1000	84.5	[]	[]	[5.9220176]	[105]	[]	[22428256]
582_3508	chr19	2783203	2783603	+	1000	84.5	[10.495195]	[115]	[]	[]	[2783395]	[]
582_3509	chr2	158603204	158603604	+	1000	84.5	[11.166897]	[105]	[11.166897]	[104]	[158603403]	[158603402]
582_3513	chr21	25244705	25245105	+	1000	84.5	[]	[]	[5.9220176]	[120]	[]	[25244916]
582_3516	chr4	16229581	16229981	+	1000	84.5	[6.6965365, 11.247147]	[72, 138]	[6.0291443, 15.12992]	[71, 137]	[16229734, 16229800]	[16229733, 16229799]
582_3518	chr5	54874617	54875017	+	1000	84.5	[9.623465]	[97]	[10.073735]	[96]	[54874813]	[54874812]
582_352	chr10	99430614	99431014	+	1000	211.0	[5.5146813]	[105]	[]	[]	[99430815]	[]
582_3520	chr6	14944596	14944996	+	1000	84.5	[]	[]	[5.531557, 5.9220176]	[85, 95]	[]	[14944781, 14944791]
582_3522	chr6	40378142	40378542	+	1000	84.5	[10.602323]	[109]	[10.810822]	[108]	[40378342]	[40378341]
582_3524	chr6	111335771	111336171	+	1000	84.5	[10.1494055]	[110]	[7.947534]	[109]	[111335961]	[111335960]
582_3526	chr6	154847338	154847738	+	1000	84.5	[15.617505]	[94]	[11.192318]	[93]	[154847529]	[154847528]
582_3528	chr7	112789771	112790171	+	1000	84.5	[10.810822]	[107]	[6.584471]	[106]	[112789970]	[112789969]
582_3535	chr1	207633227	207633627	+	1000	84.0	[11.910557]	[101]	[10.636991]	[100]	[207633422]	[207633421]
582_3541	chr13	107918204	107918604	+	1000	84.0	[]	[]	[5.1868024]	[179]	[]	[107918424]
582_3544	chr15	63198595	63198995	+	1000	84.0	[10.1494055]	[121]	[]	[]	[63198811]	[]
582_3558	chr4	687216	687616	+	1000	84.0	[8.79053]	[193]	[5.476728]	[192]	[687436]	[687435]
582_356	chr4	94207413	94207813	+	1000	211.0	[]	[]	[10.495195]	[88]	[]	[94207600]
582_3563	chr5	179623544	179623944	+	1000	84.0	[5.9352713]	[137]	[10.495195]	[112]	[179623777]	[179623752]
582_3568	chr7	118662254	118662654	+	1000	84.0	[10.1494055]	[103]	[7.947534]	[102]	[118662451]	[118662450]
582_3569	chr7	157041048	157041448	+	1000	84.0	[]	[]	[5.5146813]	[99]	[]	[157041236]
582_3572	chr1	159880004	159880404	+	1000	83.5	[7.485369, 5.7790465, 10.704732]	[77, 90, 127]	[5.62402, 11.654483]	[76, 126]	[159880169, 159880182, 159880219]	[159880168, 159880218]
582_3574	chr1	228463723	228464123	+	1000	83.5	[11.390118]	[168]	[9.009261]	[167]	[228463952]	[228463951]
582_3577	chr11	36702608	36703008	+	1000	83.5	[]	[]	[5.5146813]	[114]	[]	[36702812]
582_3588	chr2	32558475	32558875	+	1000	83.5	[]	[]	[5.9220176]	[95]	[]	[32558659]
582_359	chr7	69824679	69825079	+	1000	211.0	[15.617505]	[110]	[15.617505]	[109]	[69824886]	[69824885]
582_3590	chr2	69178057	69178457	+	1000	83.5	[6.6965365]	[94]	[6.0291443, 5.094671]	[93, 117]	[69178243]	[69178242, 69178266]
582_3591	chr2	151672248	151672648	+	1000	83.5	[5.9220176]	[128]	[]	[]	[151672436]	[]
582_3598	chr5	56512645	56513045	+	1000	83.5	[10.636991]	[116]	[11.910557]	[115]	[56512850]	[56512849]
582_3605	chr6	151681361	151681761	+	1000	83.5	[10.602323]	[98]	[10.810822]	[97]	[151681555]	[151681554]
582_3615	chr1	190808027	190808427	+	1000	83.0	[]	[]	[5.9220176]	[99]	[]	[190808224]
582_362	chr3	11272177	11272577	+	1000	210.5	[]	[]	[10.495195]	[101]	[]	[11272372]
582_3620	chr11	44780810	44781210	+	1000	83.0	[6.3856335]	[125]	[10.602323]	[124]	[44781017]	[44781016]
582_3621	chr11	45994501	45994901	+	1000	83.0	[]	[]	[5.5146813, 5.5711503]	[101, 109]	[]	[45994678, 45994686]
582_3622	chr11	57324980	57325380	+	1000	83.0	[10.902532]	[113]	[]	[]	[57325158]	[]
582_3625	chr11	110093054	110093454	+	1000	83.0	[9.216128, 10.229654]	[78, 119]	[10.073735, 11.503221]	[77, 118]	[110093229, 110093270]	[110093228, 110093269]
582_3629	chr13	90246941	90247341	+	1000	83.0	[5.094671]	[138]	[]	[]	[90247155]	[]
582_363	chr7	136914017	136914417	+	1000	210.5	[5.873225, 15.12992]	[85, 97]	[11.654483]	[96]	[136914198, 136914210]	[136914209]
582_3634	chr17	78840842	78841242	+	1000	83.0	[6.4773445]	[95]	[]	[]	[78841015]	[]
582_3637	chr2	12819073	12819473	+	1000	83.0	[7.947534]	[122]	[10.1494055]	[121]	[12819292]	[12819291]
582_3638	chr2	68766209	68766609	+	1000	83.0	[5.3594403]	[120]	[]	[]	[68766409]	[]
582_3642	chr2	182047461	182047861	+	1000	83.0	[5.9220176]	[96]	[]	[]	[182047652]	[]
582_3647	chr4	119025938	119026338	+	1000	83.0	[9.915899]	[123]	[7.046636]	[122]	[119026093]	[119026092]
582_3649	chr5	14720615	14721015	+	1000	83.0	[7.103873]	[132]	[]	[]	[14720833]	[]
582_3655	chr6	41200403	41200803	+	1000	83.0	[5.9220176]	[105]	[]	[]	[41200602]	[]
582_3658	chr6	143167258	143167658	+	1000	83.0	[]	[]	[5.9220176]	[103]	[]	[143167453]
582_3659	chr7	54757690	54758090	+	1000	83.0	[15.12992]	[106]	[11.247147]	[105]	[54757893]	[54757892]
582_3669	chr1	93758901	93759301	+	1000	82.5	[5.5146813]	[113]	[]	[]	[93759101]	[]
582_3670	chr1	111769484	111769884	+	1000	82.5	[10.481071]	[103]	[9.623465]	[102]	[111769670]	[111769669]
582_3671	chr1	113930779	113931179	+	741	82.5	[]	[]	[5.9220176]	[131]	[]	[113930969]
582_3672	chr1	235203418	235203818	+	1000	82.5	[11.910557]	[109]	[10.229654]	[108]	[235203620]	[235203619]
582_3676	chr12	94079965	94080365	+	1000	82.5	[15.617505]	[102]	[15.617505]	[101]	[94080165]	[94080164]
582_3677	chr12	103799789	103800189	+	1000	82.5	[9.915899]	[120]	[7.046636]	[119]	[103799991]	[103799990]
582_3678	chr13	60716271	60716671	+	1000	82.5	[11.654483]	[100]	[15.12992]	[99]	[60716466]	[60716465]
582_3681	chr19	2427775	2428175	+	1000	82.5	[10.229654]	[95]	[7.485369]	[94]	[2427970]	[2427969]
582_3683	chr2	102615605	102616005	+	1000	82.5	[11.015635, 10.636991]	[100, 122]	[6.6739683, 11.503221]	[99, 121]	[102615787, 102615809]	[102615786, 102615808]
582_3684	chr2	180085143	180085543	+	1000	82.5	[10.636991]	[107]	[11.910557]	[106]	[180085346]	[180085345]
582_3696	chr3	186570252	186570652	+	1000	82.5	[11.166897]	[175]	[11.166897]	[174]	[186570473]	[186570472]
582_3700	chr5	141388667	141389067	+	1000	82.5	[15.617505]	[98]	[15.617505]	[97]	[141388861]	[141388860]
582_3705	chr6	89352725	89353125	+	1000	82.5	[]	[]	[6.4773445]	[106]	[]	[89352905]
582_3708	chr7	129472296	129472696	+	1000	82.5	[]	[]	[5.1868024]	[157]	[]	[129472532]
582_3709	chr8	17525529	17525929	+	1000	82.5	[8.728543]	[90]	[6.5180492]	[89]	[17525703]	[17525702]
582_371	chr1	24746080	24746480	+	1000	208.5	[5.5146813]	[105]	[]	[]	[24746283]	[]
582_3720	chr10	60140909	60141309	+	1000	82.0	[5.422971]	[117]	[6.8953743]	[116]	[60141106]	[60141105]
582_3726	chr11	112321775	112322175	+	1000	82.0	[11.503221]	[151]	[10.229654]	[150]	[112322011]	[112322010]
582_3727	chr12	11648661	11649061	+	1000	82.0	[5.7956386]	[106]	[6.202975]	[105]	[11648846]	[11648845]
582_3728	chr12	92844153	92844553	+	1000	82.0	[5.9220176]	[133]	[]	[]	[92844369]	[]
582_3734	chr18	77047811	77048211	+	1000	82.0	[15.12992]	[103]	[11.654483]	[102]	[77048008]	[77048007]
582_3738	chr2	85300242	85300642	+	1000	82.0	[5.5146813]	[146]	[]	[]	[85300462]	[]
582_3739	chr2	177559610	177560010	+	1000	82.0	[7.229295]	[158]	[14.722584]	[157]	[177559841]	[177559840]
582_374	chr5	43483133	43483533	+	1000	208.5	[5.9220176]	[90]	[]	[]	[43483323]	[]
582_3743	chr21	14630519	14630919	+	1000	82.0	[11.422971]	[137]	[6.6739683]	[136]	[14630709]	[14630708]
582_3748	chr3	16264819	16265219	+	1000	82.0	[10.495195]	[108]	[]	[]	[16265016]	[]
582_375	chr9	33676194	33676594	+	1000	208.5	[15.210169]	[97]	[15.617505]	[96]	[33676391]	[33676390]
582_3751	chr4	180086476	180086876	+	1000	82.0	[15.617505]	[92]	[15.617505]	[91]	[180086667]	[180086666]
582_3754	chr6	311736	312136	+	1000	82.0	[5.198277]	[98]	[10.481071]	[97]	[311900]	[311899]
582_3757	chr6	49662765	49663165	+	1000	82.0	[6.0291443]	[148]	[6.6965365]	[147]	[49662943]	[49662942]
582_3778	chr15	31435492	31435892	+	1000	81.5	[5.9220176]	[103]	[]	[]	[31435692]	[]
582_378	chr13	91025459	91025859	+	1000	207.0	[11.910557]	[94]	[10.636991]	[93]	[91025653]	[91025652]
582_3781	chr17	37605803	37606203	+	1000	81.5	[15.12992]	[114]	[11.654483]	[113]	[37606006]	[37606005]
582_3788	chr2	177242443	177242843	+	1000	81.5	[5.7660985]	[155]	[]	[]	[177242618]	[]
582_3793	chr6	117397853	117398253	+	1000	81.5	[5.9220176]	[95]	[5.9220176]	[147]	[117398019]	[117398071]
582_3796	chr6	164108807	164109207	+	1000	81.5	[9.901916]	[128]	[8.79053]	[127]	[164109028]	[164109027]
582_38	chr2	12456432	12456832	+	1000	502.0	[10.636991]	[106]	[6.6965365, 5.9220176, 11.910557, 5.6231275]	[57, 82, 105, 139]	[12456632]	[12456583, 12456608, 12456631, 12456665]
