#PeakID(python scan_motif.py ./ENCODE_processed_files/TAL1_idr.fa TAL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
345_23364	chr17	39980580	39980980	+	1000	44.0	[4.611834]	[72]	[4.611834]	[72]	[39980744]	[39980744]
345_23365	chr17	40287716	40288116	+	1000	44.0	[4.611834, 4.611834, 4.611834]	[89, 102, 108]	[4.611834, 4.611834, 4.611834]	[89, 102, 108]	[40287899, 40287912, 40287918]	[40287899, 40287912, 40287918]
345_23367	chr17	42314342	42314742	+	1000	44.0	[4.611834]	[129]	[4.611834]	[129]	[42314564]	[42314564]
345_23368	chr17	42618508	42618908	+	1000	44.0	[4.611834, 5.088419, 4.611834, 5.088419]	[85, 97, 133, 136]	[4.611834, 4.611834, 4.611834, 4.611834]	[85, 97, 133, 136]	[42618687, 42618699, 42618735, 42618738]	[42618687, 42618699, 42618735, 42618738]
345_23369	chr17	46795450	46795850	+	1000	44.0	[4.611834, 4.611834]	[149, 165]	[4.611834, 4.611834]	[149, 165]	[46795680, 46795696]	[46795680, 46795696]
345_23370	chr17	49763938	49764338	+	1000	44.0	[4.611834, 4.611834, 4.611834]	[80, 135, 146]	[4.611834, 4.611834, 4.611834]	[80, 135, 146]	[49764096, 49764151, 49764162]	[49764096, 49764151, 49764162]
345_23371	chr17	64614417	64614817	+	1000	44.0	[9.465482]	[96]	[4.611834]	[96]	[64614594]	[64614594]
345_23372	chr17	68095385	68095785	+	1000	44.0	[4.611834]	[94]	[4.611834]	[94]	[68095569]	[68095569]
345_23374	chr17	78256644	78257044	+	1000	44.0	[4.611834]	[129]	[4.611834]	[129]	[78256865]	[78256865]
345_23375	chr17	81860266	81860666	+	648	44.0	[4.611834]	[101]	[4.611834]	[101]	[81860451]	[81860451]
345_23376	chr17	82494463	82494863	+	1000	44.0	[4.611834]	[93]	[4.611834]	[93]	[82494614]	[82494614]
345_23379	chr18	9181275	9181675	+	1000	44.0	[4.611834]	[161]	[4.611834]	[161]	[9181517]	[9181517]
345_2338	chrX	53255846	53256246	+	1000	394.0	[4.611834]	[79]	[4.611834]	[79]	[53256021]	[53256021]
345_23380	chr18	10789205	10789605	+	1000	44.0	[4.611834]	[102]	[4.611834]	[102]	[10789395]	[10789395]
345_23381	chr18	11810285	11810685	+	792	44.0	[4.611834, 5.088419, 4.611834]	[80, 128, 135]	[9.465482, 4.611834, 4.611834]	[80, 128, 135]	[11810461, 11810509, 11810516]	[11810461, 11810509, 11810516]
345_23382	chr18	35041296	35041696	+	1000	44.0	[4.611834]	[140]	[4.611834]	[140]	[35041507]	[35041507]
345_23383	chr18	57095932	57096332	+	1000	44.0	[4.611834]	[129]	[4.611834]	[129]	[57096139]	[57096139]
345_23385	chr18	60053662	60054062	+	1000	44.0	[11.270045, 4.611834]	[162, 171]	[11.270045, 4.611834]	[162, 171]	[60053903, 60053912]	[60053903, 60053912]
345_23386	chr18	74488846	74489246	+	1000	44.0	[4.611834, 4.611834]	[113, 130]	[4.611834, 5.088419]	[113, 130]	[74489058, 74489075]	[74489058, 74489075]
345_23388	chr19	1897537	1897937	+	1000	44.0	[11.270045]	[182]	[11.270045]	[182]	[1897782]	[1897782]
345_2339	chr1	42949490	42949890	+	1000	393.0	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[101, 104, 107, 110, 117]	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[101, 104, 107, 110, 117]	[42949676, 42949679, 42949682, 42949685, 42949692]	[42949676, 42949679, 42949682, 42949685, 42949692]
345_23390	chr19	7638832	7639232	+	1000	44.0	[4.611834, 4.611834, 5.088419, 4.611834]	[79, 91, 99, 143]	[9.465482, 9.465482, 4.611834, 4.611834]	[79, 91, 99, 143]	[7638996, 7639008, 7639016, 7639060]	[7638996, 7639008, 7639016, 7639060]
345_23392	chr19	13077325	13077725	+	1000	44.0	[11.270045, 4.611834, 5.088419, 11.270045, 4.611834, 4.611834, 4.611834]	[59, 93, 100, 111, 114, 133, 140]	[11.270045, 4.611834, 4.611834, 11.270045, 4.611834, 4.611834, 4.611834]	[59, 93, 100, 111, 114, 133, 140]	[13077477, 13077511, 13077518, 13077529, 13077532, 13077551, 13077558]	[13077477, 13077511, 13077518, 13077529, 13077532, 13077551, 13077558]
345_23393	chr19	13268065	13268465	+	780	44.0	[11.270045]	[111]	[11.270045]	[111]	[13268263]	[13268263]
345_23394	chr19	16940081	16940481	+	1000	44.0	[4.611834, 9.465482]	[56, 120]	[4.611834, 4.611834]	[56, 120]	[16940237, 16940301]	[16940237, 16940301]
345_23397	chr19	38728171	38728571	+	825	44.0	[4.611834]	[119]	[4.611834]	[119]	[38728387]	[38728387]
345_234	chr1	234876322	234876722	+	1000	695.0	[4.611834]	[122]	[4.611834]	[122]	[234876542]	[234876542]
345_23400	chr19	40749364	40749764	+	1000	44.0	[4.611834, 4.611834]	[101, 151]	[4.611834, 4.611834]	[101, 151]	[40749564, 40749614]	[40749564, 40749614]
345_23402	chr19	45370656	45371056	+	1000	44.0	[4.611834]	[184]	[4.611834]	[184]	[45370901]	[45370901]
345_23403	chr19	45403764	45404164	+	1000	44.0	[9.465482]	[127]	[4.611834]	[127]	[45403977]	[45403977]
345_23404	chr19	45415526	45415926	+	1000	44.0	[4.611834, 4.611834]	[106, 144]	[4.611834, 4.611834]	[106, 144]	[45415725, 45415763]	[45415725, 45415763]
345_23405	chr19	45691513	45691913	+	1000	44.0	[4.611834]	[90]	[4.611834]	[90]	[45691688]	[45691688]
345_23406	chr19	46860337	46860737	+	1000	44.0	[4.611834, 4.611834, 11.270045, 4.611834]	[82, 115, 118, 127]	[4.611834, 4.611834, 11.270045, 4.611834]	[82, 115, 118, 127]	[46860506, 46860539, 46860542, 46860551]	[46860506, 46860539, 46860542, 46860551]
345_23407	chr19	49511546	49511946	+	1000	44.0	[4.611834, 4.611834, 8.356634]	[76, 79, 148]	[4.611834, 4.611834, 4.611834]	[76, 79, 148]	[49511716, 49511719, 49511788]	[49511716, 49511719, 49511788]
345_23408	chr19	50657849	50658249	+	1000	44.0	[4.611834, 4.611834]	[85, 177]	[5.088419, 9.465482]	[85, 177]	[50658007, 50658099]	[50658007, 50658099]
345_23409	chr19	55034962	55035362	+	1000	44.0	[11.270045]	[113]	[11.270045]	[113]	[55035173]	[55035173]
345_2341	chr14	34873355	34873755	+	1000	393.0	[4.611834]	[57]	[4.611834]	[57]	[34873508]	[34873508]
345_23410	chr19	55653663	55654063	+	933	44.0	[4.611834, 9.465482]	[103, 126]	[9.465482, 4.611834]	[103, 126]	[55653836, 55653859]	[55653836, 55653859]
345_23411	chr2	8796598	8796998	+	954	44.0	[9.465482, 4.611834, 4.611834, 4.611834]	[91, 111, 139, 142]	[4.611834, 4.611834, 4.611834, 4.611834]	[91, 111, 139, 142]	[8796759, 8796779, 8796807, 8796810]	[8796759, 8796779, 8796807, 8796810]
345_23412	chr2	12456186	12456586	+	1000	44.0	[4.611834]	[85]	[4.611834]	[85]	[12456358]	[12456358]
345_23413	chr2	12514741	12515141	+	585	44.0	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[120, 127, 130, 139, 165, 173]	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[120, 127, 130, 139, 165, 173]	[12514935, 12514942, 12514945, 12514954, 12514980, 12514988]	[12514935, 12514942, 12514945, 12514954, 12514980, 12514988]
345_23417	chr2	46500087	46500487	+	1000	44.0	[4.611834, 4.611834, 4.611834, 4.611834]	[70, 133, 142, 149]	[4.611834, 4.611834, 9.465482, 8.356634]	[70, 133, 142, 149]	[46500238, 46500301, 46500310, 46500317]	[46500238, 46500301, 46500310, 46500317]
345_23418	chr2	47638072	47638472	+	1000	44.0	[4.611834]	[167]	[9.465482]	[167]	[47638320]	[47638320]
345_23420	chr2	64910892	64911292	+	1000	44.0	[4.611834]	[150]	[4.611834]	[150]	[64911104]	[64911104]
345_23422	chr2	85327946	85328346	+	772	44.0	[11.270045, 4.611834, 4.611834]	[54, 57, 80]	[11.270045, 4.611834, 4.611834]	[54, 57, 80]	[85328097, 85328100, 85328123]	[85328097, 85328100, 85328123]
345_23424	chr2	106644649	106645049	+	1000	44.0	[4.611834, 4.611834]	[106, 157]	[4.611834, 4.611834]	[106, 157]	[106644844, 106644895]	[106644844, 106644895]
345_23426	chr2	111149851	111150251	+	1000	44.0	[4.611834]	[91]	[4.611834]	[91]	[111150041]	[111150041]
345_23429	chr2	126655026	126655426	+	1000	44.0	[9.465482, 11.270045]	[111, 152]	[4.611834, 11.270045]	[111, 152]	[126655212, 126655253]	[126655212, 126655253]
345_2343	chr2	96924176	96924576	+	1000	393.0	[4.611834, 4.611834]	[108, 123]	[4.611834, 4.611834]	[108, 123]	[96924380, 96924395]	[96924380, 96924395]
345_23431	chr2	132383983	132384383	+	1000	44.0	[4.611834, 4.611834, 4.611834, 4.611834, 11.270045, 4.611834, 4.611834]	[99, 115, 118, 138, 141, 147, 153]	[9.465482, 4.611834, 4.611834, 4.611834, 11.270045, 4.611834, 4.611834]	[99, 115, 118, 138, 141, 147, 153]	[132384180, 132384196, 132384199, 132384219, 132384222, 132384228, 132384234]	[132384180, 132384196, 132384199, 132384219, 132384222, 132384228, 132384234]
345_23432	chr2	168904377	168904777	+	1000	44.0	[4.611834, 4.611834]	[85, 145]	[4.611834, 4.611834]	[85, 145]	[168904559, 168904619]	[168904559, 168904619]
345_23434	chr2	178105603	178106003	+	1000	44.0	[4.611834, 4.611834]	[104, 116]	[5.088419, 8.356634]	[104, 116]	[178105796, 178105808]	[178105796, 178105808]
345_23435	chr2	180706724	180707124	+	745	44.0	[4.611834, 4.611834]	[100, 128]	[4.611834, 9.465482]	[100, 128]	[180706914, 180706942]	[180706914, 180706942]
345_23437	chr2	195367868	195368268	+	1000	44.0	[4.611834, 4.611834, 4.611834, 8.356634]	[109, 129, 139, 142]	[4.611834, 8.356634, 4.611834, 4.611834]	[109, 129, 139, 142]	[195368077, 195368097, 195368107, 195368110]	[195368077, 195368097, 195368107, 195368110]
345_2344	chr4	48681102	48681502	+	1000	393.0	[11.270045, 4.611834, 4.611834]	[78, 89, 135]	[11.270045, 4.611834, 4.611834]	[78, 89, 135]	[48681279, 48681290, 48681336]	[48681279, 48681290, 48681336]
345_23440	chr2	216886505	216886905	+	1000	44.0	[11.270045, 4.611834, 4.611834]	[94, 132, 147]	[11.270045, 8.356634, 5.088419]	[94, 132, 147]	[216886689, 216886727, 216886742]	[216886689, 216886727, 216886742]
345_23441	chr2	217089950	217090350	+	1000	44.0	[4.611834]	[163]	[4.611834]	[163]	[217090174]	[217090174]
345_23442	chr2	241490370	241490770	+	1000	44.0	[4.611834]	[64]	[4.611834]	[64]	[241490532]	[241490532]
345_23443	chr2	242135650	242136050	+	855	44.0	[4.611834]	[90]	[4.611834]	[90]	[242135838]	[242135838]
345_23444	chr20	812153	812553	+	1000	44.0	[4.611834]	[128]	[8.356634]	[128]	[812350]	[812350]
345_23447	chr20	35826583	35826983	+	568	44.0	[4.611834, 8.356634]	[112, 165]	[4.611834, 4.611834]	[112, 165]	[35826777, 35826830]	[35826777, 35826830]
345_2345	chr6	139518718	139519118	+	1000	393.0	[4.611834]	[128]	[9.465482]	[128]	[139518944]	[139518944]
345_23450	chr20	45934525	45934925	+	1000	44.0	[4.611834]	[100]	[4.611834]	[100]	[45934715]	[45934715]
345_23451	chr20	46412926	46413326	+	1000	44.0	[4.611834]	[76]	[9.465482]	[76]	[46413095]	[46413095]
345_23452	chr20	49289299	49289699	+	1000	44.0	[4.611834]	[205]	[5.088419]	[205]	[49289523]	[49289523]
345_23458	chr21	37985951	37986351	+	1000	44.0	[4.611834]	[75]	[4.611834]	[75]	[37986116]	[37986116]
345_23459	chr21	46183319	46183719	+	1000	44.0	[4.611834]	[104]	[4.611834]	[104]	[46183508]	[46183508]
345_23460	chr21	46185630	46186030	+	1000	44.0	[4.611834, 9.465482]	[138, 167]	[9.465482, 4.611834]	[138, 167]	[46185851, 46185880]	[46185851, 46185880]
345_23462	chr22	19640705	19641105	+	1000	44.0	[8.356634, 5.088419]	[108, 153]	[4.611834, 4.611834]	[108, 153]	[19640910, 19640955]	[19640910, 19640955]
345_23463	chr22	20038050	20038450	+	1000	44.0	[4.611834]	[164]	[4.611834]	[164]	[20038237]	[20038237]
345_23464	chr22	20999035	20999435	+	1000	44.0	[4.611834]	[186]	[4.611834]	[186]	[20999283]	[20999283]
345_23465	chr22	21106536	21106936	+	1000	44.0	[4.611834]	[138]	[4.611834]	[138]	[21106737]	[21106737]
345_23467	chr22	21819303	21819703	+	1000	44.0	[4.611834, 8.356634]	[120, 158]	[8.356634, 4.611834]	[120, 158]	[21819467, 21819505]	[21819467, 21819505]
345_23468	chr22	22544233	22544633	+	1000	44.0	[4.611834, 4.611834]	[73, 101]	[4.611834, 4.611834]	[73, 101]	[22544404, 22544432]	[22544404, 22544432]
345_2347	chr8	129316648	129317048	+	1000	393.0	[4.611834]	[63]	[4.611834]	[63]	[129316802]	[129316802]
345_23470	chr22	26658848	26659248	+	1000	44.0	[9.465482, 4.611834]	[116, 150]	[4.611834, 4.611834]	[116, 150]	[26659063, 26659097]	[26659063, 26659097]
345_23471	chr22	35371849	35372249	+	1000	44.0	[4.611834]	[89]	[4.611834]	[89]	[35372017]	[35372017]
345_23473	chr22	39146690	39147090	+	952	44.0	[4.611834, 11.270045, 4.611834]	[73, 120, 127]	[4.611834, 11.270045, 5.088419]	[73, 120, 127]	[39146859, 39146906, 39146913]	[39146859, 39146906, 39146913]
345_23474	chr22	40668080	40668480	+	1000	44.0	[4.611834]	[73]	[8.356634]	[73]	[40668245]	[40668245]
345_23475	chr22	43359870	43360270	+	995	44.0	[4.611834]	[145]	[4.611834]	[145]	[43360104]	[43360104]
345_23476	chr3	4986822	4987222	+	1000	44.0	[4.611834]	[133]	[4.611834]	[133]	[4987038]	[4987038]
345_23477	chr3	5122004	5122404	+	1000	44.0	[5.088419, 4.611834]	[87, 100]	[4.611834, 4.611834]	[87, 100]	[5122186, 5122199]	[5122186, 5122199]
345_2348	chr1	29202765	29203165	+	1000	392.0	[11.270045, 4.611834, 4.611834, 4.611834]	[95, 124, 133, 140]	[11.270045, 9.465482, 4.611834, 8.356634]	[95, 124, 133, 140]	[29202952, 29202981, 29202990, 29202997]	[29202952, 29202981, 29202990, 29202997]
345_23488	chr3	183447539	183447939	+	1000	44.0	[4.611834, 4.611834, 4.611834]	[101, 143, 146]	[4.611834, 4.611834, 4.611834]	[101, 143, 146]	[183447707, 183447749, 183447752]	[183447707, 183447749, 183447752]
345_2349	chr11	460571	460971	+	1000	392.0	[4.611834]	[61]	[4.611834]	[61]	[460729]	[460729]
345_23491	chr4	6988146	6988546	+	1000	44.0	[4.611834, 4.611834, 9.465482]	[90, 107, 144]	[5.088419, 4.611834, 4.611834]	[90, 107, 144]	[6988334, 6988351, 6988388]	[6988334, 6988351, 6988388]
345_23492	chr4	41318743	41319143	+	887	44.0	[4.611834]	[165]	[4.611834]	[165]	[41318977]	[41318977]
345_23493	chr4	48093896	48094296	+	1000	44.0	[11.270045, 4.611834]	[62, 84]	[11.270045, 4.611834]	[62, 84]	[48094055, 48094077]	[48094055, 48094077]
345_23494	chr4	71372066	71372466	+	1000	44.0	[4.611834, 9.465482]	[90, 99]	[5.088419, 4.611834]	[90, 99]	[71372250, 71372259]	[71372250, 71372259]
345_23496	chr4	83691962	83692362	+	1000	44.0	[4.611834]	[149]	[4.611834]	[149]	[83692208]	[83692208]
345_23497	chr4	86951132	86951532	+	1000	44.0	[4.611834]	[116]	[9.465482]	[116]	[86951337]	[86951337]
345_235	chr15	74954477	74954877	+	1000	695.0	[11.270045, 4.611834, 4.611834, 4.611834]	[92, 112, 115, 156]	[11.270045, 4.611834, 4.611834, 4.611834]	[92, 112, 115, 156]	[74954663, 74954683, 74954686, 74954727]	[74954663, 74954683, 74954686, 74954727]
345_2350	chr12	47777708	47778108	+	1000	392.0	[9.465482, 11.270045]	[94, 148]	[4.611834, 11.270045]	[94, 148]	[47777899, 47777953]	[47777899, 47777953]
345_23500	chr4	106321845	106322245	+	1000	44.0	[9.465482]	[137]	[4.611834]	[137]	[106322071]	[106322071]
345_23502	chr4	114613878	114614278	+	1000	44.0	[5.088419, 4.611834, 4.611834]	[97, 112, 153]	[4.611834, 4.611834, 4.611834]	[97, 112, 153]	[114614069, 114614084, 114614125]	[114614069, 114614084, 114614125]
345_23505	chr4	127744172	127744572	+	1000	44.0	[4.611834, 4.611834]	[139, 180]	[8.356634, 8.356634]	[139, 180]	[127744381, 127744422]	[127744381, 127744422]
345_23508	chr4	144125084	144125484	+	1000	44.0	[4.611834]	[156]	[8.356634]	[156]	[144125325]	[144125325]
345_23513	chr4	183759061	183759461	+	1000	44.0	[4.611834]	[124]	[4.611834]	[124]	[183759252]	[183759252]
345_23514	chr4	186441494	186441894	+	1000	44.0	[11.270045]	[124]	[11.270045]	[124]	[186441704]	[186441704]
345_23516	chr5	65076406	65076806	+	1000	44.0	[4.611834]	[118]	[9.465482]	[118]	[65076622]	[65076622]
345_23517	chr5	75466026	75466426	+	1000	44.0	[4.611834]	[149]	[9.465482]	[149]	[75466267]	[75466267]
345_2352	chr2	8894280	8894680	+	1000	392.0	[8.356634, 8.356634]	[69, 104]	[4.611834, 4.611834]	[69, 104]	[8894446, 8894481]	[8894446, 8894481]
345_23521	chr5	86660736	86661136	+	1000	44.0	[4.611834, 4.611834]	[77, 133]	[4.611834, 9.465482]	[77, 133]	[86660911, 86660967]	[86660911, 86660967]
345_23522	chr5	89043695	89044095	+	1000	44.0	[11.270045]	[109]	[11.270045]	[109]	[89043893]	[89043893]
345_23523	chr5	96935058	96935458	+	1000	44.0	[4.611834]	[174]	[4.611834]	[174]	[96935295]	[96935295]
345_23527	chr5	135304420	135304820	+	1000	44.0	[4.611834, 11.270045, 4.611834]	[135, 138, 141]	[4.611834, 11.270045, 4.611834]	[135, 138, 141]	[135304610, 135304613, 135304616]	[135304610, 135304613, 135304616]
345_23529	chr5	138978603	138979003	+	994	44.0	[11.270045]	[123]	[11.270045]	[123]	[138978825]	[138978825]
345_2353	chr2	64649056	64649456	+	1000	392.0	[4.611834, 4.611834, 4.611834]	[94, 118, 148]	[4.611834, 4.611834, 4.611834]	[94, 118, 148]	[64649243, 64649267, 64649297]	[64649243, 64649267, 64649297]
345_23531	chr5	149050339	149050739	+	1000	44.0	[9.465482]	[130]	[4.611834]	[130]	[149050567]	[149050567]
345_23532	chr5	154754838	154755238	+	1000	44.0	[4.611834]	[70]	[5.088419]	[70]	[154754989]	[154754989]
345_23533	chr5	179621658	179622058	+	1000	44.0	[4.611834, 11.270045]	[120, 168]	[5.088419, 11.270045]	[120, 168]	[179621840, 179621888]	[179621840, 179621888]
345_23537	chr6	3442667	3443067	+	1000	44.0	[4.611834, 4.611834]	[69, 134]	[5.088419, 4.611834]	[69, 134]	[3442829, 3442894]	[3442829, 3442894]
345_23538	chr6	5541929	5542329	+	868	44.0	[4.611834, 4.611834]	[100, 139]	[4.611834, 4.611834]	[100, 139]	[5542122, 5542161]	[5542122, 5542161]
345_23539	chr6	6701925	6702325	+	1000	44.0	[11.270045, 11.270045, 4.611834]	[102, 125, 178]	[11.270045, 11.270045, 4.611834]	[102, 125, 178]	[6702095, 6702118, 6702171]	[6702095, 6702118, 6702171]
345_2354	chr3	155018954	155019354	+	1000	392.0	[4.611834]	[100]	[8.356634]	[100]	[155019151]	[155019151]
345_23540	chr6	7170580	7170980	+	1000	44.0	[4.611834]	[145]	[4.611834]	[145]	[7170805]	[7170805]
345_23541	chr6	11805725	11806125	+	1000	44.0	[4.611834]	[62]	[9.465482]	[62]	[11805876]	[11805876]
345_23543	chr6	17706782	17707182	+	1000	44.0	[4.611834]	[103]	[4.611834]	[103]	[17706973]	[17706973]
345_23544	chr6	26191145	26191545	+	1000	44.0	[4.611834]	[146]	[4.611834]	[146]	[26191365]	[26191365]
345_23545	chr6	26311437	26311837	+	1000	44.0	[5.088419, 5.088419]	[73, 155]	[4.611834, 4.611834]	[73, 155]	[26311601, 26311683]	[26311601, 26311683]
345_23546	chr6	27379592	27379992	+	1000	44.0	[4.611834]	[114]	[4.611834]	[114]	[27379797]	[27379797]
345_23547	chr6	27791131	27791531	+	1000	44.0	[4.611834]	[139]	[4.611834]	[139]	[27791347]	[27791347]
345_23550	chr6	28542951	28543351	+	1000	44.0	[4.611834]	[180]	[8.356634]	[180]	[28543198]	[28543198]
345_23555	chr6	29814253	29814653	+	1000	44.0	[4.611834, 4.611834]	[109, 120]	[9.465482, 8.356634]	[109, 120]	[29814449, 29814460]	[29814449, 29814460]
345_23556	chr6	31399809	31400209	+	1000	44.0	[4.611834]	[85]	[4.611834]	[85]	[31399979]	[31399979]
345_23557	chr6	31563313	31563713	+	1000	44.0	[4.611834, 11.270045]	[102, 141]	[4.611834, 11.270045]	[102, 141]	[31563507, 31563546]	[31563507, 31563546]
345_23558	chr6	32967499	32967899	+	1000	44.0	[5.088419, 4.611834]	[117, 173]	[4.611834, 9.465482]	[117, 173]	[32967681, 32967737]	[32967681, 32967737]
345_2356	chr9	112811110	112811510	+	1000	392.0	[11.270045, 9.465482]	[96, 111]	[11.270045, 4.611834]	[96, 111]	[112811305, 112811320]	[112811305, 112811320]
345_23560	chr6	43926624	43927024	+	1000	44.0	[4.611834]	[163]	[4.611834]	[163]	[43926861]	[43926861]
345_23561	chr6	49515832	49516232	+	1000	44.0	[4.611834]	[79]	[4.611834]	[79]	[49516003]	[49516003]
345_23563	chr6	53019960	53020360	+	1000	44.0	[4.611834, 4.611834]	[101, 149]	[4.611834, 4.611834]	[101, 149]	[53020157, 53020205]	[53020157, 53020205]
345_23564	chr6	68144633	68145033	+	1000	44.0	[4.611834]	[82]	[4.611834]	[82]	[68144798]	[68144798]
345_23565	chr6	80279290	80279690	+	1000	44.0	[11.270045]	[102]	[11.270045]	[102]	[80279481]	[80279481]
345_23566	chr6	83067344	83067744	+	1000	44.0	[4.611834, 4.611834]	[73, 159]	[9.465482, 4.611834]	[73, 159]	[83067505, 83067591]	[83067505, 83067591]
345_23567	chr6	83946402	83946802	+	1000	44.0	[9.465482]	[144]	[4.611834]	[144]	[83946642]	[83946642]
345_23569	chr6	100897665	100898065	+	1000	44.0	[4.611834, 4.611834]	[141, 162]	[4.611834, 4.611834]	[141, 162]	[100897891, 100897912]	[100897891, 100897912]
345_2357	chr1	12175135	12175535	+	1000	391.0	[11.270045, 4.611834]	[88, 126]	[11.270045, 4.611834]	[88, 126]	[12175303, 12175341]	[12175303, 12175341]
345_23570	chr6	106757670	106758070	+	957	44.0	[9.465482, 4.611834]	[96, 145]	[4.611834, 4.611834]	[96, 145]	[106757857, 106757906]	[106757857, 106757906]
345_23575	chr6	157433538	157433938	+	807	44.0	[11.270045]	[120]	[11.270045]	[120]	[157433745]	[157433745]
345_23576	chr6	160127787	160128187	+	1000	44.0	[8.356634]	[110]	[4.611834]	[110]	[160127979]	[160127979]
345_23577	chr6	161028649	161029049	+	1000	44.0	[4.611834, 4.611834, 11.270045]	[84, 95, 110]	[5.088419, 4.611834, 11.270045]	[84, 95, 110]	[161028832, 161028843, 161028858]	[161028832, 161028843, 161028858]
345_23578	chr6	169751327	169751727	+	1000	44.0	[4.611834]	[168]	[5.088419]	[168]	[169751547]	[169751547]
345_23580	chr7	10471242	10471642	+	1000	44.0	[4.611834]	[154]	[4.611834]	[154]	[10471474]	[10471474]
345_23581	chr7	26413286	26413686	+	1000	44.0	[4.611834, 8.356634, 9.465482]	[84, 112, 119]	[4.611834, 4.611834, 4.611834]	[84, 112, 119]	[26413467, 26413495, 26413502]	[26413467, 26413495, 26413502]
345_23582	chr7	26423617	26424017	+	1000	44.0	[4.611834]	[133]	[9.465482]	[133]	[26423834]	[26423834]
345_23583	chr7	32080393	32080793	+	1000	44.0	[4.611834, 4.611834]	[80, 93]	[4.611834, 4.611834]	[80, 93]	[32080564, 32080577]	[32080564, 32080577]
345_23584	chr7	50333292	50333692	+	1000	44.0	[4.611834, 4.611834, 4.611834]	[76, 118, 121]	[4.611834, 4.611834, 4.611834]	[76, 118, 121]	[50333446, 50333488, 50333491]	[50333446, 50333488, 50333491]
345_23588	chr7	67191006	67191406	+	1000	44.0	[9.465482]	[94]	[4.611834]	[94]	[67191171]	[67191171]
345_23589	chr7	75014745	75015145	+	1000	44.0	[4.611834, 4.611834]	[53, 62]	[4.611834, 4.611834]	[53, 62]	[75014898, 75014907]	[75014898, 75014907]
345_2359	chr11	113665059	113665459	+	1000	391.0	[11.270045]	[148]	[11.270045]	[148]	[113665304]	[113665304]
