#PeakID(python scan_motif.py ./ENCODE_processed_files/NR2F6_idr.fa NR2F6 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
681_19186	chr10	22816840	22817240	+	701	27.0	[8.073071]	[233]	[]	[]	[22817082]	[]
681_1919	chr8	143420299	143420699	+	1000	69.0	[]	[]	[9.188388]	[92]	[]	[143420476]
681_19193	chr10	37976365	37976765	+	608	27.0	[6.917256]	[109]	[]	[]	[37976553]	[]
681_19194	chr10	42647737	42648137	+	563	27.0	[]	[]	[7.759486, 8.9727955]	[148, 187]	[]	[42647935, 42647974]
681_19195	chr10	43253609	43254009	+	554	27.0	[10.016101]	[87]	[]	[]	[43253776]	[]
681_19196	chr10	46228052	46228452	+	680	27.0	[]	[]	[8.780026]	[116]	[]	[46228229]
681_19199	chr10	48233625	48234025	+	586	27.0	[13.574681]	[80]	[]	[]	[48233803]	[]
681_192	chr20	45857512	45857912	+	1000	182.0	[15.375314, 10.225179]	[148, 155]	[]	[]	[45857754, 45857761]	[]
681_19201	chr10	49145938	49146338	+	720	27.0	[]	[]	[9.28672]	[120]	[]	[49146145]
681_19206	chr10	60146468	60146868	+	576	27.0	[10.016101]	[188]	[]	[]	[60146716]	[]
681_19209	chr10	69269611	69270011	+	606	27.0	[]	[]	[6.9793944]	[206]	[]	[69269858]
681_19210	chr10	69311740	69312140	+	672	27.0	[10.25437]	[164]	[]	[]	[69311958]	[]
681_19211	chr10	69426761	69427161	+	600	27.0	[]	[]	[7.730097]	[113]	[]	[69426973]
681_19212	chr10	69451619	69452019	+	713	27.0	[]	[]	[7.702022]	[159]	[]	[69451847]
681_19219	chr10	71890200	71890600	+	652	27.0	[8.615948]	[75]	[]	[]	[71890372]	[]
681_1922	chr9	129666504	129666904	+	1000	69.0	[8.738236]	[102]	[]	[]	[129666700]	[]
681_19220	chr10	72315531	72315931	+	676	27.0	[]	[]	[12.02581]	[148]	[]	[72315767]
681_19224	chr10	78955304	78955704	+	712	27.0	[10.225179, 6.907464, 11.816733]	[115, 122, 135]	[]	[]	[78955489, 78955496, 78955509]	[]
681_19228	chr10	79415052	79415452	+	659	27.0	[11.816733]	[176]	[11.816733, 10.400684]	[80, 89]	[79415300]	[79415204, 79415213]
681_19229	chr10	80143437	80143837	+	605	27.0	[9.731183]	[108]	[]	[]	[80143624]	[]
681_19240	chr11	1309267	1309667	+	629	27.0	[]	[]	[7.881086]	[64]	[]	[1309423]
681_19251	chr11	20456888	20457288	+	708	27.0	[9.965039]	[133]	[]	[]	[20457103]	[]
681_19256	chr11	57426570	57426970	+	680	27.0	[]	[]	[12.716828]	[207]	[]	[57426793]
681_19257	chr11	61680149	61680549	+	657	27.0	[]	[]	[7.0428286]	[124]	[]	[61680320]
681_1926	chrUn_KI270742v1	1851	2251	+	1000	69.0	[6.7563543]	[87]	[10.07563]	[165]	[2006]	[2084]
681_19265	chr11	65420253	65420653	+	636	27.0	[8.718861]	[122]	[]	[]	[65420444]	[]
681_19267	chr11	65505331	65505731	+	664	27.0	[6.7065535]	[234]	[]	[]	[65505571]	[]
681_19268	chr11	67118445	67118845	+	593	27.0	[7.5666924]	[82]	[]	[]	[67118614]	[]
681_19269	chr11	67581564	67581964	+	747	27.0	[8.423179, 8.176768, 8.317622, 9.625627]	[76, 84, 91, 117]	[]	[]	[67581733, 67581741, 67581748, 67581774]	[]
681_19271	chr11	69381676	69382076	+	706	27.0	[]	[]	[12.716828]	[155]	[]	[69381897]
681_19274	chr11	73392564	73392964	+	638	27.0	[9.188388, 13.574681, 13.574681]	[176, 197, 204]	[]	[]	[73392782, 73392803, 73392810]	[]
681_19278	chr11	76824076	76824476	+	563	27.0	[9.066098]	[182]	[]	[]	[76824290]	[]
681_1928	chr1	112955710	112956110	+	1000	68.0	[10.026865]	[95]	[7.3877554]	[65]	[112955903]	[112955873]
681_19280	chr11	78352150	78352550	+	713	27.0	[]	[]	[7.702022]	[162]	[]	[78352399]
681_19282	chr11	86145835	86146235	+	548	27.0	[]	[]	[8.780026, 11.816733]	[140, 170]	[]	[86146006, 86146036]
681_19283	chr11	86291447	86291847	+	653	27.0	[12.266677]	[135]	[]	[]	[86291673]	[]
681_19287	chr11	118956565	118956965	+	596	27.0	[]	[]	[7.7873144]	[114]	[]	[118956778]
681_19289	chr11	120235022	120235422	+	542	27.0	[]	[]	[10.25437, 7.051181]	[67, 73]	[]	[120235178, 120235184]
681_1929	chr1	153433180	153433580	+	1000	68.0	[10.046241]	[138]	[7.415039]	[158]	[153433395]	[153433415]
681_193	chr6	24774610	24775010	+	1000	182.0	[]	[]	[11.8274975]	[98]	[]	[24774796]
681_1930	chr1	205787586	205787986	+	1000	68.0	[8.003375]	[131]	[]	[]	[205787808]	[]
681_19305	chr12	53251444	53251844	+	593	27.0	[]	[]	[9.188388]	[163]	[]	[53251608]
681_1931	chr1	227396512	227396912	+	1000	68.0	[7.415039, 8.028181]	[108, 182]	[]	[]	[227396684, 227396758]	[]
681_19316	chr12	93591553	93591953	+	641	27.0	[]	[]	[6.78698]	[122]	[]	[93591749]
681_19318	chr12	94117454	94117854	+	654	27.0	[]	[]	[8.164407]	[144]	[]	[94117660]
681_1932	chr10	39986300	39986700	+	1000	68.0	[6.836158]	[66]	[]	[]	[39986464]	[]
681_19321	chr12	108214469	108214869	+	685	27.0	[7.900682]	[132]	[12.93745]	[79]	[108214694]	[108214641]
681_19326	chr12	112381215	112381615	+	649	27.0	[]	[]	[7.375241]	[134]	[]	[112381378]
681_19329	chr12	113757377	113757777	+	584	27.0	[]	[]	[9.188388]	[90]	[]	[113757530]
681_1933	chr11	62472650	62473050	+	1000	68.0	[]	[]	[7.294452, 7.699957]	[103, 127]	[]	[62472845, 62472869]
681_19330	chr12	116426594	116426994	+	682	27.0	[]	[]	[7.415039]	[102]	[]	[116426793]
681_19331	chr12	116918529	116918929	+	674	27.0	[]	[]	[7.264312]	[130]	[]	[116918727]
681_19336	chr12	121812152	121812552	+	647	27.0	[9.367325]	[130]	[]	[]	[121812353]	[]
681_19337	chr12	122024132	122024532	+	606	27.0	[]	[]	[7.699957]	[126]	[]	[122024352]
681_19338	chr12	122887178	122887578	+	684	27.0	[6.7065535]	[168]	[]	[]	[122887397]	[]
681_19340	chr12	123145299	123145699	+	657	27.0	[13.574681, 8.67447]	[88, 95]	[]	[]	[123145464, 123145471]	[]
681_19341	chr12	124829318	124829718	+	658	27.0	[11.2237425]	[111]	[]	[]	[124829479]	[]
681_1935	chr12	93569645	93570045	+	1000	68.0	[12.623525]	[112]	[]	[]	[93569850]	[]
681_19358	chr13	80821401	80821801	+	672	27.0	[]	[]	[9.28672]	[88]	[]	[80821580]
681_1936	chr12	116508148	116508548	+	1000	68.0	[]	[]	[10.400684, 7.355865]	[80, 87]	[]	[116508324, 116508331]
681_19360	chr13	80842207	80842607	+	689	27.0	[]	[]	[6.9495254]	[73]	[]	[80842375]
681_19363	chr13	89819438	89819838	+	697	27.0	[]	[]	[9.389633]	[166]	[]	[89819621]
681_19364	chr13	89875713	89876113	+	665	27.0	[10.07563]	[150]	[]	[]	[89875950]	[]
681_19367	chr13	89992324	89992724	+	670	27.0	[9.095084]	[197]	[]	[]	[89992567]	[]
681_19371	chr13	90083876	90084276	+	662	27.0	[10.25437]	[182]	[]	[]	[90084108]	[]
681_19374	chr13	90227012	90227412	+	722	27.0	[]	[]	[6.749954, 10.07563]	[125, 142]	[]	[90227172, 90227189]
681_19379	chr13	90627870	90628270	+	595	27.0	[]	[]	[8.780026, 8.565256]	[91, 124]	[]	[90628054, 90628087]
681_1938	chr16	14128107	14128507	+	1000	68.0	[7.699957]	[95]	[12.266677]	[102]	[14128296]	[14128303]
681_19384	chr13	91006665	91007065	+	630	27.0	[]	[]	[9.095084]	[88]	[]	[91006840]
681_19385	chr13	91007751	91008151	+	650	27.0	[]	[]	[7.3238416]	[145]	[]	[91007973]
681_19386	chr13	91072398	91072798	+	659	27.0	[]	[]	[9.095084]	[97]	[]	[91072592]
681_19388	chr13	91090508	91090908	+	671	27.0	[9.066098]	[133]	[]	[]	[91090726]	[]
681_19396	chr13	91709238	91709638	+	622	27.0	[6.904866]	[196]	[]	[]	[91709462]	[]
681_19397	chr13	92305623	92306023	+	694	27.0	[]	[]	[9.409009]	[86]	[]	[92305794]
681_194	chr10	70693601	70694001	+	1000	181.0	[12.716828]	[90]	[13.574681]	[81]	[70693790]	[70693781]
681_19400	chr13	92354650	92355050	+	638	27.0	[]	[]	[9.103049]	[74]	[]	[92354801]
681_19411	chr13	93362224	93362624	+	650	27.0	[]	[]	[7.6564493]	[109]	[]	[93362432]
681_19412	chr13	107914581	107914981	+	573	27.0	[6.9654317, 7.2561]	[84, 123]	[7.0928655]	[140]	[107914742, 107914781]	[107914798]
681_19415	chr14	35332005	35332405	+	649	27.0	[9.408441]	[103]	[]	[]	[35332198]	[]
681_19416	chr14	54902080	54902480	+	685	27.0	[8.166003]	[139]	[]	[]	[54902317]	[]
681_19418	chr14	69610839	69611239	+	688	27.0	[]	[]	[7.415039]	[168]	[]	[69611040]
681_1942	chr17	3719979	3720379	+	1000	68.0	[]	[]	[15.375314, 8.767773, 6.9182286]	[88, 117, 149]	[]	[3720160, 3720189, 3720221]
681_19420	chr14	89146101	89146501	+	723	27.0	[]	[]	[6.8722434, 6.929461]	[92, 105]	[]	[89146285, 89146298]
681_19421	chr14	92039930	92040330	+	720	27.0	[7.417145]	[168]	[]	[]	[92040110]	[]
681_19422	chr14	96100549	96100949	+	635	27.0	[]	[]	[10.225179]	[83]	[]	[96100730]
681_19424	chr14	102063764	102064164	+	622	27.0	[13.574681, 7.415039]	[144, 156]	[]	[]	[102063956, 102063968]	[]
681_19425	chr14	102314142	102314542	+	620	27.0	[7.710721]	[180]	[]	[]	[102314364]	[]
681_19429	chr15	27119552	27119952	+	549	27.0	[]	[]	[10.016101]	[116]	[]	[27119713]
681_1943	chr17	39753842	39754242	+	1000	68.0	[8.478332]	[117]	[]	[]	[39754049]	[]
681_19434	chr15	40092116	40092516	+	553	27.0	[]	[]	[9.215672]	[221]	[]	[40092361]
681_19437	chr15	62390108	62390508	+	679	27.0	[]	[]	[7.5666924]	[114]	[]	[62390303]
681_19438	chr15	64071246	64071646	+	555	27.0	[]	[]	[15.375314]	[72]	[]	[64071413]
681_19439	chr15	64146918	64147318	+	682	27.0	[]	[]	[7.6564493, 9.587947]	[123, 167]	[]	[64147084, 64147128]
681_19440	chr15	65441645	65442045	+	715	27.0	[]	[]	[7.807559, 13.574681]	[106, 113]	[]	[65441833, 65441840]
681_19442	chr15	67116686	67117086	+	653	27.0	[]	[]	[15.375314]	[109]	[]	[67116895]
681_19445	chr15	72285981	72286381	+	621	27.0	[8.288293]	[200]	[]	[]	[72286222]	[]
681_19446	chr15	74265034	74265434	+	689	27.0	[]	[]	[8.49737, 10.026865, 7.161431]	[82, 132, 139]	[]	[74265216, 74265266, 74265273]
681_19449	chr15	75200730	75201130	+	656	27.0	[9.676358]	[146]	[]	[]	[75200968]	[]
681_19454	chr15	84950813	84951213	+	586	27.0	[10.225179]	[113]	[]	[]	[84951008]	[]
681_1946	chr18	54946123	54946523	+	1000	68.0	[15.375314]	[144]	[]	[]	[54946340]	[]
681_19462	chr16	528122	528522	+	703	27.0	[6.8528676]	[235]	[]	[]	[528368]	[]
681_19464	chr16	2537420	2537820	+	714	27.0	[12.716828]	[143]	[]	[]	[2537652]	[]
681_1947	chr19	532938	533338	+	1000	68.0	[15.375314]	[111]	[]	[]	[533121]	[]
681_19472	chr16	24834424	24834824	+	700	27.0	[]	[]	[13.574681]	[182]	[]	[24834656]
681_19473	chr16	27470758	27471158	+	598	27.0	[7.3683796]	[106]	[]	[]	[27470911]	[]
681_19479	chr16	31133006	31133406	+	610	27.0	[6.749954, 7.238494, 7.415039]	[104, 121, 128]	[]	[]	[31133164, 31133181, 31133188]	[]
681_1948	chr19	7943467	7943867	+	1000	68.0	[8.423179]	[103]	[]	[]	[7943666]	[]
681_19488	chr16	57660699	57661099	+	605	27.0	[]	[]	[10.046241, 7.589001, 9.066098]	[126, 133, 149]	[]	[57660923, 57660930, 57660946]
681_19489	chr16	57984455	57984855	+	575	27.0	[]	[]	[8.196144]	[97]	[]	[57984647]
681_1949	chr19	15321339	15321739	+	1000	68.0	[10.400684]	[138]	[7.699957]	[143]	[15321545]	[15321550]
681_19490	chr16	58684006	58684406	+	615	27.0	[]	[]	[6.7890983, 11.816733]	[187, 198]	[]	[58684212, 58684223]
681_19492	chr16	67718920	67719320	+	707	27.0	[6.9182286]	[157]	[]	[]	[67719120]	[]
681_19493	chr16	68782678	68783078	+	605	27.0	[6.904866]	[145]	[7.874239, 7.699957]	[119, 175]	[68782866]	[68782840, 68782896]
681_19496	chr16	75042672	75043072	+	708	27.0	[]	[]	[7.2247434]	[84]	[]	[75042854]
681_19497	chr16	82169784	82170184	+	594	27.0	[6.726127]	[248]	[]	[]	[82170033]	[]
681_195	chr1	12604393	12604793	+	1000	180.0	[10.822892, 7.051181]	[138, 149]	[]	[]	[12604603, 12604614]	[]
681_19500	chr16	84604627	84605027	+	688	27.0	[10.225179]	[107]	[]	[]	[84604810]	[]
681_19504	chr16	85049959	85050359	+	594	27.0	[]	[]	[9.5113535]	[227]	[]	[85050208]
681_19508	chr16	85555817	85556217	+	655	27.0	[]	[]	[6.7065535]	[79]	[]	[85555980]
681_1951	chr19	53869466	53869866	+	1000	68.0	[]	[]	[7.5666924]	[70]	[]	[53869635]
681_19516	chr16	89506037	89506437	+	697	27.0	[]	[]	[9.500589, 7.695302]	[183, 190]	[]	[89506249, 89506256]
681_1952	chr2	108594938	108595338	+	1000	68.0	[8.148928]	[98]	[9.064944]	[86]	[108595123]	[108595111]
681_19525	chr17	28871283	28871683	+	682	27.0	[7.8676777]	[91]	[6.929461]	[136]	[28871439]	[28871484]
681_19530	chr17	32348896	32349296	+	581	27.0	[7.699957]	[150]	[]	[]	[32349093]	[]
681_19531	chr17	32904303	32904703	+	579	27.0	[9.540887]	[129]	[10.400684, 10.466044]	[100, 153]	[32904503]	[32904474, 32904527]
681_19537	chr17	38604699	38605099	+	689	27.0	[10.046241]	[113]	[]	[]	[38604908]	[]
681_19539	chr17	42154571	42154971	+	573	27.0	[]	[]	[7.473389]	[138]	[]	[42154789]
681_1954	chr2	126657869	126658269	+	1000	68.0	[9.169012]	[128]	[7.1165414]	[141]	[126658097]	[126658110]
681_19546	chr17	46835758	46836158	+	730	27.0	[]	[]	[8.514302]	[155]	[]	[46835946]
681_19547	chr17	47098910	47099310	+	717	27.0	[]	[]	[7.264312]	[128]	[]	[47099075]
681_19551	chr17	49851827	49852227	+	669	27.0	[6.7505236]	[157]	[]	[]	[49852023]	[]
681_19552	chr17	51123229	51123629	+	700	27.0	[]	[]	[10.016101, 13.574681]	[114, 121]	[]	[51123438, 51123445]
681_19554	chr17	59695960	59696360	+	678	27.0	[]	[]	[7.578237]	[109]	[]	[59696144]
681_19558	chr17	74295823	74296223	+	590	27.0	[]	[]	[6.907464]	[94]	[]	[74295996]
681_1956	chr20	34312663	34313063	+	1000	68.0	[]	[]	[7.2750764]	[97]	[]	[34312831]
681_19563	chr17	76710093	76710493	+	643	27.0	[]	[]	[7.473389]	[57]	[]	[76710248]
681_19565	chr17	77426829	77427229	+	694	27.0	[]	[]	[7.710721, 11.846873]	[106, 113]	[]	[77426992, 77426999]
681_19569	chr17	78248597	78248997	+	672	27.0	[7.051181]	[123]	[8.514302, 9.965039]	[104, 143]	[78248790]	[78248771, 78248810]
681_1957	chr21	43857462	43857862	+	1000	68.0	[]	[]	[10.016101]	[117]	[]	[43857679]
681_19571	chr17	79009287	79009687	+	633	27.0	[]	[]	[11.724585, 10.026865]	[87, 94]	[]	[79009468, 79009475]
681_19573	chr17	81740311	81740711	+	597	27.0	[]	[]	[7.1881423, 9.530729]	[162, 203]	[]	[81740491, 81740532]
681_19579	chr18	717019	717419	+	699	27.0	[]	[]	[13.05917]	[117]	[]	[717211]
681_19587	chr18	57784248	57784648	+	655	27.0	[]	[]	[7.2247434]	[122]	[]	[57784443]
681_19589	chr19	927254	927654	+	614	27.0	[]	[]	[9.274022]	[135]	[]	[927479]
681_19591	chr19	3034685	3035085	+	672	27.0	[]	[]	[9.367325]	[141]	[]	[3034878]
681_19592	chr19	3162674	3163074	+	625	27.0	[]	[]	[7.3683796]	[134]	[]	[3162874]
681_19600	chr19	7868623	7869023	+	628	27.0	[]	[]	[8.565256]	[188]	[]	[7868848]
681_19606	chr19	11766798	11767198	+	591	27.0	[]	[]	[9.587947]	[183]	[]	[11767031]
681_1961	chr22	23184496	23184896	+	1000	68.0	[]	[]	[9.409009, 7.1030235]	[134, 141]	[]	[23184647, 23184654]
681_19611	chr19	14043028	14043428	+	664	27.0	[]	[]	[7.1030235]	[72]	[]	[14043183]
681_19613	chr19	15453786	15454186	+	699	27.0	[6.7890983, 15.375314, 7.69079, 9.367325]	[89, 125, 149, 167]	[]	[]	[15453958, 15453994, 15454018, 15454036]	[]
681_19616	chr19	16541850	16542250	+	649	27.0	[6.9421754]	[98]	[8.738236]	[132]	[16542023]	[16542057]
681_19617	chr19	17998832	17999232	+	662	27.0	[9.066098]	[174]	[8.780026]	[186]	[17999036]	[17999048]
681_19618	chr19	18064539	18064939	+	713	27.0	[6.954626]	[144]	[]	[]	[18064782]	[]
681_19619	chr19	18194526	18194926	+	710	27.0	[7.730097]	[137]	[]	[]	[18194739]	[]
681_19622	chr19	18301051	18301451	+	686	27.0	[]	[]	[10.046241, 7.9839993]	[161, 191]	[]	[18301249, 18301279]
681_19623	chr19	18461778	18462178	+	664	27.0	[]	[]	[6.7259293]	[171]	[]	[18461982]
681_19625	chr19	18831507	18831907	+	571	27.0	[]	[]	[6.7505236]	[185]	[]	[18831739]
681_19626	chr19	19062843	19063243	+	724	27.0	[8.683034, 10.822892]	[104, 123]	[]	[]	[19063038, 19063057]	[]
681_19628	chr19	19193459	19193859	+	548	27.0	[6.907464]	[127]	[]	[]	[19193643]	[]
681_19629	chr19	19319933	19320333	+	593	27.0	[]	[]	[8.196144, 10.046241]	[131, 138]	[]	[19320101, 19320108]
681_1963	chr22	23186753	23187153	+	1000	68.0	[7.699957]	[204]	[]	[]	[23186963]	[]
681_19631	chr19	21141921	21142321	+	681	27.0	[8.274998]	[92]	[]	[]	[21142086]	[]
681_19633	chr19	29942614	29943014	+	714	27.0	[6.9631176]	[155]	[]	[]	[29942821]	[]
681_1964	chr22	23215414	23215814	+	1000	68.0	[7.417145]	[188]	[]	[]	[23215656]	[]
681_19641	chr19	41706590	41706990	+	701	27.0	[8.375081]	[96]	[7.309482]	[114]	[41706744]	[41706762]
681_19652	chr19	46621025	46621425	+	691	27.0	[]	[]	[9.625627, 6.9421754]	[212, 233]	[]	[46621253, 46621274]
681_19657	chr19	48609945	48610345	+	735	27.0	[]	[]	[9.188388, 10.016101]	[68, 136]	[]	[48610113, 48610181]
681_19659	chr19	48866297	48866697	+	699	27.0	[10.016101]	[174]	[]	[]	[48866534]	[]
681_19665	chr19	49799943	49800343	+	588	27.0	[7.051181]	[145]	[7.699957]	[129]	[49800162]	[49800146]
681_19666	chr19	50332116	50332516	+	605	27.0	[]	[]	[13.574681]	[133]	[]	[50332344]
681_19667	chr19	50434675	50435075	+	605	27.0	[]	[]	[12.266677]	[111]	[]	[50434860]
681_1967	chr5	33440831	33441231	+	1000	68.0	[]	[]	[7.3877554]	[104]	[]	[33440985]
681_19670	chr19	51380370	51380770	+	703	27.0	[]	[]	[9.188388]	[151]	[]	[51380616]
681_19671	chr19	51387788	51388188	+	664	27.0	[6.9376044]	[117]	[]	[]	[51387992]	[]
681_19673	chr19	53927713	53928113	+	704	27.0	[]	[]	[8.66444]	[72]	[]	[53927881]
681_19676	chr19	54881192	54881592	+	643	27.0	[8.780026]	[98]	[]	[]	[54881388]	[]
681_19677	chr19	55341203	55341603	+	631	27.0	[7.5025806]	[229]	[]	[]	[55341438]	[]
681_19682	chr2	9422702	9423102	+	639	27.0	[]	[]	[9.367325]	[166]	[]	[9422872]
681_19684	chr2	9770602	9771002	+	611	27.0	[10.046241]	[116]	[7.375241]	[144]	[9770761]	[9770789]
681_19688	chr2	10433789	10434189	+	595	27.0	[6.907464]	[185]	[8.66444]	[169]	[10434015]	[10433999]
681_19689	chr2	15352327	15352727	+	664	27.0	[15.375314]	[127]	[]	[]	[15352529]	[]
681_1969	chr6	2245931	2246331	+	1000	68.0	[9.095084]	[91]	[]	[]	[2246117]	[]
681_19691	chr2	26724192	26724592	+	596	27.0	[9.188388]	[177]	[]	[]	[26724440]	[]
681_19695	chr2	39141960	39142360	+	615	27.0	[8.115106]	[102]	[]	[]	[39142153]	[]
681_19699	chr2	54077274	54077674	+	641	27.0	[]	[]	[9.025375]	[98]	[]	[54077467]
681_197	chr20	63707695	63708095	+	1000	180.0	[9.731183]	[127]	[]	[]	[63707910]	[]
681_1970	chr6	14724581	14724981	+	1000	68.0	[]	[]	[7.2634506]	[147]	[]	[14724827]
681_19705	chr2	68423967	68424367	+	600	27.0	[9.215672]	[185]	[11.341519]	[122]	[68424197]	[68424134]
681_1971	chr6	14728549	14728949	+	1000	68.0	[]	[]	[6.9523535]	[155]	[]	[14728762]
681_19711	chr2	85455639	85456039	+	610	27.0	[]	[]	[11.8274975]	[106]	[]	[85455839]
681_19712	chr2	88543618	88544018	+	658	27.0	[]	[]	[7.877071, 12.623525]	[150, 157]	[]	[88543835, 88543842]
681_19715	chr2	96260633	96261033	+	695	27.0	[12.266677]	[122]	[]	[]	[96260843]	[]
681_1972	chr6	34392696	34393096	+	1000	68.0	[]	[]	[12.716828]	[155]	[]	[34392946]
681_19721	chr2	111120924	111121324	+	720	27.0	[8.49737]	[170]	[]	[]	[111121135]	[]
681_19723	chr2	112722796	112723196	+	653	27.0	[]	[]	[7.415039]	[130]	[]	[112723024]
681_19728	chr2	148926401	148926801	+	636	27.0	[9.095084]	[138]	[]	[]	[148926572]	[]
681_19729	chr2	151633496	151633896	+	665	27.0	[]	[]	[7.415039]	[77]	[]	[151633661]
681_19730	chr2	157918316	157918716	+	590	27.0	[12.623525]	[125]	[]	[]	[157918515]	[]
681_19733	chr2	168965949	168966349	+	711	27.0	[]	[]	[13.574681]	[147]	[]	[168966132]
681_19734	chr2	169695777	169696177	+	648	27.0	[]	[]	[9.075708]	[122]	[]	[169695981]
681_19738	chr2	171541412	171541812	+	634	27.0	[7.3238416]	[89]	[]	[]	[171541564]	[]
681_19739	chr2	171991004	171991404	+	576	27.0	[]	[]	[12.716828]	[144]	[]	[171991210]
681_1974	chr6	43369592	43369992	+	1000	68.0	[10.225179]	[114]	[]	[]	[43369796]	[]
681_19743	chr2	201115660	201116060	+	676	27.0	[]	[]	[7.807559]	[182]	[]	[201115845]
681_1975	chr6	111845292	111845692	+	1000	68.0	[]	[]	[8.196144, 15.375314]	[77, 116]	[]	[111845465, 111845504]
681_19754	chr20	1171474	1171874	+	627	27.0	[6.9824934]	[136]	[8.166003]	[152]	[1171707]	[1171723]
681_19755	chr20	4082700	4083100	+	680	27.0	[]	[]	[7.051181]	[95]	[]	[4082851]
681_19756	chr20	25624220	25624620	+	686	27.0	[]	[]	[7.881086]	[151]	[]	[25624432]
681_19758	chr20	32721374	32721774	+	668	27.0	[]	[]	[9.828814]	[129]	[]	[32721535]
681_1976	chr6	167668626	167669026	+	1000	68.0	[8.166003]	[72]	[]	[]	[167668798]	[]
681_19762	chr20	41141275	41141675	+	629	27.0	[10.225179]	[99]	[]	[]	[41141470]	[]
681_19764	chr20	43579867	43580267	+	595	27.0	[]	[]	[10.466044]	[115]	[]	[43580064]
681_19765	chr20	43823868	43824268	+	587	27.0	[13.574681]	[136]	[15.375314]	[125]	[43824032]	[43824021]
681_1977	chr7	610902	611302	+	1000	68.0	[]	[]	[6.907464, 12.716828]	[98, 163]	[]	[611066, 611131]
681_19771	chr20	50110638	50111038	+	691	27.0	[7.375241]	[129]	[]	[]	[50110852]	[]
681_19773	chr20	57907380	57907780	+	685	27.0	[11.8274975]	[84]	[]	[]	[57907540]	[]
681_19774	chr20	62143624	62144024	+	571	27.0	[8.003375]	[131]	[6.7671185]	[159]	[62143828]	[62143856]
681_19775	chr20	62921208	62921608	+	610	27.0	[]	[]	[7.3877554]	[97]	[]	[62921400]
681_19776	chr20	63037622	63038022	+	606	27.0	[6.966994]	[84]	[]	[]	[63037800]	[]
681_1978	chr7	5497522	5497922	+	1000	68.0	[]	[]	[12.716828]	[114]	[]	[5497705]
681_19780	chr21	5244032	5244432	+	618	27.0	[]	[]	[7.7591453]	[137]	[]	[5244261]
681_19783	chr21	14542700	14543100	+	610	27.0	[]	[]	[7.0178723]	[168]	[]	[14542951]
681_19784	chr21	32610869	32611269	+	687	27.0	[]	[]	[10.016101]	[133]	[]	[32611086]
681_19785	chr21	33947289	33947689	+	613	27.0	[7.6377664]	[158]	[]	[]	[33947452]	[]
681_19787	chr21	34926804	34927204	+	666	27.0	[]	[]	[9.103049, 15.375314]	[107, 135]	[]	[34926977, 34927005]
681_1979	chr8	28244551	28244951	+	1000	68.0	[11.136818]	[152]	[12.623525, 10.225179, 15.375314]	[104, 111, 118]	[28244791]	[28244743, 28244750, 28244757]
681_19790	chr21	42521920	42522320	+	569	27.0	[7.264312]	[193]	[]	[]	[42522160]	[]
681_19791	chr21	43657927	43658327	+	677	27.0	[7.473389]	[117]	[]	[]	[43658144]	[]
681_19794	chr21	44878173	44878573	+	540	27.0	[]	[]	[7.2718024]	[88]	[]	[44878352]
681_19795	chr21	44909241	44909641	+	540	27.0	[]	[]	[7.417145]	[145]	[]	[44909411]
681_19799	chr22	16423567	16423967	+	713	27.0	[]	[]	[7.713283]	[206]	[]	[16423785]
681_1980	chr8	47431328	47431728	+	1000	68.0	[9.367325]	[153]	[]	[]	[47431568]	[]
681_19802	chr22	16763676	16764076	+	598	27.0	[]	[]	[11.8274975]	[165]	[]	[16763905]
681_19803	chr22	16801136	16801536	+	670	27.0	[]	[]	[6.9793944]	[78]	[]	[16801301]
681_19804	chr22	17679310	17679710	+	590	27.0	[10.016101]	[102]	[]	[]	[17679497]	[]
681_19805	chr22	17920167	17920567	+	665	27.0	[10.046241]	[213]	[]	[]	[17920411]	[]
681_19806	chr22	18977367	18977767	+	617	27.0	[10.25437]	[119]	[]	[]	[18977573]	[]
681_19808	chr22	19075548	19075948	+	610	27.0	[]	[]	[9.409009]	[110]	[]	[19075726]
681_1981	chr8	52695248	52695648	+	1000	68.0	[7.309482]	[63]	[]	[]	[52695404]	[]
681_19815	chr22	19209987	19210387	+	693	27.0	[]	[]	[8.423179]	[150]	[]	[19210139]
681_1982	chr9	91193695	91194095	+	1000	68.0	[]	[]	[10.225179, 8.453737]	[149, 156]	[]	[91193938, 91193945]
681_19820	chr22	19304418	19304818	+	646	27.0	[]	[]	[7.595884]	[248]	[]	[19304668]
681_19821	chr22	19345400	19345800	+	687	27.0	[]	[]	[6.7778077]	[202]	[]	[19345648]
681_19824	chr22	19537550	19537950	+	675	27.0	[9.6081915]	[136]	[]	[]	[19537745]	[]
681_19827	chr22	19747824	19748224	+	726	27.0	[8.477994]	[215]	[]	[]	[19748066]	[]
681_19831	chr22	19950313	19950713	+	599	27.0	[8.19479]	[82]	[]	[]	[19950485]	[]
681_19832	chr22	20003605	20004005	+	669	27.0	[]	[]	[7.8676777]	[97]	[]	[20003794]
681_19835	chr22	20144915	20145315	+	700	27.0	[]	[]	[10.026865]	[116]	[]	[20145083]
681_19837	chr22	20191272	20191672	+	598	27.0	[7.7591453]	[219]	[6.907464, 8.423179]	[143, 229]	[20191507]	[20191431, 20191517]
