#PeakID(python identify_motif.py ./ENCODE_processed_files/ZEB2_idr.fa ZEB2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
466_30403	chr10	70699616	70700016	+	757	32.0	[]	[]	[11.465191]	[149]	[]	[70699787]
466_30413	chr10	100346965	100347365	+	781	32.0	[]	[]	[6.672127]	[63]	[]	[100347116]
466_30419	chr10	122894473	122894873	+	747	32.0	[6.975399]	[120]	[]	[]	[122894683]	[]
466_30437	chr11	31816473	31816873	+	799	32.0	[]	[]	[6.975399, 11.465191]	[105, 152]	[]	[31816637, 31816684]
466_30454	chr11	76807315	76807715	+	586	32.0	[]	[]	[6.53501]	[187]	[]	[76807510]
466_30464	chr11	130071311	130071711	+	788	32.0	[]	[]	[6.53501, 6.672127]	[110, 176]	[]	[130071490, 130071556]
466_3048	chr11	63681897	63682297	+	1000	88.0	[]	[]	[11.465191]	[172]	[]	[63682146]
466_3050	chr11	118342471	118342871	+	1000	88.0	[]	[]	[6.975399]	[135]	[]	[118342692]
466_30512	chr14	96361944	96362344	+	805	32.0	[11.465191, 6.9489045]	[119, 139]	[6.9489045]	[139]	[96362158, 96362178]	[96362178]
466_30523	chr15	55401692	55402092	+	803	32.0	[6.53501]	[107]	[]	[]	[55401863]	[]
466_30528	chr15	60615241	60615641	+	703	32.0	[]	[]	[6.975399]	[147]	[]	[60615486]
466_30543	chr16	65638	66038	+	805	32.0	[6.672127]	[82]	[11.465191]	[111]	[65819]	[65848]
466_30545	chr16	2148792	2149192	+	642	32.0	[6.672127]	[122]	[11.465191]	[146]	[2148989]	[2149013]
466_30546	chr16	2512335	2512735	+	555	32.0	[]	[]	[11.465191]	[127]	[]	[2512554]
466_3055	chr17	78735801	78736201	+	1000	88.0	[]	[]	[11.465191]	[131]	[]	[78736008]
466_30575	chr17	13385430	13385830	+	795	32.0	[]	[]	[6.975399]	[154]	[]	[13385678]
466_3058	chr19	47743620	47744020	+	1000	88.0	[]	[]	[11.465191]	[131]	[]	[47743825]
466_30587	chr17	39244772	39245172	+	763	32.0	[6.975399]	[176]	[]	[]	[39244961]	[]
466_30588	chr17	39769860	39770260	+	549	32.0	[6.9489045, 11.465191]	[80, 159]	[6.9489045]	[80]	[39770022, 39770101]	[39770022]
466_30589	chr17	41624467	41624867	+	754	32.0	[11.465191]	[148]	[11.465191]	[162]	[41624685]	[41624699]
466_30595	chr17	46808924	46809324	+	703	32.0	[]	[]	[11.465191]	[139]	[]	[46809149]
466_30596	chr17	47989680	47990080	+	703	32.0	[6.53501]	[157]	[]	[]	[47989924]	[]
466_306	chr6	157763412	157763812	+	1000	220.5	[6.672127, 11.465191, 11.465191]	[140, 154, 181]	[11.465191]	[112]	[157763617, 157763631, 157763658]	[157763589]
466_30601	chr17	57868082	57868482	+	752	32.0	[]	[]	[6.672127, 11.465191]	[86, 155]	[]	[57868237, 57868306]
466_30604	chr17	59617348	59617748	+	620	32.0	[]	[]	[6.975399]	[123]	[]	[59617544]
466_30610	chr17	66349616	66350016	+	794	32.0	[]	[]	[6.53501]	[95]	[]	[66349792]
466_30624	chr17	82414606	82415006	+	720	32.0	[]	[]	[11.465191]	[182]	[]	[82414805]
466_30650	chr19	8609975	8610375	+	775	32.0	[]	[]	[6.975399]	[214]	[]	[8610206]
466_30663	chr19	34365625	34366025	+	687	32.0	[11.465191]	[171]	[]	[]	[34365875]	[]
466_30677	chr2	3518167	3518567	+	641	32.0	[]	[]	[6.975399]	[59]	[]	[3518326]
466_30678	chr2	9112078	9112478	+	764	32.0	[6.672127]	[232]	[]	[]	[9112313]	[]
466_30690	chr2	58571238	58571638	+	782	32.0	[6.975399]	[76]	[]	[]	[58571397]	[]
466_30770	chr22	22902220	22902620	+	796	32.0	[]	[]	[6.672127]	[117]	[]	[22902426]
466_30787	chr3	14761429	14761829	+	767	32.0	[]	[]	[6.975399]	[122]	[]	[14761613]
466_30794	chr3	42159684	42160084	+	787	32.0	[]	[]	[11.465191]	[185]	[]	[42159903]
466_3081	chr1	183567522	183567922	+	1000	87.5	[]	[]	[11.465191, 11.465191]	[80, 119]	[]	[183567695, 183567734]
466_30812	chr3	101512479	101512879	+	703	32.0	[6.975399]	[117]	[]	[]	[101512646]	[]
466_30817	chr3	141308603	141309003	+	734	32.0	[6.9489045, 11.465191]	[70, 139]	[6.9489045]	[70]	[141308772, 141308841]	[141308772]
466_30821	chr3	157175728	157176128	+	679	32.0	[6.975399]	[70]	[]	[]	[157175885]	[]
466_30829	chr3	184185611	184186011	+	634	32.0	[6.672127]	[203]	[]	[]	[184185851]	[]
466_30832	chr3	194671350	194671750	+	576	32.0	[11.465191]	[226]	[]	[]	[194671583]	[]
466_3084	chr11	22752962	22753362	+	1000	87.5	[11.465191]	[156]	[]	[]	[22753190]	[]
466_30847	chr4	80266356	80266756	+	769	32.0	[]	[]	[6.672127]	[169]	[]	[80266581]
466_30848	chr4	86891945	86892345	+	783	32.0	[11.465191]	[141]	[6.672127]	[72]	[86892180]	[86892111]
466_30851	chr4	99808192	99808592	+	744	32.0	[]	[]	[6.975399]	[128]	[]	[99808408]
466_30859	chr4	145180774	145181174	+	797	32.0	[11.465191]	[66]	[]	[]	[145180933]	[]
466_30867	chr5	1479641	1480041	+	770	32.0	[11.465191]	[171]	[]	[]	[1479885]	[]
466_30881	chr5	89343681	89344081	+	685	32.0	[11.465191]	[147]	[]	[]	[89343916]	[]
466_30893	chr5	146966025	146966425	+	707	32.0	[6.53501]	[131]	[6.975399]	[157]	[146966235]	[146966261]
466_30899	chr6	2767853	2768253	+	788	32.0	[6.975399]	[192]	[]	[]	[2768081]	[]
466_30916	chr6	30790695	30791095	+	807	32.0	[6.53501, 6.975399]	[62, 79]	[11.465191]	[119]	[30790848, 30790865]	[30790905]
466_30925	chr6	44264847	44265247	+	741	32.0	[6.9489045]	[130]	[6.9489045]	[130]	[44265041]	[44265041]
466_30934	chr6	109295000	109295400	+	790	32.0	[]	[]	[6.975399]	[94]	[]	[109295169]
466_30938	chr6	125758953	125759353	+	732	32.0	[6.975399]	[200]	[]	[]	[125759194]	[]
466_30949	chr6	150334920	150335320	+	772	32.0	[]	[]	[6.53501]	[133]	[]	[150335099]
466_30963	chr7	32957579	32957979	+	800	32.0	[]	[]	[6.975399]	[187]	[]	[32957792]
466_30965	chr7	44768396	44768796	+	792	32.0	[]	[]	[11.465191]	[76]	[]	[44768569]
466_30967	chr7	47354958	47355358	+	622	32.0	[11.465191]	[142]	[]	[]	[47355168]	[]
466_30976	chr7	101363812	101364212	+	803	32.0	[]	[]	[6.672127]	[182]	[]	[101364020]
466_30994	chr7	129298245	129298645	+	794	32.0	[11.465191, 11.465191]	[119, 157]	[]	[]	[129298449, 129298487]	[]
466_30995	chr7	129472331	129472731	+	794	32.0	[11.465191]	[100]	[]	[]	[129472518]	[]
466_31013	chr8	10760822	10761222	+	794	32.0	[6.672127]	[126]	[]	[]	[10761018]	[]
466_31015	chr8	22036813	22037213	+	804	32.0	[6.672127, 6.975399]	[132, 151]	[]	[]	[22036980, 22036999]	[]
466_31017	chr8	29084295	29084695	+	682	32.0	[6.9489045]	[110]	[6.9489045]	[110]	[29084486]	[29084486]
466_3104	chr2	158457931	158458331	+	1000	87.5	[]	[]	[11.465191]	[113]	[]	[158458128]
466_31043	chr8	142738734	142739134	+	726	32.0	[11.465191]	[122]	[]	[]	[142738940]	[]
466_31047	chr9	6681067	6681467	+	573	32.0	[6.9489045]	[201]	[6.9489045]	[201]	[6681283]	[6681283]
466_31049	chr9	35116210	35116610	+	636	32.0	[6.9489045]	[79]	[6.9489045]	[79]	[35116376]	[35116376]
466_3105	chr20	50761669	50762069	+	1000	87.5	[]	[]	[6.975399]	[94]	[]	[50761838]
466_31051	chr9	86282689	86283089	+	757	32.0	[11.465191]	[108]	[]	[]	[86282852]	[]
466_31054	chr9	91720810	91721210	+	734	32.0	[]	[]	[11.465191]	[89]	[]	[91720964]
466_31059	chr9	99113044	99113444	+	765	32.0	[]	[]	[11.465191]	[202]	[]	[99113295]
466_3106	chr20	56362737	56363137	+	1000	87.5	[11.465191]	[119]	[6.53501]	[94]	[56362943]	[56362918]
466_3107	chr22	20021242	20021642	+	1000	87.5	[]	[]	[11.465191]	[147]	[]	[20021426]
466_31072	chr9	130895994	130896394	+	739	32.0	[6.53501]	[103]	[]	[]	[130896149]	[]
466_31074	chr9	131091924	131092324	+	799	32.0	[6.9489045, 11.465191]	[101, 177]	[6.9489045]	[101]	[131092095, 131092171]	[131092095]
466_31076	chr9	136236757	136237157	+	790	32.0	[11.465191, 11.465191, 11.465191, 11.465191]	[67, 94, 117, 144]	[]	[]	[136236917, 136236944, 136236967, 136236994]	[]
466_31077	chr9	136996908	136997308	+	772	32.0	[11.465191]	[136]	[]	[]	[136997114]	[]
466_31079	chr9	137550191	137550591	+	632	32.0	[6.9489045]	[179]	[6.9489045]	[179]	[137550439]	[137550439]
466_31083	chrX	119482615	119483015	+	594	32.0	[6.9489045, 11.465191]	[114, 147]	[6.9489045]	[114]	[119482801, 119482834]	[119482801]
466_31090	chrX	153743850	153744250	+	631	32.0	[]	[]	[11.465191]	[180]	[]	[153744080]
466_3110	chr22	23248570	23248970	+	1000	87.5	[]	[]	[11.465191]	[122]	[]	[23248736]
466_31102	chr1	12076528	12076928	+	724	31.5	[]	[]	[6.975399]	[190]	[]	[12076772]
466_31105	chr1	19648637	19649037	+	783	31.5	[11.465191]	[81]	[]	[]	[19648801]	[]
466_31136	chr1	59393121	59393521	+	655	31.5	[]	[]	[6.975399]	[111]	[]	[59393292]
466_31144	chr1	109239363	109239763	+	745	31.5	[6.975399]	[124]	[]	[]	[109239572]	[]
466_31146	chr1	109483255	109483655	+	583	31.5	[6.53501]	[155]	[]	[]	[109483471]	[]
466_31147	chr1	109643311	109643711	+	756	31.5	[6.975399]	[74]	[]	[]	[109643480]	[]
466_3115	chr3	37994061	37994461	+	1000	87.5	[6.672127]	[154]	[]	[]	[37994247]	[]
466_31161	chr1	153616149	153616549	+	758	31.5	[11.465191, 6.975399]	[100, 119]	[]	[]	[153616334, 153616353]	[]
466_31167	chr1	167043979	167044379	+	754	31.5	[]	[]	[11.465191]	[188]	[]	[167044181]
466_31173	chr1	182604303	182604703	+	602	31.5	[]	[]	[6.672127]	[117]	[]	[182604518]
466_31176	chr1	202600119	202600519	+	677	31.5	[6.975399]	[143]	[]	[]	[202600354]	[]
466_31186	chr1	211830722	211831122	+	607	31.5	[6.975399]	[143]	[]	[]	[211830925]	[]
466_31234	chr11	1258988	1259388	+	639	31.5	[6.672127, 11.465191, 11.465191]	[145, 172, 225]	[11.465191, 11.465191]	[155, 182]	[1259154, 1259181, 1259234]	[1259164, 1259191]
466_31256	chr11	65884642	65885042	+	752	31.5	[11.465191]	[95]	[]	[]	[65884834]	[]
466_31265	chr11	78646585	78646985	+	611	31.5	[]	[]	[11.465191, 6.53501]	[102, 113]	[]	[78646785, 78646796]
466_3127	chr1	29032884	29033284	+	1000	87.0	[]	[]	[6.53501]	[158]	[]	[29033118]
466_31283	chr12	32755039	32755439	+	670	31.5	[11.465191]	[141]	[]	[]	[32755206]	[]
466_3130	chr1	185530218	185530618	+	1000	87.0	[6.975399]	[164]	[]	[]	[185530467]	[]
466_31317	chr14	34539377	34539777	+	763	31.5	[11.465191]	[76]	[]	[]	[34539552]	[]
466_31318	chr14	54509972	54510372	+	774	31.5	[]	[]	[6.672127]	[164]	[]	[54510186]
466_31334	chr15	52568113	52568513	+	560	31.5	[11.465191]	[81]	[11.465191]	[146]	[52568277]	[52568342]
466_31335	chr15	56496705	56497105	+	719	31.5	[6.975399]	[189]	[]	[]	[56496910]	[]
466_31345	chr15	74872977	74873377	+	737	31.5	[6.975399]	[171]	[]	[]	[74873196]	[]
466_31363	chr16	15650609	15651009	+	758	31.5	[6.672127]	[111]	[]	[]	[15650778]	[]
466_31369	chr16	29118638	29119038	+	594	31.5	[]	[]	[11.465191]	[92]	[]	[29118817]
466_31374	chr16	46976616	46977016	+	686	31.5	[11.465191]	[114]	[]	[]	[46976783]	[]
466_31386	chr16	87571404	87571804	+	719	31.5	[11.465191]	[148]	[]	[]	[87571603]	[]
466_31387	chr16	89217149	89217549	+	624	31.5	[6.672127]	[179]	[]	[]	[89217379]	[]
466_31388	chr17	3723507	3723907	+	749	31.5	[6.975399]	[100]	[11.465191]	[140]	[3723685]	[3723725]
466_31400	chr17	30709642	30710042	+	740	31.5	[11.465191]	[163]	[11.465191, 11.465191]	[123, 172]	[30709849]	[30709809, 30709858]
466_31405	chr17	41579487	41579887	+	727	31.5	[11.465191]	[182]	[]	[]	[41579704]	[]
466_3141	chr11	124079784	124080184	+	1000	87.0	[6.53501]	[88]	[]	[]	[124079954]	[]
466_31421	chr17	63478838	63479238	+	781	31.5	[11.465191]	[164]	[]	[]	[63479078]	[]
466_31422	chr17	64796539	64796939	+	668	31.5	[6.53501, 6.53501, 6.53501, 11.465191, 6.53501, 6.53501, 11.465191]	[62, 82, 94, 102, 114, 134, 145]	[]	[]	[64796697, 64796717, 64796729, 64796737, 64796749, 64796769, 64796780]	[]
466_31430	chr17	81976998	81977398	+	786	31.5	[]	[]	[11.465191]	[133]	[]	[81977219]
466_31452	chr19	3665803	3666203	+	697	31.5	[]	[]	[11.465191]	[136]	[]	[3666015]
466_31453	chr19	5956295	5956695	+	643	31.5	[6.975399]	[176]	[]	[]	[5956472]	[]
466_31457	chr19	14205751	14206151	+	709	31.5	[11.465191, 11.465191]	[123, 172]	[11.465191]	[132]	[14205933, 14205982]	[14205942]
466_31459	chr19	16442724	16443124	+	676	31.5	[11.465191]	[108]	[]	[]	[16442918]	[]
466_3146	chr15	51681334	51681734	+	1000	87.0	[6.975399]	[116]	[]	[]	[51681544]	[]
466_31486	chr19	48493496	48493896	+	540	31.5	[11.465191]	[108]	[]	[]	[48493691]	[]
466_31488	chr19	48614888	48615288	+	776	31.5	[6.672127]	[117]	[]	[]	[48615081]	[]
466_31504	chr2	26191640	26192040	+	577	31.5	[6.53501]	[116]	[]	[]	[26191837]	[]
466_31524	chr2	131672626	131673026	+	744	31.5	[11.465191]	[157]	[6.975399]	[106]	[131672871]	[131672820]
466_31532	chr2	182717453	182717853	+	712	31.5	[11.465191]	[105]	[]	[]	[182717637]	[]
466_31533	chr2	189610697	189611097	+	762	31.5	[6.975399]	[145]	[]	[]	[189610941]	[]
466_31534	chr2	190881977	190882377	+	744	31.5	[11.465191]	[105]	[]	[]	[190882140]	[]
466_31536	chr2	191961527	191961927	+	740	31.5	[]	[]	[6.975399]	[106]	[]	[191961727]
466_3154	chr2	68908327	68908727	+	1000	87.0	[]	[]	[11.465191]	[109]	[]	[68908525]
466_3156	chr20	43538614	43539014	+	1000	87.0	[6.975399]	[155]	[]	[]	[43538860]	[]
466_31564	chr20	63955794	63956194	+	691	31.5	[6.672127]	[146]	[]	[]	[63956024]	[]
466_31576	chr22	20186432	20186832	+	557	31.5	[]	[]	[11.465191]	[118]	[]	[20186645]
466_31603	chr22	23077892	23078292	+	734	31.5	[]	[]	[6.672127, 6.672127]	[202, 208]	[]	[23078106, 23078112]
466_31615	chr22	43089032	43089432	+	769	31.5	[11.465191]	[158]	[]	[]	[43089274]	[]
466_3163	chr6	53615815	53616215	+	1000	87.0	[]	[]	[6.975399, 11.465191]	[124, 147]	[]	[53616026, 53616049]
466_31630	chr3	45594204	45594604	+	696	31.5	[6.672127]	[167]	[]	[]	[45594426]	[]
466_31638	chr3	100068854	100069254	+	747	31.5	[6.9489045]	[115]	[6.9489045]	[115]	[100069030]	[100069030]
466_31640	chr3	122793742	122794142	+	763	31.5	[6.9489045]	[80]	[6.9489045]	[80]	[122793905]	[122793905]
466_31645	chr3	143124734	143125134	+	744	31.5	[]	[]	[11.465191]	[140]	[]	[143124973]
466_3166	chr7	129224426	129224826	+	1000	87.0	[6.53501]	[206]	[]	[]	[129224664]	[]
466_31666	chr4	2241047	2241447	+	719	31.5	[]	[]	[6.975399]	[80]	[]	[2241198]
466_31689	chr5	6378790	6379190	+	696	31.5	[11.465191]	[95]	[]	[]	[6378982]	[]
466_3171	chr1	25859036	25859436	+	1000	86.5	[6.975399, 11.465191]	[119, 156]	[11.465191]	[77]	[25859240, 25859277]	[25859198]
466_31711	chr5	138055053	138055453	+	671	31.5	[]	[]	[6.975399]	[80]	[]	[138055230]
466_3172	chr1	26620658	26621058	+	1000	86.5	[]	[]	[6.975399]	[58]	[]	[26620811]
466_31730	chr6	13269113	13269513	+	657	31.5	[]	[]	[11.465191]	[81]	[]	[13269292]
466_31733	chr6	17865294	17865694	+	778	31.5	[11.465191, 6.975399]	[117, 155]	[11.465191]	[92]	[17865482, 17865520]	[17865457]
466_31751	chr6	85678451	85678851	+	758	31.5	[6.53501, 6.672127]	[180, 187]	[]	[]	[85678691, 85678698]	[]
466_31760	chr6	147510847	147511247	+	778	31.5	[6.975399]	[154]	[]	[]	[147511056]	[]
466_3177	chr1	224929380	224929780	+	1000	86.5	[11.465191]	[124]	[]	[]	[224929586]	[]
466_31795	chr7	103811948	103812348	+	791	31.5	[]	[]	[11.465191, 11.465191, 6.53501]	[77, 122, 144]	[]	[103812100, 103812145, 103812167]
466_31800	chr7	106957951	106958351	+	698	31.5	[11.465191]	[132]	[11.465191]	[143]	[106958175]	[106958186]
466_31803	chr7	107090533	107090933	+	779	31.5	[11.465191, 11.465191]	[108, 120]	[11.465191]	[137]	[107090731, 107090743]	[107090760]
466_3184	chr15	40844033	40844433	+	1000	86.5	[]	[]	[6.975399]	[86]	[]	[40844184]
466_31859	chr8	130129574	130129974	+	711	31.5	[]	[]	[6.53501]	[89]	[]	[130129750]
466_31872	chr9	72952854	72953254	+	757	31.5	[]	[]	[11.465191]	[74]	[]	[72953023]
466_31873	chr9	77909214	77909614	+	753	31.5	[6.53501]	[113]	[]	[]	[77909409]	[]
466_31875	chr9	92133852	92134252	+	764	31.5	[]	[]	[11.465191]	[155]	[]	[92134097]
466_3188	chr19	38336587	38336987	+	1000	86.5	[]	[]	[11.465191]	[78]	[]	[38336758]
466_31884	chr9	124861432	124861832	+	681	31.5	[11.465191]	[94]	[]	[]	[124861608]	[]
466_31894	chr9	135412607	135413007	+	746	31.5	[]	[]	[11.465191]	[127]	[]	[135412826]
466_31914	chr1	9867436	9867836	+	686	31.0	[6.53501, 6.53501]	[83, 122]	[]	[]	[9867616, 9867655]	[]
466_31918	chr1	15326893	15327293	+	649	31.0	[6.53501]	[139]	[]	[]	[15327091]	[]
466_31927	chr1	23340821	23341221	+	609	31.0	[11.465191]	[156]	[]	[]	[23340994]	[]
466_31938	chr1	32540549	32540949	+	697	31.0	[]	[]	[6.975399]	[98]	[]	[32540738]
466_3194	chr3	185977005	185977405	+	1000	86.5	[11.465191]	[166]	[]	[]	[185977245]	[]
466_31954	chr1	84715504	84715904	+	753	31.0	[6.975399, 11.465191]	[111, 148]	[]	[]	[84715708, 84715745]	[]
466_31961	chr1	112698508	112698908	+	619	31.0	[11.465191]	[101]	[11.465191]	[118]	[112698695]	[112698712]
466_31978	chr1	154627844	154628244	+	729	31.0	[6.9489045]	[114]	[6.9489045]	[114]	[154628026]	[154628026]
466_31979	chr1	156115178	156115578	+	746	31.0	[]	[]	[6.672127]	[171]	[]	[156115421]
466_31988	chr1	176517387	176517787	+	667	31.0	[]	[]	[11.465191]	[137]	[]	[176517623]
466_32000	chr1	203290144	203290544	+	642	31.0	[11.465191]	[115]	[11.465191]	[149]	[203290353]	[203290387]
466_32008	chr1	206511327	206511727	+	728	31.0	[11.465191]	[122]	[]	[]	[206511544]	[]
466_3201	chr7	27740680	27741080	+	1000	86.5	[11.465191]	[100]	[]	[]	[27740868]	[]
466_3204	chr7	135936856	135937256	+	1000	86.5	[6.975399]	[121]	[]	[]	[135937043]	[]
466_32048	chr10	60778795	60779195	+	764	31.0	[11.465191]	[116]	[6.975399]	[125]	[60779002]	[60779011]
466_3206	chr8	22245051	22245451	+	1000	86.5	[11.465191]	[151]	[6.672127]	[84]	[22245285]	[22245218]
466_32067	chr10	102644807	102645207	+	689	31.0	[6.9489045, 11.465191]	[85, 97]	[6.9489045]	[85]	[102644969, 102644981]	[102644969]
466_32069	chr10	110414499	110414899	+	733	31.0	[11.465191, 6.53501]	[161, 179]	[]	[]	[110414700, 110414718]	[]
466_32072	chr10	128579282	128579682	+	743	31.0	[]	[]	[6.975399]	[158]	[]	[128579513]
466_32083	chr11	34634076	34634476	+	715	31.0	[11.465191]	[119]	[]	[]	[34634294]	[]
466_32094	chr11	63921070	63921470	+	753	31.0	[11.465191]	[109]	[]	[]	[63921264]	[]
466_32135	chr12	57027161	57027561	+	714	31.0	[6.9489045]	[130]	[6.9489045]	[130]	[57027364]	[57027364]
466_32136	chr12	64598939	64599339	+	709	31.0	[6.9489045]	[93]	[6.9489045]	[93]	[64599118]	[64599118]
466_32156	chr14	22570355	22570755	+	571	31.0	[]	[]	[6.53501]	[149]	[]	[22570565]
466_32164	chr14	56579438	56579838	+	738	31.0	[]	[]	[6.53501]	[174]	[]	[56579675]
466_32165	chr14	64880758	64881158	+	659	31.0	[11.465191]	[104]	[6.975399]	[145]	[64880961]	[64881002]
466_32169	chr14	73758320	73758720	+	739	31.0	[11.465191]	[58]	[]	[]	[73758471]	[]
466_32170	chr14	74084731	74085131	+	609	31.0	[6.9489045]	[127]	[6.9489045]	[127]	[74084955]	[74084955]
466_3218	chr10	58268686	58269086	+	1000	86.0	[11.465191, 11.465191]	[97, 125]	[]	[]	[58268862, 58268890]	[]
466_32186	chr15	58294211	58294611	+	691	31.0	[6.975399, 11.465191, 11.465191, 11.465191, 11.465191, 6.975399, 11.465191]	[99, 107, 120, 128, 141, 162, 170]	[]	[]	[58294382, 58294390, 58294403, 58294411, 58294424, 58294445, 58294453]	[]
466_3219	chr10	74854060	74854460	+	1000	86.0	[]	[]	[11.465191]	[113]	[]	[74854269]
466_3220	chr11	518932	519332	+	1000	86.0	[6.672127]	[212]	[6.975399]	[142]	[519175]	[519105]
466_32202	chr15	90340312	90340712	+	738	31.0	[11.465191]	[150]	[11.465191]	[106]	[90340514]	[90340470]
466_32203	chr15	90400317	90400717	+	637	31.0	[]	[]	[6.975399, 6.53501]	[142, 195]	[]	[90400500, 90400553]
466_3222	chr11	12201091	12201491	+	1000	86.0	[]	[]	[6.53501]	[113]	[]	[12201243]
466_32230	chr16	89507739	89508139	+	740	31.0	[6.672127]	[146]	[]	[]	[89507955]	[]
466_32233	chr17	7560993	7561393	+	733	31.0	[6.672127]	[80]	[11.465191]	[158]	[7561165]	[7561243]
466_32235	chr17	16653399	16653799	+	704	31.0	[6.975399]	[82]	[]	[]	[16653565]	[]
466_32240	chr17	40440981	40441381	+	573	31.0	[]	[]	[6.53501]	[106]	[]	[40441158]
466_32243	chr17	48295376	48295776	+	764	31.0	[6.53501]	[86]	[]	[]	[48295539]	[]
466_3225	chr14	37595838	37596238	+	1000	86.0	[6.975399]	[71]	[11.465191]	[87]	[37595990]	[37596006]
466_32252	chr17	78241276	78241676	+	718	31.0	[6.9489045]	[92]	[6.9489045, 6.975399]	[92, 126]	[78241461]	[78241461, 78241495]
466_32257	chr18	6720103	6720503	+	663	31.0	[6.975399]	[228]	[11.465191]	[149]	[6720354]	[6720275]
466_32266	chr19	5686750	5687150	+	750	31.0	[]	[]	[11.465191]	[197]	[]	[5686989]
466_32277	chr19	39110356	39110756	+	627	31.0	[]	[]	[11.465191, 11.465191]	[154, 189]	[]	[39110523, 39110558]
466_32282	chr19	45864409	45864809	+	707	31.0	[]	[]	[6.975399]	[125]	[]	[45864563]
466_32286	chr19	49425276	49425676	+	733	31.0	[]	[]	[6.975399]	[200]	[]	[49425487]
466_32290	chr19	54190240	54190640	+	542	31.0	[]	[]	[6.672127]	[216]	[]	[54190480]
466_32299	chr2	26767261	26767661	+	746	31.0	[6.9489045]	[149]	[6.9489045]	[149]	[26767459]	[26767459]
466_32301	chr2	28870464	28870864	+	547	31.0	[6.53501]	[136]	[]	[]	[28870668]	[]
466_32324	chr2	171210722	171211122	+	754	31.0	[]	[]	[6.975399]	[204]	[]	[171210944]
466_32335	chr20	23659934	23660334	+	709	31.0	[6.9489045]	[96]	[6.9489045]	[96]	[23660105]	[23660105]
466_32340	chr20	41028318	41028718	+	751	31.0	[6.9489045]	[94]	[6.9489045, 6.672127]	[94, 134]	[41028503]	[41028503, 41028543]
466_32345	chr20	59031999	59032399	+	567	31.0	[6.975399]	[123]	[]	[]	[59032217]	[]
466_3235	chr2	177265804	177266204	+	1000	86.0	[]	[]	[11.465191]	[90]	[]	[177265988]
466_32357	chr21	44793295	44793695	+	751	31.0	[]	[]	[6.672127]	[77]	[]	[44793454]
466_32385	chr22	39290302	39290702	+	722	31.0	[11.465191, 11.465191]	[66, 82]	[6.672127]	[97]	[39290463, 39290479]	[39290494]
466_3239	chr22	31970155	31970555	+	1000	86.0	[11.465191]	[53]	[11.465191]	[64]	[31970308]	[31970319]
466_32403	chr3	46704951	46705351	+	664	31.0	[11.465191]	[113]	[11.465191]	[186]	[46705115]	[46705188]
466_32404	chr3	48558171	48558571	+	608	31.0	[]	[]	[11.465191]	[125]	[]	[48558368]
466_32408	chr3	57756005	57756405	+	645	31.0	[6.9489045]	[136]	[6.9489045]	[136]	[57756218]	[57756218]
466_32414	chr3	75435723	75436123	+	625	31.0	[6.975399]	[133]	[]	[]	[75435937]	[]
466_32431	chr3	194141954	194142354	+	718	31.0	[6.53501]	[160]	[]	[]	[194142157]	[]
466_32432	chr3	195443640	195444040	+	664	31.0	[11.465191]	[160]	[]	[]	[195443867]	[]
466_32433	chr3	196740351	196740751	+	765	31.0	[6.672127]	[181]	[]	[]	[196740594]	[]
466_32435	chr4	781520	781920	+	712	31.0	[6.975399]	[155]	[]	[]	[781769]	[]
466_32449	chr4	80133982	80134382	+	743	31.0	[6.975399]	[134]	[]	[]	[80134215]	[]
466_32469	chr5	32444537	32444937	+	741	31.0	[6.672127]	[112]	[]	[]	[32444693]	[]
466_325	chr22	23223816	23224216	+	1000	214.0	[6.672127]	[92]	[]	[]	[23224006]	[]
466_32503	chr5	181241721	181242121	+	649	31.0	[11.465191, 6.975399, 11.465191]	[114, 125, 180]	[]	[]	[181241902, 181241913, 181241968]	[]
466_32520	chr6	35024629	35025029	+	651	31.0	[]	[]	[6.53501]	[112]	[]	[35024828]
466_3253	chr1	37931765	37932165	+	1000	85.5	[6.53501]	[159]	[6.975399]	[99]	[37931999]	[37931939]
466_32562	chr7	10779437	10779837	+	713	31.0	[6.975399, 11.465191]	[109, 145]	[]	[]	[10779623, 10779659]	[]
466_32567	chr7	30330333	30330733	+	614	31.0	[]	[]	[11.465191]	[86]	[]	[30330485]
466_32579	chr7	81208929	81209329	+	649	31.0	[]	[]	[11.465191]	[168]	[]	[81209173]
466_3258	chr10	131916708	131917108	+	1000	85.5	[]	[]	[11.465191, 6.672127, 11.465191]	[111, 147, 179]	[]	[131916890, 131916926, 131916958]
466_32585	chr7	100875489	100875889	+	676	31.0	[]	[]	[11.465191]	[128]	[]	[100875710]
466_32587	chr7	103524324	103524724	+	743	31.0	[6.9489045]	[73]	[6.9489045]	[73]	[103524497]	[103524497]
