#PeakID(python scan_motif.py ./ENCODE_processed_files/RUNX1_idr.fa RUNX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
39_32582	chr5	172040172	172040572	+	819	25.0	[10.370103]	[83]	[]	[]	[172040341]	[]
39_32587	chr5	173850562	173850962	+	682	25.0	[7.2151175]	[85]	[]	[]	[173850732]	[]
39_32591	chr5	176184992	176185392	+	814	25.0	[]	[]	[8.017088, 8.017088]	[129, 150]	[]	[176185182, 176185203]
39_32592	chr5	177021827	177022227	+	801	25.0	[8.044104]	[179]	[]	[]	[177022069]	[]
39_32594	chr5	177116877	177117277	+	684	25.0	[8.892592]	[96]	[]	[]	[177117056]	[]
39_32599	chr5	179906873	179907273	+	841	25.0	[]	[]	[8.260495, 9.738007]	[124, 173]	[]	[179907067, 179907116]
39_326	chr6	27132879	27133279	+	1000	113.0	[12.064187]	[71]	[]	[]	[27133042]	[]
39_32600	chr5	180594570	180594970	+	813	25.0	[9.738007]	[118]	[]	[]	[180594782]	[]
39_32602	chr5	181115332	181115732	+	608	25.0	[7.151105]	[156]	[]	[]	[181115549]	[]
39_32609	chr6	3408739	3409139	+	758	25.0	[8.260495]	[114]	[]	[]	[3408905]	[]
39_3261	chr18	23528571	23528971	+	1000	54.0	[8.260495]	[120]	[10.370103]	[135]	[23528778]	[23528793]
39_32613	chr6	4950347	4950747	+	633	25.0	[]	[]	[7.397283]	[113]	[]	[4950532]
39_32614	chr6	5270109	5270509	+	807	25.0	[]	[]	[7.151105]	[98]	[]	[5270272]
39_32617	chr6	6872848	6873248	+	797	25.0	[]	[]	[10.586677]	[147]	[]	[6873037]
39_3262	chr18	79507011	79507411	+	1000	54.0	[]	[]	[8.502309]	[140]	[]	[79507244]
39_32623	chr6	10588786	10589186	+	770	25.0	[8.017088, 8.329008, 12.064187, 8.329008, 9.738007, 8.329008, 8.329008]	[113, 128, 150, 158, 163, 175, 188]	[]	[]	[10588944, 10588959, 10588981, 10588989, 10588994, 10589006, 10589019]	[]
39_32626	chr6	11927853	11928253	+	718	25.0	[8.892592]	[130]	[]	[]	[11928076]	[]
39_32629	chr6	13925638	13926038	+	619	25.0	[8.502309]	[168]	[]	[]	[13925844]	[]
39_32630	chr6	13926748	13927148	+	704	25.0	[8.892592]	[118]	[9.738007]	[83]	[13926934]	[13926899]
39_32632	chr6	14464035	14464435	+	750	25.0	[]	[]	[7.397283]	[196]	[]	[14464276]
39_32633	chr6	14542747	14543147	+	777	25.0	[]	[]	[8.329008]	[91]	[]	[14542912]
39_32634	chr6	14747421	14747821	+	804	25.0	[7.7944894]	[152]	[]	[]	[14747669]	[]
39_32636	chr6	15297473	15297873	+	708	25.0	[7.7944894, 7.2151175]	[134, 175]	[]	[]	[15297680, 15297721]	[]
39_32638	chr6	15386357	15386757	+	770	25.0	[]	[]	[8.044104]	[108]	[]	[15386551]
39_32640	chr6	15908837	15909237	+	812	25.0	[8.329008]	[141]	[]	[]	[15909033]	[]
39_32641	chr6	16025324	16025724	+	576	25.0	[]	[]	[12.064187]	[142]	[]	[16025540]
39_32644	chr6	18585155	18585555	+	709	25.0	[]	[]	[8.329008]	[80]	[]	[18585328]
39_32645	chr6	20157785	20158185	+	699	25.0	[]	[]	[8.017088]	[196]	[]	[20157996]
39_32647	chr6	20209646	20210046	+	594	25.0	[8.044104]	[228]	[7.2151175]	[146]	[20209884]	[20209802]
39_32649	chr6	20476495	20476895	+	761	25.0	[]	[]	[8.892592]	[164]	[]	[20476709]
39_3265	chr19	4723857	4724257	+	1000	54.0	[7.397283]	[148]	[]	[]	[4724083]	[]
39_32652	chr6	25962013	25962413	+	796	25.0	[]	[]	[7.151105]	[99]	[]	[25962173]
39_32656	chr6	26363810	26364210	+	820	25.0	[10.370103]	[145]	[8.044104]	[155]	[26363996]	[26364006]
39_32658	chr6	26478165	26478565	+	811	25.0	[10.586677]	[104]	[]	[]	[26478343]	[]
39_32664	chr6	27867166	27867566	+	782	25.0	[]	[]	[10.370103]	[165]	[]	[27867374]
39_32665	chr6	28168750	28169150	+	664	25.0	[8.892592]	[148]	[8.017088]	[113]	[28168990]	[28168955]
39_32666	chr6	28216052	28216452	+	682	25.0	[7.7944894]	[189]	[]	[]	[28216287]	[]
39_32670	chr6	28721222	28721622	+	771	25.0	[]	[]	[8.329008]	[94]	[]	[28721408]
39_32676	chr6	29702509	29702909	+	754	25.0	[8.892592]	[93]	[8.892592]	[96]	[29702683]	[29702686]
39_32679	chr6	30719225	30719625	+	774	25.0	[]	[]	[7.397283]	[145]	[]	[30719454]
39_32683	chr6	31192484	31192884	+	735	25.0	[10.370103, 8.260495]	[106, 144]	[]	[]	[31192686, 31192724]	[]
39_32684	chr6	31401376	31401776	+	711	25.0	[8.329008]	[110]	[]	[]	[31401561]	[]
39_32685	chr6	31627917	31628317	+	717	25.0	[10.370103]	[180]	[]	[]	[31628160]	[]
39_32686	chr6	31657156	31657556	+	762	25.0	[7.3683157]	[93]	[]	[]	[31657332]	[]
39_3269	chr19	35247548	35247948	+	1000	54.0	[]	[]	[10.370103]	[203]	[]	[35247764]
39_32690	chr6	32140574	32140974	+	572	25.0	[8.017088]	[157]	[]	[]	[32140742]	[]
39_32692	chr6	32190903	32191303	+	698	25.0	[8.260495]	[175]	[]	[]	[32191144]	[]
39_32693	chr6	32843870	32844270	+	565	25.0	[]	[]	[10.370103]	[121]	[]	[32844051]
39_32696	chr6	33904462	33904862	+	684	25.0	[7.748347]	[185]	[]	[]	[33904693]	[]
39_32698	chr6	34225520	34225920	+	777	25.0	[8.260495]	[71]	[]	[]	[34225680]	[]
39_3270	chr19	38976550	38976950	+	1000	54.0	[]	[]	[8.044104]	[92]	[]	[38976738]
39_32702	chr6	34546274	34546674	+	764	25.0	[]	[]	[8.892592]	[158]	[]	[34546514]
39_32704	chr6	34578511	34578911	+	645	25.0	[]	[]	[8.892592, 8.044104]	[70, 151]	[]	[34578676, 34578757]
39_32712	chr6	36245566	36245966	+	836	25.0	[9.738007]	[72]	[]	[]	[36245733]	[]
39_32714	chr6	37019187	37019587	+	734	25.0	[7.151105]	[143]	[]	[]	[37019419]	[]
39_32717	chr6	37666871	37667271	+	846	25.0	[8.017088]	[82]	[]	[]	[37667046]	[]
39_3272	chr19	47743503	47743903	+	1000	54.0	[]	[]	[8.892592]	[91]	[]	[47743691]
39_32720	chr6	41546429	41546829	+	767	25.0	[]	[]	[8.260495]	[153]	[]	[41546660]
39_32723	chr6	41723536	41723936	+	806	25.0	[]	[]	[8.260495]	[141]	[]	[41723762]
39_32728	chr6	43164422	43164822	+	687	25.0	[]	[]	[7.151105, 12.064187]	[104, 116]	[]	[43164609, 43164621]
39_32729	chr6	43255486	43255886	+	741	25.0	[8.892592]	[168]	[]	[]	[43255712]	[]
39_32730	chr6	43584469	43584869	+	783	25.0	[]	[]	[8.909202]	[108]	[]	[43584669]
39_32732	chr6	43744392	43744792	+	781	25.0	[8.260495]	[175]	[]	[]	[43744604]	[]
39_32733	chr6	43816250	43816650	+	761	25.0	[]	[]	[7.748347]	[119]	[]	[43816401]
39_32737	chr6	47138274	47138674	+	810	25.0	[10.370103]	[131]	[]	[]	[47138479]	[]
39_32740	chr6	51025014	51025414	+	841	25.0	[9.738007]	[57]	[]	[]	[51025168]	[]
39_32741	chr6	52302787	52303187	+	707	25.0	[]	[]	[8.044104]	[108]	[]	[52302966]
39_32742	chr6	52303237	52303637	+	624	25.0	[]	[]	[10.370103, 7.151105]	[61, 67]	[]	[52303390, 52303396]
39_32749	chr6	108541929	108542329	+	771	25.0	[]	[]	[8.044104]	[111]	[]	[108542088]
39_32751	chr6	109296809	109297209	+	691	25.0	[8.892592]	[100]	[]	[]	[109296990]	[]
39_32752	chr6	110039385	110039785	+	738	25.0	[8.044104, 8.892592]	[99, 134]	[]	[]	[110039576, 110039611]	[]
39_32753	chr6	111265843	111266243	+	715	25.0	[]	[]	[12.064187]	[101]	[]	[111266016]
39_32754	chr6	111642367	111642767	+	562	25.0	[7.151105]	[145]	[8.892592]	[152]	[111642605]	[111642612]
39_32759	chr6	119306613	119307013	+	771	25.0	[]	[]	[7.3683157]	[108]	[]	[119306788]
39_32760	chr6	119314534	119314934	+	823	25.0	[8.892592]	[155]	[]	[]	[119314707]	[]
39_32761	chr6	119510241	119510641	+	786	25.0	[10.586677]	[82]	[]	[]	[119510416]	[]
39_32762	chr6	125076549	125076949	+	631	25.0	[8.329008]	[148]	[10.586677, 8.044104]	[184, 196]	[125076729]	[125076765, 125076777]
39_32763	chr6	125769972	125770372	+	790	25.0	[7.2151175]	[106]	[]	[]	[125770157]	[]
39_32766	chr6	134002765	134003165	+	604	25.0	[7.2151175]	[214]	[]	[]	[134003011]	[]
39_32767	chr6	134021788	134022188	+	653	25.0	[]	[]	[9.738007, 7.7944894]	[86, 118]	[]	[134021945, 134021977]
39_32768	chr6	134030052	134030452	+	779	25.0	[]	[]	[8.017088, 8.892592]	[57, 95]	[]	[134030209, 134030247]
39_32769	chr6	135496112	135496512	+	734	25.0	[7.7944894]	[168]	[]	[]	[135496305]	[]
39_32773	chr6	139446279	139446679	+	704	25.0	[7.151105]	[159]	[7.397283]	[131]	[139446489]	[139446461]
39_32774	chr6	139626318	139626718	+	725	25.0	[]	[]	[7.397283]	[150]	[]	[139626529]
39_32779	chr6	149925196	149925596	+	677	25.0	[7.7944894]	[126]	[]	[]	[149925356]	[]
39_32780	chr6	150152148	150152548	+	566	25.0	[8.017088]	[177]	[]	[]	[150152378]	[]
39_32783	chr6	154302109	154302509	+	782	25.0	[7.151105]	[158]	[7.3683157]	[129]	[154302334]	[154302305]
39_32787	chr6	156877198	156877598	+	760	25.0	[8.017088]	[122]	[]	[]	[156877370]	[]
39_32790	chr6	157048596	157048996	+	789	25.0	[]	[]	[10.370103]	[126]	[]	[157048814]
39_32791	chr6	157064518	157064918	+	775	25.0	[]	[]	[7.7944894]	[219]	[]	[157064751]
39_32796	chr6	157772428	157772828	+	839	25.0	[8.909202]	[170]	[8.892592]	[86]	[157772670]	[157772586]
39_32799	chr6	157840733	157841133	+	791	25.0	[]	[]	[8.892592]	[133]	[]	[157840921]
39_328	chr14	31059549	31059949	+	1000	112.0	[]	[]	[8.892592]	[100]	[]	[31059741]
39_3280	chr2	157899187	157899587	+	1000	54.0	[10.370103]	[116]	[]	[]	[157899398]	[]
39_32801	chr6	157905500	157905900	+	765	25.0	[8.892592, 10.370103]	[135, 196]	[]	[]	[157905688, 157905749]	[]
39_32803	chr6	158764888	158765288	+	785	25.0	[8.329008]	[60]	[]	[]	[158765042]	[]
39_32805	chr6	159051760	159052160	+	620	25.0	[8.892592]	[98]	[]	[]	[159051943]	[]
39_32806	chr6	159719303	159719703	+	744	25.0	[7.151105, 10.586677]	[120, 126]	[]	[]	[159719496, 159719502]	[]
39_32808	chr6	161053051	161053451	+	773	25.0	[]	[]	[7.748347]	[152]	[]	[161053242]
39_3281	chr2	177727516	177727916	+	1000	54.0	[8.909202]	[110]	[]	[]	[177727708]	[]
39_32810	chr6	161221527	161221927	+	788	25.0	[]	[]	[8.044104]	[73]	[]	[161221678]
39_32811	chr6	163722256	163722656	+	629	25.0	[]	[]	[12.064187]	[109]	[]	[163722425]
39_32813	chr6	167838171	167838571	+	751	25.0	[7.151105]	[196]	[]	[]	[167838419]	[]
39_3282	chr2	189581845	189582245	+	1000	54.0	[10.586677]	[160]	[]	[]	[189582096]	[]
39_32822	chr7	1532914	1533314	+	777	25.0	[]	[]	[8.892592]	[106]	[]	[1533106]
39_32823	chr7	1579457	1579857	+	771	25.0	[]	[]	[8.892592]	[132]	[]	[1579684]
39_32824	chr7	2232191	2232591	+	652	25.0	[]	[]	[8.260495]	[137]	[]	[2232390]
39_32826	chr7	2621092	2621492	+	652	25.0	[]	[]	[10.370103]	[149]	[]	[2621259]
39_3283	chr20	3910026	3910426	+	1000	54.0	[8.892592]	[98]	[]	[]	[3910214]	[]
39_32830	chr7	2886953	2887353	+	822	25.0	[]	[]	[8.017088]	[68]	[]	[2887121]
39_32834	chr7	6589279	6589679	+	699	25.0	[]	[]	[10.370103]	[126]	[]	[6589436]
39_32835	chr7	7103893	7104293	+	629	25.0	[]	[]	[10.586677]	[200]	[]	[7104127]
39_32837	chr7	8201673	8202073	+	781	25.0	[]	[]	[8.892592]	[134]	[]	[8201898]
39_32857	chr7	47188642	47189042	+	822	25.0	[12.064187]	[159]	[]	[]	[47188862]	[]
39_32868	chr7	73792485	73792885	+	818	25.0	[8.260495]	[117]	[]	[]	[73792640]	[]
39_32870	chr7	74354899	74355299	+	798	25.0	[12.064187]	[141]	[]	[]	[74355102]	[]
39_32871	chr7	74452280	74452680	+	821	25.0	[]	[]	[8.892592]	[109]	[]	[74452461]
39_32875	chr7	75876176	75876576	+	693	25.0	[8.892592]	[56]	[]	[]	[75876329]	[]
39_32877	chr7	76322520	76322920	+	742	25.0	[12.064187]	[153]	[10.586677]	[140]	[76322754]	[76322741]
39_32880	chr7	88184746	88185146	+	831	25.0	[9.738007, 10.370103]	[204, 225]	[]	[]	[88184972, 88184993]	[]
39_32882	chr7	92460982	92461382	+	790	25.0	[8.909202]	[135]	[]	[]	[92461185]	[]
39_32884	chr7	92840321	92840721	+	753	25.0	[]	[]	[7.151105]	[166]	[]	[92840529]
39_32885	chr7	97130434	97130834	+	749	25.0	[8.892592]	[108]	[]	[]	[97130618]	[]
39_32887	chr7	98922642	98923042	+	778	25.0	[8.017088]	[139]	[]	[]	[98922869]	[]
39_32888	chr7	99125746	99126146	+	828	25.0	[]	[]	[8.909202]	[166]	[]	[99125983]
39_3289	chr22	17785230	17785630	+	1000	54.0	[9.738007]	[99]	[]	[]	[17785405]	[]
39_32891	chr7	99459202	99459602	+	683	25.0	[]	[]	[7.151105]	[185]	[]	[99459414]
39_32892	chr7	99471165	99471565	+	815	25.0	[]	[]	[7.3683157, 8.017088]	[138, 142]	[]	[99471371, 99471375]
39_32894	chr7	99677475	99677875	+	721	25.0	[7.3683157]	[131]	[]	[]	[99677682]	[]
39_32895	chr7	99808006	99808406	+	820	25.0	[8.329008]	[97]	[]	[]	[99808189]	[]
39_32898	chr7	100441623	100442023	+	824	25.0	[10.370103]	[165]	[]	[]	[100441830]	[]
39_329	chr15	28911200	28911600	+	1000	112.0	[12.064187]	[133]	[]	[]	[28911408]	[]
39_3290	chr22	19695688	19696088	+	1000	54.0	[]	[]	[7.151105]	[210]	[]	[19695922]
39_32900	chr7	100567235	100567635	+	776	25.0	[8.260495]	[198]	[]	[]	[100567483]	[]
39_32902	chr7	100984442	100984842	+	851	25.0	[7.151105]	[155]	[]	[]	[100984677]	[]
39_3291	chr22	20120134	20120534	+	1000	54.0	[8.329008]	[144]	[]	[]	[20120355]	[]
39_32911	chr7	105283709	105284109	+	866	25.0	[10.586677]	[73]	[]	[]	[105283872]	[]
39_32912	chr7	105332458	105332858	+	776	25.0	[8.329008]	[81]	[]	[]	[105332624]	[]
39_32917	chr7	106545190	106545590	+	727	25.0	[]	[]	[8.329008]	[121]	[]	[106545378]
39_32918	chr7	106551941	106552341	+	733	25.0	[]	[]	[7.7944894]	[167]	[]	[106552144]
39_32922	chr7	107027397	107027797	+	731	25.0	[8.260495]	[227]	[]	[]	[107027630]	[]
39_32932	chr7	112273210	112273610	+	568	25.0	[]	[]	[8.892592]	[108]	[]	[112273406]
39_32933	chr7	113743128	113743528	+	746	25.0	[]	[]	[8.502309]	[83]	[]	[113743309]
39_32939	chr7	117219443	117219843	+	752	25.0	[8.329008]	[171]	[]	[]	[117219661]	[]
39_3294	chr22	20526830	20527230	+	1000	54.0	[7.151105]	[154]	[]	[]	[20527060]	[]
39_32945	chr7	121302140	121302540	+	605	25.0	[]	[]	[8.892592]	[95]	[]	[121302320]
39_32946	chr7	121440877	121441277	+	768	25.0	[8.044104, 10.370103]	[131, 158]	[9.738007]	[220]	[121441037, 121441064]	[121441126]
39_32948	chr7	127879423	127879823	+	759	25.0	[8.909202]	[167]	[]	[]	[127879625]	[]
39_3295	chr22	20548706	20549106	+	1000	54.0	[]	[]	[8.909202]	[169]	[]	[20548944]
39_32950	chr7	127907719	127908119	+	781	25.0	[8.044104]	[167]	[7.151105]	[154]	[127907966]	[127907953]
39_32952	chr7	128000439	128000839	+	624	25.0	[8.909202]	[207]	[]	[]	[128000681]	[]
39_3296	chr22	20750979	20751379	+	1000	54.0	[]	[]	[9.738007]	[192]	[]	[20751175]
39_32960	chr7	128911663	128912063	+	693	25.0	[]	[]	[7.2151175]	[76]	[]	[128911838]
39_32964	chr7	129187607	129188007	+	704	25.0	[12.064187]	[174]	[]	[]	[129187807]	[]
39_32967	chr7	129835680	129836080	+	643	25.0	[10.370103]	[87]	[10.370103, 8.017088]	[66, 76]	[129835853]	[129835832, 129835842]
39_32971	chr7	129929716	129930116	+	607	25.0	[8.329008]	[60]	[]	[]	[129929869]	[]
39_32976	chr7	130290680	130291080	+	655	25.0	[7.3683157]	[148]	[]	[]	[130290906]	[]
39_32983	chr7	134419857	134420257	+	778	25.0	[]	[]	[10.370103, 8.502309]	[105, 133]	[]	[134420055, 134420083]
39_32984	chr7	134513200	134513600	+	596	25.0	[7.7944894]	[154]	[]	[]	[134513431]	[]
39_32988	chr7	135684570	135684970	+	787	25.0	[7.7944894]	[157]	[]	[]	[135684816]	[]
39_3299	chr22	20978988	20979388	+	1000	54.0	[]	[]	[10.370103]	[161]	[]	[20979175]
39_32993	chr7	137863167	137863567	+	776	25.0	[]	[]	[9.738007]	[209]	[]	[137863394]
39_32995	chr7	137952266	137952666	+	605	25.0	[]	[]	[10.370103]	[112]	[]	[137952475]
39_33	chr7	92133653	92134053	+	1000	246.0	[]	[]	[12.064187]	[122]	[]	[92133868]
39_33001	chr7	138984133	138984533	+	585	25.0	[8.892592]	[144]	[]	[]	[138984297]	[]
39_33003	chr7	139318090	139318490	+	658	25.0	[7.151105]	[123]	[]	[]	[139318279]	[]
39_33004	chr7	139345437	139345837	+	618	25.0	[8.892592]	[59]	[]	[]	[139345590]	[]
39_33006	chr7	139558195	139558595	+	790	25.0	[]	[]	[8.329008]	[150]	[]	[139558443]
39_33007	chr7	139566006	139566406	+	541	25.0	[10.370103]	[190]	[]	[]	[139566248]	[]
39_33008	chr7	139631637	139632037	+	855	25.0	[10.370103]	[120]	[]	[]	[139631842]	[]
39_33017	chr7	140699359	140699759	+	604	25.0	[7.7944894]	[166]	[]	[]	[140699569]	[]
39_33019	chr7	142385422	142385822	+	844	25.0	[10.586677]	[146]	[8.892592]	[130]	[142385647]	[142385631]
39_3302	chr22	21615575	21615975	+	1000	54.0	[8.044104, 12.064187]	[127, 135]	[]	[]	[21615795, 21615803]	[]
39_33025	chr7	143284752	143285152	+	738	25.0	[9.738007]	[240]	[]	[]	[143285000]	[]
39_33028	chr7	143491156	143491556	+	849	25.0	[]	[]	[8.044104]	[128]	[]	[143491380]
39_33031	chr7	148813864	148814264	+	813	25.0	[7.151105]	[213]	[]	[]	[148814101]	[]
39_33032	chr7	148822204	148822604	+	809	25.0	[8.909202]	[68]	[]	[]	[148822370]	[]
39_33034	chr7	148853788	148854188	+	573	25.0	[]	[]	[8.892592]	[137]	[]	[148853981]
39_33036	chr7	149021656	149022056	+	604	25.0	[]	[]	[9.738007]	[199]	[]	[149021889]
39_33042	chr7	149853135	149853535	+	760	25.0	[9.738007, 9.738007]	[147, 157]	[]	[]	[149853339, 149853349]	[]
39_33051	chr7	152741444	152741844	+	757	25.0	[8.260495]	[117]	[]	[]	[152741652]	[]
39_33053	chr7	155202223	155202623	+	760	25.0	[]	[]	[7.151105, 8.892592]	[174, 183]	[]	[155202414, 155202423]
39_33058	chr7	156919341	156919741	+	805	25.0	[8.892592]	[152]	[7.7944894]	[219]	[156919504]	[156919571]
39_3306	chr22	21701974	21702374	+	1000	54.0	[8.892592, 7.2151175]	[86, 152]	[]	[]	[21702126, 21702192]	[]
39_33061	chr7	157039667	157040067	+	821	25.0	[]	[]	[12.064187]	[190]	[]	[157039880]
39_33062	chr7	157289661	157290061	+	643	25.0	[8.260495]	[115]	[7.151105]	[107]	[157289859]	[157289851]
39_33064	chr7	157344530	157344930	+	668	25.0	[]	[]	[7.2151175]	[186]	[]	[157344765]
39_33066	chr7	157415997	157416397	+	789	25.0	[]	[]	[8.892592]	[122]	[]	[157416206]
39_33067	chr7	158422810	158423210	+	541	25.0	[]	[]	[10.586677]	[141]	[]	[158423036]
39_33069	chr7	158648656	158649056	+	821	25.0	[]	[]	[10.586677]	[83]	[]	[158648814]
39_33070	chr7	158676798	158677198	+	843	25.0	[7.2151175]	[167]	[]	[]	[158677044]	[]
39_33074	chr7	158841144	158841544	+	803	25.0	[12.064187]	[142]	[]	[]	[158841384]	[]
39_33079	chr8	1741927	1742327	+	793	25.0	[]	[]	[8.017088]	[94]	[]	[1742088]
39_3308	chr22	21774049	21774449	+	1000	54.0	[8.260495]	[115]	[]	[]	[21774259]	[]
39_33081	chr8	6747082	6747482	+	636	25.0	[]	[]	[8.044104]	[128]	[]	[6747237]
39_33086	chr8	15533662	15534062	+	656	25.0	[10.586677]	[126]	[]	[]	[15533882]	[]
39_33088	chr8	18067457	18067857	+	835	25.0	[]	[]	[9.738007, 8.329008]	[80, 85]	[]	[18067626, 18067631]
39_33090	chr8	21920302	21920702	+	603	25.0	[]	[]	[8.260495]	[112]	[]	[21920461]
39_33094	chr8	23049776	23050176	+	653	25.0	[8.044104]	[157]	[]	[]	[23049983]	[]
39_33095	chr8	23514333	23514733	+	823	25.0	[12.064187]	[201]	[]	[]	[23514556]	[]
39_33099	chr8	27497181	27497581	+	755	25.0	[]	[]	[7.151105]	[145]	[]	[27497380]
39_331	chr22	23183320	23183720	+	1000	112.0	[7.7944894, 8.329008]	[75, 85]	[]	[]	[23183481, 23183491]	[]
39_33104	chr8	37737616	37738016	+	785	25.0	[8.892592]	[186]	[]	[]	[37737851]	[]
39_33108	chr8	38475792	38476192	+	846	25.0	[7.3683157]	[89]	[]	[]	[38475950]	[]
39_33110	chr8	41796514	41796914	+	804	25.0	[8.892592]	[108]	[7.748347]	[69]	[41796722]	[41796683]
39_33112	chr8	47958794	47959194	+	743	25.0	[]	[]	[7.2151175, 7.2151175]	[90, 140]	[]	[47958982, 47959032]
39_33117	chr8	60876908	60877308	+	789	25.0	[]	[]	[7.7944894]	[200]	[]	[60877117]
39_33118	chr8	60908752	60909152	+	740	25.0	[]	[]	[8.260495]	[130]	[]	[60908923]
39_33119	chr8	61055689	61056089	+	822	25.0	[10.370103]	[193]	[]	[]	[61055939]	[]
39_33121	chr8	66438906	66439306	+	784	25.0	[]	[]	[7.397283]	[87]	[]	[66439083]
39_33127	chr8	79831592	79831992	+	700	25.0	[7.2151175]	[96]	[7.397283]	[106]	[79831746]	[79831756]
39_3313	chr22	22657694	22658094	+	1000	54.0	[7.2151175]	[180]	[]	[]	[22657934]	[]
39_33131	chr8	95026130	95026530	+	809	25.0	[10.586677]	[153]	[7.7944894]	[100]	[95026344]	[95026291]
39_33133	chr8	95212046	95212446	+	760	25.0	[]	[]	[8.260495]	[157]	[]	[95212228]
39_33137	chr8	97582416	97582816	+	813	25.0	[]	[]	[7.3683157]	[182]	[]	[97582649]
39_33139	chr8	98931334	98931734	+	847	25.0	[10.586677]	[179]	[]	[]	[98931541]	[]
39_33140	chr8	101028360	101028760	+	857	25.0	[7.2151175]	[93]	[]	[]	[101028544]	[]
39_33144	chr8	102701971	102702371	+	833	25.0	[]	[]	[7.748347, 7.397283]	[190, 228]	[]	[102702167, 102702205]
39_33147	chr8	123192590	123192990	+	734	25.0	[]	[]	[7.2151175]	[86]	[]	[123192769]
39_33157	chr8	129552344	129552744	+	742	25.0	[]	[]	[7.397283]	[222]	[]	[129552594]
39_33158	chr8	129582846	129583246	+	823	25.0	[7.151105]	[231]	[]	[]	[129583088]	[]
39_33159	chr8	133194819	133195219	+	755	25.0	[12.064187, 8.329008, 8.909202, 8.329008]	[84, 108, 115, 149]	[]	[]	[133194989, 133195013, 133195020, 133195054]	[]
39_3316	chr22	22973327	22973727	+	1000	54.0	[8.892592]	[143]	[]	[]	[22973536]	[]
39_3317	chr22	23205834	23206234	+	1000	54.0	[]	[]	[7.7944894]	[189]	[]	[23206034]
39_33172	chr8	143951340	143951740	+	810	25.0	[]	[]	[8.260495]	[131]	[]	[143951567]
39_33174	chr8	144077463	144077863	+	737	25.0	[7.2151175, 8.044104]	[204, 232]	[9.738007]	[194]	[144077670, 144077698]	[144077660]
39_33180	chr9	33446542	33446942	+	755	25.0	[]	[]	[7.748347]	[152]	[]	[33446710]
39_33188	chr9	38007950	38008350	+	761	25.0	[]	[]	[8.260495]	[104]	[]	[38008122]
39_33190	chr9	38160590	38160990	+	661	25.0	[12.064187]	[95]	[]	[]	[38160768]	[]
39_33194	chr9	73869284	73869684	+	832	25.0	[]	[]	[8.502309]	[108]	[]	[73869478]
39_33197	chr9	87674511	87674911	+	814	25.0	[]	[]	[7.2151175, 8.892592]	[116, 130]	[]	[87674709, 87674723]
39_33198	chr9	91775429	91775829	+	730	25.0	[]	[]	[8.017088]	[119]	[]	[91775581]
39_3320	chr22	23272280	23272680	+	1000	54.0	[]	[]	[8.892592]	[124]	[]	[23272458]
39_33202	chr9	97271481	97271881	+	699	25.0	[]	[]	[8.329008]	[200]	[]	[97271711]
39_33203	chr9	97711118	97711518	+	773	25.0	[12.064187]	[131]	[10.370103]	[95]	[97711335]	[97711299]
39_33205	chr9	98179423	98179823	+	741	25.0	[8.892592]	[113]	[]	[]	[98179583]	[]
39_33207	chr9	98834282	98834682	+	700	25.0	[7.748347]	[153]	[]	[]	[98834518]	[]
39_33208	chr9	98908747	98909147	+	727	25.0	[]	[]	[7.2151175]	[174]	[]	[98908991]
39_33209	chr9	101485800	101486200	+	775	25.0	[]	[]	[8.017088]	[64]	[]	[101485951]
39_33211	chr9	104968151	104968551	+	796	25.0	[]	[]	[8.260495]	[108]	[]	[104968307]
39_33213	chr9	105672818	105673218	+	848	25.0	[8.329008]	[126]	[]	[]	[105673037]	[]
39_33217	chr9	114290804	114291204	+	769	25.0	[7.397283]	[104]	[]	[]	[114290978]	[]
39_33222	chr9	116471061	116471461	+	801	25.0	[]	[]	[9.738007]	[149]	[]	[116471294]
39_33226	chr9	120833142	120833542	+	716	25.0	[8.044104]	[190]	[]	[]	[120833377]	[]
39_33236	chr9	126861124	126861524	+	828	25.0	[7.151105]	[196]	[]	[]	[126861375]	[]
39_3324	chr3	12999338	12999738	+	1000	54.0	[8.329008]	[92]	[]	[]	[12999515]	[]
39_33240	chr9	127751462	127751862	+	795	25.0	[]	[]	[8.329008]	[80]	[]	[127751625]
39_33244	chr9	128225990	128226390	+	753	25.0	[8.892592]	[153]	[8.892592]	[156]	[128226219]	[128226222]
39_33245	chr9	128233723	128234123	+	823	25.0	[8.260495, 9.738007]	[92, 149]	[]	[]	[128233901, 128233958]	[]
39_33249	chr9	128555190	128555590	+	774	25.0	[7.3683157]	[188]	[]	[]	[128555434]	[]
39_3325	chr3	14124662	14125062	+	1000	54.0	[]	[]	[8.044104]	[122]	[]	[14124854]
39_33256	chr9	129037896	129038296	+	543	25.0	[7.7944894]	[162]	[]	[]	[129038085]	[]
39_33257	chr9	129103096	129103496	+	704	25.0	[10.370103]	[171]	[]	[]	[129103344]	[]
39_33259	chr9	129423147	129423547	+	828	25.0	[]	[]	[9.738007, 8.329008]	[71, 99]	[]	[129423310, 129423338]
39_33267	chr9	132407206	132407606	+	729	25.0	[]	[]	[9.738007]	[131]	[]	[132407384]
39_33277	chr9	135947944	135948344	+	742	25.0	[]	[]	[12.064187]	[147]	[]	[135948170]
