#PeakID(python scan_motif.py ./ENCODE_processed_files/IKZF1_idr.fa IKZF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
758_30262	chr12	113184880	113185280	+	1000	50.5	[8.245038]	[97]	[]	[]	[113185039]	[]
758_30264	chr12	118357481	118357881	+	1000	50.5	[]	[]	[8.87635]	[151]	[]	[118357688]
758_30265	chr12	120646829	120647229	+	1000	50.5	[]	[]	[9.438231]	[138]	[]	[120647043]
758_30269	chr13	41306209	41306609	+	1000	50.5	[10.7555, 6.8401775]	[85, 121]	[]	[]	[41306393, 41306429]	[]
758_3027	chrX	2360765	2361165	+	1000	207.5	[8.87635, 7.250373]	[60, 90]	[6.8930507]	[106]	[2360924, 2360954]	[2360970]
758_30272	chr13	110471735	110472135	+	1000	50.5	[]	[]	[7.6377397]	[185]	[]	[110471933]
758_30274	chr14	22918967	22919367	+	903	50.5	[]	[]	[6.7687325]	[62]	[]	[22919120]
758_30276	chr14	67680984	67681384	+	1000	50.5	[11.575829, 8.1006775, 7.037342]	[67, 98, 146]	[]	[]	[67681147, 67681178, 67681226]	[]
758_30277	chr14	76959070	76959470	+	1000	50.5	[6.660896]	[216]	[]	[]	[76959297]	[]
758_30286	chr15	92870112	92870512	+	1000	50.5	[14.245327, 8.87635]	[113, 151]	[]	[]	[92870304, 92870342]	[]
758_30287	chr16	14657950	14658350	+	992	50.5	[7.2884393, 7.87297, 11.575829]	[91, 95, 139]	[]	[]	[14658114, 14658118, 14658162]	[]
758_30289	chr16	30409415	30409815	+	1000	50.5	[]	[]	[8.245038]	[106]	[]	[30409602]
758_30297	chr17	8218108	8218508	+	1000	50.5	[6.8930507, 8.87635]	[109, 150]	[6.6800203]	[138]	[8218266, 8218307]	[8218295]
758_303	chr1	207024369	207024769	+	1000	515.5	[6.738754]	[152]	[]	[]	[207024619]	[]
758_30301	chr17	28646253	28646653	+	1000	50.5	[]	[]	[7.5865083]	[132]	[]	[28646482]
758_30302	chr17	32341405	32341805	+	1000	50.5	[6.780856, 8.458068, 11.575829, 8.87635, 7.0754085]	[71, 86, 95, 110, 147]	[]	[]	[32341557, 32341572, 32341581, 32341596, 32341633]	[]
758_30306	chr17	44316028	44316428	+	1000	50.5	[]	[]	[6.6800203]	[139]	[]	[44316197]
758_30307	chr17	46811964	46812364	+	1000	50.5	[]	[]	[11.575829, 7.652416]	[62, 98]	[]	[46812126, 46812162]
758_30308	chr17	48883068	48883468	+	672	50.5	[]	[]	[6.7416005]	[93]	[]	[48883255]
758_30311	chr17	49745493	49745893	+	1000	50.5	[10.770176, 7.250373, 9.957938]	[75, 117, 124]	[]	[]	[49745653, 49745695, 49745702]	[]
758_30312	chr17	50214918	50215318	+	1000	50.5	[]	[]	[6.8930507]	[85]	[]	[50215080]
758_30314	chr17	63550332	63550732	+	1000	50.5	[]	[]	[8.245038]	[183]	[]	[63550567]
758_30316	chr17	78127179	78127579	+	1000	50.5	[11.127567]	[105]	[8.1006775]	[98]	[78127341]	[78127334]
758_30318	chr18	3609485	3609885	+	1000	50.5	[]	[]	[6.773207]	[113]	[]	[3609674]
758_30321	chr18	62518473	62518873	+	1000	50.5	[8.690641]	[67]	[6.9204674]	[120]	[62518633]	[62518686]
758_30324	chr19	7515547	7515947	+	1000	50.5	[7.87297, 6.6800203]	[165, 185]	[]	[]	[7515767, 7515787]	[]
758_30328	chr19	16080259	16080659	+	737	50.5	[7.250373]	[170]	[]	[]	[16080478]	[]
758_3033	chr7	2627159	2627559	+	1000	207.0	[6.7687325, 8.693299, 8.245038, 6.8930507]	[74, 118, 130, 146]	[]	[]	[2627310, 2627354, 2627366, 2627382]	[]
758_30330	chr19	18743313	18743713	+	1000	50.5	[9.438231]	[101]	[6.6800203]	[131]	[18743485]	[18743515]
758_30331	chr19	35143785	35144185	+	1000	50.5	[7.5565295]	[88]	[]	[]	[35143971]	[]
758_30332	chr19	38441678	38442078	+	1000	50.5	[]	[]	[6.738754]	[70]	[]	[38441843]
758_30334	chr19	42283195	42283595	+	1000	50.5	[9.543426]	[118]	[]	[]	[42283376]	[]
758_30337	chr19	54189956	54190356	+	678	50.5	[8.693299]	[113]	[]	[]	[54190142]	[]
758_30338	chr19	55115433	55115833	+	889	50.5	[6.780856, 9.438231]	[102, 143]	[]	[]	[55115634, 55115675]	[]
758_30339	chr19	55279946	55280346	+	1000	50.5	[9.241764]	[132]	[]	[]	[55280112]	[]
758_3034	chrX	41333256	41333656	+	1000	207.0	[]	[]	[6.7687325]	[125]	[]	[41333459]
758_30343	chr2	24360663	24361063	+	1000	50.5	[]	[]	[8.245038, 9.56255]	[119, 174]	[]	[24360833, 24360888]
758_30344	chr2	25982065	25982465	+	1000	50.5	[7.280349, 11.575829]	[113, 119]	[8.1006775]	[165]	[25982258, 25982264]	[25982310]
758_30347	chr2	39437761	39438161	+	1000	50.5	[]	[]	[6.8930507]	[164]	[]	[39438009]
758_30349	chr2	70070581	70070981	+	1000	50.5	[10.7555]	[216]	[]	[]	[70070805]	[]
758_3035	chr12	32020940	32021340	+	1000	206.5	[]	[]	[8.693299]	[124]	[]	[32021164]
758_30352	chr2	113173664	113174064	+	1000	50.5	[8.245038]	[92]	[]	[]	[113173855]	[]
758_30353	chr2	120227427	120227827	+	1000	50.5	[6.6800203]	[88]	[6.863072]	[69]	[120227614]	[120227595]
758_30355	chr2	157246719	157247119	+	1000	50.5	[7.220394]	[115]	[6.6800203]	[90]	[157246928]	[157246903]
758_30356	chr2	159602092	159602492	+	1000	50.5	[14.245327, 11.575829, 8.458068]	[99, 105, 113]	[]	[]	[159602279, 159602285, 159602293]	[]
758_30363	chr20	31741023	31741423	+	1000	50.5	[6.7687325]	[98]	[7.5565295]	[87]	[31741210]	[31741199]
758_30364	chr20	31846095	31846495	+	1000	50.5	[7.25846]	[107]	[]	[]	[31846267]	[]
758_30366	chr20	34312788	34313188	+	1000	50.5	[7.1035194]	[129]	[]	[]	[34312971]	[]
758_30370	chr20	40497990	40498390	+	840	50.5	[14.245327]	[114]	[]	[]	[40498184]	[]
758_30373	chr20	63941652	63942052	+	964	50.5	[6.6800203, 8.245038, 8.245038, 11.575829]	[112, 167, 190, 196]	[]	[]	[63941810, 63941865, 63941888, 63941894]	[]
758_30374	chr21	33332291	33332691	+	1000	50.5	[8.690641, 8.056022]	[90, 121]	[]	[]	[33332462, 33332493]	[]
758_30375	chr21	34993436	34993836	+	1000	50.5	[6.673559, 6.673559, 6.673559]	[99, 109, 143]	[]	[]	[34993596, 34993606, 34993640]	[]
758_30376	chr21	36661866	36662266	+	1000	50.5	[10.7555]	[65]	[]	[]	[36662025]	[]
758_30377	chr21	37982908	37983308	+	1000	50.5	[]	[]	[7.87297, 10.7555]	[83, 98]	[]	[37983083, 37983098]
758_30383	chr22	20940637	20941037	+	1000	50.5	[]	[]	[7.280349]	[73]	[]	[20940806]
758_30385	chr22	21456840	21457240	+	1000	50.5	[7.1035194, 8.87635]	[75, 100]	[]	[]	[21457013, 21457038]	[]
758_30388	chr22	22006122	22006522	+	1000	50.5	[6.7035384, 8.458068]	[97, 127]	[]	[]	[22006309, 22006339]	[]
758_30392	chr22	22725939	22726339	+	1000	50.5	[7.6377397, 7.250373, 6.7416005, 10.7555]	[82, 92, 142, 155]	[]	[]	[22726108, 22726118, 22726168, 22726181]	[]
758_30394	chr22	22967078	22967478	+	1000	50.5	[]	[]	[7.6377397, 8.734424]	[179, 191]	[]	[22967286, 22967298]
758_30396	chr22	25545520	25545920	+	1000	50.5	[10.770176]	[153]	[]	[]	[25545768]	[]
758_30398	chr22	29481593	29481993	+	1000	50.5	[]	[]	[8.690641]	[127]	[]	[29481765]
758_304	chr10	80211773	80212173	+	1000	515.5	[6.780856, 6.6800203]	[123, 132]	[]	[]	[80211992, 80212001]	[]
758_3040	chr2	170155073	170155473	+	1000	206.5	[7.037342]	[153]	[]	[]	[170155323]	[]
758_30401	chr22	37512396	37512796	+	847	50.5	[]	[]	[7.87297]	[155]	[]	[37512613]
758_30403	chr3	5188821	5189221	+	1000	50.5	[]	[]	[9.56255]	[142]	[]	[5189057]
758_30404	chr3	12773016	12773416	+	1000	50.5	[8.693299, 8.458068]	[102, 109]	[]	[]	[12773210, 12773217]	[]
758_30409	chr3	51975947	51976347	+	1000	50.5	[11.575829]	[152]	[]	[]	[51976179]	[]
758_30411	chr3	106004248	106004648	+	1000	50.5	[9.442706]	[88]	[]	[]	[106004426]	[]
758_30412	chr3	116005403	116005803	+	1000	50.5	[]	[]	[7.5565295]	[145]	[]	[116005641]
758_30416	chr3	133041204	133041604	+	1000	50.5	[]	[]	[6.780856]	[144]	[]	[133041436]
758_30417	chr3	156781522	156781922	+	1000	50.5	[10.7555]	[127]	[]	[]	[156781736]	[]
758_30418	chr3	165920117	165920517	+	1000	50.5	[]	[]	[6.660896]	[154]	[]	[165920326]
758_30419	chr3	171784374	171784774	+	1000	50.5	[]	[]	[11.575829, 9.081597]	[155, 161]	[]	[171784611, 171784617]
758_30420	chr3	171851677	171852077	+	1000	50.5	[8.458068]	[80]	[9.957938]	[115]	[171851837]	[171851872]
758_30422	chr3	185296182	185296582	+	1000	50.5	[]	[]	[7.6377397]	[140]	[]	[185296419]
758_30423	chr3	194672421	194672821	+	667	50.5	[]	[]	[6.8401775]	[140]	[]	[194672617]
758_30424	chr4	2415235	2415635	+	1000	50.5	[7.3734775]	[97]	[]	[]	[2415404]	[]
758_30426	chr4	10119399	10119799	+	1000	50.5	[8.245038, 7.87297]	[115, 136]	[]	[]	[10119594, 10119615]	[]
758_30428	chr4	40205373	40205773	+	1000	50.5	[]	[]	[11.362798]	[154]	[]	[40205622]
758_30429	chr4	48262961	48263361	+	1000	50.5	[14.245327, 6.773207]	[101, 135]	[]	[]	[48263153, 48263187]	[]
758_30430	chr4	55494974	55495374	+	595	50.5	[]	[]	[7.2884393]	[139]	[]	[55495208]
758_30432	chr4	75698270	75698670	+	658	50.5	[]	[]	[6.743228]	[139]	[]	[75698497]
758_30433	chr4	87112451	87112851	+	1000	50.5	[]	[]	[6.7416005]	[175]	[]	[87112688]
758_30436	chr4	128347490	128347890	+	1000	50.5	[9.438231]	[109]	[]	[]	[128347696]	[]
758_3044	chr5	151158280	151158680	+	1000	206.5	[8.87635]	[83]	[]	[]	[151158447]	[]
758_30440	chr4	169618472	169618872	+	1000	50.5	[11.54585]	[156]	[]	[]	[169618699]	[]
758_30441	chr4	173021949	173022349	+	1000	50.5	[7.6377397, 7.6377397, 8.245038, 8.245038]	[62, 82, 107, 115]	[]	[]	[173022110, 173022130, 173022155, 173022163]	[]
758_30442	chr4	173432216	173432616	+	1000	50.5	[]	[]	[11.575829, 11.575829, 7.6377397, 8.458068]	[118, 124, 168, 184]	[]	[173432374, 173432380, 173432424, 173432440]
758_30443	chr5	522087	522487	+	1000	50.5	[]	[]	[6.863072]	[110]	[]	[522294]
758_30446	chr5	38845598	38845998	+	1000	50.5	[]	[]	[11.575829]	[112]	[]	[38845790]
758_30447	chr5	41883265	41883665	+	1000	50.5	[8.734424]	[176]	[]	[]	[41883505]	[]
758_30448	chr5	56309162	56309562	+	550	50.5	[7.25846]	[191]	[]	[]	[56309356]	[]
758_30449	chr5	62412538	62412938	+	1000	50.5	[]	[]	[6.738754]	[124]	[]	[62412734]
758_30450	chr5	68466049	68466449	+	1000	50.5	[]	[]	[9.802997]	[138]	[]	[68466249]
758_30451	chr5	71573586	71573986	+	1000	50.5	[]	[]	[7.5565295]	[149]	[]	[71573817]
758_30452	chr5	76363592	76363992	+	1000	50.5	[9.957938]	[152]	[]	[]	[76363824]	[]
758_30455	chr5	96873900	96874300	+	1000	50.5	[7.2884393, 7.6377397]	[111, 130]	[]	[]	[96874090, 96874109]	[]
758_30456	chr5	124621250	124621650	+	1000	50.5	[]	[]	[10.256007]	[117]	[]	[124621440]
758_30459	chr5	134982200	134982600	+	1000	50.5	[9.081597]	[212]	[]	[]	[134982442]	[]
758_30464	chr5	149561865	149562265	+	1000	50.5	[7.3734775, 7.25846]	[136, 158]	[7.220394, 9.543426]	[76, 105]	[149562086, 149562108]	[149562026, 149562055]
758_30466	chr5	154285510	154285910	+	1000	50.5	[]	[]	[6.7687325, 6.773207]	[101, 125]	[]	[154285704, 154285728]
758_30468	chr5	180803092	180803492	+	1000	50.5	[14.245327]	[125]	[]	[]	[180803254]	[]
758_3047	chr8	6745904	6746304	+	1000	206.5	[]	[]	[7.6377397]	[178]	[]	[6746095]
758_30470	chr6	12065806	12066206	+	712	50.5	[7.280349, 7.6377397]	[122, 152]	[]	[]	[12066013, 12066043]	[]
758_30473	chr6	24802438	24802838	+	1000	50.5	[]	[]	[7.25846]	[143]	[]	[24802666]
758_30474	chr6	25962600	25963000	+	1000	50.5	[7.5565295]	[122]	[7.037342]	[115]	[25962815]	[25962808]
758_30475	chr6	27720768	27721168	+	1000	50.5	[]	[]	[7.6377397, 9.373037]	[67, 120]	[]	[27720933, 27720986]
758_30476	chr6	27892873	27893273	+	1000	50.5	[10.770176]	[95]	[]	[]	[27893066]	[]
758_30478	chr6	28781761	28782161	+	1000	50.5	[11.362798]	[156]	[]	[]	[28782006]	[]
758_3048	chr8	55913788	55914188	+	1000	206.5	[10.256007]	[60]	[]	[]	[55913939]	[]
758_30481	chr6	31727397	31727797	+	1000	50.5	[8.458068]	[121]	[]	[]	[31727580]	[]
758_30482	chr6	36242164	36242564	+	1000	50.5	[]	[]	[7.87297, 7.2884393, 7.87297, 9.957938]	[78, 90, 108, 156]	[]	[36242321, 36242333, 36242351, 36242399]
758_30486	chr6	42784733	42785133	+	1000	50.5	[]	[]	[6.743228]	[99]	[]	[42784928]
758_30487	chr6	43890928	43891328	+	1000	50.5	[]	[]	[6.8930507, 6.7687325, 9.373037]	[78, 136, 158]	[]	[43891097, 43891155, 43891177]
758_30489	chr6	99520806	99521206	+	1000	50.5	[8.458068]	[137]	[]	[]	[99521035]	[]
758_30490	chr6	99568498	99568898	+	1000	50.5	[7.87297, 6.873926]	[82, 88]	[6.9204674]	[148]	[99568664, 99568670]	[99568730]
758_30493	chr6	109102689	109103089	+	1000	50.5	[9.919872]	[113]	[]	[]	[109102890]	[]
758_30494	chr6	119586556	119586956	+	890	50.5	[7.250373]	[133]	[14.245327]	[95]	[119586781]	[119586743]
758_30495	chr6	124759429	124759829	+	1000	50.5	[]	[]	[8.245038]	[143]	[]	[124759670]
758_30496	chr6	129507876	129508276	+	1000	50.5	[]	[]	[8.734424, 7.3734775]	[101, 132]	[]	[129508074, 129508105]
758_30498	chr6	139650668	139651068	+	1000	50.5	[]	[]	[9.438231]	[92]	[]	[139650856]
758_30499	chr6	149719534	149719934	+	1000	50.5	[9.919872]	[110]	[]	[]	[149719719]	[]
758_3050	chrX	18173875	18174275	+	1000	206.5	[]	[]	[8.87635, 8.859356, 11.575829]	[76, 125, 143]	[]	[18174046, 18174095, 18174113]
758_30504	chr6	164340354	164340754	+	962	50.5	[14.245327, 7.6377397, 9.919872]	[72, 80, 153]	[]	[]	[164340517, 164340525, 164340598]	[]
758_30505	chr6	166955238	166955638	+	1000	50.5	[9.543426, 11.575829]	[123, 138]	[]	[]	[166955457, 166955472]	[]
758_30514	chr7	102304711	102305111	+	1000	50.5	[]	[]	[6.780856, 8.458068, 11.362798]	[71, 119, 134]	[]	[102304867, 102304915, 102304930]
758_30515	chr7	103914922	103915322	+	972	50.5	[]	[]	[8.056022]	[159]	[]	[103915169]
758_30516	chr7	106448111	106448511	+	1000	50.5	[6.780856, 11.575829]	[75, 82]	[]	[]	[106448281, 106448288]	[]
758_30517	chr7	107036565	107036965	+	1000	50.5	[]	[]	[7.220394]	[122]	[]	[107036778]
758_30518	chr7	111198387	111198787	+	1000	50.5	[9.442706]	[94]	[6.8401775]	[134]	[111198567]	[111198607]
758_30519	chr7	112538819	112539219	+	908	50.5	[6.780856]	[142]	[]	[]	[112539051]	[]
758_3052	chr1	108842491	108842891	+	1000	206.0	[6.7416005, 8.693299]	[76, 148]	[]	[]	[108842657, 108842729]	[]
758_30521	chr7	128883574	128883974	+	1000	50.5	[]	[]	[11.362798]	[151]	[]	[128883824]
758_30523	chr7	131012426	131012826	+	959	50.5	[9.411099, 11.127567]	[107, 137]	[6.780856]	[168]	[131012610, 131012640]	[131012671]
758_30525	chr7	148716743	148717143	+	981	50.5	[]	[]	[14.245327]	[161]	[]	[148716979]
758_30527	chr7	152435683	152436083	+	997	50.5	[]	[]	[8.458068]	[133]	[]	[152435877]
758_30529	chr8	9082106	9082506	+	1000	50.5	[]	[]	[8.87635]	[115]	[]	[9082316]
758_30535	chr8	54094030	54094430	+	812	50.5	[6.863072]	[81]	[6.780856]	[109]	[54094182]	[54094210]
758_30538	chr8	102698592	102698992	+	1000	50.5	[]	[]	[8.458068, 7.5565295]	[64, 132]	[]	[102698749, 102698817]
758_30539	chr8	124842706	124843106	+	1000	50.5	[8.690641]	[109]	[]	[]	[124842881]	[]
758_3054	chr10	31972557	31972957	+	1000	206.0	[]	[]	[10.7555]	[139]	[]	[31972794]
758_30543	chr8	141004713	141005113	+	1000	50.5	[]	[]	[8.693299]	[178]	[]	[141004944]
758_30544	chr8	143337711	143338111	+	1000	50.5	[7.250373]	[89]	[9.56255]	[109]	[143337881]	[143337901]
758_30546	chr8	144014477	144014877	+	1000	50.5	[6.7416005]	[137]	[6.780856]	[102]	[144014695]	[144014660]
758_30548	chr9	33267448	33267848	+	1000	50.5	[7.2884393]	[70]	[8.220124]	[150]	[33267613]	[33267693]
758_3055	chr22	44676340	44676740	+	1000	206.0	[6.8401775, 6.780856, 9.373037]	[69, 84, 152]	[]	[]	[44676502, 44676517, 44676585]	[]
758_30550	chr9	93312541	93312941	+	792	50.5	[]	[]	[6.7416005]	[111]	[]	[93312744]
758_30551	chr9	95512689	95513089	+	1000	50.5	[]	[]	[6.7416005]	[143]	[]	[95512905]
758_30554	chr9	131059418	131059818	+	1000	50.5	[]	[]	[7.652416]	[167]	[]	[131059662]
758_30558	chrUn_GL000214v1	35834	36234	+	1000	50.5	[]	[]	[9.241764]	[141]	[]	[36029]
758_30561	chrX	39398386	39398786	+	718	50.5	[]	[]	[11.575829, 8.458068, 7.6377397, 6.8930507, 10.7555, 7.87297]	[73, 79, 91, 124, 132, 156]	[]	[39398553, 39398559, 39398571, 39398604, 39398612, 39398636]
758_30562	chrX	48451572	48451972	+	1000	50.5	[7.6377397]	[78]	[]	[]	[48451749]	[]
758_30564	chrX	104166912	104167312	+	1000	50.5	[]	[]	[7.87297]	[194]	[]	[104167160]
758_30565	chrX	110089986	110090386	+	1000	50.5	[6.7661796]	[133]	[]	[]	[110090175]	[]
758_30566	chrX	129952691	129953091	+	1000	50.5	[9.438231]	[146]	[6.7035384, 7.220394]	[69, 119]	[129952931]	[129952854, 129952904]
758_30567	chrX	130082292	130082692	+	1000	50.5	[6.780856]	[139]	[]	[]	[130082519]	[]
758_30568	chrX	153900777	153901177	+	1000	50.5	[11.575829]	[115]	[]	[]	[153900989]	[]
758_30569	chr1	3869772	3870172	+	1000	50.0	[11.54585]	[103]	[]	[]	[3869962]	[]
758_30573	chr1	23799399	23799799	+	1000	50.0	[11.127567]	[136]	[]	[]	[23799626]	[]
758_30576	chr1	27621727	27622127	+	1000	50.0	[7.25846]	[136]	[7.6377397]	[156]	[27621957]	[27621977]
758_30577	chr1	27884849	27885249	+	1000	50.0	[6.773207, 7.5565295]	[92, 103]	[]	[]	[27885039, 27885050]	[]
758_30578	chr1	28148188	28148588	+	1000	50.0	[]	[]	[9.373037]	[224]	[]	[28148413]
758_30579	chr1	28915407	28915807	+	1000	50.0	[]	[]	[9.543426]	[193]	[]	[28915604]
758_30580	chr1	31064663	31065063	+	1000	50.0	[]	[]	[6.685237]	[154]	[]	[31064911]
758_30583	chr1	36448515	36448915	+	1000	50.0	[6.7416005, 7.25846]	[75, 107]	[]	[]	[36448687, 36448719]	[]
758_30589	chr1	53047697	53048097	+	1000	50.0	[]	[]	[7.3734775]	[114]	[]	[53047899]
758_3059	chr6	42779019	42779419	+	1000	206.0	[]	[]	[6.660896]	[106]	[]	[42779207]
758_30591	chr1	61082468	61082868	+	1000	50.0	[]	[]	[8.693299, 6.8930507]	[130, 138]	[]	[61082697, 61082705]
758_30596	chr1	89800209	89800609	+	961	50.0	[11.575829]	[109]	[]	[]	[89800417]	[]
758_30597	chr1	89804678	89805078	+	1000	50.0	[11.127567, 8.859356]	[96, 156]	[]	[]	[89804868, 89804928]	[]
758_30599	chr1	100439998	100440398	+	1000	50.0	[10.256007]	[91]	[]	[]	[100440160]	[]
758_306	chr5	10307647	10308047	+	1000	515.0	[7.2884393]	[92]	[]	[]	[10307829]	[]
758_3060	chr6	119628305	119628705	+	1000	206.0	[]	[]	[7.652416]	[93]	[]	[119628495]
758_30601	chr1	113749423	113749823	+	1000	50.0	[8.87635]	[84]	[]	[]	[113749594]	[]
758_30602	chr1	120878269	120878669	+	1000	50.0	[10.7555, 7.87297, 7.6377397]	[85, 98, 117]	[]	[]	[120878444, 120878457, 120878476]	[]
758_30603	chr1	145415139	145415539	+	1000	50.0	[]	[]	[11.575829, 11.575829]	[122, 154]	[]	[145415357, 145415389]
758_30605	chr1	151560705	151561105	+	1000	50.0	[]	[]	[7.87297]	[128]	[]	[151560922]
758_30611	chr1	168408409	168408809	+	1000	50.0	[6.780856]	[82]	[]	[]	[168408583]	[]
758_30616	chr1	200665806	200666206	+	1000	50.0	[14.245327, 11.54585]	[70, 145]	[7.220394]	[96]	[200665958, 200666033]	[200665984]
758_3062	chr7	139916045	139916445	+	1000	206.0	[]	[]	[8.734424]	[84]	[]	[139916219]
758_30620	chr1	206762697	206763097	+	960	50.0	[]	[]	[7.87297, 7.87297, 7.87297, 7.87297, 7.87297, 7.87297, 7.87297, 7.87297]	[83, 88, 93, 98, 103, 108, 113, 145]	[]	[206762857, 206762862, 206762867, 206762872, 206762877, 206762882, 206762887, 206762919]
758_30624	chr1	224061399	224061799	+	647	50.0	[10.7555]	[118]	[]	[]	[224061604]	[]
758_30626	chr1	225426653	225427053	+	1000	50.0	[]	[]	[6.8930507]	[140]	[]	[225426881]
758_3063	chr8	55938279	55938679	+	1000	206.0	[9.919872]	[91]	[14.245327, 8.693299]	[67, 109]	[55938467]	[55938443, 55938485]
758_30630	chr1	234760290	234760690	+	1000	50.0	[14.245327]	[121]	[]	[]	[234760497]	[]
758_30631	chr10	5679600	5680000	+	1000	50.0	[6.8930507]	[106]	[]	[]	[5679771]	[]
758_30633	chr10	13301993	13302393	+	1000	50.0	[6.673559]	[113]	[14.245327]	[103]	[13302184]	[13302174]
758_30634	chr10	15658137	15658537	+	772	50.0	[]	[]	[8.690641]	[128]	[]	[15658350]
758_30635	chr10	17519425	17519825	+	1000	50.0	[8.693299, 8.056022, 7.250373, 8.458068]	[103, 119, 135, 170]	[]	[]	[17519598, 17519614, 17519630, 17519665]	[]
758_3064	chr8	101026222	101026622	+	1000	206.0	[6.7687325]	[82]	[6.6800203, 11.54585]	[113, 146]	[101026400]	[101026431, 101026464]
758_30640	chr10	41907943	41908343	+	1000	50.0	[9.442706]	[107]	[]	[]	[41908135]	[]
758_30642	chr10	68561811	68562211	+	1000	50.0	[]	[]	[6.7035384]	[125]	[]	[68561971]
758_30645	chr10	95397666	95398066	+	1000	50.0	[6.7661796, 11.575829]	[70, 121]	[]	[]	[95397830, 95397881]	[]
758_30646	chr10	101060511	101060911	+	1000	50.0	[]	[]	[14.245327]	[116]	[]	[101060717]
758_30647	chr10	101176648	101177048	+	1000	50.0	[]	[]	[7.250373]	[66]	[]	[101176805]
758_30648	chr10	102114882	102115282	+	1000	50.0	[8.693299, 11.575829]	[101, 108]	[]	[]	[102115059, 102115066]	[]
758_30649	chr10	102963150	102963550	+	1000	50.0	[9.442706]	[79]	[]	[]	[102963314]	[]
758_3065	chr1	153072784	153073184	+	1000	205.5	[6.7661796, 11.575829, 6.7687325]	[107, 126, 132]	[]	[]	[153072980, 153072999, 153073005]	[]
758_30650	chr11	665768	666168	+	1000	50.0	[6.8401775]	[126]	[]	[]	[665987]	[]
758_30653	chr11	7986970	7987370	+	1000	50.0	[]	[]	[7.220394]	[90]	[]	[7987147]
758_30655	chr11	13949831	13950231	+	989	50.0	[]	[]	[7.6377397]	[127]	[]	[13950047]
758_30657	chr11	61958576	61958976	+	1000	50.0	[]	[]	[7.6377397, 7.280349]	[108, 147]	[]	[61958775, 61958814]
758_30658	chr11	62574792	62575192	+	1000	50.0	[7.652416, 7.87297]	[93, 142]	[]	[]	[62574982, 62575031]	[]
758_30659	chr11	63837164	63837564	+	1000	50.0	[11.54585]	[116]	[8.693299]	[63]	[63837370]	[63837317]
758_3066	chr11	95108991	95109391	+	1000	205.5	[6.8439474]	[119]	[]	[]	[95109184]	[]
758_30661	chr11	66959125	66959525	+	1000	50.0	[]	[]	[7.1035194]	[201]	[]	[66959370]
758_30663	chr11	68100651	68101051	+	1000	50.0	[11.127567, 8.245038]	[60, 77]	[]	[]	[68100806, 68100823]	[]
758_30664	chr11	69962258	69962658	+	1000	50.0	[8.1006775]	[138]	[11.575829]	[64]	[69962492]	[69962418]
758_30665	chr11	71749144	71749544	+	1000	50.0	[]	[]	[7.6377397]	[179]	[]	[71749373]
758_30666	chr11	72333828	72334228	+	1000	50.0	[6.7416005, 6.9204674, 6.7687325, 6.7687325]	[65, 102, 128, 140]	[]	[]	[72333988, 72334025, 72334051, 72334063]	[]
758_30667	chr11	73288788	73289188	+	852	50.0	[]	[]	[8.245038]	[142]	[]	[73288997]
758_30668	chr11	75813532	75813932	+	1000	50.0	[10.7555]	[121]	[6.8401775]	[72]	[75813737]	[75813688]
758_30669	chr11	76579345	76579745	+	1000	50.0	[]	[]	[7.87297, 9.919872]	[115, 141]	[]	[76579531, 76579557]
758_3067	chr13	100502606	100503006	+	1000	205.5	[11.575829]	[166]	[]	[]	[100502854]	[]
758_30670	chr11	78428302	78428702	+	1000	50.0	[7.6377397]	[60]	[]	[]	[78428455]	[]
758_30671	chr11	82791144	82791544	+	1000	50.0	[6.7416005]	[150]	[]	[]	[82791393]	[]
758_30679	chr12	12877203	12877603	+	1000	50.0	[]	[]	[7.5565295]	[92]	[]	[12877391]
758_3068	chr15	90183945	90184345	+	1000	205.5	[]	[]	[6.780856]	[115]	[]	[90184153]
758_30682	chr12	32423592	32423992	+	1000	50.0	[]	[]	[6.780856]	[98]	[]	[32423762]
758_30684	chr12	50609383	50609783	+	1000	50.0	[]	[]	[9.957938]	[169]	[]	[50609627]
758_30686	chr12	75944489	75944889	+	1000	50.0	[8.734424, 10.7555]	[157, 200]	[]	[]	[75944650, 75944693]	[]
758_30688	chr12	89709937	89710337	+	1000	50.0	[]	[]	[6.8930507, 8.245038]	[103, 160]	[]	[89710119, 89710176]
758_30689	chr12	92363748	92364148	+	1000	50.0	[]	[]	[10.7555]	[165]	[]	[92363986]
758_3069	chr19	40928871	40929271	+	1000	205.5	[7.652416]	[98]	[]	[]	[40929063]	[]
758_30695	chr12	120232708	120233108	+	1000	50.0	[]	[]	[6.7416005]	[92]	[]	[120232879]
758_30697	chr13	16688828	16689228	+	1000	50.0	[]	[]	[10.7555]	[80]	[]	[16689007]
758_30698	chr13	41942615	41943015	+	836	50.0	[]	[]	[8.458068]	[71]	[]	[41942775]
758_307	chr6	13678428	13678828	+	1000	514.0	[7.5565295]	[143]	[]	[]	[13678669]	[]
758_3070	chr2	100284979	100285379	+	1000	205.5	[]	[]	[7.6377397]	[92]	[]	[100285171]
758_30707	chr14	55238285	55238685	+	1000	50.0	[]	[]	[7.5565295]	[68]	[]	[55238445]
