#PeakID(python identify_motif.py ./ENCODE_processed_files/SPI1_idr.fa SPI1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
685_31539	chr1	31028106	31028506	+	734	26.0	[]	[]	[8.11843, 8.263793]	[100, 129]	[]	[31028302, 31028331]
685_31544	chr1	35688428	35688828	+	750	26.0	[12.08419]	[100]	[]	[]	[35688623]	[]
685_31546	chr1	37689460	37689860	+	812	26.0	[]	[]	[6.476711]	[188]	[]	[37689700]
685_31547	chr1	40450850	40451250	+	692	26.0	[9.894592]	[123]	[]	[]	[40451055]	[]
685_3155	chr16	31459270	31459670	+	1000	139.0	[]	[]	[6.503433, 8.099937]	[92, 98]	[]	[31459458, 31459464]
685_31553	chr1	44304669	44305069	+	574	26.0	[15.727134]	[115]	[]	[]	[44304876]	[]
685_31560	chr1	47146993	47147393	+	796	26.0	[10.369941]	[152]	[]	[]	[47147226]	[]
685_31563	chr1	51296756	51297156	+	755	26.0	[]	[]	[8.303839]	[89]	[]	[51296938]
685_31569	chr1	77759646	77760046	+	775	26.0	[8.027498]	[159]	[]	[]	[77759878]	[]
685_31570	chr1	84298211	84298611	+	762	26.0	[]	[]	[6.2993183]	[93]	[]	[84298401]
685_31576	chr1	109237994	109238394	+	746	26.0	[]	[]	[9.398426]	[97]	[]	[109238186]
685_31578	chr1	109823622	109824022	+	798	26.0	[7.542225, 7.6834707]	[158, 162]	[7.3564844]	[90]	[109823864, 109823868]	[109823796]
685_31582	chr1	111200127	111200527	+	769	26.0	[11.220753, 6.077528, 8.086186, 8.901758]	[80, 86, 89, 146]	[]	[]	[111200298, 111200304, 111200307, 111200364]	[]
685_31584	chr1	112618133	112618533	+	660	26.0	[]	[]	[14.14059]	[108]	[]	[112618335]
685_3159	chr18	10213533	10213933	+	1000	139.0	[7.0849404]	[137]	[16.122425]	[111]	[10213766]	[10213740]
685_31595	chr1	150561019	150561419	+	761	26.0	[]	[]	[7.56542, 5.809819, 7.631231]	[199, 205, 210]	[]	[150561255, 150561261, 150561266]
685_31599	chr1	154807031	154807431	+	772	26.0	[8.228449, 17.944551, 10.620648]	[66, 114, 127]	[]	[]	[154807196, 154807244, 154807257]	[]
685_316	chr22	31753684	31754084	+	1000	357.0	[15.162296]	[91]	[]	[]	[31753875]	[]
685_31600	chr1	154865888	154866288	+	806	26.0	[]	[]	[13.913665, 6.066562]	[106, 138]	[]	[154866089, 154866121]
685_31603	chr1	156123447	156123847	+	803	26.0	[]	[]	[7.6654954, 8.462665, 6.951348]	[109, 125, 133]	[]	[156123603, 156123619, 156123627]
685_3161	chr19	9818628	9819028	+	1000	139.0	[]	[]	[12.234314]	[101]	[]	[9818828]
685_31612	chr1	179340903	179341303	+	777	26.0	[]	[]	[9.824871]	[129]	[]	[179341119]
685_31617	chr1	181088531	181088931	+	632	26.0	[7.7219877]	[129]	[]	[]	[181088719]	[]
685_31622	chr1	201559743	201560143	+	722	26.0	[6.2497463]	[149]	[]	[]	[201559961]	[]
685_31628	chr1	206144151	206144551	+	765	26.0	[12.422853, 6.8864083]	[95, 159]	[]	[]	[206144335, 206144399]	[]
685_31631	chr1	207822674	207823074	+	775	26.0	[8.570971]	[150]	[]	[]	[207822917]	[]
685_31637	chr1	220982493	220982893	+	658	26.0	[]	[]	[7.6484447]	[92]	[]	[220982681]
685_31638	chr1	221718969	221719369	+	547	26.0	[11.171708, 7.333895]	[104, 116]	[]	[]	[221719150, 221719162]	[]
685_31646	chr1	233614607	233615007	+	758	26.0	[8.938899]	[104]	[]	[]	[233614809]	[]
685_31648	chr1	236303724	236304124	+	611	26.0	[]	[]	[18.476559]	[136]	[]	[236303942]
685_31652	chr1	248826080	248826480	+	656	26.0	[]	[]	[7.1347213]	[101]	[]	[248826280]
685_31653	chr10	1056592	1056992	+	796	26.0	[8.123596]	[145]	[]	[]	[1056800]	[]
685_31654	chr10	3704836	3705236	+	614	26.0	[12.685021]	[133]	[]	[]	[3705048]	[]
685_31657	chr10	7007514	7007914	+	711	26.0	[]	[]	[7.756531]	[136]	[]	[7007723]
685_31658	chr10	7186906	7187306	+	804	26.0	[7.3402433]	[148]	[10.788339]	[105]	[7187151]	[7187108]
685_31659	chr10	7787768	7788168	+	769	26.0	[]	[]	[8.123496]	[73]	[]	[7787922]
685_3166	chr2	8999797	9000197	+	1000	139.0	[]	[]	[6.686519, 15.490863]	[67, 101]	[]	[8999962, 8999996]
685_31666	chr10	22988849	22989249	+	724	26.0	[7.7766113]	[156]	[]	[]	[22989099]	[]
685_31667	chr10	25016657	25017057	+	790	26.0	[]	[]	[14.524805]	[110]	[]	[25016863]
685_31669	chr10	28680419	28680819	+	770	26.0	[]	[]	[9.735673]	[122]	[]	[28680623]
685_31671	chr10	29803509	29803909	+	650	26.0	[5.843789, 16.093534, 13.517098, 6.105158, 5.830076, 9.094829]	[57, 86, 95, 101, 107, 111]	[]	[]	[29803665, 29803694, 29803703, 29803709, 29803715, 29803719]	[]
685_31674	chr10	49112881	49113281	+	800	26.0	[]	[]	[17.548697]	[113]	[]	[49113087]
685_31675	chr10	50622244	50622644	+	784	26.0	[]	[]	[10.778033]	[140]	[]	[50622460]
685_3168	chr2	32264700	32265100	+	1000	139.0	[10.405188]	[85]	[12.45914]	[101]	[32264885]	[32264901]
685_31680	chr10	68332786	68333186	+	761	26.0	[8.126645]	[89]	[]	[]	[68332975]	[]
685_31687	chr10	75108951	75109351	+	726	26.0	[]	[]	[8.108681, 9.604743]	[215, 237]	[]	[75109175, 75109197]
685_31689	chr10	75233989	75234389	+	749	26.0	[]	[]	[10.207112]	[102]	[]	[75234180]
685_317	chr5	81830618	81831018	+	1000	357.0	[6.204363, 16.720299]	[83, 91]	[6.7488766]	[120]	[81830800, 81830808]	[81830837]
685_31704	chr10	122878825	122879225	+	747	26.0	[10.746871, 10.047771]	[74, 118]	[10.758327]	[141]	[122878992, 122879036]	[122879059]
685_31705	chr10	128607007	128607407	+	815	26.0	[6.205193, 9.398426]	[74, 87]	[]	[]	[128607175, 128607188]	[]
685_31706	chr11	3626189	3626589	+	681	26.0	[7.3165064]	[119]	[]	[]	[3626397]	[]
685_31708	chr11	12210139	12210539	+	636	26.0	[]	[]	[6.2147427]	[126]	[]	[12210361]
685_3171	chr2	159286715	159287115	+	1000	139.0	[]	[]	[7.0160484]	[93]	[]	[159286899]
685_31716	chr11	35067039	35067439	+	783	26.0	[]	[]	[8.081529, 12.230359, 7.1656466]	[88, 109, 120]	[]	[35067220, 35067241, 35067252]
685_31718	chr11	44578336	44578736	+	636	26.0	[]	[]	[10.474914]	[97]	[]	[44578528]
685_31720	chr11	46243135	46243535	+	719	26.0	[7.6009116]	[81]	[9.176607]	[95]	[46243312]	[46243326]
685_31721	chr11	46912475	46912875	+	789	26.0	[12.369221]	[97]	[7.304199]	[67]	[46912664]	[46912634]
685_31724	chr11	47355278	47355678	+	627	26.0	[10.168035]	[164]	[]	[]	[47355509]	[]
685_31734	chr11	66467809	66468209	+	612	26.0	[6.3935432, 14.505037, 5.972077]	[82, 90, 114]	[]	[]	[66467975, 66467983, 66468007]	[]
685_31735	chr11	66852102	66852502	+	691	26.0	[]	[]	[11.6176]	[124]	[]	[66852315]
685_31736	chr11	67286556	67286956	+	713	26.0	[7.9227295]	[64]	[12.947034]	[80]	[67286710]	[67286726]
685_31737	chr11	68051327	68051727	+	544	26.0	[14.208943]	[108]	[]	[]	[68051527]	[]
685_3175	chr21	33641781	33642181	+	1000	139.0	[]	[]	[12.125414]	[99]	[]	[33641980]
685_31753	chr11	108121279	108121679	+	801	26.0	[7.348581]	[122]	[]	[]	[108121498]	[]
685_31754	chr11	111107510	111107910	+	731	26.0	[]	[]	[6.5863633, 6.1673846, 19.177654]	[161, 189, 200]	[]	[111107721, 111107749, 111107760]
685_31756	chr11	120649251	120649651	+	793	26.0	[]	[]	[15.4790535]	[141]	[]	[120649484]
685_31758	chr11	125111775	125112175	+	758	26.0	[7.29036]	[78]	[]	[]	[125111949]	[]
685_3176	chr3	36969963	36970363	+	1000	139.0	[]	[]	[7.0372677, 12.814234]	[84, 98]	[]	[36970147, 36970161]
685_31760	chr12	753703	754103	+	785	26.0	[]	[]	[11.800333]	[90]	[]	[753854]
685_31761	chr12	2500311	2500711	+	706	26.0	[6.5803413, 8.263793]	[56, 85]	[]	[]	[2500463, 2500492]	[]
685_31763	chr12	8699681	8700081	+	779	26.0	[7.63127, 9.681571]	[70, 155]	[10.947502]	[127]	[8699843, 8699928]	[8699900]
685_31767	chr12	47591692	47592092	+	799	26.0	[19.618229]	[116]	[]	[]	[47591907]	[]
685_31768	chr12	48119544	48119944	+	717	26.0	[]	[]	[10.700097]	[90]	[]	[48119732]
685_31769	chr12	48996649	48997049	+	787	26.0	[]	[]	[10.742937, 7.0511055, 7.2286377]	[108, 118, 126]	[]	[48996847, 48996857, 48996865]
685_31773	chr12	52052412	52052812	+	759	26.0	[]	[]	[10.796419, 12.004153]	[78, 99]	[]	[52052577, 52052598]
685_31779	chr12	54352003	54352403	+	778	26.0	[]	[]	[11.369965]	[107]	[]	[54352198]
685_3178	chr4	139082760	139083160	+	1000	139.0	[]	[]	[5.9421015, 7.397755]	[65, 111]	[]	[139082918, 139082964]
685_31782	chr12	56300967	56301367	+	798	26.0	[]	[]	[6.4811897, 7.8076863]	[99, 122]	[]	[56301164, 56301187]
685_3179	chr5	72956450	72956850	+	1000	139.0	[]	[]	[14.6272335]	[98]	[]	[72956646]
685_31795	chr12	95002761	95003161	+	605	26.0	[11.648145, 10.879998]	[94, 118]	[]	[]	[95002938, 95002962]	[]
685_31796	chr12	101696794	101697194	+	733	26.0	[6.252853]	[149]	[7.2158628]	[102]	[101697024]	[101696977]
685_31797	chr12	102793180	102793580	+	712	26.0	[]	[]	[15.990694]	[101]	[]	[102793380]
685_31805	chr12	116066635	116067035	+	724	26.0	[]	[]	[10.311386, 9.147684]	[118, 128]	[]	[116066846, 116066856]
685_3181	chr6	30721165	30721565	+	1000	139.0	[11.329099]	[122]	[]	[]	[30721376]	[]
685_31817	chr13	40771016	40771416	+	693	26.0	[]	[]	[12.256187, 6.639962, 5.8663454]	[92, 113, 117]	[]	[40771207, 40771228, 40771232]
685_3183	chr8	55879627	55880027	+	1000	139.0	[5.813438]	[67]	[12.68806]	[110]	[55879790]	[55879833]
685_31833	chr14	19868863	19869263	+	789	26.0	[13.038307]	[103]	[]	[]	[19869054]	[]
685_31836	chr14	23005872	23006272	+	743	26.0	[]	[]	[5.66647]	[119]	[]	[23006088]
685_31837	chr14	23556089	23556489	+	789	26.0	[]	[]	[10.196176]	[109]	[]	[23556297]
685_31838	chr14	35292161	35292561	+	768	26.0	[9.101115]	[95]	[]	[]	[35292354]	[]
685_3184	chr8	67250487	67250887	+	1000	139.0	[]	[]	[19.177654]	[97]	[]	[67250681]
685_31841	chr14	49634265	49634665	+	626	26.0	[8.384026]	[125]	[]	[]	[49634472]	[]
685_31843	chr14	54730090	54730490	+	604	26.0	[17.40829]	[101]	[]	[]	[54730287]	[]
685_31847	chr14	69684499	69684899	+	585	26.0	[]	[]	[15.0778055]	[99]	[]	[69684687]
685_31849	chr14	75132409	75132809	+	686	26.0	[12.313967, 6.3643656]	[130, 154]	[]	[]	[75132620, 75132644]	[]
685_3185	chr9	127734647	127735047	+	1000	139.0	[]	[]	[11.061838]	[102]	[]	[127734848]
685_31852	chr14	95524223	95524623	+	706	26.0	[]	[]	[6.090441]	[197]	[]	[95524468]
685_31858	chr15	40439138	40439538	+	745	26.0	[8.018787]	[116]	[]	[]	[40439342]	[]
685_31861	chr15	52651953	52652353	+	773	26.0	[]	[]	[6.2137394]	[99]	[]	[52652146]
685_31862	chr15	55829790	55830190	+	762	26.0	[17.548697]	[139]	[]	[]	[55830010]	[]
685_31865	chr15	60685113	60685513	+	797	26.0	[]	[]	[8.6177025, 15.888445]	[89, 100]	[]	[60685300, 60685311]
685_31868	chr15	63610139	63610539	+	691	26.0	[8.747731, 10.890224]	[105, 178]	[]	[]	[63610308, 63610381]	[]
685_31869	chr15	64493454	64493854	+	799	26.0	[13.7883625, 5.9063597, 7.1762533]	[109, 143, 148]	[]	[]	[64493653, 64493687, 64493692]	[]
685_31870	chr15	71780370	71780770	+	765	26.0	[7.626337]	[102]	[]	[]	[71780570]	[]
685_31872	chr15	75451652	75452052	+	708	26.0	[]	[]	[8.126645]	[95]	[]	[75451823]
685_31875	chr15	85097107	85097507	+	747	26.0	[]	[]	[13.696254]	[137]	[]	[85097322]
685_31877	chr15	90981673	90982073	+	758	26.0	[]	[]	[14.889323, 9.231825]	[127, 163]	[]	[90981885, 90981921]
685_31879	chr15	98850869	98851269	+	708	26.0	[8.206678]	[88]	[]	[]	[98851055]	[]
685_31887	chr16	20900219	20900619	+	572	26.0	[]	[]	[8.986222]	[103]	[]	[20900417]
685_31891	chr16	30762565	30762965	+	674	26.0	[]	[]	[6.513886, 8.531518]	[52, 95]	[]	[30762717, 30762760]
685_31897	chr16	54363845	54364245	+	762	26.0	[8.404086]	[107]	[]	[]	[54364041]	[]
685_31899	chr16	54655469	54655869	+	769	26.0	[10.314591, 8.486656]	[89, 95]	[]	[]	[54655655, 54655661]	[]
685_319	chr5	78483744	78484144	+	1000	356.0	[12.151799]	[171]	[6.11868]	[125]	[78483991]	[78483945]
685_31903	chr16	66617810	66618210	+	738	26.0	[]	[]	[7.2531176]	[107]	[]	[66618004]
685_31906	chr16	72609985	72610385	+	773	26.0	[7.166759, 17.231827]	[70, 85]	[]	[]	[72610153, 72610168]	[]
685_31908	chr16	75289194	75289594	+	790	26.0	[]	[]	[7.1495876, 9.5861635, 8.734188]	[94, 107, 114]	[]	[75289381, 75289394, 75289401]
685_31913	chr16	81831635	81832035	+	798	26.0	[9.370819, 9.419667]	[120, 185]	[]	[]	[81831812, 81831877]	[]
685_31920	chr16	88936558	88936958	+	736	26.0	[6.49704]	[126]	[]	[]	[88936768]	[]
685_31924	chr17	5042111	5042511	+	764	26.0	[]	[]	[6.2170286, 15.694041, 10.465273, 11.329432]	[62, 73, 96, 143]	[]	[5042270, 5042281, 5042304, 5042351]
685_31926	chr17	7315247	7315647	+	684	26.0	[6.5808563]	[104]	[]	[]	[7315446]	[]
685_31927	chr17	7835124	7835524	+	793	26.0	[]	[]	[13.7511215]	[70]	[]	[7835277]
685_31929	chr17	8376716	8377116	+	760	26.0	[8.941731]	[131]	[]	[]	[8376927]	[]
685_31935	chr17	29069675	29070075	+	657	26.0	[6.027872]	[153]	[]	[]	[29069855]	[]
685_31939	chr17	36675345	36675745	+	794	26.0	[]	[]	[17.548697]	[110]	[]	[36675547]
685_3194	chr1	209784548	209784948	+	1000	138.0	[9.175362]	[99]	[]	[]	[209784744]	[]
685_31942	chr17	39400570	39400970	+	580	26.0	[11.005874]	[173]	[]	[]	[39400813]	[]
685_31943	chr17	39462525	39462925	+	720	26.0	[10.857176]	[148]	[]	[]	[39462740]	[]
685_31946	chr17	39870769	39871169	+	719	26.0	[]	[]	[7.633935, 8.184671, 14.101634, 7.460785]	[57, 63, 103, 111]	[]	[39870921, 39870927, 39870967, 39870975]
685_3195	chr11	77994800	77995200	+	1000	138.0	[7.594542, 10.896737]	[93, 101]	[]	[]	[77994991, 77994999]	[]
685_31950	chr17	43940590	43940990	+	690	26.0	[]	[]	[9.902827, 7.415711]	[93, 149]	[]	[43940754, 43940810]
685_31956	chr17	48995996	48996396	+	701	26.0	[7.6267047]	[114]	[7.3645296]	[87]	[48996210]	[48996183]
685_31957	chr17	49191939	49192339	+	559	26.0	[]	[]	[5.8875327, 8.698951]	[117, 122]	[]	[49192135, 49192140]
685_31961	chr17	57851777	57852177	+	772	26.0	[]	[]	[6.6952653]	[150]	[]	[57851987]
685_31964	chr17	63431842	63432242	+	693	26.0	[8.606186]	[123]	[]	[]	[63432063]	[]
685_31965	chr17	64362861	64363261	+	752	26.0	[]	[]	[7.6828513, 7.0354285]	[92, 156]	[]	[64363026, 64363090]
685_31977	chr18	1019292	1019692	+	689	26.0	[]	[]	[10.255542]	[92]	[]	[1019468]
685_31981	chr18	2845127	2845527	+	759	26.0	[8.668116]	[136]	[7.5968757]	[190]	[2845322]	[2845376]
685_31982	chr18	2846718	2847118	+	745	26.0	[11.25623]	[113]	[]	[]	[2846917]	[]
685_31987	chr18	9811109	9811509	+	788	26.0	[]	[]	[13.372028, 5.9583488]	[149, 154]	[]	[9811326, 9811331]
685_31992	chr18	32265803	32266203	+	666	26.0	[]	[]	[15.923084]	[116]	[]	[32266006]
685_31996	chr18	54829889	54830289	+	585	26.0	[]	[]	[11.9151945, 6.1252184]	[139, 145]	[]	[54830110, 54830116]
685_31997	chr18	54873181	54873581	+	788	26.0	[9.562254]	[98]	[9.655869]	[146]	[54873374]	[54873422]
685_320	chr12	76348170	76348570	+	1000	355.0	[]	[]	[11.693159]	[101]	[]	[76348366]
685_3200	chr15	51580445	51580845	+	1000	138.0	[15.416616]	[97]	[]	[]	[51580642]	[]
685_32008	chr19	1847469	1847869	+	731	26.0	[]	[]	[13.946217]	[86]	[]	[1847654]
685_3201	chr15	52137694	52138094	+	1000	138.0	[12.355661]	[86]	[]	[]	[52137879]	[]
685_32018	chr19	10637825	10638225	+	667	26.0	[]	[]	[16.787796, 10.625796]	[123, 129]	[]	[10638047, 10638053]
685_32021	chr19	13018540	13018940	+	762	26.0	[]	[]	[6.228519, 9.118643]	[91, 96]	[]	[13018726, 13018731]
685_32027	chr19	18438120	18438520	+	656	26.0	[6.6737847]	[81]	[]	[]	[18438291]	[]
685_32028	chr19	18879747	18880147	+	781	26.0	[]	[]	[10.933904]	[126]	[]	[18879959]
685_32047	chr19	51367681	51368081	+	783	26.0	[7.5881753, 11.039545]	[114, 120]	[]	[]	[51367887, 51367893]	[]
685_32050	chr19	54172738	54173138	+	795	26.0	[11.540823]	[93]	[8.030763]	[148]	[54172909]	[54172964]
685_32055	chr2	9251510	9251910	+	698	26.0	[15.162296]	[105]	[]	[]	[9251706]	[]
685_32056	chr2	11933850	11934250	+	764	26.0	[5.6537924, 9.095265, 13.64471]	[100, 105, 146]	[6.274173, 5.6537924, 17.49398]	[88, 123, 133]	[11934036, 11934041, 11934082]	[11934024, 11934059, 11934069]
685_32057	chr2	20051519	20051919	+	777	26.0	[]	[]	[9.510789]	[93]	[]	[20051706]
685_32058	chr2	24996825	24997225	+	750	26.0	[]	[]	[8.828057]	[138]	[]	[24997048]
685_3206	chr19	29610733	29611133	+	1000	138.0	[17.944551]	[89]	[]	[]	[29610922]	[]
685_32060	chr2	25806019	25806419	+	761	26.0	[]	[]	[18.191957]	[97]	[]	[25806181]
685_3207	chr19	39410122	39410522	+	1000	138.0	[]	[]	[12.814234, 10.254139, 7.6355314, 16.918556]	[79, 111, 114, 128]	[]	[39410293, 39410325, 39410328, 39410342]
685_32072	chr2	63840755	63841155	+	758	26.0	[6.417736]	[167]	[8.076469]	[130]	[63840998]	[63840961]
685_32077	chr2	72325581	72325981	+	610	26.0	[]	[]	[12.83136]	[97]	[]	[72325774]
685_32082	chr2	74142379	74142779	+	807	26.0	[]	[]	[10.265144]	[100]	[]	[74142563]
685_32083	chr2	74587589	74587989	+	784	26.0	[7.7140217]	[99]	[]	[]	[74587785]	[]
685_32087	chr2	97660212	97660612	+	685	26.0	[13.519802]	[90]	[]	[]	[97660402]	[]
685_32088	chr2	101035328	101035728	+	690	26.0	[11.597277, 6.3348885]	[96, 102]	[]	[]	[101035517, 101035523]	[]
685_3209	chr2	62039255	62039655	+	1000	138.0	[19.618229]	[95]	[]	[]	[62039450]	[]
685_32091	chr2	102240666	102241066	+	695	26.0	[5.9292517, 12.611013, 6.007725]	[105, 119, 155]	[6.813937, 13.492989]	[89, 171]	[102240847, 102240861, 102240897]	[102240831, 102240913]
685_32098	chr2	145667927	145668327	+	796	26.0	[]	[]	[5.758712, 18.203526]	[63, 100]	[]	[145668088, 145668125]
685_32102	chr2	152620051	152620451	+	743	26.0	[15.609814]	[116]	[]	[]	[152620255]	[]
685_32104	chr2	157081398	157081798	+	664	26.0	[11.800333]	[82]	[6.2071266]	[137]	[157081564]	[157081619]
685_32108	chr2	169735315	169735715	+	759	26.0	[8.567856]	[104]	[6.3278475]	[151]	[169735510]	[169735557]
685_32110	chr2	170204505	170204905	+	674	26.0	[10.678223]	[97]	[7.1159997]	[73]	[170204693]	[170204669]
685_32112	chr2	172021078	172021478	+	771	26.0	[8.44057]	[90]	[]	[]	[172021252]	[]
685_32115	chr2	179265085	179265485	+	648	26.0	[]	[]	[10.592521]	[102]	[]	[179265277]
685_32121	chr2	191985982	191986382	+	750	26.0	[18.38044]	[99]	[]	[]	[191986173]	[]
685_32127	chr2	227344191	227344591	+	687	26.0	[15.290571]	[93]	[]	[]	[227344383]	[]
685_32135	chr20	4013886	4014286	+	626	26.0	[]	[]	[6.992309]	[101]	[]	[4014078]
685_32139	chr20	20052283	20052683	+	771	26.0	[5.8900003]	[93]	[]	[]	[20052456]	[]
685_32148	chr20	41329412	41329812	+	692	26.0	[9.769547]	[129]	[]	[]	[41329625]	[]
685_32149	chr20	42788229	42788629	+	765	26.0	[]	[]	[7.706303, 10.470658, 9.358873, 9.52389, 21.247185, 10.538797, 10.708256]	[85, 87, 95, 103, 111, 133, 150]	[]	[42788385, 42788387, 42788395, 42788403, 42788411, 42788433, 42788450]
685_32155	chr20	57372629	57373029	+	778	26.0	[16.407028]	[118]	[]	[]	[57372842]	[]
685_32156	chr20	63850968	63851368	+	755	26.0	[]	[]	[8.756673, 8.515673]	[132, 148]	[]	[63851180, 63851196]
685_32158	chr21	34336947	34337347	+	763	26.0	[]	[]	[9.162809, 12.664592]	[62, 130]	[]	[34337106, 34337174]
685_32160	chr21	36457018	36457418	+	609	26.0	[]	[]	[10.654574, 11.899745, 12.819792]	[66, 115, 129]	[]	[36457175, 36457224, 36457238]
685_32161	chr21	37223107	37223507	+	765	26.0	[5.716371, 8.54208, 10.035157]	[81, 87, 91]	[]	[]	[37223288, 37223294, 37223298]	[]
685_32162	chr21	37458712	37459112	+	697	26.0	[7.960515, 11.384065, 8.02816, 6.7929235]	[118, 122, 155, 161]	[]	[]	[37458898, 37458902, 37458935, 37458941]	[]
685_32167	chr21	43768183	43768583	+	572	26.0	[6.364666, 7.656153]	[160, 167]	[]	[]	[43768418, 43768425]	[]
685_32172	chr22	19174190	19174590	+	776	26.0	[8.3010845]	[120]	[7.296114]	[100]	[19174407]	[19174387]
685_32177	chr22	19953642	19954042	+	697	26.0	[6.4950933]	[196]	[]	[]	[19953888]	[]
685_32185	chr22	20604599	20604999	+	741	26.0	[6.812151, 6.233077]	[101, 108]	[7.78636]	[168]	[20604765, 20604772]	[20604832]
685_3219	chr4	70901848	70902248	+	1000	138.0	[]	[]	[14.778071]	[100]	[]	[70902043]
685_32196	chr22	21865114	21865514	+	815	26.0	[8.534509]	[108]	[]	[]	[21865292]	[]
685_32199	chr22	21917369	21917769	+	766	26.0	[]	[]	[6.278361]	[239]	[]	[21917611]
685_3220	chr5	34867100	34867500	+	1000	138.0	[6.828625]	[139]	[11.00815]	[101]	[34867339]	[34867301]
685_32201	chr22	21920590	21920990	+	733	26.0	[5.8423834, 6.735424]	[193, 220]	[]	[]	[21920799, 21920826]	[]
685_32205	chr22	22042819	22043219	+	766	26.0	[8.201387]	[117]	[5.7386637]	[83]	[22043019]	[22042985]
685_32207	chr22	22103684	22104084	+	809	26.0	[7.288467, 6.7325234]	[103, 128]	[]	[]	[22103846, 22103871]	[]
685_3221	chr5	69234654	69235054	+	1000	138.0	[6.853794]	[93]	[]	[]	[69234836]	[]
685_32212	chr22	22394677	22395077	+	758	26.0	[7.4404273]	[148]	[]	[]	[22394919]	[]
685_32216	chr22	22672925	22673325	+	708	26.0	[]	[]	[6.1060915]	[191]	[]	[22673168]
685_3222	chr6	34390918	34391318	+	1000	138.0	[]	[]	[14.28278]	[98]	[]	[34391107]
685_3223	chr6	132822998	132823398	+	1000	138.0	[6.4474616, 12.445699]	[65, 104]	[]	[]	[132823160, 132823199]	[]
685_32235	chr22	26645114	26645514	+	619	26.0	[10.431886]	[95]	[5.6718946, 6.2435746]	[154, 175]	[26645275]	[26645334, 26645355]
685_32239	chr22	36329152	36329552	+	784	26.0	[7.773082]	[124]	[]	[]	[36329342]	[]
685_3224	chr6	161273945	161274345	+	1000	138.0	[7.4919353]	[57]	[16.50427]	[99]	[161274102]	[161274144]
685_32240	chr22	37676388	37676788	+	628	26.0	[]	[]	[15.990694]	[101]	[]	[37676569]
685_32243	chr22	39956839	39957239	+	710	26.0	[6.8003383, 18.107643]	[95, 115]	[7.0226326]	[106]	[39957020, 39957040]	[39957031]
685_32245	chr22	41682277	41682677	+	714	26.0	[13.863328, 11.393813]	[105, 129]	[]	[]	[41682466, 41682490]	[]
685_32248	chr22	46002759	46003159	+	677	26.0	[]	[]	[6.2725835, 8.411389]	[66, 102]	[]	[46002918, 46002954]
685_32250	chr3	5426389	5426789	+	756	26.0	[6.3612847, 10.548085]	[101, 121]	[]	[]	[5426584, 5426604]	[]
685_32251	chr3	9302504	9302904	+	655	26.0	[10.615408]	[89]	[]	[]	[9302693]	[]
685_32256	chr3	13015498	13015898	+	627	26.0	[]	[]	[13.946217]	[95]	[]	[13015688]
685_32261	chr3	23809823	23810223	+	590	26.0	[8.879757]	[88]	[10.572794]	[150]	[23809984]	[23810046]
685_3228	chr8	61760108	61760508	+	1000	138.0	[]	[]	[6.376757, 7.6281075, 11.989889]	[74, 112, 150]	[]	[61760268, 61760306, 61760344]
685_32282	chr3	56970374	56970774	+	749	26.0	[]	[]	[7.661047, 11.805365]	[92, 98]	[]	[56970565, 56970571]
685_32284	chr3	67030681	67031081	+	726	26.0	[]	[]	[6.5044417, 8.026912, 7.79251]	[137, 146, 151]	[]	[67030900, 67030909, 67030914]
685_32288	chr3	93980200	93980600	+	625	26.0	[9.169828]	[94]	[]	[]	[93980393]	[]
685_32291	chr3	143277541	143277941	+	751	26.0	[13.762827]	[90]	[]	[]	[143277729]	[]
685_32292	chr3	150409636	150410036	+	718	26.0	[]	[]	[5.894798]	[113]	[]	[150409823]
685_32293	chr3	153291049	153291449	+	768	26.0	[11.150704, 6.3771634]	[83, 153]	[]	[]	[153291229, 153291299]	[]
685_32295	chr3	172104516	172104916	+	708	26.0	[8.968079, 7.31326]	[95, 125]	[]	[]	[172104694, 172104724]	[]
685_32297	chr3	179324421	179324821	+	751	26.0	[9.107182]	[92]	[7.5121827]	[146]	[179324612]	[179324666]
685_32298	chr3	179604623	179605023	+	782	26.0	[]	[]	[8.964896, 7.82628]	[95, 98]	[]	[179604788, 179604791]
685_32300	chr3	184292623	184293023	+	739	26.0	[13.707822]	[102]	[]	[]	[184292822]	[]
685_32306	chr3	194167838	194168238	+	615	26.0	[8.975102, 11.731118]	[139, 145]	[]	[]	[194168048, 194168054]	[]
685_32313	chr4	39977754	39978154	+	575	26.0	[]	[]	[8.556812]	[90]	[]	[39977939]
685_32316	chr4	74037028	74037428	+	766	26.0	[7.290513]	[92]	[]	[]	[74037213]	[]
685_32325	chr4	110197364	110197764	+	795	26.0	[6.258316]	[139]	[7.555751]	[206]	[110197532]	[110197599]
