#PeakID(python scan_motif.py ./ENCODE_processed_files/IRF2_idr.fa IRF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
642_25840	chr2	21228433	21228833	+	648	26.0	[]	[]	[3.3478272]	[168]	[]	[21228645]
642_25841	chr2	23532355	23532755	+	737	26.0	[]	[]	[3.3478272, 6.5886865, 18.919323]	[72, 101, 107]	[]	[23532523, 23532552, 23532558]
642_25844	chr2	24497768	24498168	+	740	26.0	[]	[]	[6.694453]	[178]	[]	[24497971]
642_2585	chr6	79544991	79545391	+	1000	71.0	[]	[]	[6.848867, 4.3336134]	[81, 116]	[]	[79545171, 79545206]
642_25850	chr2	38827657	38828057	+	730	26.0	[]	[]	[10.130272]	[159]	[]	[38827882]
642_25854	chr2	42928368	42928768	+	738	26.0	[]	[]	[3.4720602]	[75]	[]	[42928526]
642_2586	chr6	135323141	135323541	+	1000	71.0	[]	[]	[5.6029005]	[216]	[]	[135323386]
642_25860	chr2	54568994	54569394	+	718	26.0	[4.3336134]	[143]	[]	[]	[54569164]	[]
642_25871	chr2	74502443	74502843	+	650	26.0	[5.6029005]	[80]	[7.574473]	[68]	[74502618]	[74502606]
642_25872	chr2	75676496	75676896	+	638	26.0	[]	[]	[3.3478272]	[208]	[]	[75676742]
642_25873	chr2	75870577	75870977	+	561	26.0	[10.266219, 12.261112, 4.593794]	[131, 137, 148]	[]	[]	[75870794, 75870800, 75870811]	[]
642_2588	chr7	16563339	16563739	+	1000	71.0	[18.919323, 12.261112]	[85, 91]	[]	[]	[16563506, 16563512]	[]
642_25881	chr2	99488678	99489078	+	735	26.0	[3.6080077]	[169]	[]	[]	[99488921]	[]
642_25891	chr2	119366596	119366996	+	761	26.0	[]	[]	[3.4720602]	[100]	[]	[119366774]
642_25895	chr2	126656357	126656757	+	680	26.0	[]	[]	[6.848867]	[146]	[]	[126656596]
642_25898	chr2	144715991	144716391	+	753	26.0	[]	[]	[12.521293]	[173]	[]	[144716240]
642_259	chr16	19095012	19095412	+	1000	320.0	[6.7129197, 13.246898, 10.006039]	[85, 96, 102]	[]	[]	[19095195, 19095206, 19095212]	[]
642_2590	chr7	95330645	95331045	+	1000	71.0	[4.593794, 12.521293, 10.991825]	[145, 151, 166]	[]	[]	[95330862, 95330868, 95330883]	[]
642_25901	chr2	157722628	157723028	+	716	26.0	[4.3336134, 3.4720602]	[119, 130]	[]	[]	[157722842, 157722853]	[]
642_25907	chr2	169570336	169570736	+	694	26.0	[]	[]	[5.3194]	[178]	[]	[169570519]
642_25908	chr2	169732844	169733244	+	695	26.0	[]	[]	[3.2771003]	[164]	[]	[169733091]
642_25911	chr2	171156368	171156768	+	710	26.0	[]	[]	[4.457846]	[171]	[]	[171156555]
642_25917	chr2	177161712	177162112	+	679	26.0	[3.3478272]	[166]	[]	[]	[177161945]	[]
642_2592	chr7	129952829	129953229	+	1000	71.0	[]	[]	[6.5886865]	[156]	[]	[129953071]
642_25921	chr2	177634706	177635106	+	771	26.0	[6.5886865]	[149]	[5.6029005]	[130]	[177634926]	[177634907]
642_25924	chr2	187003488	187003888	+	778	26.0	[4.3336134]	[125]	[]	[]	[187003651]	[]
642_25925	chr2	187504258	187504658	+	688	26.0	[3.3478272]	[118]	[]	[]	[187504452]	[]
642_25926	chr2	190184464	190184864	+	727	26.0	[]	[]	[3.2771003]	[136]	[]	[190184660]
642_25929	chr2	197813154	197813554	+	746	26.0	[]	[]	[5.863081]	[115]	[]	[197813314]
642_25934	chr2	207474794	207475194	+	767	26.0	[6.694453]	[177]	[]	[]	[207475006]	[]
642_25935	chr2	208489240	208489640	+	641	26.0	[10.006039, 5.6029005]	[171, 181]	[]	[]	[208489476, 208489486]	[]
642_25938	chr2	219105725	219106125	+	717	26.0	[]	[]	[12.521293, 10.266219]	[112, 118]	[]	[219105933, 219105939]
642_2594	chr8	100527034	100527434	+	1000	71.0	[]	[]	[18.919323, 5.863081]	[127, 133]	[]	[100527254, 100527260]
642_25941	chr20	543712	544112	+	793	26.0	[3.6080077]	[187]	[]	[]	[543940]	[]
642_25944	chr20	31699078	31699478	+	733	26.0	[]	[]	[5.863081]	[168]	[]	[31699313]
642_2595	chr9	19232923	19233323	+	1000	71.0	[8.736752]	[105]	[7.7509656]	[137]	[19233111]	[19233143]
642_25950	chr20	36774108	36774508	+	723	26.0	[]	[]	[3.3478272, 3.6080077]	[164, 233]	[]	[36774288, 36774357]
642_25951	chr20	38242818	38243218	+	632	26.0	[3.4720602]	[151]	[]	[]	[38243044]	[]
642_25960	chr20	50113125	50113525	+	633	26.0	[]	[]	[4.3336134]	[97]	[]	[50113281]
642_25962	chr20	50903975	50904375	+	763	26.0	[]	[]	[3.3478272, 4.3336134]	[123, 166]	[]	[50904156, 50904199]
642_25963	chr20	53621298	53621698	+	701	26.0	[]	[]	[4.3336134]	[124]	[]	[53621494]
642_25964	chr20	57423557	57423957	+	757	26.0	[]	[]	[5.6029005, 16.66425, 4.3336134, 4.3336134, 5.3194, 4.3336134]	[116, 122, 127, 133, 135, 139]	[]	[57423764, 57423770, 57423775, 57423781, 57423783, 57423787]
642_25969	chr21	14736145	14736545	+	744	26.0	[]	[]	[12.261112, 3.6080077]	[124, 130]	[]	[14736353, 14736359]
642_2597	chr1	1658840	1659240	+	1000	70.0	[3.4720602]	[128]	[]	[]	[1659060]	[]
642_25970	chr21	15051945	15052345	+	695	26.0	[12.261112]	[162]	[]	[]	[15052121]	[]
642_25972	chr21	15066381	15066781	+	670	26.0	[18.919323]	[176]	[]	[]	[15066594]	[]
642_25977	chr21	29302595	29302995	+	745	26.0	[3.3478272]	[158]	[]	[]	[29302780]	[]
642_25984	chr21	34909276	34909676	+	694	26.0	[4.457846]	[77]	[]	[]	[34909446]	[]
642_25985	chr21	35408295	35408695	+	676	26.0	[8.736752, 16.66425]	[116, 122]	[]	[]	[35408498, 35408504]	[]
642_25987	chr21	36065605	36066005	+	689	26.0	[7.7509656]	[154]	[5.7271333]	[117]	[36065796]	[36065759]
642_25989	chr21	38807113	38807513	+	758	26.0	[]	[]	[8.736752]	[150]	[]	[38807273]
642_25993	chr21	46636282	46636682	+	610	26.0	[]	[]	[3.2771003]	[131]	[]	[46636451]
642_25996	chr22	16783050	16783450	+	681	26.0	[]	[]	[5.863081]	[96]	[]	[16783237]
642_25997	chr22	16798019	16798419	+	561	26.0	[6.1232615]	[211]	[]	[]	[16798247]	[]
642_25998	chr22	16811435	16811835	+	745	26.0	[3.6080077]	[94]	[]	[]	[16811609]	[]
642_25999	chr22	16817369	16817769	+	654	26.0	[5.6029005]	[201]	[]	[]	[16817589]	[]
642_26	chr6	34657365	34657765	+	1000	671.0	[6.1232615, 12.521293]	[80, 86]	[]	[]	[34657544, 34657550]	[]
642_260	chr11	43868955	43869355	+	1000	319.0	[]	[]	[12.521293]	[102]	[]	[43869155]
642_26003	chr22	19257012	19257412	+	763	26.0	[5.863081]	[183]	[]	[]	[19257200]	[]
642_26006	chr22	19314227	19314627	+	729	26.0	[6.5886865]	[206]	[]	[]	[19314438]	[]
642_26008	chr22	19410458	19410858	+	668	26.0	[]	[]	[5.6029005, 13.246898, 5.4251657]	[183, 189, 195]	[]	[19410681, 19410687, 19410693]
642_26010	chr22	19426609	19427009	+	716	26.0	[]	[]	[4.3336134]	[187]	[]	[19426843]
642_26011	chr22	19540040	19540440	+	771	26.0	[5.6029005]	[108]	[]	[]	[19540235]	[]
642_26012	chr22	19569254	19569654	+	638	26.0	[3.3478272]	[131]	[5.863081]	[80]	[19569473]	[19569422]
642_26013	chr22	19579980	19580380	+	699	26.0	[]	[]	[5.3194, 3.4720602, 3.3478272]	[154, 173, 225]	[]	[19580150, 19580169, 19580221]
642_26015	chr22	19675172	19675572	+	775	26.0	[6.5886865, 5.863081]	[167, 173]	[]	[]	[19675356, 19675362]	[]
642_26016	chr22	19689679	19690079	+	693	26.0	[10.991825]	[67]	[5.863081]	[97]	[19689841]	[19689871]
642_26017	chr22	19838729	19839129	+	710	26.0	[4.3336134]	[81]	[]	[]	[19838905]	[]
642_2602	chr1	46340551	46340951	+	1000	70.0	[]	[]	[10.991825]	[97]	[]	[46340718]
642_26022	chr22	20452164	20452564	+	772	26.0	[6.848867, 3.3478272, 4.3336134]	[70, 75, 81]	[]	[]	[20452328, 20452333, 20452339]	[]
642_26029	chr22	20824056	20824456	+	603	26.0	[]	[]	[4.3336134]	[178]	[]	[20824239]
642_2603	chr1	74586255	74586655	+	1000	70.0	[]	[]	[18.919323, 12.521293]	[139, 145]	[]	[74586471, 74586477]
642_26034	chr22	21030585	21030985	+	711	26.0	[]	[]	[4.3336134]	[136]	[]	[21030788]
642_26036	chr22	21065939	21066339	+	765	26.0	[]	[]	[5.9873137]	[189]	[]	[21066134]
642_26039	chr22	21663132	21663532	+	632	26.0	[]	[]	[6.5886865]	[139]	[]	[21663349]
642_2604	chr1	110030995	110031395	+	1000	70.0	[12.521293, 12.261112]	[72, 95]	[]	[]	[110031164, 110031187]	[]
642_26043	chr22	21795286	21795686	+	711	26.0	[]	[]	[3.3478272]	[84]	[]	[21795440]
642_2605	chr1	117784668	117785068	+	1000	70.0	[10.991825, 16.66425]	[113, 119]	[]	[]	[117784873, 117784879]	[]
642_26054	chr22	22471359	22471759	+	736	26.0	[4.593794]	[139]	[]	[]	[22471577]	[]
642_2606	chr1	118692113	118692513	+	1000	70.0	[10.130272, 18.919323, 5.6029005]	[100, 106, 112]	[]	[]	[118692301, 118692307, 118692313]	[]
642_26061	chr22	22819253	22819653	+	682	26.0	[]	[]	[5.863081]	[80]	[]	[22819413]
642_26065	chr22	28297600	28298000	+	713	26.0	[]	[]	[16.66425]	[119]	[]	[28297811]
642_26069	chr22	31107671	31108071	+	741	26.0	[9.935312, 4.3336134]	[128, 154]	[]	[]	[31107893, 31107919]	[]
642_2607	chr1	146409845	146410245	+	1000	70.0	[]	[]	[12.261112]	[108]	[]	[146410048]
642_26070	chr22	32266126	32266526	+	705	26.0	[5.6029005]	[72]	[]	[]	[32266284]	[]
642_26076	chr22	40709773	40710173	+	715	26.0	[6.848867]	[189]	[]	[]	[40710020]	[]
642_26078	chr22	41688690	41689090	+	742	26.0	[5.6029005]	[140]	[]	[]	[41688911]	[]
642_26084	chr3	5185204	5185604	+	715	26.0	[]	[]	[8.736752]	[131]	[]	[5185365]
642_26085	chr3	5768892	5769292	+	552	26.0	[5.863081, 16.66425]	[64, 70]	[]	[]	[5769053, 5769059]	[]
642_2609	chr1	161612544	161612944	+	1000	70.0	[6.694453]	[164]	[]	[]	[161612781]	[]
642_26095	chr3	36893086	36893486	+	673	26.0	[5.6029005]	[219]	[]	[]	[36893325]	[]
642_26096	chr3	37944441	37944841	+	730	26.0	[]	[]	[3.3478272]	[119]	[]	[37944597]
642_26099	chr3	40364257	40364657	+	725	26.0	[]	[]	[4.3336134, 4.3336134, 7.574473, 13.246898, 6.5886865, 3.3478272]	[114, 136, 142, 148, 154, 183]	[]	[40364436, 40364458, 40364464, 40364470, 40364476, 40364505]
642_261	chr7	139109509	139109909	+	1000	319.0	[4.3336134, 5.863081]	[100, 106]	[]	[]	[139109703, 139109709]	[]
642_26107	chr3	45683734	45684134	+	728	26.0	[10.006039]	[191]	[]	[]	[45683935]	[]
642_2611	chr1	227043822	227044222	+	1000	70.0	[12.261112]	[158]	[]	[]	[227044047]	[]
642_26112	chr3	48555291	48555691	+	756	26.0	[]	[]	[6.7129197]	[196]	[]	[48555502]
642_26118	chr3	57100083	57100483	+	571	26.0	[]	[]	[5.6029005]	[78]	[]	[57100235]
642_26121	chr3	71129926	71130326	+	726	26.0	[4.3336134, 3.6080077]	[179, 190]	[]	[]	[71130146, 71130157]	[]
642_26122	chr3	71226496	71226896	+	698	26.0	[]	[]	[13.246898, 6.1232615, 6.5886865, 4.3336134]	[90, 96, 121, 139]	[]	[71226663, 71226669, 71226694, 71226712]
642_26124	chr3	72446360	72446760	+	698	26.0	[]	[]	[10.006039]	[180]	[]	[72446602]
642_26125	chr3	88058859	88059259	+	657	26.0	[]	[]	[5.863081]	[151]	[]	[88059079]
642_26129	chr3	113743198	113743598	+	715	26.0	[]	[]	[14.409177]	[145]	[]	[113743401]
642_26130	chr3	126472318	126472718	+	667	26.0	[6.848867]	[197]	[]	[]	[126472555]	[]
642_26131	chr3	128416781	128417181	+	761	26.0	[]	[]	[5.7271333]	[146]	[]	[128416995]
642_26138	chr3	141735157	141735557	+	740	26.0	[]	[]	[4.3336134]	[196]	[]	[141735389]
642_2614	chr10	11669203	11669603	+	1000	70.0	[]	[]	[10.006039, 18.919323, 3.4720602, 3.3478272, 4.3336134]	[107, 125, 131, 146, 154]	[]	[11669398, 11669416, 11669422, 11669437, 11669445]
642_26142	chr3	155744894	155745294	+	708	26.0	[]	[]	[6.5886865]	[77]	[]	[155745061]
642_26145	chr3	169744622	169745022	+	789	26.0	[7.7509656]	[125]	[]	[]	[169744807]	[]
642_26146	chr3	170045862	170046262	+	711	26.0	[]	[]	[5.6029005, 16.66425]	[117, 123]	[]	[170046062, 170046068]
642_26147	chr3	170179634	170180034	+	721	26.0	[6.5886865]	[192]	[]	[]	[170179866]	[]
642_2615	chr10	38094108	38094508	+	1000	70.0	[3.3478272]	[91]	[5.6029005]	[101]	[38094290]	[38094300]
642_26156	chr3	194075726	194076126	+	773	26.0	[]	[]	[5.6029005]	[154]	[]	[194075929]
642_26157	chr3	194556568	194556968	+	768	26.0	[7.574473]	[66]	[]	[]	[194556721]	[]
642_26158	chr3	194573762	194574162	+	567	26.0	[5.7271333]	[150]	[]	[]	[194573964]	[]
642_26160	chr3	196072324	196072724	+	741	26.0	[]	[]	[3.6080077]	[93]	[]	[196072494]
642_26162	chr3	198079822	198080222	+	605	26.0	[3.6080077]	[121]	[]	[]	[198079987]	[]
642_26163	chr4	124335	124735	+	772	26.0	[]	[]	[3.3478272]	[148]	[]	[124503]
642_26169	chr4	8419366	8419766	+	557	26.0	[4.3336134]	[80]	[]	[]	[8419526]	[]
642_26171	chr4	38283771	38284171	+	736	26.0	[12.521293, 3.2771003]	[66, 123]	[]	[]	[38283931, 38283988]	[]
642_26172	chr4	38382608	38383008	+	649	26.0	[3.6080077]	[187]	[]	[]	[38382804]	[]
642_26174	chr4	52712318	52712718	+	626	26.0	[]	[]	[5.6029005, 5.9873137]	[179, 185]	[]	[52712545, 52712551]
642_26175	chr4	55736537	55736937	+	751	26.0	[3.6080077]	[181]	[]	[]	[55736777]	[]
642_26177	chr4	74715668	74716068	+	740	26.0	[]	[]	[12.521293, 6.694453]	[138, 144]	[]	[74715891, 74715897]
642_26179	chr4	76943077	76943477	+	710	26.0	[3.3478272]	[118]	[]	[]	[76943262]	[]
642_26183	chr4	78807764	78808164	+	639	26.0	[]	[]	[10.266219, 5.863081, 4.3336134, 10.006039, 4.3336134]	[85, 91, 116, 129, 164]	[]	[78807932, 78807938, 78807963, 78807976, 78808011]
642_26184	chr4	79224733	79225133	+	737	26.0	[6.1232615, 12.521293]	[86, 92]	[]	[]	[79224887, 79224893]	[]
642_26185	chr4	80179509	80179909	+	685	26.0	[10.006039]	[117]	[]	[]	[80179712]	[]
642_26188	chr4	89110999	89111399	+	717	26.0	[]	[]	[5.6029005]	[157]	[]	[89111204]
642_26189	chr4	94406631	94407031	+	609	26.0	[3.3478272]	[72]	[]	[]	[94406801]	[]
642_2619	chr10	100267533	100267933	+	1000	70.0	[4.457846]	[191]	[5.6029005]	[120]	[100267779]	[100267708]
642_26193	chr4	122636719	122637119	+	766	26.0	[]	[]	[3.6080077, 6.5886865]	[103, 132]	[]	[122636921, 122636950]
642_26199	chr4	144006414	144006814	+	770	26.0	[]	[]	[3.6080077]	[126]	[]	[144006628]
642_262	chr3	121432153	121432553	+	1000	317.0	[]	[]	[5.7271333, 13.246898, 18.919323, 12.521293, 6.848867]	[78, 104, 110, 116, 145]	[]	[121432319, 121432345, 121432351, 121432357, 121432386]
642_2620	chr11	47578815	47579215	+	1000	70.0	[]	[]	[3.3478272]	[105]	[]	[47579013]
642_26201	chr4	154416239	154416639	+	644	26.0	[]	[]	[5.3194, 4.3336134]	[167, 171]	[]	[154416410, 154416414]
642_26202	chr4	154473565	154473965	+	559	26.0	[10.991825]	[166]	[]	[]	[154473780]	[]
642_26204	chr4	173170135	173170535	+	591	26.0	[]	[]	[6.5886865]	[178]	[]	[173170333]
642_26205	chr4	174120502	174120902	+	696	26.0	[]	[]	[6.5886865]	[142]	[]	[174120732]
642_26206	chr4	183506152	183506552	+	731	26.0	[]	[]	[5.6029005]	[111]	[]	[183506335]
642_2621	chr11	60906549	60906949	+	1000	70.0	[3.6080077]	[98]	[]	[]	[60906745]	[]
642_26212	chr5	31470618	31471018	+	572	26.0	[3.3478272]	[100]	[]	[]	[31470807]	[]
642_26215	chr5	34913719	34914119	+	743	26.0	[]	[]	[3.6080077]	[113]	[]	[34913874]
642_26218	chr5	55173293	55173693	+	738	26.0	[]	[]	[4.593794, 4.3336134]	[143, 144]	[]	[55173499, 55173500]
642_26219	chr5	56909919	56910319	+	703	26.0	[4.593794]	[180]	[]	[]	[56910143]	[]
642_26222	chr5	67015399	67015799	+	754	26.0	[]	[]	[5.863081]	[187]	[]	[67015646]
642_26231	chr5	95615012	95615412	+	569	26.0	[10.006039]	[143]	[]	[]	[95615207]	[]
642_26232	chr5	95773322	95773722	+	694	26.0	[]	[]	[3.3478272]	[119]	[]	[95773479]
642_26233	chr5	96936714	96937114	+	757	26.0	[5.6029005]	[149]	[]	[]	[96936878]	[]
642_26234	chr5	96963213	96963613	+	709	26.0	[]	[]	[3.4720602]	[146]	[]	[96963456]
642_2624	chr14	54908190	54908590	+	1000	70.0	[7.7509656, 5.863081]	[71, 77]	[5.863081, 12.3853445]	[154, 160]	[54908352, 54908358]	[54908435, 54908441]
642_26240	chr5	126353968	126354368	+	735	26.0	[]	[]	[4.3336134]	[175]	[]	[126354160]
642_26241	chr5	126499970	126500370	+	576	26.0	[4.593794]	[166]	[]	[]	[126500198]	[]
642_26244	chr5	131589463	131589863	+	638	26.0	[3.3478272]	[148]	[3.6080077]	[154]	[131589690]	[131589696]
642_26245	chr5	132065279	132065679	+	703	26.0	[3.6080077]	[150]	[]	[]	[132065473]	[]
642_26252	chr5	135217544	135217944	+	763	26.0	[]	[]	[7.7509656]	[92]	[]	[135217697]
642_26254	chr5	136466184	136466584	+	743	26.0	[]	[]	[10.006039]	[118]	[]	[136466340]
642_26258	chr5	139403479	139403879	+	644	26.0	[3.3478272]	[147]	[]	[]	[139403720]	[]
642_26259	chr5	139661002	139661402	+	735	26.0	[]	[]	[5.7271333]	[137]	[]	[139661191]
642_26260	chr5	140186208	140186608	+	597	26.0	[]	[]	[3.3478272]	[105]	[]	[140186410]
642_26262	chr5	146006480	146006880	+	547	26.0	[12.3853445, 6.5886865, 7.7509656, 3.3478272]	[94, 100, 112, 130]	[]	[]	[146006631, 146006637, 146006649, 146006667]	[]
642_26264	chr5	149730825	149731225	+	585	26.0	[]	[]	[15.607738]	[156]	[]	[149731019]
642_26271	chr5	159639637	159640037	+	612	26.0	[16.66425]	[160]	[]	[]	[159639856]	[]
642_26276	chr5	173901628	173902028	+	565	26.0	[3.3478272]	[185]	[3.5372808]	[134]	[173901867]	[173901816]
642_26279	chr5	180780042	180780442	+	629	26.0	[]	[]	[10.006039]	[163]	[]	[180780249]
642_26282	chr6	3472962	3473362	+	566	26.0	[]	[]	[3.2771003]	[146]	[]	[3473169]
642_26283	chr6	3933078	3933478	+	655	26.0	[]	[]	[5.6029005]	[84]	[]	[3933252]
642_26286	chr6	5866495	5866895	+	715	26.0	[]	[]	[12.261112, 12.521293]	[92, 98]	[]	[5866678, 5866684]
642_26287	chr6	7107620	7108020	+	766	26.0	[5.7271333]	[82]	[]	[]	[7107779]	[]
642_26288	chr6	7145127	7145527	+	651	26.0	[5.863081]	[203]	[3.3478272]	[129]	[7145372]	[7145298]
642_26289	chr6	8063576	8063976	+	736	26.0	[5.6029005]	[198]	[]	[]	[8063782]	[]
642_2629	chr15	82855854	82856254	+	1000	70.0	[]	[]	[18.919323]	[169]	[]	[82856103]
642_26290	chr6	8435299	8435699	+	716	26.0	[]	[]	[5.6029005]	[112]	[]	[8435467]
642_26294	chr6	13660944	13661344	+	648	26.0	[6.5886865]	[227]	[]	[]	[13661184]	[]
642_26295	chr6	13681519	13681919	+	667	26.0	[]	[]	[10.006039]	[221]	[]	[13681754]
642_26296	chr6	13813346	13813746	+	716	26.0	[3.3478272]	[89]	[]	[]	[13813534]	[]
642_263	chr11	15969382	15969782	+	1000	316.0	[]	[]	[6.1232615]	[124]	[]	[15969599]
642_26302	chr6	16299914	16300314	+	584	26.0	[4.3336134, 6.848867]	[148, 191]	[]	[]	[16300114, 16300157]	[]
642_26303	chr6	16337568	16337968	+	621	26.0	[5.863081]	[164]	[]	[]	[16337810]	[]
642_26305	chr6	17705673	17706073	+	733	26.0	[]	[]	[6.5886865]	[134]	[]	[17705907]
642_26306	chr6	20444734	20445134	+	686	26.0	[]	[]	[5.7271333]	[201]	[]	[20444963]
642_26310	chr6	27119373	27119773	+	568	26.0	[]	[]	[8.736752, 3.2771003]	[149, 166]	[]	[27119557, 27119574]
642_26312	chr6	27508735	27509135	+	719	26.0	[6.5886865]	[140]	[]	[]	[27508934]	[]
642_26313	chr6	27689750	27690150	+	783	26.0	[4.4393797]	[180]	[]	[]	[27689965]	[]
642_26315	chr6	27888493	27888893	+	621	26.0	[6.5886865]	[235]	[]	[]	[27888739]	[]
642_26321	chr6	28925098	28925498	+	799	26.0	[12.521293, 3.3478272]	[88, 111]	[]	[]	[28925263, 28925286]	[]
642_26323	chr6	30785456	30785856	+	804	26.0	[]	[]	[10.006039]	[149]	[]	[30785650]
642_2633	chr18	3448958	3449358	+	1000	70.0	[6.5886865]	[87]	[]	[]	[3449112]	[]
642_26334	chr6	37566192	37566592	+	586	26.0	[6.5886865]	[121]	[]	[]	[37566375]	[]
642_26335	chr6	37638722	37639122	+	769	26.0	[]	[]	[7.7509656]	[90]	[]	[37638899]
642_26337	chr6	41578140	41578540	+	771	26.0	[]	[]	[3.4720602]	[180]	[]	[41578356]
642_26339	chr6	42409524	42409924	+	769	26.0	[]	[]	[6.848867]	[107]	[]	[42409698]
642_2634	chr18	3660736	3661136	+	1000	70.0	[7.6802387, 6.5886865]	[143, 149]	[]	[]	[3660945, 3660951]	[]
642_26340	chr6	42532112	42532512	+	561	26.0	[5.3194]	[200]	[]	[]	[42532337]	[]
642_26341	chr6	43704838	43705238	+	628	26.0	[]	[]	[3.6080077]	[214]	[]	[43705086]
642_26342	chr6	43838151	43838551	+	605	26.0	[4.3336134]	[181]	[]	[]	[43838351]	[]
642_26348	chr6	53437551	53437951	+	657	26.0	[3.6080077]	[133]	[]	[]	[53437760]	[]
642_2635	chr18	45666546	45666946	+	1000	70.0	[3.7322407]	[89]	[]	[]	[45666703]	[]
642_26350	chr6	70325695	70326095	+	550	26.0	[]	[]	[16.66425]	[74]	[]	[70325866]
642_26352	chr6	81752216	81752616	+	697	26.0	[12.261112, 5.6029005]	[103, 109]	[]	[]	[81752399, 81752405]	[]
642_26356	chr6	90411195	90411595	+	744	26.0	[4.3336134]	[87]	[]	[]	[90411357]	[]
642_26357	chr6	90585638	90586038	+	622	26.0	[]	[]	[6.694453]	[131]	[]	[90585794]
642_26360	chr6	108562648	108563048	+	660	26.0	[]	[]	[4.3336134]	[161]	[]	[108562865]
642_26362	chr6	109093013	109093413	+	655	26.0	[10.991825]	[100]	[]	[]	[109093172]	[]
642_26365	chr6	116531963	116532363	+	735	26.0	[]	[]	[3.6080077]	[109]	[]	[116532158]
642_26368	chr6	129695772	129696172	+	729	26.0	[8.736752]	[147]	[]	[]	[129695982]	[]
642_26369	chr6	130322678	130323078	+	642	26.0	[4.3336134]	[136]	[]	[]	[130322901]	[]
642_2637	chr19	2552884	2553284	+	1000	70.0	[5.863081, 10.006039]	[70, 133]	[]	[]	[2553051, 2553114]	[]
642_26370	chr6	133921216	133921616	+	735	26.0	[5.863081]	[82]	[]	[]	[133921389]	[]
642_26376	chr6	142030239	142030639	+	610	26.0	[6.5886865]	[70]	[5.6029005]	[106]	[142030396]	[142030432]
642_26381	chr6	147209093	147209493	+	734	26.0	[]	[]	[3.4720602]	[125]	[]	[147209263]
642_26383	chr6	148947777	148948177	+	594	26.0	[4.3336134]	[90]	[]	[]	[148947931]	[]
642_26385	chr6	151118403	151118803	+	736	26.0	[]	[]	[13.246898]	[169]	[]	[151118650]
642_2639	chr19	4182376	4182776	+	1000	70.0	[]	[]	[4.3336134]	[94]	[]	[4182567]
642_26395	chr6	161027310	161027710	+	700	26.0	[3.4720602]	[79]	[]	[]	[161027469]	[]
642_26398	chr6	163406029	163406429	+	689	26.0	[]	[]	[12.261112, 12.521293]	[171, 177]	[]	[163406235, 163406241]
642_26399	chr6	163513547	163513947	+	726	26.0	[3.3478272]	[98]	[]	[]	[163513729]	[]
642_264	chr10	30247685	30248085	+	1000	312.0	[]	[]	[5.6029005, 6.5886865, 18.919323, 6.5886865]	[93, 99, 105, 111]	[]	[30247878, 30247884, 30247890, 30247896]
642_2640	chr19	36771148	36771548	+	1000	70.0	[5.863081, 5.863081]	[129, 164]	[]	[]	[36771363, 36771398]	[]
642_26406	chr7	7104892	7105292	+	629	26.0	[3.4720602]	[178]	[]	[]	[7105078]	[]
642_26410	chr7	16110732	16111132	+	573	26.0	[3.3478272, 16.66425]	[121, 127]	[]	[]	[16110912, 16110918]	[]
642_26411	chr7	22488842	22489242	+	762	26.0	[3.4720602]	[148]	[]	[]	[22489045]	[]
642_26414	chr7	25259664	25260064	+	754	26.0	[4.3336134]	[102]	[12.261112]	[63]	[25259854]	[25259815]
642_26415	chr7	26214107	26214507	+	735	26.0	[]	[]	[4.457846]	[186]	[]	[26214336]
642_26417	chr7	26667602	26668002	+	751	26.0	[]	[]	[10.006039]	[211]	[]	[26667846]
642_26418	chr7	28037286	28037686	+	733	26.0	[3.3478272, 10.006039]	[72, 110]	[]	[]	[28037449, 28037487]	[]
642_26419	chr7	30308295	30308695	+	676	26.0	[12.521293]	[158]	[]	[]	[30308535]	[]
642_26420	chr7	30938760	30939160	+	785	26.0	[]	[]	[8.949526]	[147]	[]	[30938972]
642_26423	chr7	35801816	35802216	+	687	26.0	[6.5886865, 6.5886865]	[156, 162]	[]	[]	[35802018, 35802024]	[]
642_26426	chr7	39896297	39896697	+	718	26.0	[]	[]	[6.1232615, 3.3478272]	[117, 123]	[]	[39896496, 39896502]
642_26428	chr7	50350558	50350958	+	753	26.0	[]	[]	[3.4720602, 3.3478272]	[119, 129]	[]	[50350716, 50350726]
642_2643	chr2	37682479	37682879	+	1000	70.0	[5.863081, 12.521293]	[99, 105]	[]	[]	[37682643, 37682649]	[]
642_26438	chr7	87155784	87156184	+	645	26.0	[]	[]	[5.6029005]	[133]	[]	[87155936]
642_2644	chr2	38643806	38644206	+	1000	70.0	[11.097591]	[135]	[]	[]	[38643963]	[]
642_2645	chr2	102258559	102258959	+	1000	70.0	[]	[]	[3.2771003]	[130]	[]	[102258778]
642_26453	chr7	101169824	101170224	+	711	26.0	[4.3336134]	[240]	[]	[]	[101170071]	[]
642_2646	chr2	148861411	148861811	+	1000	70.0	[3.3478272, 10.266219, 5.863081, 6.7129197, 6.5886865]	[71, 77, 83, 93, 99]	[4.4393797]	[120]	[148861576, 148861582, 148861588, 148861598, 148861604]	[148861625]
642_26464	chr7	106944348	106944748	+	756	26.0	[]	[]	[3.3478272]	[161]	[]	[106944589]
642_26465	chr7	107560119	107560519	+	711	26.0	[5.6029005]	[213]	[]	[]	[107560364]	[]
